TypeName,FunctionTy,Function,Area_ha,,,,,,,,
針葉樹林型,2100,半天然林,3.97711,,,,,,,,
針葉樹林型,2100,半天然林,62.1848,,,,,,,,
針葉樹林型,2100,半天然林,37.9436,,,,,,,,
針葉樹林型,2100,半天然林,17.1467,,,,,,,,
針葉樹林型,2100,半天然林,16.4936,,,,,,,,
針葉樹林型,2100,半天然林,6.3841,,,,,,,,
針葉樹林型,2100,半天然林,30.8578,,,,,,,,
針葉樹林型,2211,生產性人工林,143.581,,,,,,,,
針葉樹林型,2211,生產性人工林,49.3053,,,,,,,,
針葉樹林型,2211,生產性人工林,1.23597,,,,,,,,
針葉樹林型,2211,生產性人工林,67.8603,,,,,,,,
針葉樹林型,2211,生產性人工林,3.60711,,,,,,,,
針葉樹林型,2211,生產性人工林,39.7892,,,,,,,,
針葉樹林型,2211,生產性人工林,519.35,,,,,,,,
針葉樹林型,2211,生產性人工林,0.241757,,,,,,,,
針葉樹林型,2211,生產性人工林,0.988392,,,,,,,,
針葉樹林型,2211,生產性人工林,5.67662,,,,,,,,
針葉樹林型,2211,生產性人工林,0.107572,,,,,,,,
針葉樹林型,2211,生產性人工林,1.55185,,,,,,,,
針葉樹林型,2211,生產性人工林,0.54976,,,,,,,,
針葉樹林型,2211,生產性人工林,1.62423,,,,,,,,
針葉樹林型,2211,生產性人工林,151.039,,,,,,,,
針葉樹林型,2211,生產性人工林,4.43343,,,,,,,,
針葉樹林型,2211,生產性人工林,2.96072,,,,,,,,
針葉樹林型,2211,生產性人工林,36.5645,,,,,,,,
針葉樹林型,2211,生產性人工林,353.248,,,,,,,,
針葉樹林型,2211,生產性人工林,5.66952,,,,,,,,
針葉樹林型,2211,生產性人工林,4.15144,,,,,,,,
針葉樹林型,2211,生產性人工林,59.2436,,,,,,,,
針葉樹林型,2211,生產性人工林,141.606,,,,,,,,
針葉樹林型,2211,生產性人工林,9.65268,,,,,,,,
針葉樹林型,2211,生產性人工林,0.687892,,,,,,,,
針葉樹林型,2211,生產性人工林,4.57681,,,,,,,,
針葉樹林型,2211,生產性人工林,7.00827,,,,,,,,
針葉樹林型,2211,生產性人工林,2.7677,,,,,,,,
針葉樹林型,2211,生產性人工林,4.31207,,,,,,,,
針葉樹林型,2211,生產性人工林,0.337718,,,,,,,,
針葉樹林型,2211,生產性人工林,29.5068,,,,,,,,
針葉樹林型,2211,生產性人工林,86.8274,,,,,,,,
針葉樹林型,2211,生產性人工林,4.5911,,,,,,,,
針葉樹林型,2211,生產性人工林,815.34,,,,,,,,
針葉樹林型,2211,生產性人工林,73.1476,,,,,,,,
針葉樹林型,2211,生產性人工林,30.886,,,,,,,,
針葉樹林型,2211,生產性人工林,42.4504,,,,,,,,
針葉樹林型,2211,生產性人工林,267.015,,,,,,,,
針葉樹林型,2211,生產性人工林,14.2761,,,,,,,,
針葉樹林型,2211,生產性人工林,37.8149,,,,,,,,
針葉樹林型,2211,生產性人工林,332.415,,,,,,,,
針葉樹林型,2211,生產性人工林,8.21731,,,,,,,,
針葉樹林型,2211,生產性人工林,5.0026,,,,,,,,
針葉樹林型,2211,生產性人工林,4287.06,,,,,,,,
針葉樹林型,2211,生產性人工林,95.7874,,,,,,,,
針葉樹林型,2211,生產性人工林,51.2617,,,,,,,,
針葉樹林型,2211,生產性人工林,7.54613,,,,,,,,
針葉樹林型,2211,生產性人工林,8.28557,,,,,,,,
針葉樹林型,2211,生產性人工林,9.79497,,,,,,,,
針葉樹林型,2211,生產性人工林,198.687,,,,,,,,
針葉樹林型,2211,生產性人工林,1.27177,,,,,,,,
針葉樹林型,2211,生產性人工林,2.17141,,,,,,,,
針葉樹林型,2211,生產性人工林,0.193469,,,,,,,,
針葉樹林型,2211,生產性人工林,6.29473,,,,,,,,
針葉樹林型,2211,生產性人工林,2.55912,,,,,,,,
針葉樹林型,2211,生產性人工林,5.67378,,,,,,,,
針葉樹林型,2211,生產性人工林,0.658786,,,,,,,,
針葉樹林型,2212,保護性人工林,4.87085,,,,,,,,
針葉樹林型,2212,保護性人工林,140.708,,,,,,,,
針葉樹林型,2212,保護性人工林,56.2463,,,,,,,,
針葉樹林型,2212,保護性人工林,17.6137,,,,,,,,
針葉樹林型,2212,保護性人工林,45.7515,,,,,,,,
針葉樹林型,2212,保護性人工林,20.3925,,,,,,,,
針葉樹林型,2212,保護性人工林,9.69495,,,,,,,,
針葉樹林型,2212,保護性人工林,13.8554,,,,,,,,
針葉樹林型,2212,保護性人工林,668.248,,,,,,,,
針葉樹林型,2212,保護性人工林,2.63858,,,,,,,,
針葉樹林型,2212,保護性人工林,0.118962,,,,,,,,
針葉樹林型,2212,保護性人工林,24.2475,,,,,,,,
針葉樹林型,2212,保護性人工林,0.276389,,,,,,,,
針葉樹林型,2212,保護性人工林,11.5268,,,,,,,,
針葉樹林型,2212,保護性人工林,271.146,,,,,,,,
針葉樹林型,2212,保護性人工林,341.059,,,,,,,,
針葉樹林型,2212,保護性人工林,43.5686,,,,,,,,
針葉樹林型,2212,保護性人工林,34.9244,,,,,,,,
針葉樹林型,2212,保護性人工林,13.856,,,,,,,,
針葉樹林型,2212,保護性人工林,8.72533,,,,,,,,
針葉樹林型,2212,保護性人工林,6.83308,,,,,,,,
針葉樹林型,2212,保護性人工林,121.062,,,,,,,,
針葉樹林型,2212,保護性人工林,1867.78,,,,,,,,
針葉樹林型,2212,保護性人工林,25.5279,,,,,,,,
針葉樹林型,2212,保護性人工林,51.4824,,,,,,,,
針葉樹林型,2212,保護性人工林,2.18285,,,,,,,,
針葉樹林型,2212,保護性人工林,7.81852,,,,,,,,
針葉樹林型,2212,保護性人工林,0.504201,,,,,,,,
針葉樹林型,2212,保護性人工林,37.9622,,,,,,,,
針葉樹林型,2212,保護性人工林,0.357336,,,,,,,,
針葉樹林型,2212,保護性人工林,46.6677,,,,,,,,
針葉樹林型,2212,保護性人工林,43.3658,,,,,,,,
針葉樹林型,2212,保護性人工林,0.885531,,,,,,,,
針葉樹林型,2212,保護性人工林,2.2581,,,,,,,,
針葉樹林型,2212,保護性人工林,9.42127,,,,,,,,
針葉樹林型,2212,保護性人工林,24.9902,,,,,,,,
針葉樹林型,2212,保護性人工林,205.957,,,,,,,,
針葉樹林型,2212,保護性人工林,15.6379,,,,,,,,
針葉樹林型,2212,保護性人工林,13.641,,,,,,,,
針葉樹林型,2212,保護性人工林,156.606,,,,,,,,
針葉樹林型,2212,保護性人工林,66.96,,,,,,,,
針葉樹林型,2212,保護性人工林,43.1199,,,,,,,,
針葉樹林型,2212,保護性人工林,0.778358,,,,,,,,
針葉樹林型,2212,保護性人工林,42.2983,,,,,,,,
針葉樹林型,2212,保護性人工林,1079.26,,,,,,,,
針葉樹林型,2212,保護性人工林,65.8878,,,,,,,,
針葉樹林型,2212,保護性人工林,30.9515,,,,,,,,
針葉樹林型,2212,保護性人工林,32.1607,,,,,,,,
針葉樹林型,2212,保護性人工林,119.645,,,,,,,,
針葉樹林型,2221,經改造天然林,11.2571,,,,,,,,
針葉樹林型,2221,經改造天然林,0.383784,,,,,,,,
針葉樹林型,2221,經改造天然林,0.290827,,,,,,,,
針葉樹林型,2221,經改造天然林,3.15112,,,,,,,,
針葉樹林型,2221,經改造天然林,1.07594,,,,,,,,
針葉樹林型,2221,經改造天然林,0.169285,,,,,,,,
針葉樹林型,2221,經改造天然林,130.392,,,,,,,,
針葉樹林型,2221,經改造天然林,13.3707,,,,,,,,
針葉樹林型,2221,經改造天然林,48.9118,,,,,,,,
針葉樹林型,2221,經改造天然林,3.20165,,,,,,,,
針葉樹林型,2221,經改造天然林,16.8817,,,,,,,,
針葉樹林型,2221,經改造天然林,0.445785,,,,,,,,
針葉樹林型,2221,經改造天然林,1.32842,,,,,,,,
針葉樹林型,2221,經改造天然林,0.380839,,,,,,,,
針葉樹林型,2222,原生林,23.2531,,,,,,,,
針葉樹林型,2222,原生林,123.778,,,,,,,,
針葉樹林型,2222,原生林,8.10298,,,,,,,,
針葉樹林型,2222,原生林,5.93915,,,,,,,,
針葉樹林型,2222,原生林,2.39521,,,,,,,,
針闊葉樹混淆,2211,生產性人工林,0.680692,,,,,,,,
針闊葉樹混淆,2211,生產性人工林,1.63409,,,,,,,,
針闊葉樹混淆,2222,原生林,12.3229,,,,,,,,
闊葉樹林型,1100,原生林,1.30217,,,,,,,,
闊葉樹林型,1100,原生林,0.914569,,,,,,,,
闊葉樹林型,1100,原生林,85.7821,,,,,,,,
闊葉樹林型,1100,原生林,484.462,,,,,,,,
闊葉樹林型,1100,原生林,24.8081,,,,,,,,
闊葉樹林型,1100,原生林,69.4376,,,,,,,,
闊葉樹林型,1100,原生林,174.893,,,,,,,,
闊葉樹林型,1100,原生林,43.4882,,,,,,,,
闊葉樹林型,1100,原生林,31747,,,,,,,,
闊葉樹林型,1100,原生林,237.891,,,,,,,,
闊葉樹林型,1100,原生林,28212.1,,,,,,,,
闊葉樹林型,1100,原生林,2026.74,,,,,,,,
闊葉樹林型,1100,原生林,919.9,,,,,,,,
闊葉樹林型,1100,原生林,1520.54,,,,,,,,
闊葉樹林型,1100,原生林,4743.74,,,,,,,,
闊葉樹林型,1100,原生林,801.81,,,,,,,,
闊葉樹林型,1100,原生林,348.638,,,,,,,,
闊葉樹林型,1100,原生林,182.415,,,,,,,,
闊葉樹林型,1100,原生林,109.942,,,,,,,,
闊葉樹林型,1100,原生林,168.136,,,,,,,,
闊葉樹林型,1100,原生林,1.76563,,,,,,,,
闊葉樹林型,1100,原生林,7.42171,,,,,,,,
闊葉樹林型,1100,原生林,126.195,,,,,,,,
闊葉樹林型,1100,原生林,10154.5,,,,,,,,
闊葉樹林型,1100,原生林,5238.08,,,,,,,,
闊葉樹林型,1200,經改造天然林,12.2701,,,,,,,,
闊葉樹林型,1200,經改造天然林,2.05983,,,,,,,,
闊葉樹林型,1200,經改造天然林,84.0487,,,,,,,,
闊葉樹林型,1200,經改造天然林,2.00993,,,,,,,,
闊葉樹林型,1200,經改造天然林,232.268,,,,,,,,
闊葉樹林型,1200,經改造天然林,20.9868,,,,,,,,
闊葉樹林型,1200,經改造天然林,1.3787,,,,,,,,
闊葉樹林型,1200,經改造天然林,49.8394,,,,,,,,
闊葉樹林型,1200,經改造天然林,24.1587,,,,,,,,
闊葉樹林型,1200,經改造天然林,1.27034,,,,,,,,
闊葉樹林型,1200,經改造天然林,195.946,,,,,,,,
闊葉樹林型,1200,經改造天然林,36.2632,,,,,,,,
闊葉樹林型,2100,半天然林,8.24462,,,,,,,,
闊葉樹林型,2100,半天然林,65.6571,,,,,,,,
闊葉樹林型,2100,半天然林,4.15178,,,,,,,,
闊葉樹林型,2100,半天然林,85.5738,,,,,,,,
闊葉樹林型,2100,半天然林,6.8972,,,,,,,,
闊葉樹林型,2211,生產性人工林,0.713099,,,,,,,,
闊葉樹林型,2211,生產性人工林,0.760178,,,,,,,,
闊葉樹林型,2211,生產性人工林,7.64678,,,,,,,,
闊葉樹林型,2211,生產性人工林,3.30177,,,,,,,,
闊葉樹林型,2211,生產性人工林,20.2383,,,,,,,,
闊葉樹林型,2211,生產性人工林,15.5033,,,,,,,,
闊葉樹林型,2211,生產性人工林,0.684466,,,,,,,,
闊葉樹林型,2211,生產性人工林,2.37726,,,,,,,,
闊葉樹林型,2211,生產性人工林,3.67831,,,,,,,,
闊葉樹林型,2211,生產性人工林,2.22249,,,,,,,,
闊葉樹林型,2211,生產性人工林,8.71934,,,,,,,,
闊葉樹林型,2211,生產性人工林,1.59396,,,,,,,,
闊葉樹林型,2211,生產性人工林,0.0516817,,,,,,,,
闊葉樹林型,2211,生產性人工林,550.674,,,,,,,,
闊葉樹林型,2211,生產性人工林,85.4494,,,,,,,,
闊葉樹林型,2211,生產性人工林,498.953,,,,,,,,
闊葉樹林型,2211,生產性人工林,9.91451,,,,,,,,
闊葉樹林型,2211,生產性人工林,519.767,,,,,,,,
闊葉樹林型,2211,生產性人工林,815.534,,,,,,,,
闊葉樹林型,2211,生產性人工林,68.5562,,,,,,,,
闊葉樹林型,2211,生產性人工林,16.2135,,,,,,,,
闊葉樹林型,2211,生產性人工林,1.17215,,,,,,,,
闊葉樹林型,2211,生產性人工林,2.76863,,,,,,,,
闊葉樹林型,2211,生產性人工林,5.9544,,,,,,,,
闊葉樹林型,2211,生產性人工林,1907.86,,,,,,,,
闊葉樹林型,2211,生產性人工林,459.133,,,,,,,,
闊葉樹林型,2211,生產性人工林,0.106096,,,,,,,,
闊葉樹林型,2212,保護性人工林,2.73109,,,,,,,,
闊葉樹林型,2212,保護性人工林,0.609363,,,,,,,,
闊葉樹林型,2212,保護性人工林,0.593612,,,,,,,,
闊葉樹林型,2212,保護性人工林,4.78587,,,,,,,,
闊葉樹林型,2212,保護性人工林,0.350941,,,,,,,,
闊葉樹林型,2212,保護性人工林,1.2807,,,,,,,,
闊葉樹林型,2212,保護性人工林,5.63365,,,,,,,,
闊葉樹林型,2212,保護性人工林,12.4072,,,,,,,,
闊葉樹林型,2212,保護性人工林,3.95703,,,,,,,,
闊葉樹林型,2212,保護性人工林,2.22474,,,,,,,,
闊葉樹林型,2212,保護性人工林,11.3523,,,,,,,,
闊葉樹林型,2212,保護性人工林,760.849,,,,,,,,
闊葉樹林型,2212,保護性人工林,7.26423,,,,,,,,
闊葉樹林型,2212,保護性人工林,1705.66,,,,,,,,
闊葉樹林型,2212,保護性人工林,43.4991,,,,,,,,
闊葉樹林型,2212,保護性人工林,16.658,,,,,,,,
闊葉樹林型,2212,保護性人工林,96.921,,,,,,,,
闊葉樹林型,2212,保護性人工林,231.982,,,,,,,,
闊葉樹林型,2212,保護性人工林,157.753,,,,,,,,
闊葉樹林型,2212,保護性人工林,0.847683,,,,,,,,
闊葉樹林型,2212,保護性人工林,1.38929,,,,,,,,
闊葉樹林型,2212,保護性人工林,46.3278,,,,,,,,
闊葉樹林型,2212,保護性人工林,53.4407,,,,,,,,
闊葉樹林型,2212,保護性人工林,4.01213,,,,,,,,
闊葉樹林型,2212,保護性人工林,1152.16,,,,,,,,
闊葉樹林型,2212,保護性人工林,244.199,,,,,,,,
闊葉樹林型,2212,保護性人工林,0.433944,,,,,,,,
闊葉樹林型,2221,經改造天然林,5.10248,,,,,,,,
闊葉樹林型,2221,經改造天然林,0.548184,,,,,,,,
闊葉樹林型,2221,經改造天然林,250.355,,,,,,,,
闊葉樹林型,2221,經改造天然林,42.8553,,,,,,,,
闊葉樹林型,2221,經改造天然林,11.522,,,,,,,,
闊葉樹林型,2221,經改造天然林,81.3103,,,,,,,,
闊葉樹林型,2221,經改造天然林,2878.71,,,,,,,,
闊葉樹林型,2221,經改造天然林,666.173,,,,,,,,
闊葉樹林型,2221,經改造天然林,3748.06,,,,,,,,
闊葉樹林型,2221,經改造天然林,87.7184,,,,,,,,
闊葉樹林型,2221,經改造天然林,37.3501,,,,,,,,
闊葉樹林型,2221,經改造天然林,3574.59,,,,,,,,
闊葉樹林型,2221,經改造天然林,7125.18,,,,,,,,
闊葉樹林型,2221,經改造天然林,450.232,,,,,,,,
闊葉樹林型,2221,經改造天然林,67.4335,,,,,,,,
闊葉樹林型,2221,經改造天然林,96.7102,,,,,,,,
闊葉樹林型,2221,經改造天然林,27.7496,,,,,,,,
闊葉樹林型,2221,經改造天然林,2.50983,,,,,,,,
闊葉樹林型,2221,經改造天然林,218.009,,,,,,,,
闊葉樹林型,2221,經改造天然林,103298,,,,,,,,
闊葉樹林型,2221,經改造天然林,19040.7,,,,,,,,
闊葉樹林型,2221,經改造天然林,0.961844,,,,,,,,
闊葉樹林型,2221,經改造天然林,2.48955,,,,,,,,
闊葉樹林型,2221,經改造天然林,2.46313,,,,,,,,
闊葉樹林型,2222,原生林,29.8007,,,,,,,,
闊葉樹林型,2222,原生林,32.2776,,,,,,,,
闊葉樹林型,2222,原生林,869.224,,,,,,,,
闊葉樹林型,2222,原生林,30.6603,,,,,,,,
闊葉樹林型,2222,原生林,1484.42,,,,,,,,
闊葉樹林型,2222,原生林,245.386,,,,,,,,
闊葉樹林型,2222,原生林,2.58729,,,,,,,,
闊葉樹林型,2222,原生林,833.251,,,,,,,,
闊葉樹林型,2222,原生林,1809.41,,,,,,,,
闊葉樹林型,2222,原生林,168.994,,,,,,,,
闊葉樹林型,2222,原生林,19.9053,,,,,,,,
闊葉樹林型,2222,原生林,40.6081,,,,,,,,
闊葉樹林型,2222,原生林,33.8555,,,,,,,,
闊葉樹林型,2222,原生林,1501.92,,,,,,,,
闊葉樹林型,2222,原生林,609.526,,,,,,,,
竹林,2211,生產性人工林,2.68826,,,,,,,,
竹林,2211,生產性人工林,1.27335,,,,,,,,
闊葉樹林型,2221,經改造天然林,18.2831,,,,,,,,
闊葉樹林型,2221,經改造天然林,4.22498,,,,,,,,
闊葉樹林型,2221,經改造天然林,7.34191,,,,,,,,
針葉樹林型,1100,原生林,10.4491,,,,,,,,
闊葉樹林型,2221,經改造天然林,0.621453,,,,,,,,
闊葉樹林型,2221,經改造天然林,8.16312,,,,,,,,
針葉樹林型,2100,半天然林,9.82732,,,,,,,,
竹林,2212,保護性人工林,1.33389,,,,,,,,
針葉樹林型,1100,原生林,0.0821369,,,,,,,,
針葉樹林型,1100,原生林,4.87927,,,,,,,,
針葉樹林型,1100,原生林,9.31847,,,,,,,,
針葉樹林型,2211,生產性人工林,2.7204,,,,,,,,
闊葉樹林型,1100,原生林,64.0315,,,,,,,,
闊葉樹林型,1100,原生林,5.58092,,,,,,,,
竹林,2211,生產性人工林,1.85964,,,,,,,,
竹林,2211,生產性人工林,0.050019,,,,,,,,
針葉樹林型,1100,原生林,0.626579,,,,,,,,
針葉樹林型,1100,原生林,2.73225,,,,,,,,
針葉樹林型,1200,經改造天然林,0.894035,,,,,,,,
闊葉樹林型,1100,原生林,151.635,,,,,,,,
闊葉樹林型,1200,經改造天然林,0.0256965,,,,,,,,
闊葉樹林型,2221,經改造天然林,29.0916,,,,,,,,
竹林,-1,,3.54548E-05,,,,,,,,
竹林,1100,原生林,61.755,,,,,,,,
竹林,1100,原生林,9.33247,,,,,,,,
竹林,1100,原生林,0.114813,,,,,,,,
竹林,1100,原生林,0.207792,,,,,,,,
竹林,1100,原生林,1.86712,,,,,,,,
竹林,1100,原生林,38.4555,,,,,,,,
竹林,1100,原生林,1.4775,,,,,,,,
竹林,1100,原生林,1.79231,,,,,,,,
竹林,1100,原生林,2.65416,,,,,,,,
竹林,1100,原生林,2.61034,,,,,,,,
竹林,1200,經改造天然林,0.464927,,,,,,,,
竹林,1200,經改造天然林,1.03655,,,,,,,,
竹林,1200,經改造天然林,0.462591,,,,,,,,
竹林,1200,經改造天然林,2.22328,,,,,,,,
竹林,2100,半天然林,2.15405,,,,,,,,
竹林,2100,半天然林,3.61175,,,,,,,,
竹林,2100,半天然林,0.477226,,,,,,,,
竹林,2100,半天然林,1.03091,,,,,,,,
竹林,2100,半天然林,4.19375,,,,,,,,
竹林,2211,生產性人工林,2.12545,,,,,,,,
竹林,2211,生產性人工林,15.5948,,,,,,,,
竹林,2211,生產性人工林,1.07512,,,,,,,,
竹林,2211,生產性人工林,11640.4,,,,,,,,
竹林,2211,生產性人工林,97.7319,,,,,,,,
竹林,2211,生產性人工林,1.08367,,,,,,,,
竹林,2211,生產性人工林,0.756514,,,,,,,,
竹林,2211,生產性人工林,5.45548,,,,,,,,
竹林,2211,生產性人工林,101.814,,,,,,,,
竹林,2211,生產性人工林,1.45531,,,,,,,,
竹林,2211,生產性人工林,233.956,,,,,,,,
竹林,2211,生產性人工林,23.8923,,,,,,,,
竹林,2211,生產性人工林,193.885,,,,,,,,
竹林,2211,生產性人工林,59.3716,,,,,,,,
竹林,2211,生產性人工林,4203.53,,,,,,,,
竹林,2211,生產性人工林,774.216,,,,,,,,
竹林,2211,生產性人工林,0.938155,,,,,,,,
竹林,2211,生產性人工林,178.906,,,,,,,,
竹林,2211,生產性人工林,269.586,,,,,,,,
竹林,2211,生產性人工林,57.7397,,,,,,,,
竹林,2212,保護性人工林,0.259891,,,,,,,,
竹林,2212,保護性人工林,1744.82,,,,,,,,
竹林,2212,保護性人工林,50.0625,,,,,,,,
竹林,2212,保護性人工林,0.491254,,,,,,,,
竹林,2212,保護性人工林,0.752611,,,,,,,,
竹林,2212,保護性人工林,1.04989,,,,,,,,
竹林,2212,保護性人工林,1.86282,,,,,,,,
竹林,2212,保護性人工林,3.25441,,,,,,,,
竹林,2212,保護性人工林,49.888,,,,,,,,
竹林,2212,保護性人工林,2.08115,,,,,,,,
竹林,2212,保護性人工林,270.02,,,,,,,,
竹林,2212,保護性人工林,3.39372,,,,,,,,
竹林,2212,保護性人工林,892.569,,,,,,,,
竹林,2212,保護性人工林,379.879,,,,,,,,
竹林,2212,保護性人工林,0.555353,,,,,,,,
竹林,2212,保護性人工林,1.47694,,,,,,,,
竹林,2212,保護性人工林,60.9093,,,,,,,,
竹林,2212,保護性人工林,588.04,,,,,,,,
竹林,2212,保護性人工林,2.07032,,,,,,,,
竹林,2221,經改造天然林,1.33659,,,,,,,,
竹林,2221,經改造天然林,0.884421,,,,,,,,
竹林,2221,經改造天然林,72.3116,,,,,,,,
竹林,2221,經改造天然林,26.8066,,,,,,,,
竹林,2221,經改造天然林,6.18557,,,,,,,,
竹林,2221,經改造天然林,1.91546,,,,,,,,
竹林,2222,原生林,0.392146,,,,,,,,
竹闊混淆林,2211,生產性人工林,0.639519,,,,,,,,
竹闊混淆林,2211,生產性人工林,0.49886,,,,,,,,
竹闊混淆林,2211,生產性人工林,0.229819,,,,,,,,
竹闊混淆林,2211,生產性人工林,0.0847103,,,,,,,,
竹闊混淆林,2211,生產性人工林,0.428539,,,,,,,,
竹闊混淆林,2211,生產性人工林,0.109833,,,,,,,,
竹闊混淆林,2211,生產性人工林,1.27048,,,,,,,,
待成林地,-1,,26052.1,,,,,,,,
待成林地,-1,,2.18021,,,,,,,,
待成林地,-1,,3.70047,,,,,,,,
待成林地,-1,,0.146628,,,,,,,,
待成林地,-1,,2.58744,,,,,,,,
針葉樹林型,1100,原生林,7.34386,,,,,,,,
針葉樹林型,1100,原生林,393.224,,,,,,,,
針葉樹林型,1100,原生林,212.882,,,,,,,,
針葉樹林型,1100,原生林,14.5299,,,,,,,,
針葉樹林型,1100,原生林,1.33761,,,,,,,,
針葉樹林型,1100,原生林,1.10926E-05,,,,,,,,
針葉樹林型,1100,原生林,11.2511,,,,,,,,
針葉樹林型,1100,原生林,3.46132,,,,,,,,
針葉樹林型,1100,原生林,847.977,,,,,,,,
針葉樹林型,1100,原生林,37.3327,,,,,,,,
針葉樹林型,1100,原生林,228.833,,,,,,,,
針葉樹林型,1100,原生林,1.84528,,,,,,,,
針葉樹林型,1100,原生林,0.14788,,,,,,,,
針葉樹林型,1100,原生林,2.31834,,,,,,,,
針葉樹林型,1100,原生林,106.927,,,,,,,,
針葉樹林型,1100,原生林,9192.68,,,,,,,,
針葉樹林型,1100,原生林,2511.91,,,,,,,,
針葉樹林型,1100,原生林,122.042,,,,,,,,
針葉樹林型,1100,原生林,1.01085,,,,,,,,
針葉樹林型,1100,原生林,112.935,,,,,,,,
針葉樹林型,1100,原生林,86.7423,,,,,,,,
針葉樹林型,1100,原生林,154.272,,,,,,,,
針葉樹林型,1100,原生林,13.1104,,,,,,,,
針葉樹林型,1100,原生林,58.7822,,,,,,,,
針葉樹林型,1100,原生林,2.17464,,,,,,,,
針葉樹林型,1100,原生林,1024.29,,,,,,,,
針葉樹林型,1100,原生林,1607.43,,,,,,,,
針葉樹林型,1100,原生林,1.39433,,,,,,,,
針葉樹林型,1100,原生林,5910.23,,,,,,,,
針葉樹林型,1100,原生林,507.223,,,,,,,,
針葉樹林型,1100,原生林,82.8477,,,,,,,,
針葉樹林型,1100,原生林,41.6702,,,,,,,,
針葉樹林型,1100,原生林,234.824,,,,,,,,
針葉樹林型,1100,原生林,2.56268,,,,,,,,
針葉樹林型,1100,原生林,409.921,,,,,,,,
針葉樹林型,1100,原生林,673.574,,,,,,,,
針葉樹林型,1100,原生林,0.504304,,,,,,,,
針葉樹林型,1100,原生林,2062.08,,,,,,,,
針葉樹林型,1100,原生林,1284.98,,,,,,,,
針葉樹林型,1100,原生林,2.68655,,,,,,,,
針葉樹林型,1100,原生林,20.9254,,,,,,,,
針葉樹林型,1100,原生林,12.2247,,,,,,,,
針葉樹林型,1100,原生林,6.55764,,,,,,,,
針葉樹林型,1100,原生林,935.647,,,,,,,,
針葉樹林型,1100,原生林,615.978,,,,,,,,
針葉樹林型,1100,原生林,0.318596,,,,,,,,
針葉樹林型,1100,原生林,92.3949,,,,,,,,
針葉樹林型,1100,原生林,35.3191,,,,,,,,
針葉樹林型,1100,原生林,21.7073,,,,,,,,
針葉樹林型,1100,原生林,45.0578,,,,,,,,
針葉樹林型,1100,原生林,0.928732,,,,,,,,
針葉樹林型,1100,原生林,6.39302,,,,,,,,
針葉樹林型,1100,原生林,9.91022,,,,,,,,
針葉樹林型,1100,原生林,0.700007,,,,,,,,
針葉樹林型,1100,原生林,14.8407,,,,,,,,
針葉樹林型,1100,原生林,22.822,,,,,,,,
針葉樹林型,1100,原生林,38.1393,,,,,,,,
針葉樹林型,1100,原生林,3.6348,,,,,,,,
針葉樹林型,1100,原生林,14.4158,,,,,,,,
針葉樹林型,1100,原生林,0.430151,,,,,,,,
針葉樹林型,1100,原生林,3.88025,,,,,,,,
針葉樹林型,1100,原生林,32.0889,,,,,,,,
針葉樹林型,1100,原生林,0.347551,,,,,,,,
針葉樹林型,1100,原生林,0.0949229,,,,,,,,
針葉樹林型,1100,原生林,53.8485,,,,,,,,
針葉樹林型,1100,原生林,12.307,,,,,,,,
針葉樹林型,1100,原生林,0.22624,,,,,,,,
針葉樹林型,1100,原生林,1.07724,,,,,,,,
針葉樹林型,1100,原生林,15.1921,,,,,,,,
針葉樹林型,1100,原生林,5.7465,,,,,,,,
針葉樹林型,1100,原生林,1.68985,,,,,,,,
針葉樹林型,1100,原生林,1.40689,,,,,,,,
針葉樹林型,1100,原生林,5.76873,,,,,,,,
針葉樹林型,1200,經改造天然林,10.4186,,,,,,,,
針葉樹林型,1200,經改造天然林,0.5026,,,,,,,,
針葉樹林型,1200,經改造天然林,1.05268,,,,,,,,
針葉樹林型,1200,經改造天然林,1173.62,,,,,,,,
針葉樹林型,1200,經改造天然林,694.036,,,,,,,,
針葉樹林型,1200,經改造天然林,0.49817,,,,,,,,
針葉樹林型,1200,經改造天然林,2.79349,,,,,,,,
針葉樹林型,1200,經改造天然林,32.8705,,,,,,,,
針葉樹林型,1200,經改造天然林,42.0568,,,,,,,,
針葉樹林型,1200,經改造天然林,8.05021,,,,,,,,
針葉樹林型,1200,經改造天然林,180.217,,,,,,,,
針葉樹林型,1200,經改造天然林,50.3123,,,,,,,,
針葉樹林型,1200,經改造天然林,1.11228,,,,,,,,
針葉樹林型,1200,經改造天然林,3.09064,,,,,,,,
針葉樹林型,1200,經改造天然林,170.247,,,,,,,,
針葉樹林型,1200,經改造天然林,8.3534,,,,,,,,
針葉樹林型,1200,經改造天然林,4.38243,,,,,,,,
針葉樹林型,1200,經改造天然林,5.49499,,,,,,,,
針葉樹林型,1200,經改造天然林,1.14568,,,,,,,,
針葉樹林型,1200,經改造天然林,1.36452,,,,,,,,
針葉樹林型,1200,經改造天然林,1.96293,,,,,,,,
針葉樹林型,1200,經改造天然林,19.1879,,,,,,,,
針葉樹林型,1200,經改造天然林,3.38346,,,,,,,,
針葉樹林型,1200,經改造天然林,0.111414,,,,,,,,
針葉樹林型,2100,半天然林,0.419038,,,,,,,,
針葉樹林型,2100,半天然林,2.48258,,,,,,,,
針葉樹林型,2100,半天然林,0.379645,,,,,,,,
針葉樹林型,2100,半天然林,135.773,,,,,,,,
