Site_N,Point,x,y
A09-56,6,121.47577,25.06362
A09-56,7,121.47376,25.06364
A09-56,8,121.47272,25.06549
A09-57,1,121.45408,25.09814
A09-57,2,121.45207,25.09799
A09-57,3,121.4518,25.09577
A09-57,4,121.45428,25.09496
A09-57,5,121.45335,25.09187
A09-57,6,121.45259,25.09013
A09-57,7,121.45098,25.08896
A09-57,8,121.45016,25.09064
A09-58,1,121.29794,24.96827
A09-58,2,121.29885,24.96648
A09-58,3,121.29677,24.96447
A09-58,5,121.2954,24.96181
A09-58,6,121.29305,24.96193
A09-58,7,121.29464,24.9656
A09-60,1,121.04386,25.02004
A09-60,2,121.040947,25.017375
A09-60,3,121.043328,25.01725
A09-60,4,121.045998,25.019392
A09-60,5,121.042148,25.015892
A09-60,6,121.03756,25.01733
A09-60,7,121.033594,25.014983
A09-60,8,121.03466,25.01797
A09-60,9,121.034939,25.01995
A09-60,10,121.031602,25.016089
A10-01,1,121.3793083,24.891875
A10-01,2,121.3819111,24.89216667
A10-01,3,121.3812722,24.88988333
A10-01,4,121.3836972,24.89334444
A10-01,5,121.3802056,24.89405
A10-01,6,121.3802722,24.89662222
A10-01,7,121.3821667,24.89457778
A10-01,8,121.38415,24.89522222
A10-01,9,121.3862333,24.89383611
A10-01,10,121.3885167,24.89310833
A10-02,1,121.3758333,24.69110833
A10-02,2,121.37805,24.68972222
A10-02,3,121.37805,24.68638889
A10-02,4,121.3774972,24.68306111
A10-02,5,121.37361,24.68194
A10-02,6,121.3730583,24.67916944
A10-02,7,121.3702778,24.67749722
A10-02,8,121.3683333,24.67444167
A10-02,9,121.3658306,24.67416667
A10-02,10,121.3635444,24.67678333
A10-03,1,121.4599111,24.84218333
A10-03,2,121.4620389,24.84177778
A10-03,3,121.4639806,24.84013056
A10-03,4,121.4646556,24.83825833
A10-03,5,121.4657667,24.83665833
A10-03,6,121.4664944,24.83481389
A10-07,1,121.43444,24.86065
A10-07,2,121.436135,24.861602
A10-07,3,121.437574,24.859756
A10-07,4,121.438776,24.858244
A10-07,5,121.440999,24.857362
A10-07,6,121.443273,24.856895
A10-07,7,121.444453,24.854824
A10-07,8,121.44634,24.854078
A10-07,9,121.447294,24.852297
A10-07,10,121.446921,24.850293
A10-10,1,121.3636889,24.81118333
A10-10,2,121.3679972,24.81236389
A10-10,3,121.3696222,24.813
A10-10,4,121.3715778,24.81548611
A10-10,5,121.3755778,24.8202
A10-10,6,121.3794278,24.82103889
A10-10,7,121.3825778,24.82531944
A10-10,11,121.3863056,24.81255556
A10-10,12,121.3788333,24.81319444
A12-01,1,121.2454194,24.762875
A12-01,2,121.2473472,24.76248611
A12-01,3,121.24282,24.75774
A12-01,4,121.234475,24.764075
A12-01,5,121.2340833,24.76563056
A12-01,6,121.2419111,24.75346389
A12-01,7,121.2407333,24.75262778
A12-01,8,121.2434694,24.75143056
A12-01,9,121.239275,24.75134722
A12-01,10,121.2388917,24.75271111
A12-02,1,121.236025,24.681025
A12-02,2,121.2372222,24.67944722
A12-02,3,121.2361111,24.67749722
A12-02,4,121.2355528,24.67499722
A12-02,5,121.2338917,24.67361111
A12-02,6,121.2313861,24.67166389
A12-02,7,121.2324972,24.66833056
A12-06,1,120.953048,24.534731
A12-06,2,120.953797,24.537639
A12-06,3,120.951951,24.539381
A12-06,4,120.949571,24.541005
A12-06,5,120.950676,24.542821
A12-06,6,120.947952,24.542765
A16-01,1,121.617318,24.156243
A16-01,2,121.62175,24.159187
A16-01,3,121.623562,24.157274
A16-01,4,121.640677,24.150025
A16-01,6,121.616938,24.159161
A16-01,7,121.605077,24.158387
A16-02,1,121.597346,24.171862
A16-02,2,121.590094,24.170075
A16-02,3,121.58319,24.17623
A16-02,4,121.576458,24.171048
A16-02,5,121.575278,24.169021
A16-02,6,121.571207,24.171844
A16-03,1,121.51772,24.177462
A16-03,2,121.51285,24.177686
A16-03,3,121.514001,24.177673
A16-03,4,121.514299,24.178286
A16-03,5,121.516214,24.177395
A16-03,6,121.508013,24.179066
A16-04,1,121.492113,24.198395
A16-04,2,121.487736,24.204504
A16-04,3,121.48815,24.209893
A16-04,4,121.485644,24.210831
A16-04,6,121.483522,24.214729
A16-04,7,121.487357,24.208487
A16-04,8,121.485838,24.202514
A16-04,9,121.486943,24.200434
A16-04,10,121.484255,24.202907
A16-05,1,121.484837,24.190274
A16-05,2,121.480919,24.192634
A16-05,3,121.477289,24.195986
A16-05,4,121.472919,24.198663
A16-05,5,121.46862,24.199534
A16-05,6,121.461183,24.200957
A16-05,7,121.458527,24.203998
A16-05,8,121.452045,24.202745
A16-05,9,121.45128,24.206557
A17-01,1,121.60339,24.069286
A17-01,2,121.60426,24.07137
A17-01,4,121.60549,24.07645
A17-01,5,121.60691,24.0777
A17-01,8,121.61034,24.08303
A17-01,9,121.6114,24.08615
A17-01,10,121.61266,24.08966
A17-02,1,121.424943,24.002788
A17-02,2,121.427093,24.001834
A17-02,3,121.43143,23.999718
A17-02,4,121.433246,23.999199
A17-02,5,121.437072,23.996858
A17-02,6,121.441084,23.994716
A17-02,7,121.445806,23.993257
A17-02,8,121.44701,23.991737
A17-02,9,121.450676,23.988972
A17-02,10,121.454659,23.98701
A17-04,1,121.54489,23.90017
A17-04,2,121.54251,23.90006
A17-04,3,121.54128,23.90159
A17-04,4,121.54336,23.90294
A17-04,5,121.53725,23.904
A17-04,6,121.53475,23.90311
A17-04,7,121.532495,23.901207
A17-04,8,121.532937,23.898785
A17-04,9,121.533584,23.896128
A17-04,10,121.534912,23.891988
A17-09,1,121.4729639,23.83731111
A17-09,2,121.4711778,23.83863889
A17-09,3,121.4693889,23.84004167
A17-09,4,121.4676083,23.83801111
A17-09,5,121.4666528,23.83475278
A17-09,6,121.4653444,23.83641944
A17-09,7,121.4648,23.83379
A17-10,1,121.499381,23.866031
A17-10,2,121.495461,23.86272
A17-10,3,121.489248,23.860817
A17-10,4,121.48258,23.85621
A17-10,5,121.48039,23.85317
A17-10,6,121.47772,23.849494
A17-10,7,121.47526,23.84653
A17-10,8,121.47308,23.84565
A17-10,9,121.472586,23.84421
A17-10,10,121.469033,23.841864
A17-11,1,121.5547472,24.00654722
A17-11,2,121.5523611,24.00711944
A17-11,3,121.5506167,24.008575
A17-11,4,121.5489,24.01075
A17-11,5,121.5518444,24.01002222
A17-11,6,121.55515,24.00993611
A17-11,7,121.5505,24.01322
A17-11,8,121.5539278,24.01213889
A17-18,1,121.50586,23.92487
A17-18,2,121.50691,23.92222
A17-18,3,121.51002,23.92218
A17-18,4,121.51361,23.92398
A17-18,5,121.51257,23.93331
A17-18,6,121.5099,23.93693
A17-18,7,121.50674,23.93385
A18-01,1,121.39497,23.71189
A18-01,2,121.371958,23.714675
A18-01,3,121.391111,23.711449
A18-01,4,121.387837,23.71181
A18-01,5,121.384702,23.712991
A18-01,6,121.382764,23.710838
A18-01,7,121.37997,23.711043
A18-01,8,121.377885,23.712412
A18-01,9,121.3763,23.713779
A18-01,10,121.374202,23.71411
A18-02,1,121.47843,23.69952
A18-02,2,121.47771,23.6978
A18-02,3,121.47655,23.69536
A18-02,4,121.47542,23.69327
A18-02,5,121.474358,23.691288
A18-02,6,121.47346,23.68981
A18-02,7,121.472383,23.687637
A18-02,8,121.47037,23.68519
A18-02,9,121.46884,23.68371
A18-02,10,121.46718,23.68236
A18-03,1,121.38009,23.60924
A18-03,2,121.37914,23.61036
A18-03,3,121.37734,23.61129
A18-03,4,121.37565,23.61223
A18-03,5,121.37417,23.61329
A18-03,6,121.37232,23.61324
A18-03,7,121.37056,23.61245
A18-03,8,121.37191,23.61111
A18-03,9,121.37335,23.6099
A18-03,10,121.374157,23.608533
A18-04,1,121.44315,23.75139
A18-04,2,121.43719,23.75316
A18-04,3,121.43789,23.75563
A18-04,4,121.43767,23.75931
A18-04,5,121.43485,23.7578
A18-04,6,121.43304,23.75752
A18-04,7,121.42954,23.75682
A18-04,8,121.42614,23.75482
A18-04,9,121.42315,23.75443
A18-04,10,121.42525,23.75189
A19-01,1,121.3535444,23.59145
A19-01,2,121.3512278,23.590325
A19-01,3,121.3500972,23.58855833
A19-01,4,121.3478722,23.58836389
A19-01,5,121.3452778,23.58882222
A19-01,6,121.343025,23.58951389
A19-02,1,121.4029889,23.55439722
A19-02,2,121.40141,23.55327
A19-02,3,121.3996444,23.55276111
A19-02,4,121.3976111,23.55132222
A19-02,5,121.3954194,23.55169722
A19-02,6,121.3930111,23.55199167
A19-02,7,121.3916111,23.55269167
A19-02,8,121.3891,23.55342
A19-02,9,121.38694,23.55446
A19-02,10,121.38478,23.55606
A19-03,1,121.4198222,23.49683889
A19-03,2,121.4213333,23.49817222
A19-03,3,121.4232306,23.49723611
A19-03,4,121.4250472,23.49631944
A19-03,5,121.4274917,23.49560833
A19-03,6,121.4294639,23.49653333
A19-03,7,121.4295611,23.49916944
A19-03,8,121.4309,23.50115278
A19-03,9,121.4325194,23.50271944
A19-03,10,121.4342361,23.50377222
A19-04,1,121.35119,23.476
A19-04,2,121.349,23.47738
A19-04,4,121.3479,23.4798
A19-04,6,121.3451,23.47972
A19-04,7,121.3438,23.48126
A19-04,9,121.3416,23.48378
A19-04,10,121.3404,23.48572
A19-05,1,121.330517,23.383459
A19-05,2,121.33285,23.38437
A19-05,4,121.3354,23.38397
A19-05,6,121.3374,23.38309
A19-05,7,121.33694,23.38106
A19-05,8,121.33619,23.3781
A19-05,9,121.33581,23.37558
A19-05,10,121.33525,23.37286
A19-06,1,121.351493,23.350851
A19-06,3,121.34964,23.34958
A19-06,4,121.351037,23.348269
A19-06,5,121.34965,23.34522
A19-06,7,121.34578,23.3446
A19-06,8,121.34372,23.34539
A19-06,9,121.34221,23.34326
A19-06,10,121.34053,23.34091
A20-01,1,121.338581,23.296039
A20-01,2,121.338071,23.29529
A20-01,3,121.335813,23.295431
A20-01,4,121.336228,23.293073
A20-01,5,121.33436,23.29529
A20-01,6,121.33543,23.290799
A20-01,7,121.33813,23.28957
A20-01,8,121.33986,23.28738
A20-01,9,121.340312,23.284368
A20-01,10,121.340913,23.282525
A20-02,1,121.3623722,23.10632222
A20-02,2,121.3604639,23.104675
A20-02,3,121.36046,23.10468
A20-02,4,121.3555083,23.105625
A20-02,5,121.3510056,23.10848889
A20-02,7,121.35495,23.10841667
A20-02,9,121.3622778,23.11026111
A20-02,10,121.3657167,23.11565278
A20-03,1,121.2295611,23.32658333
A20-03,2,121.2276083,23.32735278
A20-03,3,121.2258583,23.32842222
A20-03,4,121.2245528,23.33145
A20-03,5,121.2238417,23.33328333
A20-03,6,121.2231333,23.33506389
A20-03,7,121.2315778,23.32755556
A20-03,8,121.2337889,23.3284
A20-04,1,121.2219917,23.336825
A20-04,2,121.2199278,23.33665833
A20-04,3,121.2176222,23.33749167
A20-04,4,121.2160083,23.33863056
A20-04,5,121.2150333,23.34033889
A20-04,6,121.2137056,23.34181111
A20-04,7,121.2129361,23.34356389
A20-04,8,121.2134861,23.34555
A20-04,9,121.2116111,23.34625
A20-04,10,121.2096639,23.34695556
A20-05,1,121.1871028,23.35316944
A20-05,2,121.1877528,23.35099167
A20-05,3,121.1892083,23.34890556
A20-05,4,121.1898306,23.34650278
A20-05,5,121.1870417,23.34550278
A20-05,6,121.1868222,23.34221667
A20-05,7,121.1892167,23.34123056
A20-05,8,121.1916694,23.33915833
A20-05,9,121.1935639,23.33737778
A20-05,10,121.1929917,23.334325
A21-02,1,121.292925,23.03543333
A21-02,2,121.2952528,23.03796667
A21-02,3,121.2981306,23.04144722
A21-02,4,121.3002333,23.04367222
A21-02,5,121.3016139,23.03837222
A21-02,6,121.3009972,23.04901667
A21-02,7,121.2985778,23.03827778
A22-01,1,121.18104,22.87116
A22-01,2,121.17935,22.87243611
A22-01,3,121.1773361,22.87379444
A22-01,4,121.1770556,22.87566389
A22-01,5,121.1768472,22.88080278
A22-01,6,121.1809194,22.886775
A22-07,1,121.11332,22.82178
A22-07,2,121.1121,22.82475
A22-07,3,121.10977,22.82638
A22-07,4,121.11135,22.82797
A22-07,5,121.1148833,22.82645
A22-07,6,121.10803,22.82377
A22-07,7,121.11023,22.82145
A22-08,1,121.09685,22.81245
A22-08,2,121.0984,22.81565
A22-08,3,121.1005167,22.81683333
A22-08,4,121.10008,22.82083
A22-08,5,121.09752,22.81795
A22-08,6,121.0959167,22.82113333
A22-08,7,121.0924,22.82031667
A22-08,8,121.0919167,22.81515
A24-01,1,120.93664,22.53117
A24-01,2,120.9341167,22.52845
A24-01,3,120.9317556,22.52735556
A24-01,4,120.92952,22.52791
A24-01,5,120.9275083,22.52813056
A24-01,6,120.9264889,22.52573611
A24-01,7,120.9236,22.52509444
A24-01,8,120.9205889,22.52284444
A24-01,9,120.9197722,22.52080278
A24-01,10,120.9179472,22.51935833
A24-02,1,120.8841528,22.45306389
A24-02,2,120.8815722,22.45095
A24-02,3,120.8792778,22.44891667
A24-02,4,120.8764583,22.443675
A24-02,5,120.8747222,22.44375
A24-02,6,120.87515,22.43995278
A24-02,7,120.8755833,22.43777778
A24-02,8,120.8779389,22.43608056
A24-02,9,120.8789333,22.434175
A24-02,10,120.87893,22.43418
A25-01,1,120.9191389,22.44650556
A25-01,2,120.9172139,22.44590556
A25-01,3,120.9172361,22.44394444
A25-01,4,120.9170861,22.441975
A25-01,5,120.9159833,22.44047778
A25-01,6,120.9197917,22.44881111
A25-01,7,120.9211278,22.45047222
A25-01,8,120.9226,22.45238611
A26-01,1,120.843025,22.01705833
A26-01,2,120.8489306,22.02035
A26-01,3,120.8532389,22.02177222
A26-01,4,120.8556222,22.02270556
A26-01,5,120.8558111,22.02573056
A26-01,6,120.8471333,22.02556944
A26-01,7,120.8442389,22.02213333
A26-02,1,120.8460278,21.98898056
A26-02,2,120.83792,21.98409
A26-02,3,120.8406861,21.98686111
A26-02,4,120.84081,21.99075
A26-02,5,120.83637,21.99137
A26-02,6,120.83211,21.99091
A26-02,7,120.83271,21.98816
A26-03,1,120.8022056,21.98324167
A26-03,2,120.8044889,21.98546667
A26-03,3,120.8030417,21.98904167
A26-03,4,120.8056889,21.99334444
A26-03,5,120.806075,22.00133889
A26-03,6,120.8074167,22.00421111
A26-04,1,120.8246778,21.96288333
A26-04,2,120.8224083,21.95935
A26-04,3,120.8185472,21.95603889
A26-04,4,120.8221,21.95655
A26-04,5,120.8256083,21.95391667
A26-04,6,120.8231611,21.95323611
A27-01,1,120.32,23.56856
A27-01,2,120.32399,23.56723
A27-01,3,120.31754,23.56757
A27-01,4,120.32165,23.56539
A27-01,6,120.31943,23.56354
A27-01,7,120.32621,23.56112
A27-02,1,120.35319,23.66071
A27-02,2,120.34752,23.66123
A27-02,3,120.34766,23.66358
A27-02,4,120.35078,23.66301
A27-02,5,120.35305,23.66484
A27-02,6,120.35606,23.6658
A27-02,7,120.35279,23.6672
A27-02,8,120.3494,23.66898
A27-02,9,120.34934,23.66685
A27-02,10,120.35656,23.66001
A27-03,1,120.304592,23.939832
A27-03,2,120.305866,23.938591
A27-03,3,120.307852,23.938221
A27-03,4,120.309819,23.937824
A27-03,5,120.311805,23.937516
A27-03,6,120.313859,23.937273
A27-03,7,120.315924,23.936939
A27-03,8,120.318156,23.936633
A27-04,1,120.34292,23.98964
A27-04,2,120.34108,23.98967
A27-04,3,120.3393,23.98953
A27-04,4,120.33753,23.98953
A27-04,5,120.33569,23.98944
A27-04,6,120.33384,23.98939
A27-04,7,120.33208,23.98933
A27-04,8,120.32919,23.98519
A27-04,9,120.32758,23.981
A27-04,10,120.32611,23.97692
A27-05,1,120.561383,24.048944
A27-05,2,120.561651,24.042552
A27-05,3,120.564468,24.04117
A27-05,4,120.56957,24.041319
A27-05,5,120.568088,24.046326
A27-05,6,120.567054,24.04375
A27-05,7,120.562707,24.044397
A27-06,1,120.5689306,24.05872222
A27-06,2,120.5673611,24.05968056
A27-06,3,120.5670083,24.06163889
A27-06,4,120.5651167,24.06235556
A27-06,5,120.5651333,24.06078889
A27-06,6,120.5629194,24.06127222
A27-07,1,120.81263,24.62879
A27-07,2,120.812612,24.631556
A27-07,3,120.80983,24.63284
A27-07,4,120.807871,24.631315
A27-07,5,120.806254,24.629191
A27-07,6,120.806376,24.626998
A27-10,1,120.858002,24.567871
A27-10,2,120.860023,24.570292
A27-10,3,120.861926,24.571955
A27-10,4,120.864366,24.570856
A27-10,5,120.86718,24.570524
A27-10,6,120.869068,24.568413
A27-12,1,120.83275,24.53706
A27-12,2,120.834065,24.535243
A27-12,3,120.83377,24.53296
A27-12,4,120.8362,24.53066
A27-12,5,120.83896,24.52995
A27-12,6,120.841621,24.530782
A27-12,7,120.844323,24.532365
A27-18,1,120.53225,24.22928
A27-18,2,120.53378,24.23028
A27-18,4,120.53675,24.23056
A27-18,5,120.53803,24.22894
A27-18,6,120.53625,24.22756
A27-18,7,120.53392,24.22639
A27-19,1,120.48194,24.16775
A27-19,2,120.48356,24.16939
A27-19,3,120.48428,24.17167
A27-19,4,120.48216,24.17273
A27-19,5,120.48272,24.17439
A27-19,6,120.48792,24.17355
A27-19,7,120.48739,24.17186
A27-19,8,120.48939,24.17025
A27-19,9,120.48853,24.1662
A27-19,10,120.48698,24.16886
A27-22,1,120.46798,24.05593
A27-22,2,120.4692,24.0575
A27-22,3,120.46915,24.06009
A27-22,4,120.47193,24.05945
A27-22,5,120.47396,24.05822
A27-22,6,120.47611,24.0573
A27-22,7,120.47789,24.0565
A27-22,8,120.48205,24.05641
A27-22,9,120.47259,24.05526
A27-24,1,120.37411,23.90143
A27-24,2,120.37297,23.90411
A27-24,3,120.36997,23.9043
A27-24,4,120.36505,23.90398
A27-24,5,120.36542,23.90194
A27-24,6,120.36468,23.89718
A27-24,7,120.36613,23.89442
A27-24,8,120.3708944,23.89570833
A27-24,9,120.37278,23.89501
A27-24,10,120.37419,23.89748
A27-25,1,120.4572806,23.84502222
A27-25,2,120.4578556,23.84105278
A27-25,3,120.45479,23.84077
A27-25,5,120.45498,23.83871
A27-25,6,120.45882,23.83727
A27-25,7,120.4544,23.83457
A27-25,8,120.45701,23.83329
A27-25,9,120.45323,23.8318
A27-25,10,120.46258,23.83793
A27-27,6,120.3229639,23.80166111
A27-29,7,120.3545944,23.76396389
A27-32,1,120.34626,23.71349
A27-32,2,120.34289,23.71393
A27-32,3,120.34005,23.71424
A27-32,4,120.33603,23.71249
A27-32,5,120.33749,23.70919
A27-32,6,120.33561,23.70834
A27-32,7,120.33975,23.70781
A27-32,8,120.34324,23.70744
A27-32,9,120.34092,23.71027
A27-32,10,120.34306,23.71139
A27-33,1,120.39847,23.62571
A27-33,2,120.39364,23.62389
A27-33,3,120.39106,23.62441
A27-33,4,120.38801,23.62394
A27-33,5,120.383438,23.624078
A27-33,6,120.38331,23.62719
A27-33,7,120.38477,23.63222
A27-33,8,120.38818,23.63205
A27-33,9,120.39233,23.62996
A27-33,10,120.39533,23.62935
A27-39,1,120.578188,24.144592
A27-39,2,120.5812,24.14355
A27-39,3,120.582891,24.141652
A27-39,4,120.58462,24.139571
A27-39,5,120.586474,24.13824
A27-39,6,120.588086,24.135743
A27-39,7,120.589706,24.133599
A27-39,8,120.58731,24.13242
A27-40,1,120.84254,24.57303
A27-40,2,120.84312,24.57653
A27-40,3,120.84331,24.58027
A27-40,4,120.84347,24.58319
A27-40,5,120.8418,24.58569
A27-40,6,120.83809,24.5877
A27-40,7,120.83447,24.58965
A27-40,8,120.83116,24.59015
A27-40,9,120.825358,24.593307
A27-41,1,120.81573,24.57669
A27-41,2,120.81725,24.5784
A27-41,3,120.81849,24.58011
A27-41,4,120.818195,24.582356
A27-41,5,120.81806,24.58485
A27-41,6,120.81583,24.58464
A27-43,1,120.59983,24.20439
A27-43,2,120.60014,24.2065
A27-43,3,120.60069,24.20919
A27-43,4,120.59794,24.21019
A27-43,5,120.59575,24.20928
A27-43,6,120.59494,24.20717
A27-43,7,120.59739,24.206
A27-43,8,120.59736,24.20811
A28-04,1,120.735062,24.359154
A28-04,2,120.733187,24.36018
A28-04,3,120.731263,24.360809
A28-04,4,120.730934,24.362551
A28-04,5,120.729344,24.364047
A28-04,6,120.729626,24.366115
A28-06,1,120.92575,24.30633
A28-06,2,120.9290833,24.30563611
A28-06,3,120.9319694,24.30730833
A28-06,4,120.9306417,24.304275
A28-06,5,120.9274694,24.30372222
A28-06,6,120.9319139,24.302775
A28-06,7,120.9326417,24.30424722
A28-06,8,120.93547,24.306
A28-06,10,120.9346417,24.30228056
A28-08,1,120.911072,24.589698
A28-08,2,120.913976,24.588084
A28-08,3,120.916534,24.587336
A28-08,4,120.919407,24.58741
A28-08,5,120.92237,24.58804
A28-08,7,120.925579,24.587269
A28-09,1,120.941401,24.578436
A28-09,2,120.939988,24.580043
A28-09,3,120.937895,24.579645
A28-09,4,120.93648,24.58097
A28-09,5,120.934241,24.581693
A28-09,6,120.932404,24.58255
A28-10,1,120.908409,24.58464
A28-10,2,120.910908,24.583396
A28-10,3,120.912656,24.581898
A28-10,4,120.914248,24.579127
A28-10,5,120.916944,24.578289
A28-10,6,120.919214,24.579175
A28-10,7,120.92117,24.578002
A28-14,1,120.85667,24.19278
A28-14,2,120.8566667,24.19444444
A28-14,3,120.8555528,24.19555278
A28-14,4,120.85666,24.19666
A28-14,5,120.8566611,24.19805556
A28-14,6,120.8580583,24.19166389
A28-14,7,120.8594472,24.19111389
A28-14,8,120.86111,24.19056
A28-14,9,120.8625,24.18971667
A28-14,10,120.8641611,24.18971944
A28-15,1,120.84087,24.495
A28-15,2,120.842527,24.492437
A28-15,3,120.843309,24.490488
A28-15,4,120.846242,24.488468
A28-15,5,120.847822,24.48744
A28-15,6,120.85029,24.486143
A28-16,1,120.923798,24.544344
A28-16,2,120.924796,24.542385
A28-16,3,120.926643,24.540355
A28-16,4,120.92879,24.54056
A28-16,5,120.93099,24.54036
A28-16,6,120.933355,24.539085
A29-01,1,120.9496694,24.068625
A29-01,2,120.9487833,24.07123333
A29-01,3,120.9460778,24.07057778
A29-01,4,120.9458528,24.06772222
A29-01,5,120.9446639,24.07011111
A29-01,6,120.9428028,24.07213333
A29-01,7,120.9408944,24.07346111
A29-02,1,120.7711667,24.09558611
A29-02,2,120.7790278,24.09219444
A29-02,3,120.7815556,24.09236111
A29-02,4,120.7839444,24.08894444
A29-02,5,120.7868056,24.08805556
A29-02,6,120.7861944,24.08672222
A29-02,7,120.7903889,24.11577778
A29-03,2,120.842567,24.060065
A29-03,3,120.844326,24.060762
A29-03,4,120.8447,24.05891
A29-03,5,120.844253,24.05678
A29-03,6,120.844698,24.054424
A29-03,7,120.842188,24.056326
A29-03,8,120.840308,24.057706
A29-03,9,120.838124,24.058796
A29-03,10,120.837217,24.060556
A29-04,1,120.7478,24.03368
A29-04,2,120.7420083,24.03495556
A29-04,3,120.7423194,24.03658611
A29-04,4,120.7449556,24.03703333
A29-04,5,120.7487583,24.03773611
A29-04,6,120.7523889,24.03728056
A29-04,7,120.7543278,24.0384
A29-04,8,120.7570528,24.03793056
A29-04,9,120.75461,24.03449
A29-04,10,120.75254,24.03409
A29-05,3,120.7689167,24.17416111
A29-05,4,120.783075,24.17308611
A29-05,5,120.7878167,24.17335278
A29-05,6,120.7868389,24.17501389
A29-05,7,120.7619167,24.16983333
A29-05,8,120.7677778,24.17094444
A29-06,1,120.68568,24.28035
A29-06,2,120.6876,24.28015
A29-06,3,120.69016,24.27986
A29-06,4,120.69103,24.2815
A29-06,5,120.6933,24.28
A29-06,6,120.69556,24.27954
A29-06,7,120.69883,24.28015
A29-08,1,120.69594,24.22586
A29-08,2,120.69617,24.22794
A29-08,3,120.69078,24.22856
A29-08,4,120.69289,24.22978
A29-08,5,120.69044,24.23197
A29-08,6,120.68972,24.23019
A29-08,7,120.68875,24.22839
A29-11,1,120.6625278,24.09361944
A29-11,2,120.6595889,24.09295
A29-11,3,120.6606583,24.09101389
A29-11,4,120.66245,24.08889444
A29-11,5,120.6601056,24.08799167
A29-11,6,120.6570278,24.08823056
A29-11,7,120.6535639,24.09315
A29-11,8,120.651325,24.09382222
A29-16,1,120.6923417,24.04390278
A29-16,2,120.6941111,24.04305833
A29-16,3,120.6961,24.04235
A29-16,4,120.6986056,24.04153611
A29-16,5,120.70069,24.04154
A29-16,6,120.70312,24.04211
A29-16,7,120.69583,24.04005
A29-16,8,120.69445,24.04597
A29-17,1,120.772852,24.058063
A29-17,2,120.774831,24.056982
A29-17,3,120.775365,24.054861
A29-17,4,120.777405,24.052291
A29-17,5,120.780239,24.051013
A29-17,6,120.784098,24.048273
A29-17,7,120.7861,24.04744
A29-17,8,120.788016,24.045733
A29-17,9,120.790471,24.047569
A29-17,10,120.793491,24.046363
A29-18,1,120.727471,24.021311
A29-18,2,120.733482,24.019227
A29-18,3,120.735226,24.017397
A29-18,4,120.737919,24.017348
A29-18,5,120.743267,24.017005
A29-18,6,120.756514,24.019437
A29-18,7,120.759119,24.019432
A29-18,8,120.761145,24.018875
A29-18,9,120.763327,24.01887
A29-18,10,120.765529,24.018675
A29-19,1,120.73514,24.11067
A29-19,2,120.73703,24.10961
A29-19,3,120.73919,24.10989
A29-19,5,120.74016,24.11144
A29-19,6,120.74081,24.10958
A29-19,7,120.74195,24.10798
A29-19,8,120.74213,24.10886
A29-19,9,120.74399,24.10804
A29-19,10,120.74603,24.10719
A29-20,1,120.72511,24.1165
A29-20,2,120.72586,24.11836
A29-20,3,120.72664,24.12011
A29-20,4,120.72756,24.12175
A29-20,5,120.72864,24.12331
A29-20,6,120.72975,24.12489
A29-20,7,120.73078,24.12653
A29-20,8,120.73192,24.12806
A29-20,9,120.733,24.12964
A29-20,10,120.735,24.13067
A29-21,1,120.7207,24.17404
A29-21,2,120.72099,24.16691
A29-21,3,120.72735,24.16661
A29-21,4,120.73268,24.16455
A29-21,5,120.73106,24.16907
A29-21,6,120.73289,24.1717
A29-21,7,120.73541,24.17645
A29-21,8,120.73003,24.17366
A29-21,9,120.72534,24.16958
A29-21,10,120.72718,24.17585
A29-23,1,120.7522778,24.16211111
A29-23,2,120.7573139,24.16022222
A29-23,3,120.7603889,24.16158333
A29-23,4,120.7638056,24.16135556
A29-23,5,120.76839,24.16564
A29-23,6,120.76928,24.16276
A29-23,7,120.76604,24.15916
A29-23,8,120.7593611,24.15759444
A29-24,1,120.64,24.14361
A29-24,2,120.64417,24.14444
A29-24,3,120.64639,24.14417
A29-24,4,120.64505,24.14612
A29-24,5,120.64529,24.14965
A29-24,6,120.64,24.155
A29-24,7,120.63893,24.14911
A29-25,1,120.61811,24.10518
A29-25,2,120.6173,24.10316
A29-25,3,120.61382,24.10261
A29-25,4,120.61935,24.10218
A29-25,5,120.62296,24.10069
A29-25,6,120.62551,24.09983
A29-25,7,120.62824,24.10082
A29-25,8,120.62678,24.10252
A30-03,1,120.93143,23.79085
A30-03,2,120.9343028,23.78907778
A30-03,3,120.9366,23.79012
A30-03,4,120.9386,23.79447
A30-03,5,120.9418361,23.79335278
A30-03,6,120.9461472,23.7917
A30-03,7,120.9437417,23.79263056
A30-03,8,120.947175,23.79353333
A32-01,1,120.8932222,23.91330556
A32-01,2,120.8920028,23.91479444
A32-01,3,120.8908139,23.91659722
A32-01,4,120.8907806,23.91931667
A32-01,5,120.8891222,23.91739167
A32-01,6,120.8837083,23.91856111
A32-02,1,120.900381,23.85169
A32-02,2,120.898896,23.854552
A32-02,3,120.897701,23.851743
A32-02,4,120.89553,23.853033
A32-02,5,120.896775,23.854812
A32-02,6,120.8909,23.85826
A32-02,7,120.890389,23.860352
A32-02,8,120.899225,23.860665
A32-02,9,120.900235,23.862824
A32-02,10,120.898525,23.865216
A32-03,1,120.80835,23.84092
A32-03,2,120.807274,23.842997
A32-03,3,120.80889,23.84682
A32-03,4,120.811146,23.847128
A32-03,5,120.81221,23.8521
