Site_N,Point,x,y
B13-01,6,121.0827778,24.50083056
B13-01,7,121.0797167,24.5
B13-01,8,121.0758306,24.50083333
B13-01,9,121.0750028,24.502775
B13-01,10,121.072775,24.50499722
B13-02,1,121.1133278,24.502175
B13-02,2,121.1118389,24.50351944
B13-02,3,121.1065583,24.50035556
B13-02,4,121.1037444,24.49858611
B13-02,5,121.1016306,24.49726111
B13-02,6,121.1008778,24.49453611
B13-02,7,121.0967833,24.49338333
B13-02,8,121.0947222,24.49425833
B13-03,1,121.11694,24.50528
B13-03,2,121.11972,24.50472
B13-03,3,121.12333,24.50278
B13-03,4,121.12555,24.49945
B13-03,5,121.12861,24.49972
B13-03,6,121.12944,24.50139
B13-03,7,121.13306,24.50417
B13-03,8,121.13362,24.5025
B14-01,1,121.33127,24.361
B14-01,2,121.334287,24.362827
B14-01,3,121.336911,24.363616
B14-01,4,121.337917,24.36756
B14-01,5,121.339892,24.3689
B14-01,6,121.339751,24.371646
B14-01,7,121.338375,24.373247
B14-01,8,121.336612,24.373558
B14-01,9,121.335523,24.375646
B14-01,10,121.337676,24.377095
B14-02,1,121.304614,24.385751
B14-02,2,121.30533,24.383863
B14-02,3,121.306459,24.382064
B14-02,4,121.306326,24.380033
B14-02,5,121.304178,24.380488
B14-02,6,121.303611,24.382358
B14-02,7,121.302709,24.384437
B14-02,8,121.301059,24.382878
B14-02,9,121.30062,24.385145
B14-03,1,121.307858,24.349394
B14-03,2,121.309519,24.35144
B14-03,3,121.310845,24.353433
B14-03,4,121.312072,24.355444
B14-03,5,121.312078,24.358116
B14-03,6,121.311088,24.360412
B14-03,7,121.310966,24.362561
B14-03,8,121.310527,24.364602
B14-04,1,121.309072,24.406888
B14-04,2,121.307836,24.405076
B14-04,3,121.306371,24.403029
B14-04,4,121.304344,24.404641
B14-04,5,121.303955,24.406637
B14-04,6,121.305416,24.407663
B14-04,7,121.303743,24.40903
B14-04,8,121.302871,24.411298
B16-01,1,121.385618,24.18337
B16-01,2,121.38963,24.182231
B16-01,3,121.392557,24.183352
B16-01,4,121.393634,24.181625
B16-01,5,121.393634,24.181625
B16-01,6,121.402834,24.180644
B16-01,7,121.396643,24.180651
B16-01,8,121.389588,24.178331
B16-01,9,121.384077,24.175184
B16-01,10,121.379985,24.17245
B16-02,1,121.361857,24.179681
B16-02,2,121.344055,24.187993
B16-02,3,121.342266,24.185415
B16-02,4,121.338609,24.187102
B16-02,5,121.339299,24.187552
B16-02,6,121.326299,24.184745
B21-01,1,120.9852611,23.24926111
B21-01,2,120.9858278,23.24786944
B21-01,4,120.9858583,23.24596389
B21-01,5,120.9869444,23.24163056
B21-01,6,120.9837583,23.24043889
B21-01,7,120.9844417,23.23823333
B21-01,8,120.9861528,23.24015833
B21-01,9,120.9894639,23.24136667
B21-01,10,120.9911167,23.24472778
B28-01,1,120.9229444,24.24488889
B28-01,2,120.9260278,24.244
B28-01,3,120.9284472,24.24402778
B28-01,4,120.9295556,24.24494444
B28-01,5,120.9337778,24.246
B28-01,6,120.9352222,24.24569444
B28-01,7,120.9334194,24.24770833
B28-01,8,120.9347083,24.24752778
B28-01,9,120.9355278,24.24651667
B29-02,1,121.206656,24.157614
B29-02,2,121.209341,24.156906
B29-02,3,121.21249,24.156784
B29-02,4,121.2129,24.15874
B29-02,5,121.217526,24.161283
B29-02,6,121.215283,24.161774
B29-02,7,121.21308,24.162698
B29-02,8,121.21072,24.163504
B29-02,9,121.208189,24.162488
B29-02,10,121.205633,24.164162
B30-01,1,121.17478,24.091324
B30-01,2,121.172938,24.089204
B30-01,3,121.171106,24.087265
B30-01,4,121.170887,24.085179
B30-01,5,121.169359,24.083177
B30-01,6,121.167646,24.081291
B30-01,7,121.168489,24.079394
B30-01,8,121.168782,24.077579
B30-01,9,121.168799,24.07571
B30-01,10,121.168668,24.073615
B30-02,1,121.1281833,23.97454444
B30-02,2,121.1293833,23.97623333
B30-02,3,121.1311222,23.97511111
B30-02,4,121.1338417,23.9749
B30-02,5,121.132225,23.978125
B30-02,6,121.1355278,23.97908889
B30-02,7,121.1325806,23.98122222
B30-02,8,121.1307056,23.98348333
B30-02,9,121.1316917,23.98596389
B30-02,10,121.1302111,23.98808889
B30-04,1,121.187473,24.101557
B30-04,2,121.191703,24.101742
B30-04,3,121.195612,24.104536
B30-04,4,121.199899,24.109794
B30-04,5,121.197083,24.107884
B30-04,6,121.195211,24.112266
B30-04,7,121.191978,24.114996
B30-04,8,121.198329,24.11228
B30-04,9,121.193332,24.105758
B30-04,10,121.189137,24.102846
B30-07,1,121.15949,24.02886
B30-07,2,121.156074,24.027804
B30-07,3,121.161749,24.029505
B30-07,4,121.164355,24.030044
B30-07,5,121.166488,24.03043
B30-07,6,121.169163,24.030535
B30-07,7,121.17169,24.02986
B30-07,8,121.160159,24.031637
B30-07,9,121.162706,24.032691
B30-07,10,121.160319,24.033705
B32-01,1,120.8950778,23.52192222
B32-01,2,120.8951,23.51936667
B32-01,3,120.8928278,23.51745
B32-01,4,120.8908333,23.51498611
B32-01,5,120.8908472,23.51229444
B32-01,6,120.89161,23.50941
B32-01,7,120.8922306,23.50650556
B32-01,8,120.8900889,23.50499722
B32-02,1,120.908059,23.540979
B32-02,2,120.90545,23.53875
B32-02,3,120.908571,23.537575
B32-02,4,120.912578,23.535717
B32-02,5,120.913745,23.533352
B32-02,6,120.911632,23.529856
B32-02,7,120.910526,23.542497
B32-02,8,120.91342,23.54339
B32-02,9,120.914864,23.545037
B32-05,4,120.8548278,23.85835556
B32-05,5,120.85395,23.86052222
B32-05,6,120.8512639,23.86253333
B32-05,7,120.8504194,23.86568333
B32-10,1,120.7970306,23.67286667
B32-10,2,120.7983861,23.67141944
B32-10,3,120.7988889,23.66954722
B32-10,4,120.8,23.67166667
B32-10,5,120.799975,23.67339722
B32-10,6,120.8013889,23.67316667
B32-10,7,120.8027778,23.67301667
B32-10,8,120.8024639,23.67159444
B32-10,9,120.8022889,23.67027778
B32-10,10,120.8016667,23.66833333
B32-11,1,120.8007778,23.65763889
B32-11,2,120.8022778,23.66298611
B32-11,3,120.8052778,23.66513889
B32-11,4,120.8048056,23.66272222
B32-11,5,120.8042278,23.66013889
B32-11,6,120.8054167,23.66172222
B32-11,7,120.8063889,23.66293056
B32-11,8,120.8053889,23.65976389
B32-11,9,120.80825,23.66333333
B32-11,10,120.8075417,23.66166667
B33-01,1,120.6934722,23.60680556
B33-01,2,120.6925722,23.60476389
B33-01,3,120.6899167,23.60244444
B33-01,4,120.6920556,23.60269444
B33-01,5,120.6941111,23.60133333
B33-01,6,120.69628,23.60269
B33-01,7,120.7038333,23.60202778
B33-02,1,120.609432,23.560571
B33-02,2,120.611651,23.562328
B33-02,3,120.614967,23.563872
B33-02,4,120.616939,23.566315
B33-02,7,120.616866,23.564527
B33-02,8,120.616469,23.562936
B33-02,9,120.612762,23.56095
B33-02,10,120.615504,23.561047
B35-01,1,120.6934444,23.47525
B35-01,2,120.6895278,23.47552778
B35-01,3,120.6924444,23.47261111
B35-01,4,120.6880556,23.47436111
B35-01,5,120.6841389,23.47377778
B35-01,6,120.6828056,23.47752778
B35-01,7,120.6849722,23.48077778
B35-01,8,120.6854444,23.484
B35-01,9,120.6748889,23.47969444
B35-01,10,120.67478,23.47808
B37-02,1,120.8788639,23.47708611
B37-02,2,120.8789222,23.47486389
B37-02,3,120.8763778,23.47348056
B37-02,4,120.8740861,23.47540278
B37-02,5,120.8713278,23.47504722
B37-02,6,120.8701972,23.47751111
B37-02,7,120.8700694,23.47975
B37-02,8,120.8684417,23.48226111
B38-01,1,120.6936611,22.95943611
B38-01,2,120.6882444,22.965925
B38-01,3,120.6899333,22.96481111
B38-01,4,120.6919139,22.96461389
B38-01,5,120.6933806,22.96293889
B38-01,6,120.6937361,22.96129444
B38-07,1,120.774526,23.081656
B38-07,2,120.776887,23.082093
B38-07,3,120.777368,23.086275
B38-07,4,120.779503,23.088346
B38-07,5,120.782371,23.089135
B38-07,6,120.785239,23.090313
B38-07,7,120.786511,23.088716
B38-07,8,120.787109,23.086848
B38-07,9,120.789622,23.084232
B38-07,10,120.791685,23.081896
B38-08,1,120.716478,23.039814
B38-08,2,120.717304,23.041874
B38-08,3,120.718002,23.0437
B38-08,4,120.718584,23.045615
B38-08,5,120.720573,23.046179
B38-08,6,120.720804,23.047994
B38-08,7,120.721649,23.04973
B38-08,8,120.720669,23.051986
B38-08,9,120.720548,23.053909
B38-08,10,120.724514,23.056336
C14-01,1,121.27953,24.38999
C14-01,2,121.277098,24.390373
C14-01,3,121.275242,24.389311
C14-01,4,121.27234,24.38897
C14-01,5,121.269139,24.389015
C14-01,6,121.267129,24.389181
C14-02,1,121.26449,24.38939
C14-02,2,121.262191,24.389867
C14-02,3,121.259716,24.389853
C14-02,4,121.256966,24.389948
C14-02,5,121.25489,24.39147
C14-02,6,121.254,24.39304
C14-03,1,121.250328,24.393643
C14-03,2,121.247578,24.393982
C14-03,3,121.245686,24.394463
C14-03,4,121.243161,24.393393
C14-03,5,121.241314,24.39206
C14-03,6,121.239852,24.390419
C14-03,7,121.23775,24.389113
C14-03,8,121.23596,24.38771
C14-03,9,121.236,24.38588
C14-03,10,121.23428,24.38409
C14-04,1,121.3048472,24.22788611
C14-04,2,121.3046417,24.21514722
C14-04,3,121.3031361,24.21121111
C14-04,4,121.3044583,24.20515
C14-04,5,121.2986889,24.20387222
C14-04,6,121.2963722,24.20263889
C14-04,7,121.3022139,24.20469444
C14-04,8,121.3059139,24.2123
C14-04,9,121.3057056,24.22408333
C16-01,1,121.308253,24.182227
C16-01,2,121.309253,24.184338
C16-01,3,121.310486,24.185771
C16-01,4,121.311416,24.187457
C16-01,5,121.313394,24.187309
C16-01,6,121.314588,24.188805
C16-01,7,121.313953,24.190522
C16-01,8,121.315531,24.191792
C16-01,9,121.317363,24.192249
C16-01,10,121.316856,24.19429
C30-01,1,121.289181,24.135438
C30-01,2,121.28832,24.1369
C30-01,3,121.28781,24.13875
C30-01,4,121.28621,24.13948
C30-01,5,121.28511,24.13861
C30-01,6,121.28374,24.13801
C30-01,7,121.28233,24.13679
C30-01,8,121.28171,24.13662
C30-02,1,121.289221,24.166373
C30-02,2,121.288379,24.163846
C30-02,3,121.28838,24.16168
C30-02,4,121.286708,24.160147
C30-02,5,121.285995,24.158198
C30-02,6,121.28446,24.15974
C30-02,7,121.281888,24.161077
C30-02,8,121.283652,24.157706
C30-02,9,121.28288,24.15502
C30-02,10,121.283766,24.151602
C30-03,1,121.226209,24.113044
C30-03,2,121.228434,24.113953
C30-03,3,121.230336,24.115702
C30-03,4,121.232393,24.116349
C30-03,5,121.23512,24.117419
C30-03,6,121.23743,24.11751
C30-03,7,121.239147,24.11912
C30-03,8,121.241059,24.12076
C30-03,9,121.243469,24.120621
C30-03,10,121.245039,24.118722
C30-04,1,121.254236,24.117795
C30-04,2,121.25716,24.11894
C30-04,3,121.259601,24.119502
C30-04,4,121.262405,24.119668
C30-04,5,121.266383,24.121621
C30-04,6,121.268821,24.120623
C30-04,7,121.2712,24.12132
C30-04,8,121.272673,24.123072
C30-04,9,121.273545,24.121283
C30-04,10,121.274998,24.120025
C37-01,1,120.908626,23.472988
C37-01,2,120.910496,23.472059
C37-01,3,120.91223,23.471084
C37-01,4,120.914012,23.470282
C37-01,5,120.915724,23.47124
C37-01,6,120.917702,23.470455
C37-01,7,120.91941,23.47164
C37-01,8,120.92134,23.47198
C37-01,9,120.923556,23.471713
C37-01,10,120.924692,23.470242
C37-02,1,120.932525,23.466137
C37-02,2,120.934238,23.467285
C37-02,3,120.935833,23.467872
C37-02,4,120.937047,23.468776
C37-02,5,120.938622,23.469065
C37-02,6,120.939592,23.468244
C37-03,1,120.950556,23.46627
C37-03,2,120.951428,23.466126
C37-03,3,120.952367,23.466325
C37-03,4,120.953209,23.466948
C37-03,5,120.953865,23.466804
C37-03,6,120.95461,23.46647
C37-03,7,120.95483,23.46583
C37-03,8,120.95464,23.46477
C37-03,9,120.95418,23.46353
C37-03,10,120.95436,23.46271
C37-04,1,120.8918917,23.47917222
C37-04,2,120.8943861,23.47929167
C37-04,3,120.8964444,23.47789167
C37-04,4,120.89892,23.47676
C37-04,5,120.9,23.47479722
C37-04,6,120.9025056,23.47501667
C37-04,7,120.9039944,23.47326389
C37-04,8,120.9008917,23.4731
C37-04,9,120.9031944,23.47133333
C37-04,10,120.8918917,23.47917222
C37-05,1,120.8917056,23.491425
C37-05,2,120.8909528,23.48920278
C37-05,3,120.8898778,23.48729722
C37-05,4,120.8871278,23.48623889
C37-05,5,120.8865611,23.48395278
C37-05,6,120.8855833,23.48131667
C37-05,7,120.8843139,23.479275
C37-05,8,120.8817278,23.47890278
A02-06,1,121.9217639,25.01229722
A02-06,3,121.922625,25.00991111
A02-06,4,121.9273778,25.02155833
A02-06,5,121.9240444,25.01701944
A02-06,8,121.9231778,25.02205278
A02-06,10,121.9175306,25.0158
A04-56,1,121.58382,24.97588306
A04-56,5,121.5874961,24.96619694
A04-56,6,121.5890561,24.96466611
A04-57,1,121.503945,25.14006
A04-57,2,121.50252,25.13859
A04-57,3,121.50201,25.13644
A04-57,4,121.50483,25.13664
A04-57,5,121.50758,25.13663
A04-57,6,121.509584,25.136992
A05-20,1,121.4549833,24.88821667
A05-20,2,121.4584667,24.88858333
A05-20,3,121.46205,24.88915
A05-20,4,121.4621333,24.88591667
A05-20,5,121.46225,24.88183333
A05-20,6,121.4625833,24.87991667
A05-20,7,121.4616333,24.87761667
A05-20,9,121.4567833,24.87265
A09-06,1,121.3584722,25.09163889
A09-06,2,121.3605,25.09052778
A09-06,3,121.3623889,25.08991667
A09-06,4,121.3651944,25.08780556
A09-06,5,121.3666389,25.08652778
A09-06,6,121.3626944,25.08619444
A09-06,7,121.3626667,25.08819444
A09-09,1,121.260625,25.09275278
A09-09,2,121.26268,25.09326
A09-09,3,121.26353,25.095
A09-09,4,121.26544,25.09424
A09-09,5,121.26584,25.09208
A09-09,6,121.26799,25.09107
A09-09,7,121.26614,25.08833
A09-09,8,121.26943,25.08756
A09-17,1,121.3503139,25.00944444
A09-17,2,121.3513028,25.0101
A09-17,3,121.3526361,25.008275
A09-17,4,121.3532694,25.01136389
A09-17,5,121.35451,25.013
A09-17,6,121.3555389,25.01411389
A09-17,7,121.3570528,25.01494167
A09-17,8,121.3596,25.01600556
A09-17,9,121.3615556,25.01194167
A09-17,10,121.3633583,25.00844722
A09-17,12,121.3594444,25.01361111
A09-24,1,121.00146,24.78938
A09-24,2,121.00223,24.78717
A09-24,3,120.99986,24.78374
A09-24,4,120.99467,24.78505
A09-24,5,120.99522,24.78697
A09-24,6,120.99549,24.78935
A09-24,7,120.99792,24.78916
A09-24,8,120.99942,24.78771
A09-24,9,120.99794,24.78537
A09-26,1,120.8663611,24.712975
A09-26,2,120.8640389,24.71391389
A09-26,3,120.8702472,24.71211389
A09-26,4,120.8704972,24.71407222
A09-26,5,120.8710556,24.71504444
A09-26,6,120.8743361,24.71357222
A09-26,7,120.8716083,24.71411667
A09-26,8,120.8695611,24.70921111
A09-43,1,121.2940917,25.06544722
A09-43,2,121.2955111,25.06662778
A09-43,3,121.2971861,25.06638056
A09-43,4,121.2989306,25.06635833
A09-43,5,121.3014694,25.06695833
A09-43,6,121.3032278,25.06827222
A09-43,7,121.3048667,25.069975
A09-43,8,121.3047917,25.07169167
A09-43,9,121.3049444,25.073225
A09-43,10,121.3032639,25.07449444
A17-12,1,121.547,23.98562
A17-12,2,121.54709,23.98309
A17-12,3,121.54496,23.98353
A17-12,4,121.54596,23.98151
A17-12,5,121.54395,23.98184
A17-12,6,121.54193,23.98145
A17-12,7,121.54328,23.97987
A17-12,8,121.54123,23.97971
A17-14,1,121.5762472,24.01889167
A17-14,2,121.5742806,24.02192222
A17-14,3,121.5738111,24.01759167
A17-14,4,121.571975,24.01868889
A17-14,5,121.5691222,24.01774722
A17-14,6,121.5684194,24.01992778
A17-14,7,121.5662361,24.01671389
A17-15,1,121.61661,23.9938
A17-15,2,121.6141833,24.00073056
A17-15,3,121.61132,23.99541
A17-15,4,121.60979,23.98637
A17-15,5,121.6127028,23.98589444
A17-15,6,121.6121472,23.98898333
A17-15,7,121.612825,23.99702778
A17-15,8,121.6136917,23.99086111
A17-20,1,121.55783,23.91053
A17-20,2,121.55847,23.91347
A17-20,3,121.55781,23.91681
A17-20,4,121.56239,23.91589
A17-20,5,121.56644,23.914
A17-20,6,121.5623333,23.91275
A17-20,7,121.56206,23.90969
A17-20,8,121.5581389,23.90727778
A17-21,1,121.49616,23.96144
A17-21,5,121.4931528,23.96389167
A18-07,1,121.4084639,23.65826667
A18-07,2,121.4094833,23.65992778
A18-07,3,121.4106083,23.66168611
A18-07,4,121.4117472,23.66326667
A18-07,5,121.41383,23.66416
A18-07,6,121.41494,23.66263
A18-07,7,121.41413,23.66084
A18-07,8,121.4133333,23.65909167
A18-07,9,121.41271,23.65724
A18-07,10,121.41184,23.65492
A18-08,1,121.40355,23.62116111
A18-08,2,121.41664,23.61477
A18-08,3,121.4151,23.61329
A18-08,4,121.4192306,23.61931111
A18-08,5,121.4139306,23.61973056
A18-08,6,121.4092194,23.61323889
A19-14,1,121.39185,23.59803056
A19-14,2,121.3906889,23.59408056
A19-14,3,121.3975,23.58948889
A19-14,4,121.39012,23.58905
A19-14,5,121.39287,23.58522
A19-14,6,121.38363,23.58774
A19-14,7,121.3865611,23.59315
A27-08,1,120.8980111,24.60911944
A27-08,2,120.9000778,24.6085
A27-08,3,120.901775,24.60925833
A27-08,4,120.9037306,24.609475
A27-08,5,120.9063861,24.60989167
A27-08,6,120.9087861,24.61051667
A27-08,7,120.9103444,24.61271389
A27-08,8,120.9133778,24.61230833
A27-08,9,120.911725,24.61511389
A28-01,1,120.77911,24.47037
A28-01,2,120.7720556,24.46758889
A28-01,7,120.7736139,24.46922222
A28-01,8,120.7762194,24.47065833
A28-01,9,120.77684,24.47261
A28-01,10,120.77887,24.47552
A28-02,1,120.8901167,24.43081111
A28-02,2,120.8939028,24.43249167
A28-02,3,120.8966556,24.43159167
A28-02,4,120.8966861,24.43318056
A28-02,5,120.89821,24.43297
A28-02,6,120.8997,24.43354
A28-03,1,120.78854,24.40996
A28-03,2,120.7883833,24.41278889
A28-03,3,120.791604,24.411438
A28-03,4,120.795593,24.414206
A28-03,5,120.796718,24.414562
A28-03,6,120.799316,24.416523
A28-03,7,120.7916028,24.41143889
A28-03,8,120.7955917,24.41420556
A28-03,9,120.7967167,24.41456111
A28-03,10,120.7993167,24.41652222
A28-12,3,120.8658333,24.23999722
A28-12,7,120.8594472,24.23610833
A28-12,10,120.880694,24.238643
A28-12,11,120.8806944,24.23864167
A28-13,1,120.8402833,24.18221944
A28-13,3,120.8383389,24.17861389
A28-13,4,120.8388917,24.17638611
A28-13,6,120.8358361,24.17138889
A28-13,7,120.8402778,24.17083333
A28-13,8,120.834796,24.168538
A28-13,10,120.8427806,24.16694444
A28-13,11,120.8347972,24.16853889
A29-26,2,120.84657,23.96221
A29-26,4,120.84403,23.95747
A29-26,5,120.8411,23.95443
A29-26,6,120.84089,23.95214
A29-27,1,120.84795,23.94943
A29-27,2,120.85084,23.94887
A29-27,3,120.8533028,23.94779167
A29-27,4,120.85456,23.94919
A29-27,7,120.8624722,23.95426667
A33-04,1,120.5532778,23.63179722
A33-04,2,120.5555139,23.63405278
A33-04,3,120.55711,23.63537
A33-04,4,120.55586,23.63762
A33-04,5,120.55453,23.63933
A33-04,6,120.55872,23.63727
A33-04,7,120.5601528,23.63875278
A33-04,8,120.5606667,23.64060556
A33-04,9,120.560875,23.6429
A33-04,10,120.55483,23.64285
A33-33,1,120.70118,23.93673
A33-33,2,120.70369,23.93586
A33-33,3,120.70262,23.93795
A33-33,4,120.6994333,23.93881667
A33-33,5,120.69897,23.93633
A33-33,6,120.7044,23.93418
A33-35,1,120.69439,23.89211
A33-35,3,120.70396,23.89254
A33-35,5,120.70816,23.89009
A33-35,8,120.7201694,23.89180278
A33-36,3,120.7297833,23.92088056
A33-36,4,120.73351,23.92388
A33-36,5,120.7394028,23.92494167
A33-36,6,120.74098,23.92876
A33-36,7,120.73876,23.93134
A34-03,1,120.30561,23.01681
A34-03,2,120.30287,23.01417
A34-03,3,120.29997,23.01136
A34-03,4,120.29982,23.01411
A34-03,5,120.2965944,23.01505278
A34-03,6,120.29637,23.01701
A34-03,7,120.29397,23.01749
A34-03,8,120.29859,23.01783
A34-03,9,120.30259,23.01776
A34-22,4,120.21543,22.992
A34-22,5,120.21556,22.99333
A34-22,6,120.21389,22.99424
A34-22,7,120.21501,22.99635
A34-22,8,120.21667,22.99763
A34-22,9,120.21806,22.99694
A34-22,10,120.22028,22.99639
A34-24,1,120.293,22.77918333
A34-24,2,120.291,22.7789
A34-24,3,120.2893,22.77871
A34-24,4,120.28879,22.78024
A34-24,5,120.2837167,22.78006667
A34-24,6,120.2836,22.78192
A34-24,7,120.28722,22.78192
A34-24,8,120.2913333,22.78195
A34-25,1,120.3260139,22.75171111
A34-25,2,120.32893,22.74996
A34-25,3,120.33019,22.74635
A34-25,4,120.32663,22.74787
A34-25,5,120.32454,22.74612
A34-25,6,120.32366,22.74968
A34-25,7,120.32099,22.74639
A34-25,8,120.31969,22.75044
A34-26,1,120.3800833,22.73879444
A34-26,2,120.3812944,22.73958056
A34-26,3,120.38395,22.73790278
A34-26,4,120.3845028,22.73576944
A34-26,5,120.3867306,22.73481389
A34-26,6,120.3890833,22.73458056
A34-26,7,120.3917306,22.73626111
A34-26,8,120.3913667,22.734375
A34-38,1,120.37689,22.62005
A34-38,2,120.37862,22.61738
A34-38,3,120.38064,22.61519
A34-38,4,120.38042,22.61302
A34-38,5,120.38069,22.61032
A34-38,6,120.37889,22.608
A34-38,7,120.37702,22.60777
A34-38,8,120.37381,22.6091
A34-38,9,120.37556,22.6095
A34-38,10,120.37518,22.6141
A34-39,1,120.3417167,22.81486667
A34-39,2,120.3430167,22.81691667
A34-39,3,120.3437667,22.8192
A34-39,4,120.3427167,22.82061667
A34-39,5,120.3427167,22.82061667
A34-39,6,120.3405667,22.82096667
A34-39,7,120.3394833,22.81961667
A34-39,8,120.3408833,22.81845
A34-39,9,120.3403333,22.81665
A34-44,1,120.26628,23.18158
A34-44,2,120.26981,23.18481
A34-44,3,120.26797,23.18436
A34-44,4,120.2669722,23.18613889
A34-44,5,120.2680833,23.18752778
A34-44,6,120.2695556,23.18741667
A34-44,7,120.27158,23.1885
A34-44,8,120.27097,23.19019
A34-44,9,120.26914,23.19036
A34-51,1,120.16218,22.97505
A34-51,2,120.16048,22.97724
A34-51,3,120.15853,22.97536
A34-51,4,120.1582333,22.97802222
A34-51,5,120.1566944,22.97991667
A34-51,6,120.1571056,22.98200833
A34-51,7,120.1548028,22.98267778
A34-51,8,120.1534667,22.98471944
A34-51,9,120.1512944,22.98729722
A36-04,1,120.4090972,23.05971667
A36-04,2,120.4115889,23.06065556
A36-04,3,120.4137111,23.06021111
A36-04,4,120.4166056,23.06065556
A36-04,5,120.4185806,23.062425
A36-04,6,120.4218778,23.06463889
A36-04,7,120.4116111,23.06259722
A36-04,8,120.4146778,23.06408056
A36-04,9,120.4170889,23.06615833
A36-09,1,120.3331667,23.18547222
A36-09,2,120.33692,23.18589
A36-09,3,120.34314,23.18781
A36-09,4,120.3468056,23.18922222
A36-09,5,120.35131,23.18994
A36-09,6,120.34967,23.18819
A36-09,7,120.348,23.18706
A36-09,8,120.34981,23.18486
A36-09,9,120.347,23.18506
A36-09,10,120.34464,23.1845
A36-18,1,120.35819,23.10441
A36-18,2,120.3566333,23.10636944
A36-18,3,120.36108,23.10351
A36-18,5,120.35741,23.09954
A36-18,6,120.358575,23.0971
A36-18,7,120.36114,23.09839
A39-03,1,120.54566,22.75988
A39-03,2,120.54804,22.76011
A39-03,3,120.5538,22.7591
A39-03,4,120.55378,22.76314
A39-03,5,120.54985,22.76477
A39-03,6,120.54565,22.7665
A39-04,1,120.58468,22.83141
A39-04,2,120.58623,22.83273
A39-04,3,120.58976,22.83651
A39-04,4,120.59162,22.83877
A39-04,5,120.59178,22.83574
A39-04,6,120.59054,22.83326
A39-04,7,120.59183,22.83091
B10-02,10,121.442095,24.722708
B10-02,11,121.441722,24.720777
B10-02,12,121.440363,24.719355
B12-02,1,121.0252278,24.54190556
B12-02,2,121.0229278,24.54226667
B12-02,3,121.0212611,24.54276389
B12-02,4,121.0189722,24.54249167
B12-02,5,121.0171056,24.54130278
B12-02,6,121.0163056,24.53961389
A01-12,1,121.69459,25.21035
A01-12,3,121.6966,25.2117
A01-12,5,121.69802,25.21341
A01-12,6,121.69402,25.20875
A01-12,7,121.69258,25.20752
A01-12,8,121.69042,25.20734
A01-12,9,121.69134,25.20589
A01-12,10,121.69981,25.21534
A05-21,1,121.50196,24.93882
A05-21,2,121.50065,24.93746
A05-21,3,121.49984,24.93583
A05-21,4,121.49788,24.93553
A05-21,5,121.49777,24.93733
A05-21,6,121.49781,24.93913
A17-03,1,121.51285,23.92189
A17-03,2,121.51485,23.92164
A17-03,3,121.51629,23.92006
A17-03,4,121.51829,23.91947
A17-03,5,121.52166,23.91987
A17-03,6,121.52258,23.92148
A17-12,9,121.53924,23.97891
A20-02,6,121.35495,23.10842
A20-02,8,121.36572,23.11565
A21-01,1,121.17646,23.10366
A21-01,2,121.17553,23.10678
A21-01,3,121.17436,23.10843
A21-01,4,121.17336,23.11073
A21-01,5,121.1705,23.10855
A21-01,6,121.17811,23.10231
A21-01,7,121.17842,23.10978
A21-01,8,121.17828,23.10668
A21-02,8,121.29523,23.0354
A27-30,1,120.37443,23.73236
A27-30,2,120.37445,23.72915
A27-30,3,120.37445,23.72481
A27-30,4,120.37721,23.72291
A27-30,5,120.37992,23.72465
A27-30,6,120.37988,23.72808
A27-30,7,120.38204,23.72824
A27-30,8,120.38158,23.73093
A27-30,9,120.37801,23.73106
A27-38,1,120.33717,23.89272
A27-38,2,120.33501,23.89475
A27-38,3,120.33639,23.89758
A27-38,4,120.33857,23.89675
A27-38,5,120.33297,23.8987
A27-38,6,120.33064,23.89671
A27-38,7,120.32811,23.89582
A27-38,8,120.33311,23.89225
A29-05,9,120.76778,24.17094
A29-05,10,120.77092,24.17439
A29-10,1,120.65508,24.08834
A29-10,2,120.65152,24.0908
A29-10,3,120.65331,24.08966
A29-10,4,120.65351,24.09189
A29-10,5,120.65574,24.09271
A29-10,6,120.65787,24.09183
A29-12,1,120.67489,24.08486
A29-12,2,120.6717,24.08573
A29-12,3,120.67119,24.08238
A29-12,4,120.67064,24.07794
A29-12,5,120.66786,24.07755
A29-12,6,120.67353,24.07581
A29-12,7,120.6756,24.07947
A29-13,1,120.81139,24.04972
A29-13,2,120.81083,24.05222
A29-13,3,120.81139,24.05444
A29-13,4,120.81333,24.05333
A29-13,5,120.81417,24.05528
A29-13,6,120.81556,24.0575
A29-13,7,120.81667,24.05944
A29-13,8,120.80917,24.05487
A29-13,9,120.81028,24.05639
A29-13,10,120.80924,24.05861
A33-23,1,120.5751,23.6054
A33-23,2,120.5799,23.6022
A33-23,3,120.5852,23.6001
A33-23,4,120.5897,23.5969
A33-23,5,120.5933,23.5958
A33-23,6,120.5959,23.5951
A33-23,7,120.599,23.5956
A33-23,8,120.5951,23.5985
A33-23,9,120.5946,23.6017
A33-23,10,120.5982,23.5997
A33-37,1,120.79711,23.7275
A33-37,2,120.79561,23.72625
A33-37,3,120.79369,23.72564
A33-37,4,120.79108,23.72919
A33-37,5,120.79319,23.72883
A33-37,6,120.79433,23.73033
A33-37,7,120.79633,23.73039
A33-37,8,120.79778,23.73161
A40-05,1,120.52508,22.56567
A40-05,2,120.52297,22.56375
A40-05,3,120.51969,22.56017
A40-05,4,120.5175,22.55983
