Site_N,Point,Year,Survey,Macaca_sur,Macaca_dist,Time,TypeName,Distance,Do.survey,TypeName.1,Altitude,County,x,y,Pointid
B38-08,5,2019,1,1,B,B,闊葉樹林型,2.33012523,1,闊葉林,B,高雄市,120.720573,23.046179,B38-08-05
A17-18,5,2019,1,1,B,B,闊葉樹林型,6.35123802,1,闊葉林,A,花蓮縣,121.51257,23.93331,A17-18-05
A33-32,5,2019,2,1,A,A,竹林,0,1,竹林,A,南投縣,120.7328667,23.67814167,A33-32-05
B37-02,5,2019,2,1,B,A,針葉樹林型,0,1,針葉林,B,南投縣,120.8713278,23.47504722,B37-02-05
B14-02,5,2019,1,1,A,A,闊葉樹林型,0,1,闊葉林,B,台中市,121.304178,24.380488,B14-02-05
A20-02,5,2019,2,1,B,B,闊葉樹林型,2.860878,1,闊葉林,A,台東縣,121.3510056,23.10848889,A20-02-05
B14-02,5,2019,2,1,A,A,闊葉樹林型,0,1,闊葉林,B,台中市,121.304178,24.380488,B14-02-05
A23-05,6,2019,1,1,B,A,闊葉樹林型,0,1,闊葉林,A,台東縣,121.02109,22.69882,A23-05-06
B30-08,6,2019,1,1,B,B,闊葉樹林型,0,1,闊葉林,B,南投縣,121.18907,23.94585,B30-08-06
A23-05,6,2019,2,1,A,A,闊葉樹林型,0,1,闊葉林,A,台東縣,121.02109,22.69882,A23-05-06
A33-32,6,2019,2,1,A,A,竹林,0,1,竹林,A,南投縣,120.7307194,23.67893889,A33-32-06
B14-02,6,2019,1,1,B,A,闊葉樹林型,0,1,闊葉林,B,台中市,121.303611,24.382358,B14-02-06
A04-03,6,2019,2,1,C,A,闊葉樹林型,2.24373808,1,闊葉林,A,新北市,121.7690556,24.87244444,A04-03-06
A29-17,6,2019,2,1,B,A,闊葉樹林型,0,1,闊葉林,A,台中市,120.784098,24.048273,A29-17-06
A17-09,6,2019,1,1,B,B,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4653444,23.83641944,A17-09-06
A23-04,7,2019,1,1,A,B,闊葉樹林型,0,1,闊葉林,A,台東縣,121.01429,22.70417,A23-04-07
A12-01,7,2019,1,1,C,A,竹林,0,1,竹林,A,新竹縣,121.2407333,24.75262778,A12-01-07
A33-32,7,2019,2,1,A,A,竹林,0,1,竹林,A,南投縣,120.7282444,23.68098056,A33-32-07
A19-03,7,2019,1,1,B,B,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4295611,23.49916944,A19-03-07
B32-04,7,2019,1,1,C,B,闊葉樹林型,3.160341228,1,闊葉林,B,南投縣,120.89869,23.53114,B32-04-07
A32-02,7,2019,2,1,C,B,闊葉樹林型,0.67741024,1,闊葉林,A,南投縣,120.890389,23.860352,A32-02-07
A28-10,7,2019,2,1,A,A,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.92117,24.578002,A28-10-07
A35-15,8,2019,1,1,A,A,竹闊混淆林,4.20187353,1,混淆林,A,台南市,120.508138,23.263576,A35-15-08
A33-08,8,2019,1,1,B,B,竹闊混淆林,10.63955739,1,混淆林,A,雲林縣,120.632723,23.702403,A33-08-08
A33-08,8,2019,2,1,A,A,竹闊混淆林,10.63955739,1,混淆林,A,雲林縣,120.632723,23.702403,A33-08-08
A34-49,9,2019,2,1,C,A,闊葉樹林型,0,1,闊葉林,A,高雄市,120.4542861,22.82523611,A34-49-09
A33-08,9,2019,2,1,B,B,竹林,0,1,竹林,A,雲林縣,120.635459,23.705687,A33-08-09
B21-01,9,2019,1,1,A,A,闊葉樹林型,0,1,闊葉林,B,台東縣,120.9894639,23.24136667,B21-01-09
B30-08,10,2019,2,1,B,B,針闊葉樹混淆,0,1,闊葉林,B,南投縣,121.18027,23.95123,B30-08-10
A18-01,10,2019,1,1,B,A,闊葉樹林型,1.64960789,1,闊葉林,A,花蓮縣,121.374202,23.71411,A18-01-10
A03-10,4,2019,1,1,A,A,闊葉樹林型,0.11652781,1,闊葉林,A,宜蘭縣,121.8438972,24.58722778,A03-10-04
A17-11,6,2019,2,1,C,B,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.55515,24.00993611,A17-11-06
A20-05,2,2019,2,1,A,A,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.1877528,23.35099167,A20-05-02
