,Site_N,Point,X_new,Y_new
1032,A17-01,9,121.6114,24.08615
1033,A17-01,10,121.61266,24.08966
1034,A17-02,1,121.424943,24.002788
1035,A17-02,2,121.427093,24.001834
1036,A17-02,3,121.43143,23.999718
1037,A17-02,4,121.433246,23.999199
1038,A17-02,5,121.437072,23.996858
1039,A17-02,6,121.441084,23.994716
1040,A17-02,7,121.445806,23.993257
1041,A17-02,8,121.44701,23.991737
1042,A17-02,9,121.450676,23.988972
1043,A17-02,10,121.454659,23.98701
1044,A17-04,1,121.54489,23.90017
1045,A17-04,2,121.54251,23.90006
1046,A17-04,3,121.54128,23.90159
1047,A17-04,4,121.54336,23.90294
1048,A17-04,5,121.53725,23.904
1049,A17-04,6,121.53475,23.90311
1050,A17-04,7,121.532495,23.901207
1051,A17-04,8,121.532937,23.898785
1052,A17-04,9,121.533584,23.896128
1053,A17-04,10,121.534912,23.891988
1054,A17-09,1,121.4729639,23.83731111
1055,A17-09,2,121.4711778,23.83863889
1056,A17-09,3,121.4693889,23.84004167
1057,A17-09,4,121.4676083,23.83801111
1058,A17-09,5,121.4666528,23.83475278
1059,A17-09,6,121.4653444,23.83641944
1060,A17-09,7,121.4648,23.83379
1061,A17-10,1,121.499381,23.866031
1062,A17-10,2,121.495461,23.86272
1063,A17-10,3,121.489248,23.860817
1064,A17-10,4,121.48258,23.85621
1065,A17-10,5,121.48039,23.85317
1066,A17-10,6,121.47772,23.849494
1067,A17-10,7,121.47526,23.84653
1068,A17-10,8,121.47308,23.84565
1069,A17-10,9,121.472586,23.84421
1070,A17-10,10,121.469033,23.841864
1071,A17-11,1,121.5547472,24.00654722
1072,A17-11,2,121.5523611,24.00711944
1073,A17-11,3,121.5506167,24.008575
1075,A17-11,5,121.5518444,24.01002222
1076,A17-11,6,121.55515,24.00993611
1079,A17-18,1,121.50586,23.92487
1080,A17-18,2,121.50691,23.92222
1081,A17-18,3,121.51002,23.92218
1082,A17-18,4,121.51361,23.92398
1083,A17-18,5,121.51257,23.93331
1084,A17-18,6,121.5099,23.93693
1085,A17-18,7,121.50674,23.93385
1087,A18-01,2,121.371958,23.714675
1088,A18-01,3,121.391111,23.711449
1089,A18-01,4,121.387837,23.71181
1090,A18-01,5,121.384702,23.712991
1091,A18-01,6,121.382764,23.710838
1092,A18-01,7,121.37997,23.711043
1093,A18-01,8,121.377885,23.712412
1094,A18-01,9,121.3763,23.713779
1095,A18-01,10,121.374202,23.71411
1098,A18-02,3,121.47655,23.69536
1099,A18-02,4,121.47542,23.69327
1100,A18-02,5,121.474358,23.691288
1101,A18-02,6,121.47346,23.68981
1102,A18-02,7,121.472383,23.687637
1103,A18-02,8,121.47037,23.68519
1104,A18-02,9,121.46884,23.68371
1105,A18-02,10,121.46718,23.68236
1106,A18-03,1,121.38009,23.60924
1107,A18-03,2,121.37914,23.61036
1108,A18-03,3,121.37734,23.61129
1113,A18-03,8,121.37191,23.61111
1114,A18-03,9,121.37335,23.6099
1116,A18-04,1,121.44315,23.75139
1117,A18-04,2,121.43719,23.75316
1118,A18-04,3,121.43789,23.75563
1119,A18-04,4,121.43767,23.75931
1120,A18-04,5,121.43485,23.7578
1121,A18-04,6,121.43304,23.75752
1122,A18-04,7,121.42954,23.75682
1123,A18-04,8,121.42614,23.75482
1124,A18-04,9,121.42315,23.75443
1125,A18-04,10,121.42525,23.75189
1126,A19-01,1,121.3535444,23.59145
1127,A19-01,2,121.3512278,23.590325
1128,A19-01,3,121.3500972,23.58855833
1129,A19-01,4,121.3478722,23.58836389
1130,A19-01,5,121.3452778,23.58882222
1131,A19-01,6,121.343025,23.58951389
1134,A19-02,3,121.3996444,23.55276111
1135,A19-02,4,121.3976111,23.55132222
1136,A19-02,5,121.3954194,23.55169722
1137,A19-02,6,121.3930111,23.55199167
1138,A19-02,7,121.3916111,23.55269167
1139,A19-02,8,121.3891,23.55342
1140,A19-02,9,121.38694,23.55446
1141,A19-02,10,121.38478,23.55606
1142,A19-03,1,121.4198222,23.49683889
1143,A19-03,2,121.4213333,23.49817222
1144,A19-03,3,121.4232306,23.49723611
1145,A19-03,4,121.4250472,23.49631944
1146,A19-03,5,121.4274917,23.49560833
1147,A19-03,6,121.4294639,23.49653333
1148,A19-03,7,121.4295611,23.49916944
1149,A19-03,8,121.4309,23.50115278
1150,A19-03,9,121.4325194,23.50271944
1151,A19-03,10,121.4342361,23.50377222
1152,A19-04,1,121.35119,23.476
1154,A19-04,4,121.3479,23.4798
1155,A19-04,6,121.3451,23.47972
1156,A19-04,7,121.3438,23.48126
1157,A19-04,9,121.3416,23.48378
1158,A19-04,10,121.3404,23.48572
1159,A19-05,1,121.330517,23.383459
1160,A19-05,2,121.33285,23.38437
1161,A19-05,4,121.3354,23.38397
1162,A19-05,6,121.3374,23.38309
1163,A19-05,7,121.33694,23.38106
1164,A19-05,8,121.33619,23.3781
1165,A19-05,9,121.33581,23.37558
1166,A19-05,10,121.33525,23.37286
1167,A19-06,1,121.351493,23.350851
1168,A19-06,3,121.34964,23.34958
1169,A19-06,4,121.351037,23.348269
1171,A19-06,7,121.34578,23.3446
1172,A19-06,8,121.34372,23.34539
1175,A20-01,1,121.338581,23.296039
1176,A20-01,2,121.338071,23.29529
1180,A20-01,6,121.33543,23.290799
1181,A20-01,7,121.33813,23.28957
1182,A20-01,8,121.33986,23.28738
1183,A20-01,9,121.340312,23.284368
1184,A20-01,10,121.340913,23.282525
1185,A20-02,1,121.3623722,23.10632222
1186,A20-02,2,121.3604639,23.104675
1187,A20-02,3,121.36046,23.10468
1188,A20-02,4,121.3555083,23.105625
1189,A20-02,5,121.3510056,23.10848889
1190,A20-02,7,121.35495,23.10841667
1191,A20-02,9,121.3622778,23.11026111
1192,A20-02,10,121.3657167,23.11565278
1193,A20-03,1,121.2295611,23.32658333
1194,A20-03,2,121.2276083,23.32735278
1195,A20-03,3,121.2258583,23.32842222
1196,A20-03,4,121.2245528,23.33145
1197,A20-03,5,121.2238417,23.33328333
1199,A20-03,7,121.2315778,23.32755556
1200,A20-03,8,121.2337889,23.3284
1201,A20-04,1,121.2219917,23.336825
1202,A20-04,2,121.2199278,23.33665833
1203,A20-04,3,121.2176222,23.33749167
1204,A20-04,4,121.2160083,23.33863056
1205,A20-04,5,121.2150333,23.34033889
1206,A20-04,6,121.2137056,23.34181111
1207,A20-04,7,121.2129361,23.34356389
1208,A20-04,8,121.2134861,23.34555
1211,A20-05,1,121.1871028,23.35316944
1212,A20-05,2,121.1877528,23.35099167
1213,A20-05,3,121.1892083,23.34890556
1214,A20-05,4,121.1898306,23.34650278
1215,A20-05,5,121.1870417,23.34550278
1216,A20-05,6,121.1868222,23.34221667
1217,A20-05,7,121.1892167,23.34123056
1220,A20-05,10,121.1929917,23.334325
1222,A21-02,2,121.2952528,23.03796667
1223,A21-02,3,121.2981306,23.04144722
1224,A21-02,4,121.3002333,23.04367222
1225,A21-02,5,121.3016139,23.03837222
1226,A21-02,6,121.3009972,23.04901667
1227,A21-02,7,121.2985778,23.03827778
1229,A22-01,1,121.18104,22.87116
1230,A22-01,2,121.17935,22.87243611
1231,A22-01,3,121.1773361,22.87379444
1232,A22-01,4,121.1770556,22.87566389
1233,A22-01,5,121.1768472,22.88080278
1234,A22-01,6,121.1809194,22.886775
1235,A22-07,1,121.11332,22.82178
1236,A22-07,2,121.1121,22.82475
1238,A22-07,4,121.11135,22.82797
1240,A22-07,6,121.10803,22.82377
1241,A22-07,7,121.11023,22.82145
1242,A22-08,1,121.09685,22.81245
1243,A22-08,2,121.0984,22.81565
1244,A22-08,3,121.1005167,22.81683333
1245,A22-08,4,121.10008,22.82083
1246,A22-08,5,121.09752,22.81795
1247,A22-08,6,121.0959167,22.82113333
1248,A22-08,7,121.0924,22.82031667
1250,A24-01,1,120.93664,22.53117
1251,A24-01,2,120.9341167,22.52845
1252,A24-01,3,120.9317556,22.52735556
1254,A24-01,5,120.9275083,22.52813056
1255,A24-01,6,120.9264889,22.52573611
1256,A24-01,7,120.9236,22.52509444
1257,A24-01,8,120.9205889,22.52284444
1258,A24-01,9,120.9197722,22.52080278
1259,A24-01,10,120.9179472,22.51935833
1260,A24-02,1,120.8841528,22.45306389
1261,A24-02,2,120.8815722,22.45095
1262,A24-02,3,120.8792778,22.44891667
1263,A24-02,4,120.8764583,22.443675
1265,A24-02,6,120.87515,22.43995278
1266,A24-02,7,120.8755833,22.43777778
1267,A24-02,8,120.8779389,22.43608056
1268,A24-02,9,120.8789333,22.434175
1269,A24-02,10,120.87893,22.43418
1270,A25-01,1,120.9191389,22.44650556
1271,A25-01,2,120.9172139,22.44590556
1272,A25-01,3,120.9172361,22.44394444
1273,A25-01,4,120.9170861,22.441975
1274,A25-01,5,120.9159833,22.44047778
1275,A25-01,6,120.9197917,22.44881111
1276,A25-01,7,120.9211278,22.45047222
1277,A25-01,8,120.9226,22.45238611
1278,A26-01,1,120.843025,22.01705833
1279,A26-01,2,120.8489306,22.02035
1281,A26-01,4,120.8556222,22.02270556
1282,A26-01,5,120.8558111,22.02573056
1283,A26-01,6,120.8471333,22.02556944
1284,A26-01,7,120.8442389,22.02213333
1285,A26-02,1,120.8460278,21.98898056
1286,A26-02,2,120.83792,21.98409
1287,A26-02,3,120.8406861,21.98686111
1288,A26-02,4,120.84081,21.99075
1291,A26-02,7,120.83271,21.98816
1292,A26-03,1,120.8022056,21.98324167
1294,A26-03,3,120.8030417,21.98904167
1295,A26-03,4,120.8056889,21.99334444
1296,A26-03,5,120.806075,22.00133889
1297,A26-03,6,120.8074167,22.00421111
1298,A26-04,1,120.8246778,21.96288333
1299,A26-04,2,120.8224083,21.95935
1300,A26-04,3,120.8185472,21.95603889
1301,A26-04,4,120.8221,21.95655
1302,A26-04,5,120.8256083,21.95391667
1303,A26-04,6,120.8231611,21.95323611
1305,A27-01,2,120.32399,23.56723
1306,A27-01,3,120.31754,23.56757
1307,A27-01,4,120.32165,23.56539
1309,A27-01,7,120.32621,23.56112
1320,A27-03,1,120.304592,23.939832
1321,A27-03,2,120.305866,23.938591
1322,A27-03,3,120.307852,23.938221
1323,A27-03,4,120.309819,23.937824
1324,A27-03,5,120.311805,23.937516
1325,A27-03,6,120.313859,23.937273
1326,A27-03,7,120.315924,23.936939
1327,A27-03,8,120.318156,23.936633
1335,A27-04,8,120.32919,23.98519
1336,A27-04,9,120.32758,23.981
1337,A27-04,10,120.32611,23.97692
1338,A27-05,1,120.561383,24.048944
1339,A27-05,2,120.561651,24.042552
1340,A27-05,3,120.564468,24.04117
1341,A27-05,4,120.56957,24.041319
1342,A27-05,5,120.568088,24.046326
1343,A27-05,6,120.567054,24.04375
1346,A27-06,2,120.5673611,24.05968056
1347,A27-06,3,120.5670083,24.06163889
1348,A27-06,4,120.5651167,24.06235556
1349,A27-06,5,120.5651333,24.06078889
1350,A27-06,6,120.5629194,24.06127222
1351,A27-07,1,120.81263,24.62879
1355,A27-07,5,120.806254,24.629191
1356,A27-07,6,120.806376,24.626998
1357,A27-10,1,120.858002,24.567871
1362,A27-10,6,120.869068,24.568413
1363,A27-12,1,120.83275,24.53706
1364,A27-12,2,120.834065,24.535243
1370,A27-18,1,120.53225,24.22928
1371,A27-18,2,120.53378,24.23028
1372,A27-18,4,120.53675,24.23056
1373,A27-18,5,120.53803,24.22894
1374,A27-18,6,120.53625,24.22756
1375,A27-18,7,120.53392,24.22639
1377,A27-19,2,120.48356,24.16939
1378,A27-19,3,120.48428,24.17167
1379,A27-19,4,120.48216,24.17273
1380,A27-19,5,120.48272,24.17439
1381,A27-19,6,120.48792,24.17355
1382,A27-19,7,120.48739,24.17186
1383,A27-19,8,120.48939,24.17025
1384,A27-19,9,120.48853,24.1662
1385,A27-19,10,120.48698,24.16886
1386,A27-22,1,120.46798,24.05593
1387,A27-22,2,120.4692,24.0575
1388,A27-22,3,120.46915,24.06009
1389,A27-22,4,120.47193,24.05945
1390,A27-22,5,120.47396,24.05822
1391,A27-22,6,120.47611,24.0573
1392,A27-22,7,120.47789,24.0565
1393,A27-22,8,120.48205,24.05641
1395,A27-24,1,120.37411,23.90143
1396,A27-24,2,120.37297,23.90411
1397,A27-24,3,120.36997,23.9043
1398,A27-24,4,120.36505,23.90398
1399,A27-24,5,120.36542,23.90194
1402,A27-24,8,120.3708944,23.89570833
1403,A27-24,9,120.37278,23.89501
1404,A27-24,10,120.37419,23.89748
1406,A27-25,2,120.4578556,23.84105278
1407,A27-25,3,120.45479,23.84077
1408,A27-25,5,120.45498,23.83871
1409,A27-25,6,120.45882,23.83727
1410,A27-25,7,120.4544,23.83457
1411,A27-25,8,120.45701,23.83329
1412,A27-25,9,120.45323,23.8318
1413,A27-25,10,120.46258,23.83793
1419,A27-27,6,120.3229639,23.80166111
1440,A27-29,7,120.3545944,23.76396389
1457,A27-32,4,120.33603,23.71249
1458,A27-32,5,120.33749,23.70919
1459,A27-32,6,120.33561,23.70834
1460,A27-32,7,120.33975,23.70781
1464,A27-33,1,120.39847,23.62571
1465,A27-33,2,120.39364,23.62389
1466,A27-33,3,120.39106,23.62441
1467,A27-33,4,120.38801,23.62394
1468,A27-33,5,120.383438,23.624078
1469,A27-33,6,120.38331,23.62719
1470,A27-33,7,120.38477,23.63222
1471,A27-33,8,120.38818,23.63205
1472,A27-33,9,120.39233,23.62996
1473,A27-33,10,120.39533,23.62935
1474,A27-39,1,120.578188,24.144592
1475,A27-39,2,120.5812,24.14355
1476,A27-39,3,120.582891,24.141652
1477,A27-39,4,120.58462,24.139571
1478,A27-39,5,120.586474,24.13824
1479,A27-39,6,120.588086,24.135743
1480,A27-39,7,120.589706,24.133599
1481,A27-39,8,120.58731,24.13242
1482,A27-40,1,120.84254,24.57303
1483,A27-40,2,120.84312,24.57653
1484,A27-40,3,120.84331,24.58027
1485,A27-40,4,120.84347,24.58319
1486,A27-40,5,120.8418,24.58569
1487,A27-40,6,120.83809,24.5877
1488,A27-40,7,120.83447,24.58965
1489,A27-40,8,120.83116,24.59015
1490,A27-40,9,120.825358,24.593307
1492,A27-41,2,120.81725,24.5784
1493,A27-41,3,120.81849,24.58011
1494,A27-41,4,120.818195,24.582356
1496,A27-41,6,120.81583,24.58464
1497,A27-43,1,120.59983,24.20439
1498,A27-43,2,120.60014,24.2065
1499,A27-43,3,120.60069,24.20919
1500,A27-43,4,120.59794,24.21019
1501,A27-43,5,120.59575,24.20928
1502,A27-43,6,120.59494,24.20717
1503,A27-43,7,120.59739,24.206
1504,A27-43,8,120.59736,24.20811
1505,A28-04,1,120.735062,24.359154
1506,A28-04,2,120.733187,24.36018
1507,A28-04,3,120.731263,24.360809
1508,A28-04,4,120.730934,24.362551
1509,A28-04,5,120.729344,24.364047
1510,A28-04,6,120.729626,24.366115
1511,A28-06,1,120.92575,24.30633
1513,A28-06,3,120.9319694,24.30730833
1514,A28-06,4,120.9306417,24.304275
1516,A28-06,6,120.9319139,24.302775
1519,A28-06,10,120.9346417,24.30228056
1520,A28-08,1,120.911072,24.589698
1521,A28-08,2,120.913976,24.588084
1522,A28-08,3,120.916534,24.587336
1523,A28-08,4,120.919407,24.58741
1524,A28-08,5,120.92237,24.58804
1525,A28-08,7,120.925579,24.587269
1528,A28-09,3,120.937895,24.579645
1529,A28-09,4,120.93648,24.58097
1532,A28-10,1,120.908409,24.58464
1533,A28-10,2,120.910908,24.583396
1534,A28-10,3,120.912656,24.581898
1535,A28-10,4,120.914248,24.579127
1536,A28-10,5,120.916944,24.578289
1537,A28-10,6,120.919214,24.579175
1538,A28-10,7,120.92117,24.578002
1542,A28-14,4,120.85666,24.19666
1543,A28-14,5,120.8566611,24.19805556
1544,A28-14,6,120.8580583,24.19166389
1545,A28-14,7,120.8594472,24.19111389
1547,A28-14,9,120.8625,24.18971667
1548,A28-14,10,120.8641611,24.18971944
1549,A28-15,1,120.84087,24.495
1550,A28-15,2,120.842527,24.492437
1551,A28-15,3,120.843309,24.490488
1553,A28-15,5,120.847822,24.48744
1554,A28-15,6,120.85029,24.486143
1555,A28-16,1,120.923798,24.544344
1559,A28-16,5,120.93099,24.54036
1561,A29-01,1,120.9496694,24.068625
1562,A29-01,2,120.9487833,24.07123333
1563,A29-01,3,120.9460778,24.07057778
1564,A29-01,4,120.9458528,24.06772222
1565,A29-01,5,120.9446639,24.07011111
1566,A29-01,6,120.9428028,24.07213333
1567,A29-01,7,120.9408944,24.07346111
1568,A29-02,1,120.7711667,24.09558611
1569,A29-02,2,120.7790278,24.09219444
1570,A29-02,3,120.7815556,24.09236111
1571,A29-02,4,120.7839444,24.08894444
1572,A29-02,5,120.7868056,24.08805556
1573,A29-02,6,120.7861944,24.08672222
1574,A29-02,7,120.7903889,24.11577778
1575,A29-03,2,120.842567,24.060065
1576,A29-03,3,120.844326,24.060762
1577,A29-03,4,120.8447,24.05891
1578,A29-03,5,120.844253,24.05678
1580,A29-03,7,120.842188,24.056326
1581,A29-03,8,120.840308,24.057706
1582,A29-03,9,120.838124,24.058796
1583,A29-03,10,120.837217,24.060556
1584,A29-04,1,120.7478,24.03368
1585,A29-04,2,120.7420083,24.03495556
1586,A29-04,3,120.7423194,24.03658611
1595,A29-05,4,120.783075,24.17308611
1596,A29-05,5,120.7878167,24.17335278
1597,A29-05,6,120.7868389,24.17501389
1600,A29-06,1,120.68568,24.28035
1601,A29-06,2,120.6876,24.28015
1602,A29-06,3,120.69016,24.27986
1603,A29-06,4,120.69103,24.2815
1604,A29-06,5,120.6933,24.28
1605,A29-06,6,120.69556,24.27954
1606,A29-06,7,120.69883,24.28015
1607,A29-08,1,120.69594,24.22586
1608,A29-08,2,120.69617,24.22794
1609,A29-08,3,120.69078,24.22856
1610,A29-08,4,120.69289,24.22978
1611,A29-08,5,120.69044,24.23197
1612,A29-08,6,120.68972,24.23019
1613,A29-08,7,120.68875,24.22839
1614,A29-11,1,120.6625278,24.09361944
1615,A29-11,2,120.6595889,24.09295
1616,A29-11,3,120.6606583,24.09101389
1617,A29-11,4,120.66245,24.08889444
1618,A29-11,5,120.6601056,24.08799167
1619,A29-11,6,120.6570278,24.08823056
1620,A29-11,7,120.6535639,24.09315
1621,A29-11,8,120.651325,24.09382222
1622,A29-16,1,120.6923417,24.04390278
1623,A29-16,2,120.6941111,24.04305833
1624,A29-16,3,120.6961,24.04235
1625,A29-16,4,120.6986056,24.04153611
1626,A29-16,5,120.70069,24.04154
1627,A29-16,6,120.70312,24.04211
1628,A29-16,7,120.69583,24.04005
1630,A29-17,1,120.772852,24.058063
1631,A29-17,2,120.774831,24.056982
1632,A29-17,3,120.775365,24.054861
1634,A29-17,5,120.780239,24.051013
1635,A29-17,6,120.784098,24.048273
1637,A29-17,8,120.788016,24.045733
1638,A29-17,9,120.790471,24.047569
1639,A29-17,10,120.793491,24.046363
1640,A29-18,1,120.727471,24.021311
1641,A29-18,2,120.733482,24.019227
1642,A29-18,3,120.735226,24.017397
1643,A29-18,4,120.737919,24.017348
1644,A29-18,5,120.743267,24.017005
1645,A29-18,6,120.756514,24.019437
1646,A29-18,7,120.759119,24.019432
1647,A29-18,8,120.761145,24.018875
1648,A29-18,9,120.763327,24.01887
1649,A29-18,10,120.765529,24.018675
1650,A29-19,1,120.73514,24.11067
1651,A29-19,2,120.73703,24.10961
1655,A29-19,6,120.74081,24.10958
1656,A29-19,7,120.74195,24.10798
1657,A29-19,8,120.74213,24.10886
1658,A29-19,9,120.74399,24.10804
1659,A29-19,10,120.74603,24.10719
1660,A29-20,1,120.72511,24.1165
1661,A29-20,2,120.72586,24.11836
1662,A29-20,3,120.72664,24.12011
1663,A29-20,4,120.72756,24.12175
1664,A29-20,5,120.72864,24.12331
1665,A29-20,6,120.72975,24.12489
1666,A29-20,7,120.73078,24.12653
1668,A29-20,9,120.733,24.12964
1669,A29-20,10,120.735,24.13067
1674,A29-21,5,120.73106,24.16907
1676,A29-21,7,120.73541,24.17645
1677,A29-21,8,120.73003,24.17366
1679,A29-21,10,120.72718,24.17585
1680,A29-23,1,120.7522778,24.16211111
1681,A29-23,2,120.7573139,24.16022222
1682,A29-23,3,120.7603889,24.16158333
1683,A29-23,4,120.7638056,24.16135556
1684,A29-23,5,120.76839,24.16564
1686,A29-23,7,120.76604,24.15916
1687,A29-23,8,120.7593611,24.15759444
1688,A29-24,1,120.64,24.14361
1689,A29-24,2,120.64417,24.14444
1690,A29-24,3,120.64639,24.14417
1691,A29-24,4,120.64505,24.14612
1692,A29-24,5,120.64529,24.14965
1693,A29-24,6,120.64,24.155
1694,A29-24,7,120.63893,24.14911
1695,A29-25,1,120.61811,24.10518
1696,A29-25,2,120.6173,24.10316
1697,A29-25,3,120.61382,24.10261
1698,A29-25,4,120.61935,24.10218
1699,A29-25,5,120.62296,24.10069
1700,A29-25,6,120.62551,24.09983
1701,A29-25,7,120.62824,24.10082
1702,A29-25,8,120.62678,24.10252
1703,A30-03,1,120.93143,23.79085
1704,A30-03,2,120.9343028,23.78907778
1705,A30-03,3,120.9366,23.79012
1708,A30-03,6,120.9461472,23.7917
1709,A30-03,7,120.9437417,23.79263056
1710,A30-03,8,120.947175,23.79353333
1711,A32-01,1,120.8932222,23.91330556
1714,A32-01,4,120.8907806,23.91931667
1715,A32-01,5,120.8891222,23.91739167
1716,A32-01,6,120.8837083,23.91856111
1719,A32-02,3,120.897701,23.851743
1723,A32-02,7,120.890389,23.860352
1729,A32-03,3,120.80889,23.84682
1730,A32-03,4,120.811146,23.847128
1731,A32-03,5,120.81221,23.8521
1732,A32-03,6,120.813314,23.854923
1734,A32-03,8,120.803893,23.851842
1736,A32-03,10,120.801359,23.846348
1737,A32-04,1,120.8888917,23.59869167
1738,A32-04,2,120.8890472,23.59649444
1739,A32-04,3,120.88945,23.59409
1740,A32-04,5,120.8928472,23.59199444
1741,A32-04,6,120.89602,23.58909
1742,A32-04,7,120.8870194,23.59139722
1743,A32-04,8,120.8861417,23.59436944
1744,A32-04,9,120.8854444,23.59638611
1746,A32-06,2,120.833299,23.688915
1750,A32-06,6,120.828905,23.697407
1752,A32-07,1,120.844534,23.690344
1759,A32-08,1,120.86179,23.84768
1762,A32-08,4,120.8641806,23.83634444
1763,A32-08,5,120.8640361,23.82636944
1764,A32-08,6,120.8610694,23.82593889
1765,A32-08,7,120.8576056,23.82294722
1767,A33-01,1,120.774783,23.93196
1768,A33-01,2,120.774356,23.929097
1770,A33-01,6,120.772333,23.928399
1771,A33-01,7,120.768011,23.928645
1772,A33-01,8,120.76949,23.92731
1773,A33-01,9,120.767794,23.928744
1774,A33-02,1,120.8154,23.92354
1775,A33-02,2,120.814075,23.926306
1776,A33-02,3,120.811502,23.925978
1780,A33-02,8,120.807964,23.927057
1781,A33-02,9,120.80897,23.92972
1782,A33-02,10,120.811484,23.932
1785,A33-03,3,120.67883,23.88122
1789,A33-03,7,120.685168,23.885334
1792,A33-03,10,120.68228,23.88253
1793,A33-05,1,120.44546,23.58391
1794,A33-05,2,120.44496,23.58147
1797,A33-05,5,120.45109,23.58783
1798,A33-05,6,120.44593,23.58621
1803,A33-06,6,120.4845806,23.55969722
1805,A33-07,1,120.789938,23.993996
1806,A33-07,2,120.789247,23.995792
1807,A33-07,3,120.787416,23.997632
1808,A33-07,4,120.785311,23.998631
1809,A33-07,5,120.783027,24.001246
1810,A33-07,6,120.780658,24.001261
1811,A33-07,7,120.779299,24.002984
1812,A33-07,8,120.777852,24.004282
1813,A33-07,9,120.776404,24.005598
1814,A33-07,10,120.774936,24.007835
1819,A33-08,6,120.621206,23.710773
1824,A33-09,1,120.67256,24.0059
1825,A33-09,2,120.66916,24.00745
1826,A33-09,3,120.66884,24.01057
1827,A33-09,4,120.66678,24.01692
1828,A33-09,5,120.66929,24.01518
1829,A33-09,6,120.671792,24.013751
1830,A33-09,7,120.67425,24.01185
1831,A33-09,8,120.67289,24.0104
1832,A33-09,9,120.67741,24.01003
1833,A33-09,10,120.6807,24.01193
1834,A33-10,1,120.67342,23.98461
1838,A33-10,5,120.67289,23.98911
1842,A33-10,9,120.67756,23.99075
1843,A33-10,10,120.67639,23.98642
1845,A33-11,2,120.7015,23.97453
1848,A33-11,5,120.6983028,23.967475
1849,A33-11,6,120.7006944,23.96822222
1850,A33-11,7,120.70731,23.97311
1851,A33-11,8,120.7058889,23.97633056
1852,A33-11,9,120.70347,23.97659
1853,A33-11,10,120.69803,23.97739
1854,A33-12,1,120.6040889,23.94081944
1855,A33-12,2,120.60937,23.94074
1856,A33-12,3,120.6043861,23.93944722
1857,A33-12,4,120.60616,23.93688
1858,A33-12,5,120.6075444,23.93745833
1859,A33-12,7,120.60765,23.9353
1860,A33-12,8,120.60516,23.93441
1861,A33-12,9,120.6007694,23.94047778
1864,A33-13,2,120.56028,23.92236
1865,A33-13,3,120.55736,23.92519
1866,A33-13,4,120.55556,23.9275
1868,A33-13,6,120.55939,23.9273
1869,A33-13,7,120.56014,23.93083
1870,A33-13,8,120.55242,23.92806
1871,A33-13,9,120.55183,23.93139
1872,A33-13,10,120.5517833,23.92534722
1873,A33-14,1,120.58778,23.81417
1874,A33-14,2,120.59278,23.81107
1875,A33-14,3,120.58672,23.81263
1876,A33-14,4,120.58973,23.81084
1877,A33-14,5,120.5825,23.81389
1878,A33-14,6,120.58278,23.8121
1879,A33-14,7,120.58611,23.80972
1880,A33-14,8,120.58452,23.808
1881,A33-14,9,120.58235,23.80842
1882,A33-14,10,120.58777,23.8075
1883,A33-15,1,120.59504,23.77876
1884,A33-15,2,120.59878,23.78083
1885,A33-15,3,120.599772,23.783309
1886,A33-15,4,120.59773,23.78239
1887,A33-15,5,120.5965,23.78391
1888,A33-15,6,120.594531,23.783557
1889,A33-15,7,120.59203,23.78312
1890,A33-15,8,120.58982,23.78174
1891,A33-15,9,120.59215,23.78005
1892,A33-15,10,120.5968,23.77975
1893,A33-16,1,120.607118,23.73212
1895,A33-16,3,120.60303,23.73368
1896,A33-16,4,120.600908,23.735779
1897,A33-16,5,120.602916,23.736733
1898,A33-16,6,120.60621,23.73472
1903,A33-18,4,120.49461,23.70105
1904,A33-18,5,120.4917,23.69869
1905,A33-18,6,120.49035,23.69691
1906,A33-18,7,120.48928,23.70174
1907,A33-18,8,120.48703,23.70225
1910,A33-26,1,120.8024,23.82643
1911,A33-26,2,120.80161,23.82885
1913,A33-26,4,120.797558,23.834903
1914,A33-26,5,120.79081,23.83751
1916,A33-26,7,120.795,23.83192
1918,A33-26,9,120.78058,23.82565
1919,A33-26,10,120.77675,23.82451
1920,A33-27,1,120.623896,23.730248
1923,A33-27,4,120.627983,23.724415
1924,A33-27,5,120.628475,23.72708
1931,A33-28,2,120.617547,23.75482
1932,A33-28,3,120.620247,23.753842
1934,A33-28,5,120.616677,23.756868
1936,A33-28,7,120.621692,23.756176
1937,A33-28,8,120.623466,23.756821
1938,A33-28,9,120.624776,23.755054
1939,A33-29,1,120.7326944,23.83716667
1940,A33-29,2,120.7351944,23.83577778
1942,A33-29,4,120.73975,23.83753
1943,A33-29,5,120.7454722,23.83605556
1945,A33-29,7,120.7449444,23.83352778
1946,A33-30,1,120.670223,23.775945
1947,A33-30,2,120.672793,23.77632
1948,A33-30,3,120.672866,23.774523
1949,A33-30,4,120.672491,23.771462
1950,A33-30,5,120.674715,23.77292
1951,A33-30,6,120.6759,23.769771
1954,A33-31,3,120.51917,23.69833
1965,A34-01,1,120.33848,23.51649
1966,A34-01,2,120.33848,23.51879
1967,A34-01,3,120.33894,23.52169
1968,A34-01,4,120.34225,23.52157
1969,A34-01,5,120.34488,23.52146
1970,A34-01,6,120.34507,23.51762
1971,A34-01,7,120.34331,23.51693
1972,A34-02,1,120.25681,23.31
1973,A34-02,2,120.25451,23.30826
1974,A34-02,3,120.25062,23.30884
1975,A34-02,4,120.2518,23.3112
1976,A34-02,5,120.25536,23.31242
