,Site_N,Point,X_new,Y_new
3203,A33-35,5,120.70816,23.89009
3206,A33-35,8,120.7201694,23.89180278
3209,A33-36,3,120.7297833,23.92088056
3210,A33-36,4,120.73351,23.92388
3212,A33-36,6,120.74098,23.92876
3213,A33-36,7,120.73876,23.93134
3214,A34-03,1,120.30561,23.01681
3220,A34-03,7,120.29397,23.01749
3225,A34-22,4,120.21543,22.992
3226,A34-22,5,120.21556,22.99333
3227,A34-22,6,120.21389,22.99424
3228,A34-22,7,120.21501,22.99635
3229,A34-22,8,120.21667,22.99763
3230,A34-22,9,120.21806,22.99694
3231,A34-22,10,120.22028,22.99639
3232,A34-24,1,120.293,22.77918333
3233,A34-24,2,120.291,22.7789
3234,A34-24,3,120.2893,22.77871
3235,A34-24,4,120.28879,22.78024
3236,A34-24,5,120.2837167,22.78006667
3237,A34-24,6,120.2836,22.78192
3238,A34-24,7,120.28722,22.78192
3239,A34-24,8,120.2913333,22.78195
3240,A34-25,1,120.3260139,22.75171111
3241,A34-25,2,120.32893,22.74996
3242,A34-25,3,120.33019,22.74635
3243,A34-25,4,120.32663,22.74787
3244,A34-25,5,120.32454,22.74612
3245,A34-25,6,120.32366,22.74968
3246,A34-25,7,120.32099,22.74639
3247,A34-25,8,120.31969,22.75044
3249,A34-26,2,120.3812944,22.73958056
3250,A34-26,3,120.38395,22.73790278
3252,A34-26,5,120.3867306,22.73481389
3253,A34-26,6,120.3890833,22.73458056
3256,A34-38,1,120.37689,22.62005
3257,A34-38,2,120.37862,22.61738
3260,A34-38,5,120.38069,22.61032
3261,A34-38,6,120.37889,22.608
3262,A34-38,7,120.37702,22.60777
3263,A34-38,8,120.37381,22.6091
3264,A34-38,9,120.37556,22.6095
3266,A34-39,1,120.3417167,22.81486667
3267,A34-39,2,120.3430167,22.81691667
3268,A34-39,3,120.3437667,22.8192
3269,A34-39,4,120.3427167,22.82061667
3270,A34-39,5,120.3427167,22.82061667
3271,A34-39,6,120.3405667,22.82096667
3272,A34-39,7,120.3394833,22.81961667
3273,A34-39,8,120.3408833,22.81845
3274,A34-39,9,120.3403333,22.81665
3275,A34-44,1,120.26628,23.18158
3276,A34-44,2,120.26981,23.18481
3277,A34-44,3,120.26797,23.18436
3278,A34-44,4,120.2669722,23.18613889
3279,A34-44,5,120.2680833,23.18752778
3280,A34-44,6,120.2695556,23.18741667
3281,A34-44,7,120.27158,23.1885
3282,A34-44,8,120.27097,23.19019
3283,A34-44,9,120.26914,23.19036
3292,A34-51,1,120.16218,22.97505
3293,A34-51,2,120.16048,22.97724
3294,A34-51,3,120.15853,22.97536
3295,A34-51,4,120.1582333,22.97802222
3296,A34-51,5,120.1566944,22.97991667
3297,A34-51,6,120.1571056,22.98200833
3298,A34-51,7,120.1548028,22.98267778
3299,A34-51,8,120.1534667,22.98471944
3300,A34-51,9,120.1512944,22.98729722
3306,A36-04,6,120.4218778,23.06463889
3310,A36-09,1,120.3331667,23.18547222
3318,A36-09,9,120.347,23.18506
3319,A36-09,10,120.34464,23.1845
3322,A36-18,3,120.36108,23.10351
3324,A36-18,6,120.358575,23.0971
3325,A36-18,7,120.36114,23.09839
3326,A39-03,1,120.54566,22.75988
3327,A39-03,2,120.54804,22.76011
3328,A39-03,3,120.5538,22.7591
3329,A39-03,4,120.55378,22.76314
3330,A39-03,5,120.54985,22.76477
3331,A39-03,6,120.54565,22.7665
3332,A39-04,1,120.58468,22.83141
3333,A39-04,2,120.58623,22.83273
3334,A39-04,3,120.58976,22.83651
3336,A39-04,5,120.59178,22.83574
3337,A39-04,6,120.59054,22.83326
3338,A39-04,7,120.59183,22.83091
3340,B10-02,10,121.442095,24.722708
3342,B10-02,12,121.440363,24.719355
3343,B12-02,1,121.0252278,24.54190556
3344,B12-02,2,121.0229278,24.54226667
3346,B12-02,4,121.0189722,24.54249167
3347,B12-02,5,121.0171056,24.54130278
3348,B12-02,6,121.0163056,24.53961389
3358,A05-21,1,121.50196,24.93882
3359,A05-21,2,121.50065,24.93746
3360,A05-21,3,121.49984,24.93583
3361,A05-21,4,121.49788,24.93553
3362,A05-21,5,121.49777,24.93733
3363,A05-21,6,121.49781,24.93913
3364,A17-03,1,121.51285,23.92189
3365,A17-03,2,121.51485,23.92164
3366,A17-03,3,121.51629,23.92006
3367,A17-03,4,121.51829,23.91947
3368,A17-03,5,121.52166,23.91987
3369,A17-03,6,121.52258,23.92148
3371,A20-02,6,121.35495,23.10842
3372,A20-02,8,121.36572,23.11565
3373,A21-01,1,121.17646,23.10366
3374,A21-01,2,121.17553,23.10678
3375,A21-01,3,121.17436,23.10843
3376,A21-01,4,121.17336,23.11073
3377,A21-01,5,121.1705,23.10855
3378,A21-01,6,121.17811,23.10231
3379,A21-01,7,121.17842,23.10978
3380,A21-01,8,121.17828,23.10668
3383,A21-02,8,121.29523,23.0354
3384,A27-30,1,120.37443,23.73236
3385,A27-30,2,120.37445,23.72915
3386,A27-30,3,120.37445,23.72481
3391,A27-30,8,120.38158,23.73093
3392,A27-30,9,120.37801,23.73106
3393,A27-38,1,120.33717,23.89272
3394,A27-38,2,120.33501,23.89475
3395,A27-38,3,120.33639,23.89758
3396,A27-38,4,120.33857,23.89675
3397,A27-38,5,120.33297,23.8987
3398,A27-38,6,120.33064,23.89671
3399,A27-38,7,120.32811,23.89582
3400,A27-38,8,120.33311,23.89225
3403,A29-10,1,120.65508,24.08834
3404,A29-10,2,120.65152,24.0908
3405,A29-10,3,120.65331,24.08966
3406,A29-10,4,120.65351,24.09189
3407,A29-10,5,120.65574,24.09271
3408,A29-10,6,120.65787,24.09183
3409,A29-12,1,120.67489,24.08486
3410,A29-12,2,120.6717,24.08573
3413,A29-12,5,120.66786,24.07755
3415,A29-12,7,120.6756,24.07947
3416,A29-13,1,120.81139,24.04972
3417,A29-13,2,120.81083,24.05222
3419,A29-13,4,120.81333,24.05333
3420,A29-13,5,120.81417,24.05528
3421,A29-13,6,120.81556,24.0575
3423,A29-13,8,120.80917,24.05487
3427,A33-23,2,120.5799,23.6022
3429,A33-23,4,120.5897,23.5969
3430,A33-23,5,120.5933,23.5958
3431,A33-23,6,120.5959,23.5951
3432,A33-23,7,120.599,23.5956
3437,A33-37,2,120.79561,23.72625
3442,A33-37,7,120.79633,23.73039
3443,A33-37,8,120.79778,23.73161
3444,A40-05,1,120.52508,22.56567
3450,A40-05,7,120.51633,22.56419
3452,A40-05,9,120.52097,22.56583
3453,A40-05,10,120.51853,22.56675
3454,A40-06,1,120.50269,22.55847
3455,A40-06,2,120.50692,22.55775
3456,A40-06,3,120.50383,22.55489
3457,A40-06,4,120.49558,22.55756
3458,A40-06,5,120.50031,22.55653
3459,A40-06,6,120.49892,22.55417
3460,A40-06,7,120.49969,22.55172
3461,A40-06,8,120.50286,22.55117
3462,A40-06,9,120.50542,22.55025
3463,B28-04,5,120.89592,24.2247
3464,B28-04,10,120.89417,24.2289
3466,B28-04,13,120.90144,24.23009
3469,B28-04,16,120.89798,24.22916
3470,B28-04,17,120.90271,24.22476
3471,B28-04,18,120.90296,24.22193
3472,KIN-01,1,118.31942,24.47456
3473,KIN-01,2,118.32112,24.47622
3474,KIN-01,3,118.32019,24.4782
3475,KIN-01,4,118.32358,24.47864
3476,KIN-01,5,118.32473,24.47553
3477,KIN-01,6,118.32261,24.47344
3478,KIN-01,7,118.32216,24.47092
3479,KIN-01,8,118.32541,24.46982
3480,KIN-01,9,118.32863,24.47254
3481,KIN-01,10,118.32709,24.47641
3482,KIN-02,1,118.29273,24.47173
3483,KIN-02,2,118.29447,24.47293
3484,KIN-02,3,118.29672,24.4748
3485,KIN-02,4,118.2948,24.47696
3486,KIN-02,5,118.29542,24.47998
3487,KIN-02,6,118.29839,24.47996
3488,KIN-02,7,118.30099,24.47941
3489,KIN-02,8,118.30375,24.47967
3490,KIN-02,9,118.30382,24.47724
3491,KIN-02,10,118.30035,24.47742
2230,A35-10,4,120.5614,23.42826667
2231,A35-10,5,120.5632333,23.42841667
2371,A37-02,1,120.56988,23.02052
2381,A37-03,3,120.4594889,22.888725
2384,A37-03,6,120.46845,22.89730556
374,A04-39,8,121.727958,24.965352
495,A05-05,2,121.6463444,24.83558611
505,A05-09,4,121.5849917,24.85046667
506,A05-09,5,121.5848056,24.84865278
507,A05-09,6,121.5834167,24.84575
510,A05-09,9,121.5760722,24.84955278
512,A05-10,1,121.6085389,24.84736667
821,A09-46,5,121.0578889,24.739
928,A10-01,6,121.3802722,24.89662222
946,A10-03,4,121.4646556,24.83825833
961,A10-10,3,121.3696222,24.813
987,A12-06,3,120.951951,24.539381
989,A12-06,5,120.950676,24.542821
1012,A16-04,4,121.485644,24.210831
1109,A18-03,4,121.37565,23.61223
1110,A18-03,5,121.37417,23.61329
1111,A18-03,6,121.37232,23.61324
1198,A20-03,6,121.2231333,23.33506389
1209,A20-04,9,121.2116111,23.34625
1210,A20-04,10,121.2096639,23.34695556
1218,A20-05,8,121.1916694,23.33915833
1219,A20-05,9,121.1935639,23.33737778
1249,A22-08,8,121.0919167,22.81515
1264,A24-02,5,120.8747222,22.44375
1527,A28-09,2,120.939988,24.580043
1707,A30-03,5,120.9418361,23.79335278
1712,A32-01,2,120.8920028,23.91479444
1713,A32-01,3,120.8908139,23.91659722
1778,A33-02,6,120.813733,23.932364
1991,A34-05,3,120.3934583,22.88563333
2180,A35-05,1,120.46472,23.28864
2533,B06-07,2,121.4115722,24.57804722
2546,B10-01,5,121.435229,24.709782
2547,B10-01,6,121.436671,24.70929
2548,B10-01,7,121.437524,24.710271
2549,B10-01,8,121.439827,24.710165
2552,B10-02,1,121.442348,24.724559
2553,B10-02,2,121.442625,24.727329
2554,B10-02,3,121.44113,24.729564
2555,B10-02,4,121.439325,24.730662
2556,B10-02,5,121.439835,24.732321
2557,B10-02,6,121.441621,24.734059
2558,B10-02,7,121.442993,24.736194
2559,B10-02,8,121.447327,24.737581
2560,B10-02,9,121.449755,24.73919
2577,B13-01,7,121.0797167,24.5
2583,B13-02,3,121.1065583,24.50035556
2587,B13-02,7,121.0967833,24.49338333
2588,B13-02,8,121.0947222,24.49425833
2591,B13-03,3,121.12333,24.50278
2596,B13-03,8,121.13362,24.5025
2630,B14-04,7,121.303743,24.40903
2631,B14-04,8,121.302871,24.411298
2632,B16-01,1,121.385618,24.18337
2633,B16-01,2,121.38963,24.182231
2634,B16-01,3,121.392557,24.183352
2635,B16-01,4,121.393634,24.181625
2636,B16-01,5,121.393634,24.181625
2637,B16-01,6,121.402834,24.180644
2639,B16-01,8,121.389588,24.178331
2640,B16-01,9,121.384077,24.175184
2647,B16-02,6,121.326299,24.184745
2650,B21-01,4,120.9858583,23.24596389
2679,B30-01,4,121.170887,24.085179
2699,B30-04,4,121.199899,24.109794
2728,B32-02,5,120.913745,23.533352
2737,B32-05,5,120.85395,23.86052222
2786,B37-02,1,120.8788639,23.47708611
2844,C14-04,3,121.3031361,24.21121111
2846,C14-04,5,121.2986889,24.20387222
2847,C14-04,6,121.2963722,24.20263889
2849,C14-04,8,121.3059139,24.2123
2850,C14-04,9,121.3057056,24.22408333
2854,C16-01,4,121.311416,24.187457
2855,C16-01,5,121.313394,24.187309
2856,C16-01,6,121.314588,24.188805
2857,C16-01,7,121.313953,24.190522
2885,C30-03,7,121.239147,24.11912
2925,C37-04,1,120.8918917,23.47917222
2926,C37-04,2,120.8943861,23.47929167
2927,C37-04,3,120.8964444,23.47789167
2934,C37-04,10,120.8918917,23.47917222
2941,C37-05,7,120.8843139,23.479275
3255,A34-26,8,120.3913667,22.734375
3428,A33-23,3,120.5852,23.6001
3434,A33-23,9,120.5946,23.6017
3435,A33-23,10,120.5982,23.5997
2287,A35-19,7,120.4910278,23.47301667
2288,A35-19,8,120.48927,23.47229
27,A02-01,3,121.8215,25.11036111
145,A04-03,1,121.7719167,24.86905556
146,A04-03,2,121.7741667,24.86955556
149,A04-03,5,121.7753889,24.87466667
375,A04-39,9,121.727034,24.966566
532,A05-15,1,121.5828889,24.76075
970,A12-01,3,121.24282,24.75774
984,A12-02,7,121.2324972,24.66833056
990,A12-06,6,120.947952,24.542765
1170,A19-06,5,121.34965,23.34522
1177,A20-01,3,121.335813,23.295431
1178,A20-01,4,121.336228,23.293073
1179,A20-01,5,121.33436,23.29529
1289,A26-02,5,120.83637,21.99137
1290,A26-02,6,120.83211,21.99091
1405,A27-25,1,120.4572806,23.84502222
1512,A28-06,2,120.9290833,24.30563611
1518,A28-06,8,120.93547,24.306
1560,A28-16,6,120.933355,24.539085
1652,A29-19,3,120.73919,24.10989
1779,A33-02,7,120.80888,23.92537
1791,A33-03,9,120.679612,23.884275
1846,A33-11,3,120.7013083,23.97169722
1862,A33-12,10,120.6080861,23.94229167
1863,A33-13,1,120.55333,23.92333
1941,A33-29,3,120.7402222,23.83516667
1944,A33-29,6,120.74892,23.83481
2334,A36-14,9,120.5120833,23.13226667
2366,A37-01,3,120.65027,23.17822
2368,A37-01,5,120.65435,23.19028
2447,A40-12,1,120.5236,22.42368
2448,A40-12,2,120.52153,22.4207
2449,A40-12,3,120.52033,22.41897
2450,A40-12,4,120.51945,22.41727
2451,A40-12,5,120.51943,22.41515
2452,A40-12,6,120.52232,22.41475
2453,A40-12,7,120.52487,22.41618
2454,A40-12,8,120.52652,22.4172
2455,A40-12,9,120.52668,22.42124
2456,A40-12,10,120.52525,22.42202
2514,B06-01,3,121.4864389,24.62654167
2517,B06-01,6,121.4817083,24.63156944
2518,B06-01,7,121.4792389,24.63461944
2519,B06-01,8,121.4809833,24.63828056
2521,B06-01,10,121.4829722,24.64421389
2522,B06-06,1,121.4320111,24.59624722
2523,B06-06,2,121.4288917,24.59651667
2524,B06-06,3,121.4275167,24.59866111
2525,B06-06,4,121.4283028,24.60072778
2526,B06-06,5,121.4299861,24.60140833
2527,B06-06,6,121.4287389,24.60372222
2528,B06-06,7,121.431025,24.60534167
2529,B06-06,8,121.4308889,24.60880833
2530,B06-06,9,121.4326139,24.61041944
2531,B06-06,10,121.4333778,24.61166389
2532,B06-07,1,121.4126722,24.57629167
2534,B06-07,3,121.4111917,24.58019722
2535,B06-07,4,121.4124333,24.58175556
2536,B06-07,5,121.4123722,24.58405
2537,B06-07,6,121.4112833,24.58653611
2538,B06-07,7,121.4106778,24.58892222
2539,B06-07,8,121.4126083,24.59043333
2540,B06-07,9,121.4149222,24.59152778
2541,B06-07,10,121.4171639,24.59131389
2571,B13-01,1,121.0899972,24.49833333
2572,B13-01,2,121.0880556,24.499725
2573,B13-01,3,121.0861139,24.50360833
2574,B13-01,4,121.084725,24.50472222
2575,B13-01,5,121.0844472,24.50195
2578,B13-01,8,121.0758306,24.50083333
2579,B13-01,9,121.0750028,24.502775
2584,B13-02,4,121.1037444,24.49858611
2585,B13-02,5,121.1016306,24.49726111
2586,B13-02,6,121.1008778,24.49453611
2589,B13-03,1,121.11694,24.50528
2593,B13-03,5,121.12861,24.49972
2594,B13-03,6,121.12944,24.50139
2600,B14-01,4,121.337917,24.36756
2603,B14-01,7,121.338375,24.373247
2606,B14-01,10,121.337676,24.377095
2617,B14-03,2,121.309519,24.35144
2618,B14-03,3,121.310845,24.353433
2619,B14-03,4,121.312072,24.355444
2624,B14-04,1,121.309072,24.406888
2625,B14-04,2,121.307836,24.405076
2626,B14-04,3,121.306371,24.403029
2627,B14-04,4,121.304344,24.404641
2628,B14-04,5,121.303955,24.406637
2629,B14-04,6,121.305416,24.407663
2642,B16-02,1,121.361857,24.179681
2645,B16-02,4,121.338609,24.187102
2646,B16-02,5,121.339299,24.187552
2648,B21-01,1,120.9852611,23.24926111
2729,B32-02,6,120.911632,23.529856
2740,B32-10,1,120.7970306,23.67286667
2741,B32-10,2,120.7983861,23.67141944
2742,B32-10,3,120.7988889,23.66954722
2743,B32-10,4,120.8,23.67166667
2749,B32-10,10,120.8016667,23.66833333
2751,B32-11,2,120.8022778,23.66298611
2752,B32-11,3,120.8052778,23.66513889
2758,B32-11,9,120.80825,23.66333333
2759,B32-11,10,120.8075417,23.66166667
2761,B33-01,2,120.6925722,23.60476389
2762,B33-01,3,120.6899167,23.60244444
2763,B33-01,4,120.6920556,23.60269444
2788,B37-02,3,120.8763778,23.47348056
2790,B37-02,5,120.8713278,23.47504722
2800,B38-07,1,120.774526,23.081656
2801,B38-07,2,120.776887,23.082093
2802,B38-07,3,120.777368,23.086275
2821,C14-01,2,121.277098,24.390373
2822,C14-01,3,121.275242,24.389311
2823,C14-01,4,121.27234,24.38897
2824,C14-01,5,121.269139,24.389015
2825,C14-01,6,121.267129,24.389181
2826,C14-02,1,121.26449,24.38939
2827,C14-02,2,121.262191,24.389867
2828,C14-02,3,121.259716,24.389853
2829,C14-02,4,121.256966,24.389948
2832,C14-03,1,121.250328,24.393643
2833,C14-03,2,121.247578,24.393982
2834,C14-03,3,121.245686,24.394463
2835,C14-03,4,121.243161,24.393393
2836,C14-03,5,121.241314,24.39206
2837,C14-03,6,121.239852,24.390419
2838,C14-03,7,121.23775,24.389113
2839,C14-03,8,121.23596,24.38771
2840,C14-03,9,121.236,24.38588
2841,C14-03,10,121.23428,24.38409
2842,C14-04,1,121.3048472,24.22788611
2843,C14-04,2,121.3046417,24.21514722
2845,C14-04,4,121.3044583,24.20515
2848,C14-04,7,121.3022139,24.20469444
2851,C16-01,1,121.308253,24.182227
2853,C16-01,3,121.310486,24.185771
2858,C16-01,8,121.315531,24.191792
2859,C16-01,9,121.317363,24.192249
2860,C16-01,10,121.316856,24.19429
2861,C30-01,1,121.289181,24.135438
2862,C30-01,2,121.28832,24.1369
2863,C30-01,3,121.28781,24.13875
2864,C30-01,4,121.28621,24.13948
2865,C30-01,5,121.28511,24.13861
2866,C30-01,6,121.28374,24.13801
2867,C30-01,7,121.28233,24.13679
2868,C30-01,8,121.28171,24.13662
2870,C30-02,2,121.288379,24.163846
2871,C30-02,3,121.28838,24.16168
2872,C30-02,4,121.286708,24.160147
2873,C30-02,5,121.285995,24.158198
2875,C30-02,7,121.281888,24.161077
2876,C30-02,8,121.283652,24.157706
2878,C30-02,10,121.283766,24.151602
2879,C30-03,1,121.226209,24.113044
2880,C30-03,2,121.228434,24.113953
2881,C30-03,3,121.230336,24.115702
2883,C30-03,5,121.23512,24.117419
2886,C30-03,8,121.241059,24.12076
2887,C30-03,9,121.243469,24.120621
2888,C30-03,10,121.245039,24.118722
2889,C30-04,1,121.254236,24.117795
2891,C30-04,3,121.259601,24.119502
2896,C30-04,8,121.272673,24.123072
2897,C30-04,9,121.273545,24.121283
2898,C30-04,10,121.274998,24.120025
2899,C37-01,1,120.908626,23.472988
2900,C37-01,2,120.910496,23.472059
2901,C37-01,3,120.91223,23.471084
2902,C37-01,4,120.914012,23.470282
2903,C37-01,5,120.915724,23.47124
2904,C37-01,6,120.917702,23.470455
2907,C37-01,9,120.923556,23.471713
2908,C37-01,10,120.924692,23.470242
2909,C37-02,1,120.932525,23.466137
2910,C37-02,2,120.934238,23.467285
2911,C37-02,3,120.935833,23.467872
2912,C37-02,4,120.937047,23.468776
2913,C37-02,5,120.938622,23.469065
2914,C37-02,6,120.939592,23.468244
2915,C37-03,1,120.950556,23.46627
2916,C37-03,2,120.951428,23.466126
2917,C37-03,3,120.952367,23.466325
2918,C37-03,4,120.953209,23.466948
2919,C37-03,5,120.953865,23.466804
2920,C37-03,6,120.95461,23.46647
2921,C37-03,7,120.95483,23.46583
2922,C37-03,8,120.95464,23.46477
2923,C37-03,9,120.95418,23.46353
2924,C37-03,10,120.95436,23.46271
2929,C37-04,5,120.9,23.47479722
2930,C37-04,6,120.9025056,23.47501667
2931,C37-04,7,120.9039944,23.47326389
2932,C37-04,8,120.9008917,23.4731
2933,C37-04,9,120.9031944,23.47133333
2936,C37-05,2,120.8909528,23.48920278
2940,C37-05,6,120.8855833,23.48131667
2942,C37-05,8,120.8817278,23.47890278
3017,A09-26,8,120.8695611,24.70921111
3028,A17-12,1,121.547,23.98562
3148,A29-26,4,120.84403,23.95747
3341,B10-02,11,121.441722,24.720777
3418,A29-13,3,120.81139,24.05444
3439,A33-37,4,120.79108,23.72919
3440,A33-37,5,120.79319,23.72883
3465,B28-04,12,120.89975,24.23184
3468,B28-04,15,120.90113,24.23401
937,A10-02,5,121.37361,24.68194
1174,A19-06,10,121.34053,23.34091
1253,A24-01,4,120.92952,22.52791
1328,A27-04,1,120.34292,23.98964
1329,A27-04,2,120.34108,23.98967
1330,A27-04,3,120.3393,23.98953
1331,A27-04,4,120.33753,23.98953
1332,A27-04,5,120.33569,23.98944
1333,A27-04,6,120.33384,23.98939
1334,A27-04,7,120.33208,23.98933
1636,A29-17,7,120.7861,24.04744
1685,A29-23,6,120.76928,24.16276
1760,A32-08,2,120.86536,23.8435
1997,A34-05,9,120.39379,22.89523
2263,A35-15,7,120.50619,23.26187
2669,B29-02,4,121.2129,24.15874
2712,B30-07,7,121.17169,24.02986
2721,B32-01,6,120.89161,23.50941
2820,C14-01,1,121.27953,24.38999
2874,C30-02,6,121.28446,24.15974
2884,C30-03,6,121.23743,24.11751
2890,C30-04,2,121.25716,24.11894
2895,C30-04,7,121.2712,24.12132
2905,C37-01,7,120.91941,23.47164
2906,C37-01,8,120.92134,23.47198
2928,C37-04,4,120.89892,23.47676
3152,A29-27,1,120.84795,23.94943
3153,A29-27,2,120.85084,23.94887
3467,B28-04,14,120.9016,24.22813
36,A02-03,2,121.7902111,25.05828333
38,A02-03,4,121.7938944,25.05753333
320,A04-32,1,121.688736,25.110633
325,A04-32,6,121.673797,25.133036
370,A04-39,4,121.735897,24.958154
625,A09-01,1,121.4268167,25.14044722
734,A09-22,4,121.1619722,24.86663889
735,A09-22,5,121.1618889,24.86483333
795,A09-38,2,121.478011,25.183687
798,A09-38,5,121.472963,25.177469
822,A09-46,6,121.0546667,24.73883333
835,A09-48,1,121.2571694,24.81068333
836,A09-48,2,121.2612889,24.80951111
837,A09-48,3,121.2611861,24.81398333
838,A09-48,4,121.2717806,24.81835
841,A09-48,7,121.2874167,24.82336111
942,A10-02,10,121.3635444,24.67678333
967,A10-10,12,121.3788333,24.81319444
968,A12-01,1,121.2454194,24.762875
969,A12-01,2,121.2473472,24.76248611
981,A12-02,4,121.2355528,24.67499722
982,A12-02,5,121.2338917,24.67361111
1074,A17-11,4,121.5489,24.01075
1077,A17-11,7,121.5505,24.01322
1078,A17-11,8,121.5539278,24.01213889
1112,A18-03,7,121.37056,23.61245
1115,A18-03,10,121.374157,23.608533
1153,A19-04,2,121.349,23.47738
1221,A21-02,1,121.292925,23.03543333
1239,A22-07,5,121.1148833,22.82645
1280,A26-01,3,120.8532389,22.02177222
1344,A27-05,7,120.562707,24.044397
1345,A27-06,1,120.5689306,24.05872222
1358,A27-10,2,120.860023,24.570292
1359,A27-10,3,120.861926,24.571955
1367,A27-12,5,120.83896,24.52995
1368,A27-12,6,120.841621,24.530782
1369,A27-12,7,120.844323,24.532365
1515,A28-06,5,120.9274694,24.30372222
1526,A28-09,1,120.941401,24.578436
1530,A28-09,5,120.934241,24.581693
1531,A28-09,6,120.932404,24.58255
1539,A28-14,1,120.85667,24.19278
1540,A28-14,2,120.8566667,24.19444444
1558,A28-16,4,120.92879,24.54056
1579,A29-03,6,120.844698,24.054424
1587,A29-04,4,120.7449556,24.03703333
1589,A29-04,6,120.7523889,24.03728056
1590,A29-04,7,120.7543278,24.0384
1591,A29-04,8,120.7570528,24.03793056
1592,A29-04,9,120.75461,24.03449
1593,A29-04,10,120.75254,24.03409
1594,A29-05,3,120.7689167,24.17416111
1633,A29-17,4,120.777405,24.052291
1654,A29-19,5,120.74016,24.11144
1717,A32-02,1,120.900381,23.85169
1718,A32-02,2,120.898896,23.854552
1720,A32-02,4,120.89553,23.853033
1721,A32-02,5,120.896775,23.854812
1722,A32-02,6,120.8909,23.85826
1725,A32-02,9,120.900235,23.862824
1728,A32-03,2,120.807274,23.842997
1748,A32-06,4,120.830831,23.693843
1755,A32-07,4,120.838783,23.686501
1757,A32-07,6,120.838756,23.692117
1758,A32-07,7,120.836443,23.691546
1777,A33-02,5,120.81389,23.92899
1815,A33-08,2,120.632045,23.699196
1816,A33-08,3,120.634926,23.700024
1821,A33-08,8,120.632723,23.702403
1823,A33-08,10,120.624221,23.698716
1925,A33-27,6,120.630265,23.728782
1933,A33-28,4,120.622258,23.753802
1935,A33-28,6,120.620586,23.758801
1983,A34-04,2,120.3523667,22.86774167
1990,A34-05,2,120.39074,22.88598
2211,A35-08,5,120.5797583,23.45038333
2220,A35-09,4,120.6020361,23.44266111
2233,A35-10,7,120.5673833,23.42955
2236,A35-10,10,120.57565,23.42761667
2257,A35-15,1,120.49874,23.262417
2258,A35-15,2,120.499548,23.26065
2259,A35-15,3,120.500696,23.259435
2261,A35-15,5,120.502372,23.260704
2262,A35-15,6,120.504366,23.26072
2264,A35-15,8,120.508138,23.263576
2269,A35-16,5,120.485,23.47363889
2272,A35-16,8,120.4911528,23.47821667
2273,A35-16,9,120.4775639,23.47362778
2283,A35-19,3,120.4932833,23.47422778
2284,A35-19,4,120.4936389,23.47626667
2286,A35-19,6,120.49745,23.47505278
2290,A36-01,1,120.6136306,23.32999444
2291,A36-01,2,120.6145028,23.33231667
2293,A36-01,4,120.6164028,23.33840833
2295,A36-01,6,120.6167806,23.34288889
2296,A36-01,7,120.6161472,23.34531667
2297,A36-01,8,120.6164361,23.34741111
2298,A36-01,9,120.6186389,23.34913333
2327,A36-14,2,120.5246306,23.12396944
2329,A36-14,4,120.5247472,23.12734722
2342,A36-15,7,120.3755028,23.01593333
2346,A36-16,1,120.398094,22.981435
2351,A36-16,6,120.402243,22.982797
2353,A36-16,8,120.402584,22.978346
2354,A36-16,9,120.401237,22.97639
2355,A36-16,10,120.399794,22.980738
2364,A37-01,1,120.64649,23.17094
2367,A37-01,4,120.65169,23.18637
2377,A37-02,9,120.5705833,23.02442222
2406,A37-08,6,120.5747457,22.96729804
2817,B38-08,8,120.720669,23.051986
2818,B38-08,9,120.720548,23.053909
3030,A17-12,3,121.54496,23.98353
3034,A17-12,7,121.54328,23.97987
3048,A17-15,6,121.6121472,23.98898333
3071,A18-07,3,121.4106083,23.66168611
3072,A18-07,4,121.4117472,23.66326667
3108,A28-02,2,120.8939028,24.43249167
3109,A28-02,3,120.8966556,24.43159167
3111,A28-02,5,120.89821,24.43297
3154,A29-27,3,120.8533028,23.94779167
3158,A29-27,7,120.8624722,23.95426667
3307,A36-04,7,120.4116111,23.06259722
3345,B12-02,3,121.0212611,24.54276389
3402,A29-05,10,120.77092,24.17439
3422,A29-13,7,120.81667,24.05944
3424,A29-13,9,120.81028,24.05639
3425,A29-13,10,120.80924,24.05861
3433,A33-23,8,120.5951,23.5985
1726,A32-02,10,120.898525,23.865216
19,A01-03,9,121.5952139,25.26763889
25,A02-01,1,121.8161944,25.11127778
35,A02-03,1,121.7875528,25.05801667
37,A02-03,3,121.7923472,25.05901111
42,A02-03,8,121.7879278,25.05601111
44,A02-03,10,121.7837861,25.05141111
45,A02-07,1,121.9267833,25.00959167
51,A02-07,9,121.9279139,25.00418889
52,A02-07,10,121.9293583,25.00155278
62,A03-01,2,121.82234,24.71913
65,A03-01,5,121.8325639,24.71656667
66,A03-01,6,121.82113,24.70514
67,A03-01,7,121.82345,24.70629
68,A03-01,8,121.8262,24.70613
69,A03-01,9,121.82957,24.70401
70,A03-01,10,121.82433,24.70093
75,A03-03,5,121.75006,24.74468
78,A03-07,1,121.81233,24.66356
79,A03-07,2,121.81581,24.65988
80,A03-07,3,121.81433,24.65827
81,A03-07,4,121.8094444,24.6625
85,A03-07,8,121.81003,24.65269
87,A03-07,10,121.8136111,24.65305556
110,A03-18,3,121.75335,24.75285
111,A03-18,4,121.75477,24.75462
112,A03-18,5,121.75663,24.7545
