"Site_N","Point","2015","2016","2017","2018","2019","2020","2021","2022"
"A35-01","2",NA,NA,NA,NA,0,0,0,0
"A35-01","3",NA,NA,NA,NA,0,0,0,0
"A35-01","4",NA,NA,NA,NA,0,0,0,0
"A35-01","5",NA,NA,NA,NA,0,0,0,0
"A35-01","6",NA,NA,NA,NA,0,0,0,0
"A35-03","1",0,0,0,0,0,0,0,0
"A35-03","10",0,0,0,0,0,0,0,0
"A35-03","2",0,0,0,0,0,0,0,0
"A35-03","3",0,0,0,0,0,0,0,0
"A35-03","4",0,0,0,0,0,0,0,0
"A35-03","5",0,0,0,0,0,0,0,0
"A35-03","6",0,0,0,0,0,0,0,0
"A35-03","7",0,0,0,0,0,0,0,0
"A35-03","8",0,0,0,0,0,0,0,0
"A35-03","9",0,0,0,0,0,0,0,0
"A35-04","1",0,0,0,0,0,0,0,NA
"A35-04","2",0,0,0,0,0,0,0,NA
"A35-04","3",0,0,0,0,0,0,0,NA
"A35-04","4",0,0,0,0,0,0,0,NA
"A35-04","5",0,0,0,0,0,0,0,NA
"A35-04","6",0,0,0,0,0,0,0,NA
"A35-04","7",0,0,0,0,0,0,0,NA
"A35-04","8",0,0,0,0,0,0,0,NA
"A35-04","9",0,0,0,0,0,0,0,NA
"A35-05","1",0,0,0,0,0,0,0,0
"A35-05","10",0,0,0,0,0,0,0,0
"A35-05","2",0,0,0,0,0,0,0,0
"A35-05","3",0,0,0,0,0,0,0,0
"A35-05","4",0,0,0,0,0,0,0,0
"A35-05","5",0,0,0,0,0,0,0,0
"A35-05","6",0,0,0,0,0,0,0,0
"A35-05","7",0,0,0,0,0,0,0,0
"A35-05","8",0,0,0,0,0,0,0,0
"A35-05","9",0,0,0,0,0,0,0,0
"A35-06","1",0,0,0,0,0,0,0,NA
"A35-06","10",0,0,0,0,0,0,0,NA
"A35-06","2",0,0,0,0,0,0,0,NA
"A35-06","3",0,0,0,0,0,0,0,NA
"A35-06","4",0,0,0,0,0,0,0,NA
"A35-06","5",0,0,0,0,0,0,0,NA
"A35-06","6",0,0,0,0,0,0,0,NA
"A35-06","7",0,0,0,0,0,0,0,NA
"A35-06","8",0,0,0,0,0,0,0,NA
"A35-06","9",0,0,0,0,0,0,0,NA
"A35-07","1",0,0,0,NA,NA,NA,NA,0
"A35-07","2",0,0,0,NA,NA,NA,NA,0
"A35-07","3",0,0,0,NA,NA,NA,NA,0
"A35-07","4",0,0,0,NA,NA,NA,NA,0
"A35-07","5",0,0,0,NA,NA,NA,NA,0
"A35-07","6",0,0,0,NA,NA,NA,NA,0
"A35-07","7",0,0,0,NA,NA,NA,NA,0
"A35-08","1",0,NA,NA,NA,NA,NA,NA,NA
"A35-08","10",0,NA,NA,NA,NA,NA,NA,NA
"A35-08","2",0,NA,NA,NA,NA,NA,NA,NA
"A35-08","3",0,NA,NA,NA,NA,NA,NA,NA
"A35-08","4",0,NA,NA,NA,NA,NA,NA,NA
"A35-08","5",0,NA,NA,NA,NA,NA,NA,NA
"A35-08","6",0,NA,NA,NA,NA,NA,NA,NA
"A35-08","7",0,NA,NA,NA,NA,NA,NA,NA
"A35-08","8",0,NA,NA,NA,NA,NA,NA,NA
"A35-08","9",0,NA,NA,NA,NA,NA,NA,NA
"A35-09","1",0,NA,NA,NA,NA,NA,NA,NA
"A35-09","10",0,NA,NA,NA,NA,NA,NA,NA
"A35-09","2",0,NA,NA,NA,NA,NA,NA,NA
"A35-09","3",0,NA,NA,NA,NA,NA,NA,NA
"A35-09","4",0,NA,NA,NA,NA,NA,NA,NA
"A35-09","5",0,NA,NA,NA,NA,NA,NA,NA
"A35-09","6",0,NA,NA,NA,NA,NA,NA,NA
"A35-09","7",0,NA,NA,NA,NA,NA,NA,NA
"A35-09","8",0,NA,NA,NA,NA,NA,NA,NA
"A35-09","9",0,NA,NA,NA,NA,NA,NA,NA
"A35-10","1",0,0,NA,NA,NA,NA,NA,NA
"A35-10","10",0,0,NA,NA,NA,NA,NA,NA
"A35-10","2",0,0,NA,NA,NA,NA,NA,NA
"A35-10","3",0,0,NA,NA,NA,NA,NA,NA
"A35-10","4",0,0,NA,NA,NA,NA,NA,NA
"A35-10","5",0,0,NA,NA,NA,NA,NA,NA
"A35-10","6",0,0,NA,NA,NA,NA,NA,NA
"A35-10","7",0,0,NA,NA,NA,NA,NA,NA
"A35-10","8",0,0,NA,NA,NA,NA,NA,NA
"A35-10","9",0,0,NA,NA,NA,NA,NA,NA
"A35-12","1",0,0,NA,NA,NA,NA,NA,NA
"A35-12","10",0,0,NA,NA,NA,NA,NA,NA
"A35-12","2",0,0,NA,NA,NA,NA,NA,NA
"A35-12","3",0,0,NA,NA,NA,NA,NA,NA
"A35-12","4",0,0,NA,NA,NA,NA,NA,NA
"A35-12","5",0,0,NA,NA,NA,NA,NA,NA
"A35-12","6",0,0,NA,NA,NA,NA,NA,NA
"A35-12","7",0,0,NA,NA,NA,NA,NA,NA
"A35-12","8",0,0,NA,NA,NA,NA,NA,NA
"A35-12","9",0,0,NA,NA,NA,NA,NA,NA
"A35-13","1",0,0,NA,NA,NA,NA,NA,NA
"A35-13","10",0,0,NA,NA,NA,NA,NA,NA
"A35-13","2",0,0,NA,NA,NA,NA,NA,NA
"A35-13","3",0,0,NA,NA,NA,NA,NA,NA
"A35-13","4",0,0,NA,NA,NA,NA,NA,NA
"A35-13","5",0,0,NA,NA,NA,NA,NA,NA
"A35-13","6",0,0,NA,NA,NA,NA,NA,NA
"A35-13","7",0,0,NA,NA,NA,NA,NA,NA
"A35-13","8",0,0,NA,NA,NA,NA,NA,NA
"A35-13","9",0,0,NA,NA,NA,NA,NA,NA
"A36-01","1",0,0,0,0,0,0,0,0
"A36-01","2",0,0,0,0,0,0,1,0
"A36-01","3",0,0,0,0,0,0,0,1
"A36-01","4",0,0,0,0,1,0,0,1
"A36-01","5",0,0,0,0,0,0,1,0
"A36-01","6",0,0,0,0,0,1,1,1
"A36-01","7",0,0,0,0,0,0,0,0
"A36-01","8",0,0,0,1,0,0,1,0
"A36-01","9",0,0,0,1,0,0,0,0
"A36-02","1",0,0,0,0,0,0,0,0
"A36-02","2",0,0,0,0,0,0,0,0
"A36-02","3",0,0,0,0,0,0,0,0
"A36-02","4",0,0,0,0,0,0,0,0
"A36-02","5",0,0,0,0,0,0,0,0
"A36-02","6",0,0,0,0,0,0,0,0
"A36-02","7",0,0,0,0,0,0,0,0
"A36-02","8",0,0,0,0,0,0,0,0
"A36-02","9",0,0,0,0,0,0,0,0
"A36-03","1",0,0,0,0,0,0,0,0
"A36-03","10",0,0,0,0,0,0,NA,NA
"A36-03","2",0,0,0,0,0,0,0,0
"A36-03","3",0,0,0,0,0,0,0,0
"A36-03","4",0,0,0,0,NA,0,0,0
"A36-03","5",0,0,0,0,0,0,0,0
"A36-03","6",0,0,0,0,0,0,0,0
"A36-03","7",0,0,0,0,0,0,0,0
"A36-03","8",0,0,0,0,NA,0,0,0
"A36-03","9",0,0,0,0,0,0,NA,0
"A36-04","1",NA,0,0,0,0,0,0,0
"A36-04","2",NA,0,0,0,0,0,0,0
"A36-04","3",NA,0,0,0,0,0,0,0
"A36-04","4",NA,0,0,0,0,0,0,0
"A36-04","5",NA,0,0,0,0,0,0,0
"A36-04","6",NA,0,0,0,0,0,0,0
"A36-04","7",NA,0,0,0,0,0,0,0
"A36-04","8",NA,0,0,0,0,0,0,0
"A36-04","9",NA,0,0,0,0,0,0,0
"A36-05","1",0,NA,0,0,0,0,0,0
"A36-05","2",0,NA,0,0,0,0,0,0
"A36-05","3",0,NA,0,0,0,0,0,0
"A36-05","4",0,NA,0,0,0,0,0,0
"A36-05","5",0,NA,0,0,0,0,0,0
"A36-05","6",0,NA,0,0,0,0,0,0
"A36-05","7",0,NA,0,0,0,0,0,0
"A36-05","8",0,NA,0,0,0,0,0,0
"A36-09","1",NA,0,0,0,NA,0,NA,0
"A36-09","10",NA,0,0,0,NA,0,NA,0
"A36-09","2",NA,0,0,0,NA,0,NA,0
"A36-09","3",NA,0,0,0,NA,0,NA,0
"A36-09","4",NA,0,0,0,NA,0,NA,0
"A36-09","5",NA,0,0,0,NA,0,NA,0
"A36-09","6",NA,0,0,0,NA,0,NA,0
"A36-09","7",NA,0,0,0,NA,0,NA,0
"A36-09","8",NA,0,0,0,NA,0,NA,0
"A36-09","9",NA,0,0,0,NA,0,NA,0
"A36-14","1",0,NA,NA,NA,NA,NA,NA,NA
"A36-14","10",0,NA,NA,NA,NA,NA,NA,NA
"A36-14","2",0,NA,NA,NA,NA,NA,NA,NA
"A36-14","3",0,NA,NA,NA,NA,NA,NA,NA
"A36-14","4",0,NA,NA,NA,NA,NA,NA,NA
"A36-14","5",0,NA,NA,NA,NA,NA,NA,NA
"A36-14","6",0,NA,NA,NA,NA,NA,NA,NA
"A36-14","7",0,NA,NA,NA,NA,NA,NA,NA
"A36-14","8",0,NA,NA,NA,NA,NA,NA,NA
"A36-14","9",0,NA,NA,NA,NA,NA,NA,NA
"A36-15","1",0,0,0,0,0,0,0,NA
"A36-15","10",0,0,0,0,0,0,0,NA
"A36-15","2",0,0,0,0,0,0,0,NA
"A36-15","3",0,0,0,0,0,0,0,NA
"A36-15","4",0,0,0,0,0,0,0,NA
"A36-15","5",0,0,0,0,0,0,0,NA
"A36-15","6",0,0,0,0,0,0,0,NA
"A36-15","7",0,0,0,0,0,0,0,NA
"A36-15","8",0,0,0,0,0,0,0,NA
"A36-15","9",0,0,0,0,0,0,0,NA
"A36-16","1",0,0,0,0,0,0,0,0
"A36-16","10",0,0,0,0,0,0,0,0
"A36-16","2",0,0,0,0,0,0,0,0
"A36-16","3",0,0,0,0,0,1,0,0
"A36-16","4",0,0,0,0,0,0,0,0
"A36-16","5",0,0,0,0,0,0,0,0
"A36-16","6",0,0,0,0,0,0,0,0
"A36-16","7",0,0,0,0,0,0,0,0
"A36-16","8",0,0,0,0,0,0,0,0
"A36-16","9",0,0,0,0,0,0,0,0
"A37-01","1",0,0,0,0,0,0,1,0
"A37-01","2",0,0,0,0,0,0,1,0
"A37-01","3",0,0,0,0,0,0,0,0
"A37-01","4",0,0,0,0,0,0,0,0
"A37-01","5",0,0,0,0,0,0,0,0
"A37-01","6",0,0,0,0,0,0,0,0
"A37-01","7",0,0,0,0,0,0,1,0
"A37-02","1",0,0,0,0,0,0,0,0
"A37-02","10",0,0,0,0,0,0,0,0
"A37-02","2",0,0,0,0,0,0,0,0
"A37-02","4",0,0,0,0,0,0,0,0
"A37-02","5",0,0,0,0,0,0,0,0
"A37-02","6",0,0,0,0,0,0,0,0
"A37-02","8",0,0,0,0,0,0,0,0
"A37-02","9",0,0,0,0,0,0,0,0
"A37-03","1",0,0,NA,0,0,0,NA,0
"A37-03","2",0,0,NA,0,0,0,NA,0
"A37-03","3",0,0,NA,0,0,0,NA,0
"A37-03","4",0,0,NA,0,0,0,NA,0
"A37-03","5",0,0,NA,0,0,0,NA,0
"A37-03","6",0,0,NA,0,0,0,NA,0
"A37-04","1",0,0,0,0,0,0,0,0
"A37-04","2",0,0,0,0,0,0,0,0
"A37-04","3",0,0,0,0,0,0,0,0
"A37-04","4",0,0,0,0,0,0,0,0
"A37-04","5",0,0,0,0,0,0,0,0
"A37-04","6",0,0,0,0,0,0,0,0
"A37-04","7",0,0,0,0,0,0,0,0
"A37-04","8",0,0,0,0,0,0,0,0
"A37-04","9",0,0,0,0,0,0,0,0
"A37-05","1",NA,NA,NA,NA,NA,NA,0,NA
"A37-05","10",NA,NA,NA,NA,NA,NA,0,NA
"A37-05","2",NA,NA,NA,NA,NA,NA,0,NA
"A37-05","3",NA,NA,NA,NA,NA,NA,0,NA
"A37-05","4",NA,NA,NA,NA,NA,NA,0,NA
"A37-05","5",NA,NA,NA,NA,NA,NA,0,NA
"A37-05","6",NA,NA,NA,NA,NA,NA,0,NA
"A37-05","7",NA,NA,NA,NA,NA,NA,0,NA
"A37-05","8",NA,NA,NA,NA,NA,NA,0,NA
"A37-05","9",NA,NA,NA,NA,NA,NA,0,NA
"A37-07","1",0,0,0,0,0,0,0,0
"A37-07","2",0,0,0,0,0,0,0,0
"A37-07","3",0,0,0,0,0,0,0,0
"A37-07","4",0,0,0,0,0,0,0,0
"A37-07","5",0,0,0,0,0,0,0,0
"A37-07","6",0,0,0,0,0,0,0,0
"A37-07","7",0,0,0,0,0,0,0,0
"A37-08","1",0,0,0,0,0,0,0,0
"A37-08","2",0,0,0,0,0,0,0,0
"A37-08","3",0,0,0,0,0,0,0,0
"A37-08","4",0,0,0,0,0,0,0,0
"A37-08","5",0,0,0,0,0,0,0,0
"A37-08","6",0,0,0,0,0,0,0,0
"A37-09","1",0,0,0,0,0,0,0,NA
"A37-09","2",0,0,0,0,0,0,0,NA
"A37-09","3",0,0,0,0,0,0,0,NA
"A37-09","4",0,0,0,0,0,0,0,NA
"A37-09","5",0,0,0,0,0,0,0,NA
"A37-09","6",0,0,0,0,0,0,0,NA
"A37-09","7",0,0,0,0,0,0,0,NA
"A39-01","1",0,0,0,0,0,0,0,0
"A39-01","2",0,0,0,0,0,0,0,0
"A39-01","3",0,0,0,0,0,0,0,0
"A39-01","4",0,0,0,0,0,0,0,0
"A39-01","5",0,0,0,0,0,0,0,1
"A39-01","6",0,0,0,0,0,0,0,0
"A39-03","1",NA,0,0,0,NA,NA,NA,NA
"A39-03","2",NA,0,0,0,NA,NA,NA,NA
"A39-03","3",NA,0,0,0,NA,NA,NA,NA
"A39-03","4",NA,0,0,0,NA,NA,NA,NA
"A39-03","5",NA,0,0,0,NA,NA,NA,NA
"A39-03","6",NA,0,0,0,NA,NA,NA,NA
"A39-04","1",NA,0,0,0,0,0,NA,0
"A39-04","2",NA,0,0,0,0,0,NA,0
"A39-04","3",NA,0,0,0,0,0,NA,0
"A39-04","4",NA,0,0,0,0,0,NA,0
"A39-04","5",NA,0,0,0,0,0,NA,0
"A39-04","6",NA,0,0,0,0,0,NA,0
"A39-04","7",NA,0,0,0,0,0,NA,0
"A39-07","1",0,0,0,0,NA,NA,NA,NA
"A39-07","2",0,0,0,0,NA,NA,NA,NA
"A39-07","3",0,0,0,0,NA,NA,NA,NA
"A39-07","4",0,0,0,NA,NA,NA,NA,NA
"A39-07","5",0,0,0,0,NA,NA,NA,NA
"A39-07","6",0,0,0,0,NA,NA,NA,NA
"A39-07","8",NA,NA,NA,0,NA,NA,NA,NA
"A40-01","1",NA,NA,NA,0,0,0,0,0
"A40-01","10",NA,NA,NA,0,0,0,0,0
"A40-01","2",NA,NA,NA,0,0,0,0,0
"A40-01","3",NA,NA,NA,0,0,0,0,0
"A40-01","4",NA,NA,NA,0,0,0,0,0
"A40-01","5",NA,NA,NA,0,NA,NA,NA,NA
"A40-01","6",NA,NA,NA,0,0,0,0,0
"A40-01","7",NA,NA,NA,0,0,0,0,0
"A40-01","8",NA,NA,NA,0,0,0,0,0
"A40-01","9",NA,NA,NA,0,0,0,0,0
"A40-02","1",NA,NA,NA,0,NA,0,0,0
"A40-02","10",NA,NA,NA,0,NA,0,0,0
"A40-02","11",NA,NA,NA,0,NA,0,0,0
"A40-02","2",NA,NA,NA,0,NA,0,0,0
"A40-02","3",NA,NA,NA,0,NA,0,0,0
"A40-02","4",NA,NA,NA,0,NA,0,0,0
"A40-02","6",NA,NA,NA,0,NA,0,0,0
"A40-02","7",NA,NA,NA,0,NA,0,0,0
"A40-02","8",NA,NA,NA,0,NA,0,0,0
"A40-02","9",NA,NA,NA,0,NA,0,0,0
"A40-03","1",NA,NA,NA,0,NA,NA,0,0
"A40-03","10",NA,NA,NA,0,NA,NA,0,0
"A40-03","2",NA,NA,NA,0,NA,NA,0,0
"A40-03","3",NA,NA,NA,0,NA,NA,0,0
"A40-03","4",NA,NA,NA,0,NA,NA,0,0
"A40-03","5",NA,NA,NA,0,NA,NA,0,0
"A40-03","6",NA,NA,NA,0,NA,NA,0,0
"A40-03","7",NA,NA,NA,0,NA,NA,0,0
"A40-03","8",NA,NA,NA,0,NA,NA,0,0
"A40-03","9",NA,NA,NA,0,NA,NA,0,0
"A40-05","1",NA,NA,0,0,0,0,0,0
"A40-05","10",NA,NA,0,0,0,0,0,0
"A40-05","2",NA,NA,0,0,0,0,0,0
"A40-05","3",NA,NA,0,0,0,0,0,0
"A40-05","4",NA,NA,0,0,0,0,0,0
"A40-05","5",NA,NA,0,0,0,0,0,0
"A40-05","6",NA,NA,0,0,0,0,0,0
"A40-05","7",NA,NA,0,0,0,0,0,0
"A40-05","8",NA,NA,0,0,0,0,0,0
"A40-05","9",NA,NA,0,0,0,0,0,0
"A40-06","1",NA,NA,0,0,0,0,0,0
"A40-06","2",NA,NA,0,0,0,0,0,0
"A40-06","3",NA,NA,0,0,0,0,0,0
"A40-06","4",NA,NA,0,0,0,0,0,0
"A40-06","5",NA,NA,0,0,0,0,0,0
"A40-06","6",NA,NA,0,0,0,0,0,0
"A40-06","7",NA,NA,0,0,0,0,0,0
"A40-06","8",NA,NA,0,0,0,0,0,0
"A40-06","9",NA,NA,0,0,0,0,0,0
"A40-09","1",NA,NA,NA,NA,NA,NA,0,NA
"A40-09","2",NA,NA,NA,NA,NA,NA,0,NA
"A40-09","3",NA,NA,NA,NA,NA,NA,0,NA
"A40-09","4",NA,NA,NA,NA,NA,NA,0,NA
"A40-09","5",NA,NA,NA,NA,NA,NA,0,NA
"A40-09","6",NA,NA,NA,NA,NA,NA,0,NA
"A40-09","7",NA,NA,NA,NA,NA,NA,0,NA
"A40-09","8",NA,NA,NA,NA,NA,NA,0,NA
"A40-09","9",NA,NA,NA,NA,NA,NA,0,NA
"A40-10","1",0,0,0,NA,NA,0,0,0
"A40-10","2",0,0,0,NA,NA,0,0,0
"A40-10","3",0,0,0,NA,NA,0,0,0
"A40-10","4",0,0,0,NA,NA,0,0,0
"A40-10","5",0,0,0,NA,NA,0,0,0
"A40-10","6",0,0,0,NA,NA,0,0,0
"A40-10","7",NA,0,NA,NA,NA,NA,NA,NA
"A40-10","8",0,0,0,NA,NA,0,0,0
"A40-11","1",0,0,0,NA,NA,NA,NA,NA
"A40-11","2",0,0,0,NA,0,0,0,0
"A40-11","3",0,0,0,NA,0,0,0,0
"A40-11","4",0,0,0,NA,0,0,0,0
"A40-11","5",0,0,0,NA,0,0,0,0
"A40-11","6",0,0,0,NA,0,0,0,0
"A40-11","7",0,0,0,NA,0,0,0,0
"A40-11","8",NA,NA,NA,NA,0,0,0,0
"A40-11","9",NA,NA,NA,NA,0,0,0,0
"A40-12","1",0,0,0,0,0,0,0,0
"A40-12","10",0,0,0,0,0,0,0,0
"A40-12","2",0,0,0,0,0,0,0,0
"A40-12","3",0,0,0,0,0,0,0,0
"A40-12","4",0,0,0,0,0,0,0,0
"A40-12","5",0,0,0,0,0,0,0,0
"A40-12","6",0,0,0,0,0,0,0,0
"A40-12","7",0,0,0,0,0,0,0,0
"A40-12","8",0,0,0,0,0,0,0,0
"A40-12","9",0,0,0,0,0,0,0,0
"A41-01","1",0,0,0,0,0,0,0,0
"A41-01","2",0,0,0,0,0,0,0,0
"A41-01","3",0,0,0,0,0,0,0,0
"A41-01","4",0,0,0,0,0,0,0,0
"A41-01","5",0,0,0,0,0,0,0,0
"A41-01","6",0,0,0,0,0,0,0,0
"A41-02","1",0,0,0,0,0,0,0,0
"A41-02","2",0,0,0,0,0,0,0,0
"A41-02","3",0,0,0,0,0,0,0,0
"A41-02","4",0,0,0,0,0,0,0,0
"A41-02","5",0,0,0,0,0,0,0,0
"A41-02","6",0,0,0,0,0,0,0,0
"A41-02","7",0,0,0,0,0,0,0,0
"A41-05","1",NA,NA,NA,NA,NA,0,NA,NA
"A41-05","2",NA,NA,NA,NA,NA,0,NA,NA
"A41-05","3",NA,NA,NA,NA,NA,0,NA,NA
"A41-05","4",NA,NA,NA,NA,NA,0,NA,NA
"A41-05","5",NA,NA,NA,NA,NA,0,NA,NA
"A41-05","6",NA,NA,NA,NA,NA,0,NA,NA
"A41-05","7",NA,NA,NA,NA,NA,0,NA,NA
"B06-01","10",0,0,NA,NA,NA,1,0,0
"B06-01","2",1,0,NA,NA,NA,0,0,0
"B06-01","3",0,0,NA,NA,NA,0,0,0
"B06-01","4",0,0,NA,NA,NA,0,0,0
"B06-01","5",0,0,NA,NA,NA,0,0,0
"B06-01","6",0,0,NA,NA,NA,1,0,0
"B06-01","7",0,0,NA,NA,NA,0,0,0
"B06-01","8",0,0,NA,NA,NA,0,0,0
"B06-01","9",0,0,NA,NA,NA,0,0,0
"B06-02","1",NA,NA,NA,NA,NA,NA,NA,0
"B06-02","3",NA,NA,NA,NA,NA,NA,NA,0
"B06-02","4",NA,NA,NA,NA,NA,NA,NA,0
"B06-02","5",NA,NA,NA,NA,NA,NA,NA,0
"B06-02","6",NA,NA,NA,NA,NA,NA,NA,0
"B06-02","7",NA,NA,NA,NA,NA,NA,NA,0
"B06-02","8",NA,NA,NA,NA,NA,NA,NA,0
"B10-01","1",0,0,0,0,0,0,0,0
"B10-01","10",0,0,0,0,0,0,0,0
"B10-01","2",0,0,0,0,0,0,0,0
"B10-01","3",0,0,0,0,0,0,0,0
"B10-01","4",0,0,0,0,0,0,0,0
"B10-01","5",0,0,0,0,0,0,0,0
"B10-01","6",0,0,0,0,0,0,0,0
"B10-01","7",0,0,0,0,0,0,0,0
"B10-01","8",0,0,0,0,0,0,0,0
"B10-01","9",0,0,0,0,0,0,0,0
"B10-02","1",0,0,0,0,0,0,0,0
"B10-02","10",NA,0,0,0,0,0,0,0
"B10-02","11",NA,0,0,0,0,NA,NA,NA
"B10-02","12",NA,0,0,0,0,NA,NA,NA
"B10-02","2",0,0,0,0,0,0,0,0
"B10-02","3",0,0,0,0,0,0,0,0
"B10-02","4",0,NA,NA,NA,NA,0,0,0
"B10-02","5",0,NA,NA,NA,NA,0,0,0
"B10-02","6",0,NA,NA,NA,NA,0,0,0
"B10-02","7",0,NA,NA,NA,NA,0,0,0
"B10-02","8",0,NA,NA,NA,NA,0,0,0
"B10-02","9",0,NA,NA,NA,NA,0,0,0
"B10-03","11",NA,NA,NA,0,NA,NA,NA,NA
"B10-03","12",NA,NA,NA,0,NA,NA,NA,NA
"B10-03","13",NA,NA,NA,0,NA,NA,NA,NA
"B10-03","14",NA,NA,NA,0,NA,NA,NA,NA
"B10-03","15",NA,NA,NA,0,NA,NA,NA,NA
"B10-03","16",NA,NA,NA,0,NA,NA,NA,NA
"B10-03","17",NA,NA,NA,0,NA,NA,NA,NA
"B10-03","18",NA,NA,NA,0,NA,NA,NA,NA
"B11-01","1",0,0,0,0,0,0,0,0
"B11-01","10",0,0,0,0,0,0,0,0
"B11-01","2",0,0,0,0,0,0,0,0
"B11-01","3",0,0,0,0,0,1,0,0
"B11-01","4",0,0,0,0,0,0,0,0
"B11-01","5",0,0,0,0,0,0,0,0
"B11-01","6",0,0,0,1,0,0,0,0
"B11-01","7",0,1,0,0,0,1,0,0
"B11-01","8",0,0,0,0,0,0,0,0
"B11-01","9",0,0,0,0,0,0,0,0
"B13-01","1",0,NA,NA,0,0,0,0,0
"B13-01","10",0,NA,NA,0,0,0,0,0
"B13-01","11",NA,NA,NA,NA,NA,NA,0,0
"B13-01","2",0,NA,NA,0,0,0,0,0
"B13-01","3",0,NA,NA,0,0,0,0,0
"B13-01","4",0,NA,NA,0,0,0,0,0
"B13-01","5",0,NA,NA,0,0,0,NA,NA
"B13-01","6",0,NA,NA,0,0,0,0,0
"B13-01","7",0,NA,NA,0,0,0,0,0
"B13-01","8",0,NA,NA,0,0,0,0,0
"B13-01","9",0,NA,NA,0,0,0,0,0
"B13-02","1",0,0,NA,0,0,0,0,0
"B13-02","2",0,0,NA,0,0,0,0,0
"B13-02","3",0,0,NA,0,0,0,0,0
"B13-02","4",0,0,NA,0,0,0,0,0
"B13-02","5",0,0,NA,0,0,0,0,0
"B13-02","6",0,0,NA,0,0,0,0,0
"B13-02","7",0,0,NA,0,0,0,0,0
"B13-02","8",0,0,NA,0,0,0,0,0
"B13-03","1",0,0,NA,0,0,0,0,1
"B13-03","2",0,0,NA,0,1,0,0,0
"B13-03","3",0,0,NA,0,0,0,0,0
"B13-03","4",0,0,NA,0,0,0,0,0
"B13-03","5",0,0,NA,0,0,0,0,0
"B13-03","6",0,0,NA,0,0,0,0,0
"B13-03","7",0,0,NA,0,0,0,0,0
"B13-03","8",0,0,NA,0,0,0,0,0
"B14-01","1",0,0,0,0,0,0,0,0
"B14-01","10",0,0,0,0,0,0,0,0
"B14-01","2",0,0,0,0,0,0,0,0
"B14-01","3",0,0,0,0,0,0,0,0
"B14-01","4",0,0,0,0,0,0,0,0
"B14-01","5",0,0,0,0,0,0,0,0
"B14-01","6",0,0,0,0,0,0,0,0
"B14-01","7",0,0,0,0,0,0,0,0
"B14-01","8",0,0,0,0,0,0,0,0
"B14-01","9",0,0,0,0,0,0,0,0
"B14-02","1",0,0,0,0,0,0,0,0
"B14-02","2",0,0,0,0,0,0,0,0
"B14-02","3",0,0,0,0,0,0,0,1
"B14-02","4",0,0,0,0,0,0,0,0
"B14-02","5",1,0,0,0,1,0,0,0
"B14-02","6",0,0,0,0,0,0,1,0
"B14-02","7",0,1,0,0,0,0,0,0
"B14-02","8",0,0,0,0,0,0,0,0
"B14-02","9",0,0,0,0,0,0,0,1
"B14-03","1",0,0,0,0,0,0,0,1
"B14-03","2",0,0,0,0,0,1,0,0
"B14-03","3",0,0,0,0,0,1,0,0
"B14-03","4",0,0,0,0,0,0,0,0
"B14-03","5",0,0,0,0,0,0,0,0
"B14-03","6",0,0,0,0,0,0,0,0
"B14-03","7",0,0,0,0,0,0,0,0
"B14-03","8",0,0,0,0,0,0,0,0
"B14-04","1",0,0,0,0,0,0,0,0
"B14-04","2",0,0,0,0,0,0,0,0
"B14-04","3",0,0,0,0,0,0,0,0
"B14-04","4",0,0,0,0,0,0,0,0
"B14-04","5",0,0,0,0,0,0,0,0
"B14-04","6",0,0,0,0,0,0,0,0
"B14-04","7",0,0,0,0,0,0,0,0
"B14-04","8",0,0,0,0,0,0,0,0
"B14-05","1",NA,NA,NA,NA,NA,NA,NA,0
"B14-05","2",NA,NA,NA,NA,NA,NA,NA,0
"B14-05","3",NA,NA,NA,NA,NA,NA,NA,0
"B14-05","4",NA,NA,NA,NA,NA,NA,NA,0
"B14-05","5",NA,NA,NA,NA,NA,NA,NA,0
"B14-05","6",NA,NA,NA,NA,NA,NA,NA,0
"B16-01","1",0,NA,NA,NA,NA,NA,NA,NA
"B16-01","10",0,NA,NA,NA,NA,NA,NA,NA
"B16-01","2",0,NA,NA,NA,NA,NA,NA,NA
"B16-01","3",0,NA,NA,NA,NA,NA,NA,NA
"B16-01","4",0,NA,NA,NA,NA,NA,NA,NA
"B16-01","5",0,NA,NA,NA,NA,NA,NA,NA
"B16-01","6",0,NA,NA,NA,NA,NA,NA,NA
"B16-01","7",0,NA,NA,NA,NA,NA,NA,NA
"B16-01","8",0,NA,NA,NA,NA,NA,NA,NA
"B16-01","9",0,NA,NA,NA,NA,NA,NA,NA
"B16-02","1",0,NA,NA,NA,NA,NA,NA,NA
"B16-02","2",0,NA,NA,NA,NA,NA,NA,NA
"B16-02","3",0,NA,NA,NA,NA,NA,NA,NA
"B16-02","4",0,NA,NA,NA,NA,NA,NA,NA
"B16-02","5",0,NA,NA,NA,NA,NA,NA,NA
"B16-02","6",0,NA,NA,NA,NA,NA,NA,NA
"B17-01","1",NA,NA,NA,NA,NA,NA,NA,0
"B17-01","2",NA,NA,NA,NA,NA,NA,NA,1
"B17-01","3",NA,NA,NA,NA,NA,NA,NA,0
"B17-01","4",NA,NA,NA,NA,NA,NA,NA,0
"B17-01","5",NA,NA,NA,NA,NA,NA,NA,1
"B17-01","6",NA,NA,NA,NA,NA,NA,NA,0
