"Site_N","Point","2015","2016","2017","2018","2019","2020","2021","2022"
"A17-09","1",1,0,0,0,0,0,0,0
"A17-09","2",0,0,0,0,0,0,0,0
"A17-09","3",0,0,0,0,0,0,0,0
"A17-09","4",0,0,0,0,0,0,0,0
"A17-09","5",0,0,0,0,0,0,0,0
"A17-09","6",0,0,0,0,1,0,0,0
"A17-09","7",0,0,0,0,0,0,0,0
"A18-01","1",0,0,0,0,0,0,0,0
"A18-01","10",0,0,1,0,1,1,0,1
"A18-01","2",1,0,0,0,0,0,0,0
"A18-01","3",0,0,0,0,0,0,0,0
"A18-01","4",0,0,0,0,0,1,0,0
"A18-01","5",0,0,0,0,0,0,0,0
"A18-01","6",1,1,0,0,0,1,0,0
"A18-01","7",0,0,1,0,0,0,0,0
"A18-01","8",1,1,0,0,0,0,1,1
"A18-01","9",0,0,0,0,0,0,0,0
"A18-02","1",0,0,0,0,0,0,0,0
"A18-02","10",0,0,0,0,0,0,0,0
"A18-02","2",0,0,0,0,0,0,0,0
"A18-02","3",0,0,0,0,0,0,0,0
"A18-02","4",0,0,0,0,0,0,0,0
"A18-02","5",0,0,0,0,0,0,0,0
"A18-02","6",0,0,0,0,0,0,0,0
"A18-02","7",0,0,0,0,0,0,0,0
"A18-02","8",0,0,0,0,0,0,0,0
"A18-02","9",0,0,0,0,0,0,0,0
"A18-03","1",0,0,0,0,0,0,0,0
"A18-03","10",0,0,0,0,0,0,0,0
"A18-03","2",0,0,0,0,0,0,0,0
"A18-03","3",0,0,0,0,0,0,0,0
"A18-03","4",0,0,0,0,0,0,0,0
"A18-03","5",0,0,0,0,0,0,0,0
"A18-03","6",0,0,0,0,0,0,0,0
"A18-03","7",0,0,0,1,0,0,0,0
"A18-03","8",0,0,0,0,0,0,0,0
"A18-03","9",0,0,0,0,0,0,0,0
"A18-04","1",0,0,0,0,0,0,0,0
"A18-04","10",0,0,0,0,0,0,0,0
"A18-04","2",0,0,0,0,0,0,0,0
"A18-04","3",0,0,0,0,0,0,0,0
"A18-04","4",0,0,0,0,0,0,0,0
"A18-04","5",0,0,0,0,0,0,0,0
"A18-04","6",0,0,0,0,0,0,0,0
"A18-04","7",0,0,0,0,0,0,0,0
"A18-04","8",0,0,0,0,0,0,0,0
"A18-04","9",0,0,0,0,0,0,0,1
"A19-01","1",0,1,0,0,0,0,0,1
"A19-01","2",0,0,0,0,0,1,0,0
"A19-01","3",0,1,0,0,1,0,0,1
"A19-01","4",0,0,0,0,0,0,0,0
"A19-01","5",1,0,0,0,0,0,0,0
"A19-01","6",0,0,0,0,1,0,0,0
"A19-02","1",0,0,0,0,0,0,0,0
"A19-02","10",0,0,0,0,0,0,0,0
"A19-02","2",0,0,0,0,0,0,0,0
"A19-02","3",0,0,0,0,0,1,0,0
"A19-02","4",0,0,0,0,0,0,0,0
"A19-02","5",0,0,0,0,0,0,0,0
"A19-02","6",0,0,0,1,0,0,0,0
"A19-02","7",0,0,0,0,0,0,0,0
"A19-02","8",0,0,0,0,0,0,0,0
"A19-02","9",0,0,0,0,0,0,0,0
"A19-03","1",0,0,0,1,0,0,0,1
"A19-03","10",0,1,0,0,0,0,0,0
"A19-03","2",0,0,0,0,0,0,0,0
"A19-03","3",0,0,0,0,0,0,1,1
"A19-03","4",0,0,1,0,0,1,0,0
"A19-03","5",0,0,0,0,0,1,1,0
"A19-03","6",0,0,0,1,0,0,0,0
"A19-03","7",0,0,0,0,1,0,0,0
"A19-03","8",0,0,0,1,0,0,0,0
"A19-03","9",0,0,0,0,0,0,1,0
"A19-04","1",0,0,0,0,0,0,0,0
"A19-04","10",0,0,0,0,0,1,0,0
"A19-04","2",0,0,0,0,0,0,0,0
"A19-04","4",0,0,0,0,0,0,0,0
"A19-04","6",0,0,0,0,0,0,0,0
"A19-04","7",0,1,0,0,0,0,0,0
"A19-04","9",0,0,0,0,0,0,0,0
"A19-05","1",0,0,0,0,0,0,0,0
"A19-05","10",0,0,0,0,0,0,0,0
"A19-05","2",0,0,0,0,0,0,0,0
"A19-05","4",0,0,0,0,0,0,0,0
"A19-05","6",0,0,0,0,0,0,0,0
"A19-05","7",0,0,0,0,0,0,0,0
"A19-05","8",0,0,0,0,0,0,0,0
"A19-05","9",0,0,0,0,0,0,0,0
"A19-06","1",0,0,0,0,0,0,0,0
"A19-06","10",0,0,0,0,0,0,0,0
"A19-06","3",0,0,0,0,0,1,0,0
"A19-06","4",0,0,0,0,0,0,0,0
"A19-06","5",0,0,0,0,0,0,0,0
"A19-06","7",0,0,0,0,0,0,0,0
"A19-06","8",0,0,0,0,0,0,0,0
"A19-06","9",0,0,0,0,0,0,0,0
"A20-01","1",0,0,0,0,0,0,0,0
"A20-01","10",0,0,0,0,0,0,0,0
"A20-01","2",0,0,0,0,NA,NA,NA,NA
"A20-01","3",0,0,0,0,0,0,0,0
"A20-01","4",0,0,0,0,0,0,0,0
"A20-01","5",0,0,0,0,0,0,0,0
"A20-01","6",0,0,0,0,0,0,0,0
"A20-01","7",0,0,0,0,0,0,0,0
"A20-01","8",0,0,0,0,0,0,0,0
"A20-01","9",0,0,0,0,0,0,0,0
"A20-02","1",0,0,0,0,0,0,NA,0
"A20-02","10",0,0,0,0,0,0,NA,0
"A20-02","2",0,0,0,0,1,0,NA,0
"A20-02","3",0,0,0,0,1,0,NA,1
"A20-02","4",0,0,0,0,0,0,NA,0
"A20-02","5",0,0,0,0,1,0,NA,0
"A20-02","7",1,0,0,1,0,0,NA,1
"A20-02","9",0,0,0,1,0,0,NA,1
"A20-03","1",0,0,0,0,0,0,1,0
"A20-03","2",0,0,0,0,0,0,0,0
"A20-03","3",0,0,0,1,1,0,0,0
"A20-03","4",0,0,0,0,0,0,0,1
"A20-03","5",0,1,0,0,1,0,0,0
"A20-03","6",0,0,0,0,0,0,0,0
"A20-03","7",0,1,0,0,0,0,0,0
"A20-03","8",0,0,0,0,0,0,0,1
"A20-04","1",0,1,0,0,0,0,0,0
"A20-04","10",1,1,0,0,0,0,0,0
"A20-04","2",0,0,0,0,0,0,0,0
"A20-04","3",0,0,0,0,0,0,0,0
"A20-04","4",0,0,0,0,0,0,0,0
"A20-04","5",0,0,0,0,0,0,0,0
"A20-04","6",0,0,0,0,0,0,0,0
"A20-04","7",0,0,0,0,0,0,0,0
"A20-04","8",0,0,0,0,0,0,0,0
"A20-04","9",0,0,0,0,0,0,1,0
"A20-05","1",0,1,0,0,0,0,0,1
"A20-05","10",0,0,0,0,0,0,0,0
"A20-05","2",1,0,0,0,1,0,0,0
"A20-05","3",0,0,0,0,0,0,0,0
"A20-05","4",0,0,0,0,0,0,1,0
"A20-05","5",0,0,0,0,0,0,0,0
"A20-05","6",0,0,0,0,0,0,1,0
"A20-05","7",0,1,0,0,0,0,0,0
"A20-05","8",0,0,0,0,0,0,0,0
"A20-05","9",0,0,0,0,0,0,0,0
"A21-01","1",NA,NA,0,0,0,0,0,0
"A21-01","10",NA,NA,0,0,0,0,0,0
"A21-01","2",NA,NA,0,0,0,0,0,0
"A21-01","3",NA,NA,0,0,0,0,0,0
"A21-01","4",NA,NA,0,0,0,0,0,0
"A21-01","5",NA,NA,0,0,0,0,0,0
"A21-01","6",NA,NA,0,NA,NA,NA,NA,NA
"A21-01","7",NA,NA,0,0,0,0,0,0
"A21-01","8",NA,NA,0,NA,NA,NA,NA,NA
"A21-01","9",NA,NA,0,0,0,0,0,0
"A21-02","1",0,0,0,0,0,0,0,0
"A21-02","11",0,0,0,0,0,0,0,0
"A21-02","2",0,0,0,0,0,0,0,0
"A21-02","3",0,0,0,0,0,1,1,0
"A21-02","4",0,0,0,1,1,1,1,1
"A21-02","5",0,0,0,0,0,1,0,0
"A21-02","6",0,0,0,1,0,1,1,1
"A21-02","7",0,0,0,1,0,0,0,0
"A21-02","8",NA,NA,0,NA,NA,NA,NA,NA
"A22-01","1",0,0,0,0,0,0,0,0
"A22-01","2",0,0,0,0,1,1,0,1
"A22-01","3",0,0,0,0,0,0,1,0
"A22-01","4",0,0,0,0,0,1,0,0
"A22-01","5",0,0,0,0,0,0,0,0
"A22-01","6",0,0,0,0,0,0,0,0
"A22-07","1",0,0,0,0,0,0,0,0
"A22-07","2",0,0,0,0,0,0,0,0
"A22-07","3",0,0,0,0,0,0,0,0
"A22-07","4",0,0,0,0,0,0,0,0
"A22-07","5",0,0,0,0,0,0,NA,NA
"A22-07","6",0,0,0,0,0,0,0,0
"A22-07","7",0,0,0,0,0,0,0,0
"A22-08","1",0,0,0,0,0,0,0,0
"A22-08","2",0,0,0,0,0,0,0,NA
"A22-08","3",0,0,0,0,0,0,0,0
"A22-08","4",0,0,0,0,0,0,0,0
"A22-08","5",0,0,0,0,0,0,0,0
"A22-08","6",0,0,0,0,0,0,0,0
"A22-08","7",0,0,0,0,0,0,0,0
"A22-08","8",0,0,0,0,0,0,0,0
"A24-01","1",0,0,NA,0,0,0,0,0
"A24-01","10",0,0,NA,0,0,0,0,0
"A24-01","2",0,0,NA,1,0,0,0,1
"A24-01","3",0,0,NA,0,0,0,0,0
"A24-01","4",0,0,NA,0,1,0,0,1
"A24-01","5",0,0,NA,0,0,0,1,1
"A24-01","6",0,0,NA,0,0,0,0,0
"A24-01","7",0,0,NA,0,0,0,0,0
"A24-01","8",0,0,NA,0,0,0,0,0
"A24-01","9",0,0,NA,0,0,0,0,0
"A24-02","1",0,0,0,0,0,0,0,0
"A24-02","10",0,0,0,0,0,0,0,0
"A24-02","2",0,0,0,0,0,0,0,0
"A24-02","3",0,0,0,0,0,0,0,0
"A24-02","4",0,0,0,1,1,0,0,0
"A24-02","5",0,0,0,0,0,0,0,0
"A24-02","6",0,0,1,0,0,0,0,1
"A24-02","7",0,0,0,1,0,0,0,0
"A24-02","8",0,0,0,1,0,0,0,0
"A24-02","9",0,0,0,1,0,0,0,1
"A25-01","1",0,0,0,0,1,1,1,1
"A25-01","2",0,0,0,0,0,0,0,0
"A25-01","3",0,0,0,0,0,0,0,0
"A25-01","4",0,0,0,1,0,0,0,0
"A25-01","5",0,0,0,0,0,0,0,0
"A25-01","6",0,0,0,0,0,0,0,0
"A25-01","7",0,0,1,0,0,0,0,0
"A25-01","8",0,0,0,0,0,0,0,0
"A26-01","1",0,0,0,0,0,0,0,0
"A26-01","2",1,0,0,0,0,0,0,0
"A26-01","3",0,0,0,1,0,0,0,0
"A26-01","4",0,0,1,0,0,0,0,0
"A26-01","5",0,0,0,0,0,0,1,NA
"A26-01","6",1,1,0,0,0,0,1,1
"A26-01","7",0,0,0,0,0,0,0,0
"A26-02","1",0,0,1,0,0,0,0,1
"A26-02","2",0,0,0,0,0,0,0,0
"A26-02","3",0,0,0,0,0,0,0,0
"A26-02","4",0,0,0,0,0,0,0,0
"A26-02","5",0,0,0,0,0,0,0,0
"A26-02","6",0,0,0,0,0,0,0,0
"A26-02","7",0,0,0,0,0,0,0,0
"A26-03","1",0,0,0,0,0,0,0,0
"A26-03","2",0,0,0,0,0,0,0,0
"A26-03","3",0,0,0,0,0,0,0,0
"A26-03","4",0,0,0,0,0,0,0,0
"A26-03","5",0,0,0,0,0,0,0,0
"A26-03","6",0,0,0,0,0,0,0,0
"A26-04","1",0,0,0,0,0,0,0,0
"A26-04","2",1,0,1,1,0,0,1,0
"A26-04","3",0,0,0,0,0,0,0,0
"A26-04","4",0,0,0,0,1,0,0,0
"A26-04","5",0,0,0,0,0,0,1,0
"A26-04","6",0,1,1,0,0,1,0,0
"A26-06","1",NA,NA,NA,NA,NA,0,NA,NA
"A26-06","2",NA,NA,NA,NA,NA,0,NA,NA
"A26-06","3",NA,NA,NA,NA,NA,0,NA,NA
"A26-06","4",NA,NA,NA,NA,NA,0,NA,NA
"A26-06","5",NA,NA,NA,NA,NA,1,NA,NA
"A26-06","6",NA,NA,NA,NA,NA,0,NA,NA
"A27-01","1",0,0,0,0,0,0,0,0
"A27-01","2",0,0,0,0,0,0,0,0
"A27-01","3",0,0,0,0,0,0,0,0
"A27-01","4",0,0,0,0,0,0,0,0
"A27-01","6",0,0,0,0,0,0,0,0
"A27-01","7",0,0,0,0,0,0,0,0
"A27-02","1",0,0,0,0,0,0,0,0
"A27-02","10",0,0,0,0,0,0,0,0
"A27-02","2",0,0,0,0,0,0,0,0
"A27-02","3",0,0,0,0,0,0,0,0
"A27-02","4",0,0,0,0,0,0,0,0
"A27-02","5",0,0,0,0,0,0,0,0
"A27-02","6",0,0,0,0,0,0,0,0
"A27-02","7",0,0,0,0,0,0,0,0
"A27-02","8",0,0,0,0,0,0,0,0
"A27-02","9",0,0,0,0,0,0,0,0
"A27-03","1",0,0,0,0,0,0,0,0
"A27-03","2",0,0,0,0,0,0,0,0
"A27-03","3",0,0,0,0,0,0,0,0
"A27-03","4",0,0,0,0,0,0,0,0
"A27-03","5",0,0,0,0,0,0,0,0
"A27-03","6",0,0,0,0,0,0,0,0
"A27-03","7",0,0,0,0,0,0,0,0
"A27-03","8",0,0,0,0,0,0,0,0
"A27-04","1",0,0,0,0,0,0,0,0
"A27-04","10",0,0,0,0,0,0,0,0
"A27-04","2",0,0,0,0,0,0,0,0
"A27-04","3",0,0,0,0,0,0,0,0
"A27-04","4",0,0,0,0,0,0,0,0
"A27-04","5",0,0,0,0,0,0,0,0
"A27-04","6",0,0,0,0,0,0,0,0
"A27-04","7",0,0,0,0,0,0,0,0
"A27-04","8",0,0,0,0,0,0,0,0
"A27-04","9",0,0,0,0,0,0,0,0
"A27-05","1",0,0,0,0,0,0,0,0
"A27-05","2",0,0,0,0,0,0,0,0
"A27-05","3",0,0,0,0,0,0,0,0
"A27-05","4",0,0,0,0,0,0,0,0
"A27-05","5",0,0,0,0,0,0,0,0
"A27-05","6",0,0,0,0,0,0,0,0
"A27-05","7",0,0,0,0,0,0,0,0
"A27-06","1",0,0,0,NA,0,0,0,0
"A27-06","2",0,0,0,0,0,0,0,0
"A27-06","3",0,0,0,0,0,0,0,0
"A27-06","4",0,0,0,0,0,0,0,0
"A27-06","5",0,0,0,0,0,0,0,0
"A27-06","6",0,0,0,0,0,0,0,0
"A27-07","1",0,0,NA,NA,NA,NA,NA,NA
"A27-07","2",0,0,NA,NA,NA,NA,NA,NA
"A27-07","3",0,0,NA,NA,NA,NA,NA,NA
"A27-07","4",0,0,NA,NA,NA,NA,NA,NA
"A27-07","5",0,0,NA,NA,NA,NA,NA,NA
"A27-07","6",0,0,NA,NA,NA,NA,NA,NA
"A27-08","1",NA,0,NA,NA,NA,NA,NA,0
"A27-08","2",NA,0,NA,NA,NA,NA,NA,0
"A27-08","3",NA,0,NA,NA,NA,NA,NA,0
"A27-08","4",NA,0,NA,NA,NA,NA,NA,0
"A27-08","5",NA,0,NA,NA,NA,NA,NA,0
"A27-08","6",NA,0,NA,NA,NA,NA,NA,0
"A27-08","7",NA,0,NA,NA,NA,NA,NA,NA
"A27-08","8",NA,0,NA,NA,NA,NA,NA,NA
"A27-08","9",NA,0,NA,NA,NA,NA,NA,NA
"A27-10","1",0,0,0,0,0,0,0,0
"A27-10","2",0,0,0,0,0,0,0,0
"A27-10","3",0,0,0,0,0,0,0,0
"A27-10","4",0,0,0,0,0,0,0,0
"A27-10","5",0,0,0,0,0,0,0,0
"A27-10","6",0,0,0,0,0,0,0,0
"A27-12","1",0,0,0,0,0,0,0,0
"A27-12","2",0,0,0,0,0,0,0,0
"A27-12","3",0,0,0,0,0,0,0,0
"A27-12","4",0,0,0,0,0,0,0,0
"A27-12","5",0,0,0,0,0,0,0,0
"A27-12","6",0,0,0,0,0,0,0,0
"A27-12","7",0,0,0,0,0,0,0,0
"A27-17","1",NA,0,NA,0,0,0,NA,0
"A27-17","10",NA,0,NA,0,0,0,NA,0
"A27-17","2",NA,0,NA,0,0,0,NA,0
"A27-17","3",NA,0,NA,0,0,0,NA,0
"A27-17","4",NA,0,NA,0,0,0,NA,0
"A27-17","5",NA,0,NA,0,0,0,NA,0
"A27-17","6",NA,0,NA,0,0,0,NA,0
"A27-17","7",NA,0,NA,0,0,0,NA,0
"A27-17","8",NA,0,NA,0,0,0,NA,0
"A27-17","9",NA,0,NA,0,0,0,NA,0
"A27-18","1",0,0,0,0,NA,NA,NA,NA
"A27-18","2",0,0,0,0,NA,NA,NA,NA
"A27-18","4",0,0,0,0,NA,NA,NA,NA
"A27-18","5",0,0,0,0,NA,NA,NA,NA
"A27-18","6",0,0,0,0,NA,NA,NA,NA
"A27-18","7",0,0,0,0,NA,NA,NA,NA
"A27-19","1",0,0,0,0,0,0,0,0
"A27-19","10",0,0,0,0,0,0,0,0
"A27-19","2",0,0,0,0,0,0,0,0
"A27-19","3",0,0,0,0,0,0,0,0
"A27-19","4",0,0,0,0,0,0,0,0
"A27-19","5",0,0,0,0,0,0,0,0
"A27-19","6",0,0,0,0,0,0,0,0
"A27-19","7",0,0,0,0,0,0,0,0
"A27-19","8",0,0,0,0,0,0,0,0
"A27-19","9",0,0,0,0,0,0,0,0
"A27-21","1",NA,NA,NA,NA,NA,0,0,0
"A27-21","10",NA,NA,NA,NA,NA,0,0,0
"A27-21","2",NA,NA,NA,NA,NA,0,0,0
"A27-21","3",NA,NA,NA,NA,NA,0,0,0
"A27-21","4",NA,NA,NA,NA,NA,0,0,0
"A27-21","5",NA,NA,NA,NA,NA,0,0,0
"A27-21","6",NA,NA,NA,NA,NA,0,0,0
"A27-21","7",NA,NA,NA,NA,NA,0,0,0
"A27-21","8",NA,NA,NA,NA,NA,0,0,0
"A27-21","9",NA,NA,NA,NA,NA,0,0,0
"A27-22","1",0,0,0,0,0,0,0,0
"A27-22","2",0,0,0,0,0,0,0,0
"A27-22","3",0,0,0,0,0,0,0,0
"A27-22","4",0,0,0,0,0,0,0,0
"A27-22","5",0,0,0,0,0,0,0,0
"A27-22","6",0,0,0,0,0,0,0,0
"A27-22","7",0,0,0,0,0,0,0,0
"A27-22","8",0,0,0,0,0,0,0,0
"A27-22","9",0,0,0,0,0,0,0,0
"A27-24","1",0,0,0,0,0,0,0,0
"A27-24","10",0,0,0,0,0,0,0,0
"A27-24","2",0,0,0,0,0,0,0,0
"A27-24","3",0,0,0,0,0,0,0,0
"A27-24","4",0,0,0,0,0,0,0,0
"A27-24","5",0,0,0,0,0,0,0,0
"A27-24","6",0,0,0,0,0,0,0,0
"A27-24","7",0,0,0,0,0,0,0,0
"A27-24","8",0,0,0,0,0,0,0,0
"A27-24","9",0,0,0,0,0,0,0,0
"A27-25","1",0,0,0,0,0,0,0,0
"A27-25","10",0,0,0,0,0,0,0,0
"A27-25","2",0,0,0,0,0,0,0,0
"A27-25","3",0,0,0,0,0,0,0,0
"A27-25","5",0,0,0,0,0,0,0,0
"A27-25","6",0,0,0,0,0,0,0,0
"A27-25","7",0,0,0,0,0,0,0,0
"A27-25","8",0,0,0,0,0,0,0,0
"A27-25","9",0,0,0,0,0,0,0,0
"A27-27","1",0,0,NA,0,0,0,NA,0
"A27-27","10",0,0,NA,0,0,0,NA,0
"A27-27","2",0,0,NA,0,0,0,NA,0
"A27-27","3",0,0,NA,0,0,0,NA,0
"A27-27","4",0,0,NA,0,0,0,NA,0
"A27-27","5",0,0,NA,0,0,0,NA,0
"A27-27","6",0,0,NA,0,0,0,NA,0
"A27-27","7",0,0,NA,0,0,0,NA,0
"A27-27","8",0,0,NA,0,0,0,NA,0
"A27-27","9",0,0,NA,0,0,0,NA,0
"A27-28","1",0,0,NA,0,0,0,NA,0
"A27-28","10",0,0,NA,0,0,0,NA,0
"A27-28","2",0,0,NA,0,0,0,NA,0
"A27-28","3",0,0,NA,0,0,0,NA,0
"A27-28","4",0,0,NA,0,0,0,NA,0
"A27-28","5",0,0,NA,0,0,0,NA,0
"A27-28","6",0,0,NA,0,0,0,NA,0
"A27-28","7",0,0,NA,0,0,0,NA,0
"A27-28","8",0,0,NA,0,0,0,NA,0
"A27-28","9",0,0,NA,0,0,0,NA,0
"A27-29","1",0,0,NA,0,0,0,NA,0
"A27-29","10",0,0,NA,0,0,0,NA,0
"A27-29","2",0,0,NA,0,0,0,NA,0
"A27-29","3",0,0,NA,0,0,0,NA,0
"A27-29","4",0,0,NA,0,0,0,NA,0
"A27-29","5",0,0,NA,0,0,0,NA,0
"A27-29","6",0,0,NA,0,0,0,NA,0
"A27-29","7",0,0,NA,0,0,0,NA,0
"A27-29","8",0,0,NA,0,0,0,NA,0
"A27-29","9",0,0,NA,0,0,0,NA,0
"A27-30","1",NA,NA,0,0,0,0,0,0
"A27-30","10",NA,NA,NA,NA,0,0,NA,NA
"A27-30","11",NA,NA,NA,NA,0,0,0,0
"A27-30","2",NA,NA,0,0,NA,0,0,0
"A27-30","3",NA,NA,0,0,NA,0,0,0
"A27-30","4",NA,NA,0,0,0,0,0,0
"A27-30","5",NA,NA,0,0,0,0,0,0
"A27-30","6",NA,NA,0,0,NA,NA,0,0
"A27-30","7",NA,NA,0,0,0,0,0,0
"A27-30","8",NA,NA,0,0,0,0,0,0
"A27-30","9",NA,NA,0,0,0,0,0,0
"A27-31","1",0,0,NA,NA,NA,NA,NA,NA
"A27-31","10",0,0,NA,NA,NA,NA,NA,NA
"A27-31","2",0,0,NA,NA,NA,NA,NA,NA
"A27-31","3",0,0,NA,NA,NA,NA,NA,NA
"A27-31","4",0,0,NA,NA,NA,NA,NA,NA
"A27-31","5",0,0,NA,NA,NA,NA,NA,NA
"A27-31","6",0,0,NA,NA,NA,NA,NA,NA
"A27-31","7",0,0,NA,NA,NA,NA,NA,NA
"A27-31","8",0,0,NA,NA,NA,NA,NA,NA
"A27-31","9",0,0,NA,NA,NA,NA,NA,NA
"A27-32","1",0,NA,0,0,0,0,0,NA
"A27-32","10",0,NA,0,0,0,0,0,NA
"A27-32","2",0,NA,0,0,0,0,0,NA
"A27-32","3",0,NA,0,0,0,0,0,NA
"A27-32","4",0,NA,0,0,0,0,0,NA
"A27-32","5",0,NA,0,0,0,0,0,NA
"A27-32","6",0,NA,0,0,0,0,0,NA
"A27-32","7",0,NA,0,0,0,0,0,NA
"A27-32","8",0,NA,0,0,0,0,0,NA
"A27-32","9",0,NA,0,0,0,0,0,NA
"A27-33","1",0,0,0,0,0,0,NA,0
"A27-33","10",0,0,0,0,0,0,NA,0
"A27-33","2",0,0,0,0,0,0,NA,0
"A27-33","3",0,0,0,0,0,0,NA,0
"A27-33","4",0,0,0,0,0,0,NA,0
"A27-33","5",0,0,0,0,0,0,NA,0
"A27-33","6",0,0,0,0,0,0,NA,0
"A27-33","7",0,0,0,0,0,0,NA,0
"A27-33","8",0,0,0,0,0,0,NA,0
"A27-33","9",0,0,0,0,0,0,NA,0
"A28-01","1",NA,0,0,0,0,0,NA,0
"A28-01","10",NA,0,0,0,0,0,NA,0
"A28-01","2",NA,0,0,0,0,0,NA,0
"A28-01","7",NA,0,0,0,0,0,NA,0
"A28-01","8",NA,0,0,0,0,0,NA,0
"A28-01","9",NA,0,0,0,0,0,NA,0
"A28-02","1",NA,0,NA,0,0,NA,NA,NA
"A28-02","2",NA,0,NA,0,0,NA,NA,NA
"A28-02","3",NA,0,NA,NA,0,NA,NA,NA
"A28-02","4",NA,0,NA,NA,NA,NA,NA,NA
"A28-02","5",NA,0,NA,NA,NA,NA,NA,NA
"A28-02","6",NA,0,NA,NA,NA,NA,NA,NA
"A28-03","1",NA,0,0,0,0,0,0,0
"A28-03","10",NA,0,0,0,0,0,0,0
"A28-03","11",NA,NA,NA,NA,NA,0,0,0
"A28-03","2",NA,0,0,0,0,0,0,0
"A28-03","3",NA,0,NA,NA,NA,NA,NA,NA
"A28-03","4",NA,0,NA,NA,NA,NA,NA,NA
"A28-03","5",NA,0,NA,NA,NA,NA,NA,NA
"A28-03","6",NA,0,NA,NA,NA,NA,NA,NA
"A28-03","7",NA,0,0,0,0,0,0,0
"A28-03","8",NA,0,0,0,0,0,0,0
"A28-03","9",NA,0,0,0,0,NA,NA,NA
"A28-04","1",0,0,0,0,0,0,0,1
"A28-04","2",0,0,0,0,0,0,0,1
"A28-04","3",0,0,0,0,0,0,0,0
"A28-04","4",0,0,0,0,0,0,0,0
"A28-04","5",0,0,0,0,0,0,0,0
"A28-04","6",0,0,0,0,0,0,0,0
"A28-06","1",0,0,0,0,0,0,0,0
"A28-06","10",0,0,0,0,0,NA,NA,NA
"A28-06","2",0,0,0,0,0,0,0,0
"A28-06","3",0,0,0,0,0,0,0,0
"A28-06","4",0,0,0,0,0,0,0,0
"A28-06","5",0,0,0,0,0,0,1,0
"A28-06","6",0,0,0,0,0,0,0,0
"A28-06","7",0,0,0,0,0,0,0,0
"A28-06","8",0,0,0,0,0,0,0,0
"A28-08","1",0,0,0,0,0,0,0,0
"A28-08","2",0,0,0,0,0,0,0,0
"A28-08","3",0,0,0,0,0,0,0,0
"A28-08","4",0,0,0,0,0,0,0,0
"A28-08","5",0,0,0,0,0,0,0,0
"A28-08","7",0,0,0,0,0,0,1,1
"A28-09","1",0,0,0,0,0,0,0,0
"A28-09","2",0,0,0,0,0,0,0,0
"A28-09","3",0,0,0,0,0,0,0,0
"A28-09","4",0,0,0,0,0,0,0,0
"A28-09","5",0,0,0,0,0,0,0,0
"A28-09","6",0,0,0,0,0,0,0,0
"A28-10","1",0,0,0,0,0,0,0,0
"A28-10","2",0,0,0,0,0,0,0,0
"A28-10","3",0,0,0,1,0,0,0,0
"A28-10","4",0,0,0,0,0,0,0,0
"A28-10","5",1,0,0,0,0,0,1,0
"A28-10","6",0,0,0,1,0,1,0,0
"A28-10","7",0,0,0,0,1,0,0,0
"A28-12","1",NA,0,NA,NA,NA,NA,NA,0
"A28-12","10",NA,0,NA,NA,NA,NA,NA,NA
"A28-12","11",NA,0,NA,NA,NA,NA,NA,0
"A28-12","2",NA,0,NA,NA,NA,NA,NA,0
"A28-12","3",NA,0,NA,NA,NA,NA,NA,0
"A28-12","4",NA,0,NA,NA,NA,NA,NA,0
"A28-12","5",NA,0,NA,NA,NA,NA,NA,0
"A28-12","6",NA,0,NA,NA,NA,NA,NA,0
"A28-12","7",NA,0,NA,NA,NA,NA,NA,0
"A28-12","8",NA,0,NA,NA,NA,NA,NA,0
"A28-12","9",NA,0,NA,NA,NA,NA,NA,0
"A28-13","1",NA,0,NA,NA,NA,NA,NA,NA
"A28-13","10",NA,0,NA,NA,NA,NA,NA,NA
"A28-13","11",NA,0,NA,NA,NA,NA,NA,NA
"A28-13","2",NA,0,NA,NA,NA,NA,NA,NA
"A28-13","3",NA,0,NA,NA,NA,NA,NA,NA
"A28-13","4",NA,0,NA,NA,NA,NA,NA,NA
"A28-13","5",NA,0,NA,NA,NA,NA,NA,NA
"A28-13","6",NA,0,NA,NA,NA,NA,NA,NA
"A28-13","7",NA,0,NA,NA,NA,NA,NA,NA
"A28-13","8",NA,0,NA,NA,NA,NA,NA,NA
"A28-13","9",NA,0,NA,NA,NA,NA,NA,NA
"A28-14","1",0,0,0,0,0,0,0,0
"A28-14","10",0,0,0,0,0,0,0,0
"A28-14","2",0,0,0,0,0,0,0,0
"A28-14","3",0,0,0,0,0,0,0,0
"A28-14","4",0,0,0,0,0,0,0,0
"A28-14","5",0,0,0,0,0,0,0,0
"A28-14","6",0,0,0,0,0,0,0,0
"A28-14","7",0,0,0,0,0,0,0,0
"A28-14","8",0,0,0,0,0,0,0,0
"A28-14","9",0,0,0,0,0,0,0,0
"A29-01","1",0,0,0,0,0,0,0,0
"A29-01","2",0,0,0,0,0,0,0,0
"A29-01","3",0,0,0,0,0,0,0,0
"A29-01","4",0,0,0,0,0,0,0,0
"A29-01","5",0,0,0,0,0,0,0,0
"A29-01","6",0,0,0,0,0,0,0,0
"A29-01","7",0,0,0,0,0,0,0,0
"A29-02","1",0,0,0,0,0,0,0,0
"A29-02","2",0,0,0,0,0,0,0,0
"A29-02","3",0,0,0,0,0,0,0,0
