"transect","Site_N","Year","Macaca_sur","elevation","edge","P_forest","P_farmland","Shannon","edge_length"
"A33-14-7","A33-14",2020,0,-0.767677895733813,-0.482015389633884,-1.73040664755798,1.28673278005552,1.39433868771729,-0.0782925019127867
"A33-03-4","A33-03",2020,0,-0.688159924266037,0.0873836666269769,-1.79167179981481,0.0494245544383501,0.175152036997963,0.459091654882282
"A33-09-7","A33-09",2020,0,-0.760971799261456,0.363324254779629,-1.69202871167859,2.71922683507758,1.29636455524283,2.2843264660044
"A20-04-2","A20-04",2020,0,-0.0519595033958258,-0.665460688623728,1.07542703798206,-0.494465891102436,-1.46838787453833,-1.38680511467081
"B13-03-6","B13-03",2020,0,1.43242396788221,NA,0.794129137530508,-0.494465891102436,-0.569586207362375,NA
"A27-05-1","A27-05",2020,0,-0.763893893237707,-0.00893490773910422,-1.58416614718772,0.31476433488174,1.23190348755047,1.43531179656302
"A24-02-6","A24-02",2020,0,-0.592425173004261,-0.0721976464446521,0.258498269202136,0.0195150748091571,0.63168348236827,-0.235676739374172
"A36-05-6","A36-05",2020,0,-0.776655076223448,-0.480374588944268,-0.880960791061473,-0.494465891102436,1.06922354533562,-0.540122752584751
"A09-04-1","A09-04",2020,0,-0.73344248436351,-0.0600474750136816,-0.434082227346467,-0.355727912756924,1.41515621913829,1.35940278295523
"A20-02-9","A20-02",2020,0,-0.709394247006098,0.0226937678183829,0.616314032654592,-0.398591289792943,0.0184609400259893,0.155242576953433
"B30-01-8","B30-01",2020,0,1.50074418129455,NA,0.777961672719663,-0.494465891102436,-0.532052478322736,NA
"C30-02-5","C30-02",2020,0,2.62612802300438,NA,-0.998690552761985,2.86948744789828,1.20305725904342,NA
"C37-03-6","C37-03",2020,0,3.2533407980842,NA,-0.989940320021517,4.14127761278021,-0.0988726793262238,NA
"A10-03-2","A10-03",2020,0,-0.260904920648876,-0.379597535836541,-0.491821910526338,-0.00138715194759716,0.786541060621192,-0.638236045487663
"A18-02-9","A18-02",2020,0,-0.715718928767213,-0.348924554982074,-1.79167179981481,2.34938161584747,1.16590763873568,0.228005244845194
"B10-01-5","B10-01",2020,0,0.9781161618113,NA,0.920404969309635,-0.494465891102436,-0.89570827800665,NA
"B38-08-10","B38-08",2020,0,0.724764880905613,NA,0.744245613201165,-0.494465891102436,-0.456280388730482,NA
"A33-10-9","A33-10",2020,0,-0.743077272501725,-0.0431667120612316,-1.79167179981481,0.984210783448289,1.00609800974453,1.83954915158163
"A33-15-9","A33-15",2020,0,-0.755558736198786,0.215382413867564,-1.49689660595894,3.98518672116864,0.801611634156148,1.03283334947493
"A36-15-6","A36-15",2020,0,-0.710328161345284,-0.174925886793907,0.546529723387698,0.245637848493482,0.0301607451134524,-0.500632562707969
"A28-03-1","A28-03",2020,0,-0.500360102203162,0.722824655167985,-1.68886164611726,0.773523283699301,1.33909174291323,3.08173271005537
"A29-06-1","A29-06",2020,0,-0.654369515684394,0.294963317372564,-1.79167179981481,1.75101443462296,1.0624409558194,1.84724447450359
"A01-02-5","A01-02",2020,0,-0.400116171354865,0.365090329008699,0.56891317649987,-0.32471618798718,0.0220607663099752,-0.0879092015332281
"A39-04-5","A39-04",2020,0,-0.754461130905387,4.56759633783459,-1.79167179981481,1.43758149766101,0.585070061785115,0.590106303844075
"A34-31-3","A34-31",2021,0,-0.765578806659391,-0.240719042428999,0.980493529081378,-0.494465891102436,-1.09450753363373,-0.958629740867285
"A33-09-2","A33-09",2021,0,-0.761007631541218,0.0491574300008652,-1.79167179981481,5.31257308152009,-0.491024329677635,0.384811978329847
