"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"chg",25.3015198244391,22.9272348402675,-13.7129073650069,9.03791031066083,23.3355508870666,38.1322807164943,77.7317303788473,1.09026954465846,37
"deviance",1133.3339751892,113.997427882028,1071.51311991387,1101.80566420489,1120.19501128841,1145.46950478981,1228.55348811116,1.03896719232557,60
"ind[1]",100,5.30235464597607e-15,100,100,100,100,100,1,1
"ind[2]",102.114125726542,15.9801682990863,78.7224427592801,93.0810965617417,101.836013367175,109.996974079201,126.922217530898,1.02163130675397,110
"ind[3]",101.688854288589,19.4043143977968,68.3370682488632,88.3000612368627,101.063138451146,113.954312485454,137.280710968624,1.02398850504076,92
"ind[4]",112.846458708189,19.9971800872934,76.9620606242643,98.3569229022252,113.072357998853,126.335803642587,151.162241714525,1.03133344759277,78
"ind[5]",123.722184221744,22.75403928578,86.0712240051967,107.579971792743,123.211577004156,137.670880911542,164.391704237275,1.01803942296885,130
"ind[6]",134.98070448026,22.1357141454567,96.2017825976634,118.765577447174,133.698025845221,150.164371576885,180.610989010309,1.01229265565167,2100
"ind[7]",145.525442431131,25.1452764835351,102.907742718896,128.443817272456,142.848641846001,160.937424432795,198.839658356523,1.00958688628999,790
"ind[8]",152.941031264425,29.5923398800335,104.842870899672,130.152296390127,149.696747740002,172.671454147678,216.764182017036,1.02558030507417,240
"sd[1]",0.173705107336398,0.13723591056989,0.0585553886629952,0.0989690821175386,0.141018484893675,0.203466461784933,0.486293783049715,1.00330837581344,800
"sd[2]",1.61158356105435,0.211706574885824,1.20789763440207,1.48335777820794,1.60485083768709,1.7429882465148,2.03509017347558,1.15255620355755,25
"sd[3]",0.130065835010457,0.0507312542476928,0.0703589495924472,0.0950877395534439,0.117022081364677,0.154501326185509,0.248243444101792,1.19592747718719,15
"st[1]",-0.690950749526665,1.27542928522966,-3.472049467734,-1.49323261397068,-0.579696928851071,0.235714540370153,1.46355662943472,1.00936428943852,320
"st[2]",1.92585739988108,0.727418972029051,0.308214947987607,1.49354252065121,1.99779308207447,2.43279806562608,3.15867916316339,1.13329679166813,20
"st[3]",-0.468063022307905,1.39634391187604,-3.39907004232386,-1.38730884721197,-0.40289204894181,0.529244377769242,2.08468545644719,1.00318697562271,1500
"st[4]",-0.875934224599684,1.23898877830155,-3.48093220951799,-1.70872897394312,-0.809381719614252,0.00493423449192375,1.35192369946112,1.03108336204301,73
"st[5]",-0.269259881190752,1.44680634669174,-3.25390567953513,-1.24181013483976,-0.225351534201096,0.698398815100697,2.45817137014645,1.00451052072274,7500
"st[6]",-0.423747486631411,1.40404537623018,-3.2916318622292,-1.31826869459034,-0.383261698306553,0.547321038356033,2.18881031797768,1.01213570240775,300
"st[7]",-0.741035048132781,1.31401826734092,-3.50565507044809,-1.57772897904296,-0.674369086479015,0.195554165615466,1.54672139917335,1.02514772727062,890
