Altitude,S_all_X,S_all_Y
25,121.43718,25.20718
38,121.44218,25.20782
29,121.44465,25.21352
36,121.44188,25.21134
24,121.43897,25.21174
24,121.43705,25.21002
21,121.43569,25.21294
4,121.43321,25.2148
76,121.46381,25.16765
90,121.4673,25.16649
110,121.47075,25.16533
118,121.47266,25.16332
157,121.47702,25.16229
128,121.47442,25.16602
170,121.47944,25.16707
233,121.48093,25.1656
5,121.42415,25.18155
5,121.42276,25.1772
32,121.42959,25.17851
9,121.42669,25.18117
29,121.42794,25.18596
26,121.43429,25.18417
4,121.43006,25.19146
7,121.42488,25.18807
6,121.42266,25.18499
6,121.41893,25.18531
87,120.48923,23.47493
119,120.49134,23.47488
93,120.49328,23.47423
106,120.49364,23.47627
80,120.4956,23.47616
84,120.49745,23.47505
90,120.49103,23.47302
64,120.48927,23.47229
65,120.48723,23.47309
142,121.53474,25.12917
252,121.53558,25.13196
292,121.53583,25.1332
305,121.53451,25.13485
293,121.5355,25.13705
309,121.53839,25.13883
296,121.5406,25.14014
301,121.54066,25.1312
347,121.54179,25.13201
244,121.53963,25.13043
13,121.61306,25.04689
10,121.6125,25.04502
11,121.6126,25.04261
25,121.6106,25.04072
14,121.61438,25.04027
21,121.61577,25.03747
2371,121.30485,24.22789
2400,121.30464,24.21515
2409,121.30314,24.21121
2474,121.30446,24.20515
2507,121.29869,24.20387
2487,121.29637,24.20264
2471,121.30221,24.20469
2413,121.30591,24.2123
2351,121.30571,24.22408
528,121.18104,22.87116
570,121.17935,22.87244
637,121.17734,22.87379
696,121.17706,22.87566
866,121.17685,22.8808
1130,121.18092,22.88678
817,120.73181,22.74275
875,120.73019,22.74439
785,120.73153,22.74716
723,120.72828,22.74927
670,120.72858,22.75144
655,120.72764,22.75317
717,120.72612,22.7502
42,120.39372,22.54451
57,120.38943,22.54506
53,120.38724,22.53912
59,120.38395,22.53389
54,120.3916,22.53354
53,120.38972,22.53662
54,120.39264,22.53866
54,120.39426,22.54132
62,120.39672,22.54399
68,120.39552,22.55382
63,120.64,24.14361
66,120.64417,24.14444
67,120.64639,24.14417
68,120.64505,24.14612
71,120.64529,24.14965
73,120.64,24.155
66,120.63893,24.14911
11,121.71298,25.10077
25,121.7118,25.10686
36,121.71268,25.11326
44,121.71045,25.11629
125,121.71244,25.12131
138,121.70986,25.12479
2,121.51704,25.05985
2,121.51475,25.06194
2,121.51522,25.06414
2,121.51611,25.06661
3,121.51553,25.07019
2,121.51206,25.06817
2,121.51289,25.06536
2,121.51047,25.05867
5,121.53091,25.03916
5,121.5325,25.04129
2,121.52827,25.04168
3,121.52364,25.04134
5,121.52267,25.03769
6,121.52216,25.03575
6,121.52042,25.03662
6,121.51926,25.0347
6,121.52161,25.03344
6,121.52313,25.03456
4,121.50297,25.02724
6,121.50411,25.02443
5,121.50353,25.02274
7,121.50339,25.02091
5,121.50432,25.01847
5,121.50644,25.02039
7,121.50774,25.0217
5,121.51076,25.02264
8,121.50595,25.02283
4,121.50619,25.02448
42,121.22623,25.0475
42,121.22825,25.04772
45,121.22719,25.04494
46,121.22836,25.04367
46,121.23047,25.04389
45,121.23325,25.04383
48,121.23672,25.04258
50,121.23725,25.04042
52,121.23867,25.0375
10,121.52466,25.02002
6,121.52244,25.01988
7,121.52011,25.02043
6,121.52344,25.01809
4,121.52434,25.01534
5,121.52637,25.01263
9,121.52917,25.01052
3,121.53198,25.00958
5,121.53338,25.00701
5,121.53484,25.00443
6,121.53523,25.00165
6,121.53512,24.99858
8,121.53535,24.99636
10,121.5367,24.99469
9,121.53368,25.0165
10,121.53673,25.01718
10,121.53833,25.01722
9,121.54214,25.01841
10,121.54385,25.01986
9,121.54008,25.0195
9,121.5372,25.0209
10,121.54001,25.01626
39,120.81573,24.57669
35,120.81725,24.5784
35,120.81849,24.58011
34,120.81819,24.58236
32,120.81806,24.58485
35,120.81583,24.58464
231,120.73506,24.35915
282,120.73319,24.36018
335,120.73126,24.36081
388,120.73086,24.36255
454,120.72928,24.36405
474,120.72962,24.36611
131,120.9414,24.57844
123,120.93999,24.58004
124,120.93789,24.57964
101,120.93648,24.58097
122,120.93424,24.58169
112,120.9324,24.58255
15,120.39847,23.62571
15,120.39617,23.62465
13,120.39106,23.62441
14,120.38801,23.62394
15,120.38344,23.62408
15,120.38331,23.62719
16,120.38477,23.63222
15,120.38818,23.63205
14,120.39233,23.62996
16,120.39533,23.62935
34,120.50031,23.70236
34,120.49836,23.70185
33,120.49662,23.7014
33,120.49461,23.70105
32,120.4917,23.69869
31,120.49035,23.69691
32,120.48928,23.70174
31,120.48703,23.70225
29,120.48537,23.70579
31,120.49004,23.70667
142,121.37041,24.98962
171,121.37186,24.99107
206,121.37428,24.99163
249,121.37753,24.991
260,121.37843,24.99225
277,121.37733,24.99376
286,121.37494,24.99361
283,121.37459,24.99589
330,121.24542,24.76288
369,121.24735,24.76249
388,121.2475,24.75972
322,121.24278,24.76222
374,121.24222,24.75972
408,121.24861,24.75833
445,121.24944,24.75667
481,121.25111,24.75583
540,121.25139,24.75278
606,121.24916,24.75084
57,120.60409,23.94082
100,120.60937,23.94074
58,120.60439,23.93945
64,120.60616,23.93688
77,120.60754,23.93746
70,120.60765,23.9353
50,120.60516,23.93441
38,120.60077,23.94049
94,120.60809,23.94229
126,120.56884,24.05863
109,120.56713,24.0596
125,120.56696,24.06164
115,120.56504,24.06225
146,120.56507,24.06066
111,120.56265,24.06161
517,121.77191,24.86902
509,121.77419,24.86955
519,121.77355,24.87256
537,121.77699,24.87291
547,121.7754,24.87459
474,121.76909,24.87238
466,121.76855,24.87014
442,121.76591,24.87327
448,121.76603,24.87121
440,121.76356,24.87072
156,121.8163,25.11127
141,121.81963,25.11121
103,121.82148,25.11029
92,121.81981,25.10974
70,121.82224,25.10846
85,121.82351,25.10994
78,121.82371,25.10697
98,121.82769,25.10946
126,121.83025,25.11214
142,121.83299,25.11185
287,121.51008,25.2207
243,121.50629,25.22361
201,121.50383,25.22533
197,121.50109,25.22758
194,121.49922,25.22853
179,121.49667,25.23022
152,121.49502,25.23314
140,121.4936,25.23481
134,121.49166,25.23756
91,121.48503,25.24294
4,120.5236,22.42368
1,120.52153,22.4207
1,120.52033,22.41897
1,120.51945,22.41727
3,120.51943,22.41515
2,120.52232,22.41475
1,120.52487,22.41618
2,120.52652,22.4172
1,120.52668,22.42124
2,120.52525,22.42202
402,121.42682,25.14045
408,121.42795,25.13886
411,121.42945,25.13723
416,121.42922,25.13542
413,121.42886,25.13348
415,121.42724,25.1322
80,120.98026,24.67943
73,120.98222,24.68222
93,120.98427,24.68576
85,120.98333,24.68834
109,120.98278,24.685
133,120.97945,24.68473
128,120.97611,24.68834
98,120.97277,24.69084
105,120.97399,24.68838
138,120.97663,24.69132
533,121.23602,24.68103
551,121.23722,24.67945
572,121.23611,24.6775
598,121.23555,24.675
624,121.23389,24.67361
669,121.23139,24.67166
720,121.2325,24.66833
1193,120.74719,23.6785
1158,120.74271,23.67664
1115,120.73889,23.67877
1094,120.73578,23.67748
1051,120.73287,23.67814
1044,120.73072,23.67894
1038,120.72824,23.68098
405,121.72663,24.82145
395,121.72731,24.82343
362,121.72935,24.82145
361,121.73142,24.82547
341,121.73277,24.82372
291,121.73481,24.82248
14,120.35319,23.66071
14,120.34752,23.66123
15,120.34766,23.66358
14,120.35077,23.66301
14,120.35305,23.66484
14,120.35606,23.6658
14,120.35279,23.6672
14,120.3494,23.66897
14,120.34934,23.66685
14,120.35656,23.66001
7,121.51126,25.03209
6,121.50884,25.03134
6,121.50794,25.03291
7,121.5097,25.03176
7,121.51397,25.02998
7,121.51126,25.02966
93,121.57674,25.0298
142,121.57654,25.0281
94,121.57296,25.02779
179,121.57588,25.02663
152,121.5801,25.02517
98,121.58066,25.02909
17,121.92678,25.00959
29,121.92718,25.00731
59,121.92983,25.00001
77,121.92842,24.99806
108,121.92681,24.99525
137,121.92523,24.99407
42,121.92791,25.00419
49,121.92936,25.00155
23,121.92502,24.96998
191,121.92479,24.99202
114,121.92599,24.97404
240,121.92528,24.98674
234,121.92666,24.97707
295,121.92706,24.97889
284,121.92551,24.98342
235,121.92509,24.98953
2,120.4675,22.48
2,120.47222,22.48
1,120.47417,22.47833
2,120.47639,22.47917
3,120.47694,22.48306
3,120.47389,22.48139
3,120.47111,22.48472
1,120.49223,22.43945
1,120.49139,22.43778
1,120.49083,22.43611
0,120.48944,22.43444
0,120.49006,22.43284
2,120.49694,22.43333
1,120.49639,22.43556
555,120.83722,24.06056
503,120.83813,24.05879
453,120.84031,24.0577
420,120.84219,24.05633
397,120.8447,24.05442
431,120.84425,24.05678
486,120.8447,24.05891
548,120.84433,24.06076
590,120.84257,24.06006
226,120.78994,23.99399
252,120.78925,23.99579
254,120.78742,23.99763
269,120.78531,23.99863
290,120.78303,24.00124
309,120.78066,24.00126
323,120.7793,24.00298
336,120.77785,24.00428
348,120.77641,24.0056
374,120.77494,24.00783
541,120.81148,23.932
585,120.80897,23.92972
600,120.80796,23.92706
601,120.80888,23.92537
648,120.81408,23.9263
668,120.8154,23.92354
640,120.8115,23.92598
666,120.81389,23.92899
606,120.81373,23.93236
203,120.77478,23.93196
254,120.77436,23.92909
261,120.77682,23.92886
234,120.77233,23.9284
192,120.76801,23.92864
196,120.76949,23.92731
224,120.76779,23.93037
1496,120.91486,23.54503
1525,120.91342,23.54339
1533,120.91053,23.5425
1540,120.90806,23.54097
1575,120.90545,23.53875
1580,120.90858,23.53758
1599,120.91258,23.53572
1618,120.91375,23.53336
1631,120.91164,23.52986
6,121.44016,25.00535
6,121.43914,25.00277
6,121.43868,24.99904
6,121.43871,24.99601
7,121.44051,25.00057
7,121.4447,24.99894
135,121.30556,25.05132
173,121.30781,25.05054
181,121.30979,25.05108
163,121.31349,25.05179
206,121.31629,25.0512
232,121.321,25.05412
45,120.46052,22.83581
57,120.45806,22.83572
79,120.45525,22.8344
102,120.45215,22.83349
96,120.45083,22.83175
78,120.4491,22.82925
66,120.44783,22.82495
56,120.45039,22.82395
53,120.45429,22.82524
41,120.45808,22.82309
578,121.5475,25.15917
649,121.55,25.16083
756,121.5525,25.16361
776,121.55694,25.16222
832,121.55528,25.16444
856,121.5575,25.16361
45,121.78056,24.45056
32,121.78139,24.4525
23,121.78299,24.45396
20,121.78944,24.45167
17,121.7925,24.45333
15,121.79361,24.45083
15,121.79583,24.44861
15,121.79833,24.44806
23,121.80047,24.44666
10,121.80361,24.44639
165,120.68568,24.28035
167,120.6876,24.28015
172,120.69016,24.27986
171,120.69102,24.2815
175,120.6933,24.28
179,120.69556,24.27954
180,120.69883,24.28015
174,120.69594,24.22586
176,120.69617,24.22794
173,120.69078,24.22856
175,120.69289,24.22978
176,120.69044,24.23197
173,120.68972,24.23019
171,120.68875,24.22839
108,121.69159,24.78431
126,121.68787,24.78536
158,121.67974,24.78536
245,121.67767,24.78645
156,121.67686,24.78495
170,121.67231,24.78459
10,120.32,23.56856
10,120.32399,23.56723
9,120.31754,23.56757
9,120.32165,23.56539
9,120.31943,23.56354
9,120.32621,23.56112
618,120.89322,23.91331
627,120.892,23.91479
647,120.89081,23.9166
682,120.89078,23.91932
634,120.88912,23.91739
678,120.88371,23.91856
935,121.12818,23.97454
920,121.12938,23.97623
907,121.13112,23.97511
918,121.13384,23.9749
1003,121.13223,23.97812
1050,121.13553,23.97909
1041,121.13258,23.98122
1036,121.13071,23.98348
1027,121.13169,23.98596
1013,121.13021,23.98809
218,120.76192,24.16983
264,120.76778,24.17094
323,120.77093,24.17439
438,120.78307,24.17309
474,120.78782,24.17335
383,120.78539,24.17644
536,120.92575,24.30633
582,120.92908,24.30564
622,120.93197,24.30731
639,120.93064,24.30428
664,120.92747,24.30372
710,120.93191,24.30278
720,120.93264,24.30425
762,120.93547,24.306
833,120.93464,24.30228
287,120.59983,24.20439
291,120.60014,24.2065
293,120.60069,24.20919
307,120.59794,24.21019
301,120.59575,24.20928
297,120.59494,24.20717
301,120.59739,24.206
304,120.59736,24.20811
207,120.75228,24.16211
247,120.75731,24.16022
265,120.76039,24.16158
260,120.76381,24.16136
307,120.76839,24.16564
312,120.76928,24.16276
234,120.76604,24.15916
207,120.75936,24.15759
43,120.46905,23.46235
37,120.47325,23.46224
46,120.48223,23.45936
49,120.48184,23.46197
84,120.48514,23.47407
86,120.48277,23.46978
80,120.48715,23.47506
115,120.49115,23.47822
74,120.47734,23.47342
78,120.47624,23.46821
74,120.59504,23.77876
77,120.59878,23.78083
77,120.59991,23.78328
77,120.59772,23.78239
71,120.5965,23.78391
74,120.59444,23.78363
74,120.59203,23.78312
73,120.58982,23.78174
76,120.59215,23.78005
79,120.5968,23.77975
152,120.62379,23.73042
175,120.62611,23.72013
167,120.62561,23.72293
157,120.62795,23.72439
159,120.62842,23.72712
167,120.63024,23.72876
187,120.63398,23.72525
239,120.63331,23.72888
204,120.63769,23.72143
272,120.64109,23.72329
104,120.61657,23.75152
97,120.61768,23.75486
121,120.62028,23.75376
138,120.62226,23.7538
93,120.61668,23.75687
105,120.62064,23.75885
122,120.62159,23.75615
133,120.62353,23.75673
156,120.62477,23.75511
1109,120.69366,22.95944
847,120.68824,22.96592
907,120.68993,22.96481
944,120.69191,22.96461
1008,120.69338,22.96294
1073,120.69374,22.96129
258,120.66986,22.89316
176,120.67296,22.89275
254,120.67681,22.89564
325,120.67936,22.89796
355,120.68228,22.8951
402,120.68462,22.89226
54,120.53621,22.85675
58,120.53974,22.85508
64,120.54676,22.85348
57,120.5415,22.86436
55,120.53925,22.86478
55,120.53946,22.86243
61,120.54498,22.85725
57,120.53995,22.85788
51,120.53439,22.86616
182,120.57158,23.4511
185,120.57343,23.45061
192,120.57699,23.44916
193,120.5758,23.45135
196,120.57976,23.45038
200,120.58187,23.44954
199,120.58108,23.44752
204,120.58435,23.44804
215,120.58693,23.44743
198,120.5845,23.44301
242,120.60776,23.43936
234,120.60752,23.43973
245,120.60002,23.44068
289,120.60204,23.44266
322,120.60537,23.44066
332,120.60386,23.44214
351,120.60489,23.44159
362,120.60593,23.44332
385,120.60716,23.44442
422,120.60936,23.44414
108,120.43384,23.08994
94,120.4374,23.0892
103,120.43258,23.08754
88,120.43358,23.08686
95,120.43484,23.085
87,120.43085,23.08989
103,120.4295,23.08862
82,120.42857,23.09017
85,120.42747,23.08846
92,120.42978,23.08119
133,120.7207,24.17404
126,120.72099,24.16691
134,120.72735,24.16661
135,120.73268,24.16455
139,120.73106,24.16907
146,120.73289,24.1717
159,120.73541,24.17645
145,120.73002,24.17366
135,120.72534,24.16958
146,120.72718,24.17585
146,120.88415,22.45306
148,120.88157,22.45095
143,120.87928,22.44892
160,120.87822,22.44636
173,120.87646,22.44367
198,120.87472,22.44375
241,120.87515,22.43995
255,120.87558,22.43778
284,120.87794,22.43608
292,120.87893,22.43417
244,120.77285,24.05806
262,120.77483,24.05698
261,120.77537,24.05486
276,120.77741,24.05229
291,120.78024,24.05101
322,120.7841,24.04827
317,120.7861,24.04744
338,120.78802,24.04573
437,120.79047,24.04757
437,120.79349,24.04636
181,120.72747,24.02131
218,120.73348,24.01922
249,120.73522,24.0174
255,120.73792,24.01735
273,120.74327,24.017
380,120.75651,24.01944
388,120.75912,24.01943
386,120.76114,24.01888
388,120.76333,24.01887
395,120.76553,24.01867
5,121.51389,25.04013
5,121.5149,25.04176
4,121.51532,25.04315
4,121.51711,25.04108
5,121.5207,25.04035
6,121.51818,25.03697
6,121.04386,25.02004
7,121.04095,25.01738
7,121.04333,25.01725
7,121.046,25.01939
5,121.04215,25.01589
2,121.03756,25.01733
3,121.03359,25.01498
2,121.03466,25.01797
4,121.03494,25.01995
4,121.0316,25.01609
86,121.16141,25.01855
89,121.16129,25.01704
90,121.16086,25.01546
93,121.16043,25.01401
96,121.16145,25.01125
93,121.1631,25.00908
95,121.16434,25.0067
98,121.16467,25.00408
98,121.16478,25.00241
100,121.16542,25.00095
2067,121.38563,24.18338
2075,121.38964,24.18224
2127,121.39257,24.18336
2116,121.39364,24.18163
2174,121.40056,24.18163
2198,121.40284,24.18065
2227,121.39665,24.18066
2266,121.3896,24.17834
2315,121.38409,24.17519
2364,121.37999,24.17246
102,121.33052,23.38345
100,121.33285,23.38437
98,121.3354,23.38397
99,121.3374,23.38309
100,121.33694,23.38106
100,121.33619,23.3781
101,121.33581,23.37558
104,121.33525,23.37286
95,121.59793,24.17195
124,121.59011,24.17008
169,121.58319,24.17623
236,121.57587,24.171
286,121.57529,24.16903
347,121.57122,24.17185
220,121.38009,23.60924
225,121.37914,23.61036
233,121.37734,23.61129
238,121.37565,23.61223
247,121.37417,23.61329
256,121.37232,23.61324
263,121.37056,23.61245
254,121.37191,23.61111
246,121.37335,23.6099
241,121.37416,23.60853
356,121.51913,24.17794
387,121.51286,24.17769
452,121.51431,24.17829
428,121.51623,24.1774
415,121.50803,24.17907
415,121.50802,24.17907
152,121.33858,23.29603
153,121.33807,23.29529
146,121.33582,23.29542
149,121.33623,23.29306
152,121.33436,23.29529
166,121.33543,23.29079
170,121.33813,23.28957
180,121.33986,23.28738
174,121.34031,23.28436
173,121.34092,23.28251
38,121.54489,23.90017
40,121.54251,23.90006
43,121.54128,23.90159
42,121.54336,23.90294
45,121.53725,23.904
44,121.53475,23.90311
41,121.53251,23.90121
39,121.53295,23.89879
37,121.53359,23.89613
34,121.53492,23.89199
481,121.39497,23.71189
527,121.37196,23.71467
484,121.39112,23.71145
489,121.38784,23.71181
491,121.38471,23.71299
503,121.38277,23.71083
505,121.37998,23.71104
509,121.37789,23.71241
509,121.37631,23.71377
519,121.37421,23.71411
45,121.49939,23.86603
40,121.49547,23.86272
43,121.48926,23.86082
51,121.48257,23.85621
50,121.48039,23.85317
56,121.47773,23.84949
73,121.47526,23.84653
96,121.47308,23.84565
99,121.47259,23.84421
127,121.46904,23.84186
141,121.35119,23.476
147,121.349,23.47738
150,121.3479,23.4798
153,121.3451,23.47972
157,121.3438,23.48126
175,121.3416,23.48378
216,121.3404,23.48572
66,121.61733,24.15625
98,121.62176,24.15919
63,121.62358,24.15728
57,121.64069,24.15003
71,121.6169,24.16004
145,121.60509,24.15839
102,121.44315,23.75139
113,121.43719,23.75316
110,121.43789,23.75563
136,121.43767,23.75931
120,121.43485,23.7578
124,121.43304,23.75752
133,121.42954,23.75682
161,121.42614,23.75482
200,121.42315,23.75443
262,121.42525,23.75189
30,121.6034,24.06929
26,121.60426,24.07137
20,121.60549,24.07645
20,121.60691,24.0777
17,121.61034,24.08303
18,121.6114,24.08615
17,121.61266,24.08966
402,121.42495,24.00279
358,121.4271,24.00184
360,121.43144,23.99972
382,121.43326,23.9992
346,121.43708,23.99686
328,121.44109,23.99472
322,121.44582,23.99326
307,121.44702,23.99174
270,121.45069,23.98898
235,121.45467,23.98701
2384,121.36187,24.17969
2263,121.34406,24.188
2331,121.34228,24.18542
2366,121.33862,24.18711
2403,121.3393,24.18755
2430,121.3263,24.18474
160,121.3515,23.35084
150,121.34964,23.34958
166,121.35104,23.34826
142,121.34965,23.34522
128,121.34578,23.3446
125,121.34372,23.34539
126,121.34221,23.34326
128,121.34053,23.34091
963,121.48485,24.19028
972,121.48093,24.19264
977,121.4773,24.19599
961,121.47293,24.19867
970,121.46863,24.19954
1027,121.46119,24.20096
1064,121.45854,24.20401
1095,121.45206,24.20275
1116,121.45129,24.20656
583,121.49213,24.1984
645,121.48775,24.20451
685,121.48816,24.2099
689,121.48566,24.21084
734,121.48353,24.21474
802,121.48737,24.2085
853,121.48585,24.20252
868,121.48696,24.20044
906,121.48427,24.20291
140,121.50586,23.92487
142,121.50691,23.92222
165,121.51002,23.92218
142,121.51361,23.92398
149,121.51257,23.93331
138,121.5099,23.93693
140,121.50674,23.93385
93,121.47843,23.69952
94,121.47771,23.6978
97,121.47655,23.69536
98,121.47542,23.69327
99,121.47437,23.69128
98,121.47347,23.68981
99,121.47239,23.68763
100,121.47037,23.68519
101,121.46884,23.68371
103,121.46717,23.68236
402,120.94967,24.06863
411,120.94878,24.07123
432,120.94608,24.07058
409,120.94585,24.06772
433,120.94466,24.07011
469,120.9428,24.07213
567,120.94089,24.07346
2053,121.11333,24.50218
2136,121.11184,24.50352
2189,121.10656,24.50036
2225,121.10374,24.49859
2267,121.10163,24.49726
2288,121.10088,24.49454
2307,121.09678,24.49338
2335,121.09472,24.49426
25,121.73719,24.79249
25,121.73958,24.7921
20,121.74263,24.79288
20,121.743,24.79627
32,121.74316,24.79847
24,121.73914,24.79989
49,121.73987,24.80238
63,121.74062,24.80057
566,121.72609,24.96818
552,121.72703,24.96657
556,121.72796,24.96535
509,121.72789,24.96275
469,121.72977,24.96203
471,121.7318,24.96138
374,121.7359,24.95815
326,121.73629,24.95718
337,121.73699,24.9559
345,121.73706,24.95401
5,120.07947,23.05897
6,120.07756,23.05672
6,120.07586,23.05439
2,120.07417,23.05211
4,120.06731,23.04203
2,120.07028,23.04475
9,120.07425,23.04336
1,120.0765,23.04006
124,120.49177,23.55509
127,120.48679,23.55502
116,120.48455,23.55702
128,120.48688,23.55245
94,120.48458,23.5597
68,120.48697,23.56078
32,120.45661,23.43979
32,120.46004,23.44104
32,120.45936,23.43855
27,120.45751,23.43524
32,120.46116,23.43566
32,120.46279,23.43652
36,120.46011,23.44326
33,120.45816,23.44283
36,120.46341,23.44211
35,120.46279,23.44042
255,120.61363,23.32999
266,120.6145,23.33232
279,120.61577,23.33543
289,120.6164,23.33841
312,120.61668,23.34064
335,120.61678,23.34289
344,120.61615,23.34532
362,120.61644,23.34741
321,120.61864,23.34913
343,121.16336,24.87226
297,121.16252,24.8703
286,121.16168,24.86862
258,121.16195,24.86641
229,121.16169,24.86473
226,121.16139,24.86251
350,121.14965,24.74984
301,121.14704,24.74956
253,121.14704,24.74748
216,121.14368,24.74746
194,121.1393,24.74704
286,121.14639,24.74567
285,121.14881,24.74681
312,121.15098,24.74589
1642,121.36739,24.40298
1622,121.3668,24.40639
1593,121.36532,24.40376
1585,121.36358,24.40494
1567,121.3614,24.40356
1540,121.3599,24.40645
1528,121.35654,24.4059
1504,121.35875,24.40794
1482,121.35987,24.41044
1501,121.35864,24.41202
1790,121.33127,24.361
1816,121.33429,24.36283
1816,121.33691,24.36362
1834,121.33792,24.36756
1852,121.33989,24.3689
1838,121.33975,24.37165
1845,121.33837,24.37325
1852,121.33661,24.37356
1867,121.33552,24.37565
1893,121.33768,24.37709
1884,121.30461,24.38575
1891,121.30533,24.38386
1898,121.30646,24.38206
1907,121.30633,24.38003
1960,121.30418,24.38049
1977,121.30361,24.38236
1999,121.30271,24.38444
2037,121.30106,24.38288
2088,121.30062,24.38514
1708,121.30786,24.34939
1710,121.30952,24.35144
1717,121.31084,24.35343
1730,121.31207,24.35544
1729,121.31208,24.35812
1740,121.31109,24.36041
1748,121.31097,24.36256
1752,121.31053,24.3646
1951,121.30915,24.40685
1957,121.30773,24.4051
1994,121.30633,24.40306
2028,121.30438,24.40459
2152,121.3039,24.40683
2206,121.3054,24.40761
2229,121.30373,24.40907
2211,121.30286,24.41133
3026,121.27953,24.38999
3124,121.2771,24.39037
3133,121.27524,24.38931
3188,121.27234,24.38897
3166,121.26914,24.38901
3160,121.26713,24.38918
3159,121.26449,24.38939
3147,121.26219,24.38987
3170,121.25972,24.38985
3188,121.25697,24.38995
3166,121.25489,24.39147
3168,121.254,24.39304
3281,121.25111,24.39358
3344,121.24758,24.39398
3347,121.24569,24.39446
3327,121.24316,24.39339
3410,121.24132,24.39206
3460,121.23985,24.39042
3534,121.23775,24.38911
3604,121.23596,24.38771
3677,121.236,24.38588
3788,121.23428,24.38409
2,120.31816,23.93663
3,120.31592,23.93694
2,120.31386,23.93727
2,120.31181,23.93752
2,120.30982,23.93783
1,120.30786,23.93822
2,120.30587,23.93859
2,120.30459,23.93983
112,121.28407,24.96982
115,121.28553,24.96677
117,121.28788,24.9626
116,121.28903,24.96658
114,121.28895,24.96858
113,121.28994,24.97052
23,120.22274,22.99492
22,120.22299,22.99674
22,120.21948,22.9949
21,120.21939,22.99703
21,120.21983,22.99932
20,120.21751,22.99738
20,120.21647,22.99834
20,120.21731,22.99991
19,120.2159,23.00031
18,120.2158,23.00209
95,120.37052,23.01806
77,120.3696,23.01574
87,120.37039,23.01095
86,120.37218,23.01213
109,120.37343,23.0135
110,120.3754,23.01406
103,120.3755,23.01593
92,120.37589,23.0178
121,120.37407,23.01718
124,120.37265,23.01558
215,121.11332,22.82178
221,121.1121,22.82475
241,121.10977,22.82638
246,121.11135,22.82797
130,121.11488,22.82645
226,121.10803,22.82377
203,121.11023,22.82145
213,121.09685,22.81245
230,121.0984,22.81565
222,121.10052,22.81683
262,121.10008,22.82083
225,121.09752,22.81795
167,121.09592,22.82113
131,121.0924,22.82032
122,121.09192,22.81515
1349,120.92487,24.24515
1386,120.92656,24.24366
1387,120.92845,24.24403
1407,120.93045,24.2453
1409,120.93147,24.24483
1513,120.9348,24.24593
1538,120.93342,24.24771
1544,120.93471,24.24753
1552,120.93553,24.24652
235,120.77128,24.09559
237,120.7782,24.09264
252,120.7816,24.09282
261,120.78416,24.08956
283,120.7897,24.08812
282,120.78609,24.08715
276,120.78795,24.08553
220,120.73269,23.83717
216,120.73519,23.83578
222,120.74022,23.83517
234,120.73975,23.83753
213,120.74547,23.83606
205,120.74892,23.83481
206,120.74494,23.83353
3,120.53225,24.22928
4,120.53378,24.23028
4,120.53675,24.23056
4,120.53803,24.22894
4,120.53625,24.22756
3,120.53392,24.22639
13,120.32707,23.3536
14,120.32986,23.35601
13,120.32776,23.35758
14,120.329,23.35928
14,120.33077,23.36105
15,120.33467,23.36097
14,120.33385,23.35782
15,120.33862,23.35987
15,120.33832,23.35731
14,120.33458,23.35367
16,120.33756,23.32774
16,120.33975,23.32917
17,120.34377,23.32728
18,120.34664,23.32888
16,120.34158,23.33091
17,120.34555,23.33209
17,120.34658,23.33382
16,120.3419,23.33465
15,120.33789,23.33373
15,120.33681,23.33203
456,121.57343,25.18479
431,121.57323,25.18646
388,121.57504,25.18779
408,121.57067,25.18715
390,121.57161,25.1892
367,121.57235,25.19102
356,121.57025,25.19011
336,121.56887,25.19153
387,121.56868,25.18863
420,121.56847,25.18659
113,120.46539,22.88523
100,120.46232,22.88261
104,120.45949,22.88873
108,120.44993,22.89033
95,120.45348,22.89507
122,120.46845,22.89731
29,120.84302,22.01706
51,120.84893,22.02035
63,120.85324,22.02177
89,120.85562,22.02271
152,120.85581,22.02573
55,120.84713,22.02557
34,120.84424,22.02213
7,120.84603,21.98898
37,120.83792,21.98409
1,120.84069,21.98686
12,120.84081,21.99075
6,120.83637,21.99137
4,120.83211,21.99091
1,120.83271,21.98816
77,120.80221,21.98324
56,120.80449,21.98547
39,120.80304,21.98904
46,120.80569,21.99334
21,120.80608,22.00134
24,120.80742,22.00421
182,120.82468,21.96288
195,120.82241,21.95935
202,120.81855,21.95604
197,120.8221,21.95655
138,120.82561,21.95392
183,120.82316,21.95324
18,120.78504,21.95585
26,120.78907,21.95325
20,120.79449,21.95133
10,120.79842,21.94945
18,120.78767,21.94686
13,120.78432,21.94804
68,120.72969,21.95109
119,120.7217,21.95219
108,120.72102,21.94431
65,120.71777,21.95388
10,120.7131,21.9525
14,120.71276,21.9485
74,120.73106,21.94506
99,120.73514,24.11067
127,120.73703,24.10961
166,120.73919,24.10989
186,120.74014,24.11218
235,120.74016,24.11144
268,120.74081,24.10958
296,120.74195,24.10798
315,120.74213,24.10886
351,120.74399,24.10804
375,120.74603,24.10719
83,120.72511,24.1165
85,120.72586,24.11836
87,120.72664,24.12011
87,120.72756,24.12175
89,120.72864,24.12331
92,120.72975,24.12489
96,120.73078,24.12653
97,120.73192,24.12806
99,120.733,24.12964
97,120.735,24.13067
32,120.38842,22.8861
23,120.39074,22.88598
