¼Ë°Ï½s¸¹,LCODE_C2,area,perimeter
A02-07,"0401",15759.950378418,2420.27699264302
A34-44,"0403",1858.3342590332,237.812006819673
A34-44,"0402",17616.9648132324,2804.27809662731
A36-18,"0502",26459.6432495117,3393.2829540377
A36-18,"0503",2078.25802612305,713.402976421143
A29-32,"0201",49792.3378295898,3925.30032373571
A04-29,"0605",59.9376220703125,31.079745046055
A36-18,"0501",287.098663330078,121.155254174983
A10-02,"0202",68900.0939941406,2603.98024072291
A10-02,"0201",180904.165039062,10623.0590891554
A04-44,"0202",95.8182983398438,39.6895674596541
A04-29,"0602",4247.19006347656,317.897917056481
A29-32,"0202",17298.3086547852,1639.85400930788
A09-09,"0604",588.01171875,96.9788943203518
A01-05,"0908",1046.83020019531,218.82336275968
A27-43,"0503",915.460083007812,124.310963004073
A09-33,"0903",34944.7758789062,1955.54501309644
A29-11,"0604",412.921325683594,81.3633681587431
A29-11,"0606",2838.66107177734,300.416519117225
B13-02,"0202",216503.715637207,9149.10673762947
B30-02,"0201",230020.025146484,13277.7153768072
B13-02,"0201",15276.9771118164,544.912950560791
B30-02,"0202",15512.7815551758,823.20209599019
A27-12,"0303",21068.996887207,7643.16520264179
A40-12,"0908",28831.2015686035,2607.44921811798
A40-06,"0103",3110.62158203125,394.078796556916
A27-21,"0101",137910.577636719,10972.6592917742
A40-06,"0104",833.520599365234,294.854617731317
A27-21,"0103",475.465515136719,87.3853472920749
A27-21,"0104",240.243713378906,218.823307069653
A40-12,"0903",31473.6625671387,1801.88394978011
A34-53,"0202",3219.93853759766,572.997316870493
A32-04,"0908",6975.99151611328,1143.86706724045
A01-12,"0702",185158.232543945,5711.54433887658
A28-08,"0903",7405.44281005859,1541.64018583685
A28-08,"0904",6744.63513183594,831.577683113695
A05-18,"0908",9843.13610839844,1750.86929147798
A04-06,"0201",237779.16192627,15432.8409419545
A04-06,"0202",2068.56872558594,345.86219869062
A35-19,"0402",961.361145019531,352.512882027627
A35-19,"0403",213.665313720703,87.4394134303628
A32-04,"0903",7422.84912109375,682.238507818178
B32-02,"0908",2264.59649658203,275.495967155544
A40-20,"0702",9442.61962890625,672.498637872983
A33-12,"0908",14406.7322387695,1960.71189127817
A09-60,"0303",47700.5905761719,6117.07748711425
A22-06,"0407",2834.59600830078,331.052702113396
B14-13,"0201",87690.2795410156,4170.3306176161
A38-02,"0303",9634.82705688477,3801.55014271113
A05-10,"0904",655.788391113281,123.261915877104
A41-02,"0303",18006.7320251465,5337.37078782316
B14-13,"0202",43014.2005615234,2209.9341430956
A27-02,"0503",10095.6399841309,1234.07422145032
A22-06,"0402",2637.20495605469,781.93235058746
A27-02,"0502",17404.569152832,2196.49508466059
A22-06,"0403",635.69921875,139.37838777827
A29-12,"0601",384.265258789062,77.000879414031
B20-02,"0203",9438.92211914062,379.582886842568
B20-02,"0202",208261.24798584,4475.14990704718
A27-02,"0504",6925.45458984375,636.765372309395
B32-03,"0903",5632.80352783203,453.225334305676
A04-26,"0602",4394.14038085938,293.084155438144
A27-46,"0501",452.684753417969,188.028788140593
A02-08,"0401",988.509216308594,273.335912388443
A04-26,"0606",37.3656005859375,24.8821644216937
A05-09,"0201",155646.552062988,7587.90248257441
A27-25,"0908",14549.8956604004,2094.64302245096
A05-09,"0202",139615.835388184,6236.04970344439
A09-32,"0908",40.1105346679688,29.6282261636075
A18-04,"0403",1430.11944580078,333.521515114604
A04-26,"0605",335.350219726562,125.95335191585
A18-04,"0405",14120.0785522461,1076.86225501339
A34-43,"0405",978.609344482422,175.384486573937
A12-01,"0903",2736.23718261719,403.905618477297
A34-43,"0406",9057.97644042969,4178.57068149925
A27-46,"0503",86.1872253417969,58.5956816008886
A27-46,"0502",2787.29550170898,545.483646231075
A04-47,"0202",69.4830932617188,39.0051550313381
A12-01,"0908",1141.04156494141,264.930935870356
A27-46,"0504",314.182403564453,138.989114511486
A04-47,"0201",107869.204101562,6742.75810149335
A29-12,"0606",893.723999023438,121.04128772536
B13-03,"0202",198515.431518555,7542.61250403885
A10-01,"0201",244532.321350098,15558.4015360624
A01-05,"0702",40.8106079101562,26.6214145243835
A10-01,"0202",2431.20922851562,287.45731669797
B13-03,"0201",32411.7303466797,1897.39173092155
A26-03,"0303",9922.74639892578,4380.42754553956
A40-11,"0908",6376.37115478516,757.567384389076
A33-32,"0504",899.774353027344,135.327934080164
A18-04,"0402",5700.05676269531,1909.79325202641
A18-04,"0401",6639.04058837891,670.079194397468
A34-43,"0401",39563.7958679199,3493.863728484
A40-11,"0907",908.262542724609,148.84584298756
A34-43,"0402",1165.62536621094,487.227953703454
A17-04,"0104",209.920776367188,110.846981106464
A33-32,"0501",867.57763671875,139.79490979665
A17-04,"0101",74675.5692749023,3603.69374798431
A32-05,"0908",283.375183105469,74.4880062195922
A27-10,"0303",14882.630859375,6331.12102943547
A09-41,"0702",263909.628295898,5040.73548160038
A29-21,"0405",5107.34143066406,337.88436243195
A28-03,"0104",526.491394042969,320.124016924461
A04-05,"0201",174768.4921875,4115.32916562444
A35-18,"0402",1204.76031494141,389.168022039031
A28-03,"0101",50235.9298706055,5909.65511649631
A04-05,"0202",109.947326660156,54.151689198337
A32-05,"0903",2592.70037841797,286.199857135471
A09-29,"0201",3846.40533447266,589.996977070008
B37-02,"0606",17.5859375,19.4732288614689
A27-01,"0501",6339.65740966797,892.520893599824
A09-29,"0202",20387.3162841797,2547.97104563877
A27-54,"0302",3363.35223388672,544.614141152678
A29-21,"0401",26473.4635009766,2049.50180042171
A17-21,"0603",385.460205078125,85.7533345153139
A27-54,"0303",14512.1671142578,3090.70470168295
B37-02,"0601",449.916931152344,98.902005492359
A33-13,"0908",31444.4798278809,3737.25804320644
A17-21,"0602",6107.67504882812,399.144923240294
A22-07,"0403",5201.51348876953,313.036647720218
A17-21,"0605",23462.8505859375,1161.8954405861
A21-04,"0504",2014.87567138672,517.598023774273
A22-07,"0402",1492.53942871094,288.964938636478
A17-21,"0604",5972.58959960938,526.506023523014
A38-01,"0303",7407.66461181641,2450.61223727767
B32-03,"0908",3031.95635986328,268.288805749569
A21-04,"0501",9942.966796875,1782.68346423294
A40-21,"0702",9500.1315612793,783.252413804394
A27-01,"0504",1813.91461181641,576.711073213491
A21-04,"0503",1707.91424560547,544.956846432189
A21-04,"0502",25427.0333862305,4072.8559067575
A27-01,"0502",14145.5601196289,2070.29510135574
B32-03,"0904",560.25341796875,139.375985371578
A27-01,"0503",5852.70755004883,959.426703636318
A04-27,"0602",34578.8294067383,1020.98247311457
A17-21,"0601",864.672546386719,159.218538818647
A04-27,"0605",863.508483886719,124.185249032792
A04-27,"0604",2224.43328857422,279.738342902718
A40-09,"0202",2634.24896240234,272.917213149249
C37-01,"0904",941.305053710938,123.001408311968
A09-31,"0908",22080.6301879883,2873.30950693161
A18-03,"0406",2637.98272705078,647.119268400829
A18-03,"0403",3892.34625244141,1082.2852840992
A04-46,"0201",102039.62121582,6862.70030060802
A18-03,"0404",5869.00177001953,602.883366070858
A04-46,"0202",548.320922851562,108.388534242479
B29-03,"0101",305.533447265625,80.7207518642969
A36-16,"0502",6221.38830566406,1060.53008837118
A28-19,"0702",1451.42926025391,160.884346516482
A12-02,"0903",18156.4546508789,2169.69246563005
A09-50,"0501",888.878845214844,347.221509200315
A09-50,"0502",4534.79705810547,933.217074695898
A27-45,"0503",11.1419677734375,15.0894407968364
A12-02,"0908",514.519836425781,91.0935542859056
A09-50,"0503",326.607482910156,205.71967250396
A09-19,"0403",1874.62799072266,263.326450822931
A09-19,"0402",7878.28594970703,1573.5657687232
B13-04,"0201",216334.452270508,7735.64962931524
A34-01,"0402",7290.11376953125,3559.61269248349
A26-04,"0303",9418.91125488281,2048.01729611429
A40-14,"0905",1605.3974609375,236.970673875149
B13-04,"0202",81105.6700439453,3664.23946857626
B30-04,"0201",280049.496826172,10276.1812672903
A18-03,"0401",2710.26361083984,1296.12962239716
A09-71,"0101",88214.3503417969,5560.2086304372
A18-03,"0402",4422.96343994141,2541.0023621742
A40-14,"0903",10592.8598022461,701.562582567141
A09-71,"0104",28.1486206054688,33.9063949313534
A40-14,"0908",31740.3798217773,3502.37358358399
A40-14,"0907",734.083618164062,131.110395086521
A33-31,"0502",1089.80529785156,222.379559196837
A33-31,"0503",1186.02313232422,150.367777954454
A17-07,"0101",151325.56048584,7123.73477816833
A33-31,"0504",11171.9950256348,570.191335808554
A17-07,"0104",314.354370117188,79.513785894709
A16-08,"0404",69589.6384887695,4395.80876184366
A40-14,"0902",12691.7957763672,487.483961043074
A34-51,"0202",105248.017730713,6503.38617964713
A29-20,"0406",12386.2236938477,3483.56628565582
A27-55,"0303",21825.2892456055,2852.09205505304
A29-20,"0405",2787.02734375,848.940736158711
A29-20,"0404",11132.5720825195,1185.78556815259
A09-19,"0401",2563.42120361328,424.439401518833
A28-06,"0104",317.476379394531,120.329698288834
A28-06,"0101",141958.618286133,8335.03056395707
A04-04,"0201",182725.163696289,4722.26930452511
A01-16,"0504",855.150085449219,199.511623522105
A33-10,"0903",3972.55493164062,1242.65294330329
A01-16,"0502",6819.23406982422,1127.00781278639
A01-16,"0503",112.051940917969,56.2160416980305
A34-37,"0606",55.8998718261719,30.0299268361043
A33-10,"0908",6992.04650878906,1673.15152287815
A29-20,"0401",40829.1919555664,6415.05526015947
A01-16,"0501",592.535583496094,99.3849974997977
A17-22,"0604",1038.32550048828,152.556223896539
A17-22,"0605",118.858337402344,43.6338395946691
A32-06,"0101",70103.1587524414,4971.93813457808
A40-22,"0702",3066.54348754883,526.388689079222
A09-62,"0303",18931.9463500977,6908.66199430652
A40-22,"0701",533.376434326172,150.244797736351
A04-24,"0605",66.1865844726562,37.3331228223841
A22-09,"0903",35096.6832275391,1368.4898361869
A22-09,"0908",5871.10363769531,727.035201629973
A17-22,"0601",36846.3965454102,1714.20457186057
A36-17,"0504",680.406005859375,150.713157691088
A18-02,"0406",19219.740234375,4113.60143473361
A36-17,"0502",2708.23278808594,270.50279548216
A09-30,"0908",1373.06811523438,1511.97155986626
A27-48,"0504",11143.654876709,1051.77739827811
A36-17,"0501",78.3082885742188,72.7901434535798
A27-48,"0503",1328.62719726562,328.831828087397
A27-48,"0502",14578.0841369629,1882.87066393055
A03-10,"0504",2368.02154541016,475.888501355709
A22-01,"0101",26874.6633911133,1191.49120602495
A04-49,"0201",229663.020507812,13195.3330606469
A22-01,"0104",22.2130126953125,21.3551099094424
A09-30,"0902",81685.5383300781,5785.06050317269
A03-10,"0502",13679.1544189453,1760.07027904803
A03-10,"0503",12801.8899536133,1104.94187630598
A35-24,"0908",16267.0465698242,2294.35579152431
A04-49,"0202",2966.80767822266,225.723996287669
A34-49,"0402",11798.9448242188,2139.50357863161
A09-18,"0403",142.956298828125,50.4748865495689
B14-03,"0401",27761.9653320312,2679.62000226863
A01-07,"0702",56930.8375244141,2318.57280205064
A18-02,"0402",8954.01953125,4224.38679297982
A09-70,"0104",79.689453125,54.4756388469403
A18-02,"0401",93008.5231933594,4565.95569555302
A09-70,"0101",6220.16094970703,1018.33563105693
A33-34,"0502",1401.39239501953,212.032656522447
A04-33,"0401",12330.5041503906,1998.65422171822
A03-10,"0501",873.0439453125,237.525292298038
A04-33,"0402",765.069580078125,389.345406428805
A27-39,"0702",16367.4712524414,1222.2408929636
A17-06,"0101",5543.66796875,1074.25723057316
A34-58,"0201",66008.4194946289,2817.68717617674
A34-58,"0202",20601.3018188477,1911.64871738335
A09-18,"0402",805.996887207031,299.994208459007
A28-05,"0104",153.566589355469,50.0527133133183
A04-03,"0202",133889.390563965,8378.45577026937
A04-03,"0201",121980.261474609,7965.0106946394
A04-33,"0403",169.298767089844,79.6412786998634
A28-05,"0101",13320.416015625,723.111127418121
A32-07,"0104",495.865112304688,135.555439583302
A01-15,"0504",5238.44750976562,459.773882489807
A01-15,"0502",964.539184570312,189.149557085302
A09-27,"0202",90558.2196655273,6433.50864212941
A34-60,"0908",10983.5005187988,1666.64726921968
A33-11,"0908",11635.2288818359,1551.9394912723
A29-06,"0802",6751.34637451172,350.669544820623
A09-61,"0303",23742.9484863281,5505.75672206031
A41-05,"0303",15765.147277832,4860.83560241228
B38-08,"0303",18523.2152099609,4874.15673824313
A34-38,"0602",282187.611877441,6133.18424611971
A32-07,"0101",101765.804199219,8193.15719368902
A04-50,"0903",4944.89886474609,1591.78352327485
B14-12,"0202",93792.0520019531,4439.81584989037
B14-12,"0201",56587.2444458008,2858.9129771583
A34-60,"0904",14709.7050170898,952.566020055773
A04-25,"0602",288.6328125,78.2791126989931
A32-10,"0802",2835.77856445312,230.42296999476
A18-09,"0402",3983.12060546875,499.926793191698
A05-08,"0202",11426.1264038086,1813.76406890071
A05-08,"0201",107936.124267578,7939.38513283203
A27-24,"0908",78238.8827514648,8513.61256750236
B06-01,"0904",321.320922851562,85.4912159797037
A08-01,"0601",403.858520507812,85.1312666159933
A27-47,"0502",58.160400390625,46.9416643689157
A04-50,"0908",5374.67376708984,1963.14106362043
A27-47,"0503",2109.68591308594,292.401837131625
A04-48,"0202",21919.8241577148,2900.33620081741
A35-23,"0908",2396.95562744141,570.534350284667
A04-48,"0201",92795.5698242188,7269.70674594472
A34-48,"0402",1983.1711730957,1335.76825229851
A39-09,"0402",4760.32983398438,1011.75901643322
A39-09,"0401",2571.17367553711,478.279823869999
A09-18,"0502",4289.60833740234,729.745785016257
A09-73,"0104",110.338928222656,75.6116524148349
A09-18,"0503",4939.70953369141,829.869528829106
A34-03,"0402",2859.98330688477,1189.53241384231
A09-18,"0504",9968.18542480469,1103.89376137963
A26-06,"0303",8008.22222900391,3824.97415869641
A09-73,"0101",47494.7923583984,2580.39250095819
A29-27,"0401",15914.6918334961,1033.40690383897
A29-27,"0402",5360.67230224609,466.737616942671
A01-08,"0702",82011.8240966797,2734.87321526326
A33-33,"0504",469.288330078125,114.191566118486
A08-01,"0602",8028.31048583984,376.645274940573
A33-33,"0502",15686.5315551758,2092.82879085087
A08-01,"0604",148.707702636719,67.8782430716835
A07-05,"0201",21480.5839233398,1350.32964201554
A27-38,"0702",214.286773681641,67.2555264738704
A07-05,"0202",93204.6557006836,3425.7525186929
A29-27,"0403",16516.5466308594,1023.29766277918
A17-09,"0104",119.678588867188,62.2798039807558
A17-09,"0101",89290.7272338867,4984.74826490105
A34-57,"0201",19614.8434753418,1144.65124019317
A04-02,"0201",165254.038635254,10649.0568438738
B12-03,"0201",242588.43963623,8885.65722022305
A04-02,"0202",41081.7956542969,4241.61637049943
A27-57,"0303",21336.9632568359,4733.67437180474
B12-03,"0202",60021.6013793945,1627.7184062258
A09-18,"0501",1374.47100830078,162.710185617012
A32-08,"0104",795.57275390625,107.993566261147
A27-32,"0908",8470.22750854492,2089.6759005107
A09-27,"0302",112.330749511719,104.671562570096
A09-27,"0303",25196.3520507812,7162.95785882569
A41-06,"0303",11999.0435180664,3907.21022518294
A09-64,"0303",24559.2212524414,6470.04085980335
A32-08,"0102",923.769653320312,180.595419190084
A32-08,"0101",50557.0753173828,4755.77803147083
A05-05,"0202",110717.299194336,4717.96554113591
A18-08,"0403",1228.13446044922,156.181189910761
A04-22,"0605",44.063232421875,26.5571073549097
A18-08,"0402",201.69873046875,188.899748555596
A05-05,"0201",99337.0614013672,4371.29597700998
A18-08,"0404",1561.65142822266,333.224757704667
A08-06,"0606",30.7433471679688,27.1624592612845
A33-18,"0303",40709.6098022461,8289.27732027218
A22-07,"0908",3.48760986328125,9.38900848305115
A18-08,"0406",2557.42492675781,871.052653286763
C30-03,"0201",237771.390380859,9447.39856128221
A27-59,"0403",15712.3037719727,1045.74301345176
C30-03,"0202",9184.29260253906,554.511011159819
A27-59,"0402",4702.05737304688,1691.92823158648
A35-22,"0908",11729.4096679688,1776.61876943608
A09-17,"0503",81884.4654541016,6969.24016659167
B14-01,"0401",23168.4105834961,2676.66902734764
A04-60,"0602",2452.67028808594,218.410713858884
A09-17,"0502",14630.9138793945,2491.95749548334
A34-02,"0403",8342.8639831543,711.713911041649
A27-59,"0407",5876.29837036133,666.790485213018
B30-02,"0303",23374.572265625,6619.78488732455
A34-02,"0402",1843.41467285156,413.406042507737
A27-59,"0406",5293.02215576172,1931.3349945636
A09-17,"0504",870.554809570312,330.632660868603
A09-72,"0101",32531.4931030273,2532.78985709287
B10-06,"0605",466.766967773438,89.820454405486
A19-04,"0702",157.043884277344,76.3470241283365
B06-02,"0903",395.744201660156,99.9884758695591
A16-03,"0404",43109.7247924805,2373.15055950878
A09-72,"0104",193.132385253906,107.397501784107
A01-09,"0702",24130.2400512695,1613.52310411617
A04-31,"0403",461.945129394531,124.757449971405
A40-15,"0908",46829.1461791992,2379.89887756797
A18-08,"0401",22816.6507568359,1409.55154551454
A17-08,"0101",131735.747497559,5592.58880643881
A33-27,"0104",74.432373046875,35.2175659174156
A34-47,"0401",7235.00897216797,709.447770677922
A17-08,"0104",116.313659667969,43.3300563700304
A23-01,"0601",9511.61920166016,393.535756295444
A33-27,"0101",56105.4517822266,4002.9902658474
A33-38,"0702",462.803955078125,86.6955849307146
A23-01,"0604",705.170471191406,183.695394327515
A04-01,"0202",1045.21350097656,306.874139123942
A04-01,"0201",272324.267822266,12422.0050831065
B12-04,"0201",27052.3372192383,1995.25558931492
B12-04,"0202",151783.44317627,6379.95882594233
A09-17,"0501",760.955078125,234.597506232826
A27-59,"0401",11978.0856018066,2191.8888746269
A32-09,"0104",630.836547851562,222.36619229407
A09-26,"0303",20718.9750976562,5298.24790383905
A09-26,"0302",2165.35333251953,399.110737752354
A29-16,"0605",104.709594726562,42.7153874760788
A29-16,"0606",52.4528198242188,29.0389619910088
A02-02,"0504",126.057739257812,67.8010831282448
A02-02,"0502",259.23681640625,61.1997078934379
A32-09,"0101",38778.8423461914,4311.26133645706
A29-16,"0602",12802.3453979492,784.008205185739
A34-14,"0202",1360.52673339844,275.1793182334
A09-63,"0303",16857.5634765625,6406.13962402052
A21-01,"0601",630.869384765625,104.010985788969
A05-06,"0201",222695.765563965,9005.94542660903
A04-23,"0605",215.771545410156,83.6979184724444
A22-08,"0903",4544.38073730469,468.56371843479
A05-06,"0202",217.8232421875,71.5799752841709
A21-01,"0605",1001.41802978516,133.620429165057
A18-07,"0402",6822.94006347656,1811.96313179794
A18-07,"0403",9455.07055664062,1107.87079450034
A12-06,"0908",2190.80401611328,433.777343562034
A22-08,"0908",3058.85876464844,688.687667400005
A29-34,"0202",9381.86322021484,793.323173109262
A04-49,"0101",21221.7515869141,2188.49430995553
A09-25,"0303",26120.0891113281,6108.38940854917
A04-49,"0104",443.958618164062,93.0185030944725
A04-49,"0103",917.243835449219,184.388280976505
A39-07,"0401",27843.8666381836,3697.0939548192
C30-04,"0202",21559.073059082,930.021432435186
C30-04,"0201",102432.167175293,4596.14566525748
A09-16,"0504",3749.63812255859,560.015354216577
A39-07,"0402",4146.60162353516,939.112022581889
B30-01,"0303",19681.885559082,4108.47634976607
A29-25,"0401",37303.1549072266,4004.40045404469
A09-16,"0502",49576.579284668,4712.00805216894
A29-25,"0402",563.516296386719,217.633284653656
A09-16,"0503",5488.25415039062,870.387809180608
A39-07,"0406",6198.12704467773,1764.51928819339
A09-58,"0503",1486.24780273438,509.799969326645
A09-58,"0504",23959.0536499023,1874.65493568872
A19-05,"0702",9180.19927978516,424.734282194472
A33-28,"0104",233.771850585938,120.064174975966
C14-06,"0903",42275.9234619141,1712.47054300833
A04-32,"0401",21982.8217773438,3308.65848789723
A40-18,"0908",24088.1157836914,1707.52542958263
A34-05,"0403",513.516510009766,180.55218758444
A34-05,"0401",6832.32077026367,1673.6999383609
A34-05,"0402",345.979064941406,169.385125499473
A29-25,"0404",9068.17395019531,606.586074767359
A33-28,"0101",10399.6200561523,1224.86635541954
A33-37,"0702",40720.0748291016,3267.33905201993
B33-01,"0401",5272.38781738281,504.921678615248
B16-01,"0303",21010.9614257812,5448.34597707472
B29-03,"0908",3969.4638671875,240.900696684724
A33-09,"0502",16760.1321411133,2294.72837398236
A33-09,"0504",3082.64739990234,730.785468103541
A33-09,"0503",1622.45336914062,388.352000840756
A04-41,"0201",207002.559631348,11438.8646801533
B32-05,"0104",785.785705566406,163.769107214504
A16-04,"0401",8628.19055175781,1339.10985056378
A32-02,"0104",118.310974121094,64.7816498415417
A35-12,"0303",38057.6778259277,7138.09869869738
B32-05,"0101",126570.916687012,7442.50901905454
A32-02,"0101",12148.2751464844,1161.22964608744
A02-03,"0502",10225.4716186523,1367.45204624297
A40-10,"0104",299.362487792969,174.745162836005
A02-03,"0504",18646.0021362305,1942.58363286548
A40-10,"0103",2261.85244750977,251.820017079619
A02-03,"0503",632.750183105469,141.600186449743
A40-10,"0101",172079.593261719,9681.4145263036
A29-15,"0604",385.80078125,79.6024595136913
A09-66,"0303",34670.2939453125,7304.45707127241
A09-66,"0302",1307.20355224609,384.438798331705
A22-05,"0908",6511.35900878906,561.777092740125
A34-63,"0905",4619.61584472656,582.085899714834
A34-63,"0903",3897.65441894531,460.348064340512
A33-16,"0303",10168.8081054688,3934.02917111595
A12-07,"0904",17387.3916015625,1394.02666334117
A09-09,"0702",999.587280273438,135.241929114788
B33-02,"0403",17.3610229492188,14.7709724759026
A29-33,"0202",2771.67504882812,245.116254901177
A35-12,"0302",2563.73690795898,403.524456112105
A39-04,"0401",4358.34051513672,439.72671869001
A39-04,"0402",6617.61032104492,1551.83215991991
A09-24,"0303",10501.1134033203,1996.80213331751
A34-63,"0908",13018.9288635254,1057.26661092001
A35-21,"0103",7791.58795166016,814.120028225037
A35-21,"0102",13159.9268798828,1157.91986436588
A34-72,"0701",1785.68630981445,235.480412479116
A35-21,"0104",184.824462890625,55.127304546634
A34-72,"0702",5135.54815673828,474.321602035652
A35-21,"0101",209986.296875,11578.999635951
A39-04,"0403",779.612213134766,162.844082263718
A39-04,"0405",127.26416015625,55.2978193662426
A40-01,"0303",14566.3226928711,5791.04468836157
A16-01,"0404",14997.7422485352,1342.59825978924
A05-11,"0903",1617.10882568359,311.161128978169
C14-07,"0903",87812.0816650391,3045.98863905477
C14-07,"0904",29.3636474609375,35.058974027735
A28-01,"0903",1068.68597412109,608.00776313512
A27-29,"0202",6300.98153686523,918.79107427146
A35-01,"0504",1009.67584228516,317.413807813537
B12-02,"0201",311529.5546875,6086.60067937861
A35-01,"0502",13689.8580932617,2237.91856493262
A35-01,"0501",155.487243652344,50.7726724249976
A33-08,"0502",269.5439453125,76.3752427276692
B16-02,"0303",14646.9375610352,3608.32897230369
A28-01,"0908",22626.9945678711,4120.59620616081
A27-31,"0908",7655.72424316406,1556.49664820308
A16-01,"0401",1775.94982910156,255.608799695561
A26-01,"0303",10690.1091918945,4324.90163034768
A32-03,"0104",864.365661621094,335.524158310084
A32-03,"0103",4486.1376953125,570.387796163986
B32-06,"0101",2950.65563964844,391.84559973353
A32-03,"0101",200661.193481445,13886.8460746801
A09-65,"0302",15818.0614013672,1826.59259335614
A09-65,"0303",20693.8842773438,7655.92342132745
A22-06,"0908",40446.4967651367,2738.45271445755
A06-03,"0202",140892.52142334,3954.25568156111
A05-04,"0202",58949.780456543,4359.71894959463
A06-03,"0201",14965.7662963867,821.594465810088
A04-21,"0606",170.79833984375,55.5808007538973
A05-04,"0201",112279.84197998,4361.56545348772
A04-21,"0605",217.303283691406,76.9748895684304
A34-64,"0903",14358.7133789062,1125.4174970621
A22-06,"0904",5082.70812988281,524.409698549588
A34-64,"0904",2499.08847045898,248.656777282938
A12-08,"0903",181.703063964844,66.9936975996198
A33-17,"0303",11630.5447998047,4693.23415080223
A04-70,"0402",979.325927734375,354.54353904267
A04-70,"0401",21915.166809082,3875.58387941494
A12-08,"0908",103.633056640625,66.8298074978353
A12-01,"0103",194.8193359375,57.8558501039646
A09-23,"0303",17172.4506225586,6145.16857221243
A03-16,"0605",55.5416259765625,30.5494700004454
A12-01,"0104",1658.45556640625,406.796586101786
A03-16,"0606",576.078796386719,174.166638029182
A12-01,"0101",88339.9644775391,6790.25941971959
A34-64,"0908",19025.2389221191,2024.71049303087
A07-11,"0904",6131.06463623047,600.385024850429
A16-02,"0404",38699.5685424805,1731.4562306482
A04-30,"0401",19057.6663208008,3459.52434404503
B06-05,"0904",1352.33154296875,224.126038499371
A04-30,"0403",3588.91619873047,719.271182940862
A04-30,"0402",947.4453125,278.569835880318
A09-39,"0908",2101.31762695312,730.39712744423
A09-32,"0104",171.014953613281,51.8720369067168
A34-07,"0401",4657.46008300781,465.963934480572
A33-26,"0104",1103.40380859375,440.86648121883
A34-07,"0402",3839.98837280273,1378.12375480923
A33-39,"0702",12654.7581787109,751.558034655962
A34-07,"0403",12160.433013916,1100.53100425568
A07-09,"0201",61202.948059082,2504.67700906579
A09-32,"0101",13929.4497680664,772.368279408769
A40-03,"0201",7964.00619506836,932.00207033152
A07-09,"0202",109907.153869629,4509.11977000751
A04-80,"0202",339.070007324219,73.6950320152609
A33-26,"0101",208943.916442871,11136.0333381702
A04-61,"0605",312.927856445312,67.6239670648924
A35-02,"0503",1239.51928710938,454.624592271359
A04-61,"0604",1327.51690673828,162.290179893932
A35-02,"0504",10442.8597717285,939.726211864572
A35-02,"0501",4028.21130371094,287.025382179376
A04-61,"0602",7883.02520751953,531.515650054222
A35-02,"0502",13203.4909362793,2262.56262816401
A01-18,"0504",3830.71343994141,406.084340732562
B12-07,"0202",11037.7186889648,740.764916740237
B12-07,"0201",200821.268676758,4562.01425740445
B11-01,"0904",34218.3443603516,2149.54409463266
A32-04,"0104",68.4225463867188,35.7240713931564
A26-02,"0303",13264.716003418,3857.51546220568
A01-18,"0501",5139.52679443359,499.647146019432
A01-18,"0502",56438.9688720703,5459.50555404764
A32-04,"0101",61668.3345947266,4901.15986996174
A32-04,"0103",192.189819335938,83.081723838521
A02-01,"0504",502.57568359375,187.432986223047
A02-01,"0503",733.16015625,275.475556061584
A04-20,"0602",7675.40466308594,404.254575853721
A02-01,"0502",5818.27056884766,1301.82756153283
A02-01,"0501",226.136840820312,95.8009821330425
A04-20,"0605",144.956970214844,99.376920449025
A27-18,"0402",2115.91723632812,1284.95066475241
A06-04,"0201",107874.06829834,4693.84672261669
A09-68,"0303",33979.1510009766,9161.86907197548
A06-04,"0202",72695.3819580078,3497.34172120538
A10-09,"0202",13586.971496582,1364.91713042688
A37-03,"0605",365.912506103516,74.5876710640235
A09-59,"0504",168.117248535156,94.0425095085484
A09-59,"0503",14816.9190063477,1343.76248691948
A09-59,"0502",34093.9835205078,4170.743118916
A04-71,"0401",376.370666503906,259.474173528823
A33-14,"0303",17117.1621704102,8066.80989374206
A35-10,"0303",27791.0505371094,9104.70240110461
B29-08,"0101",18156.0865478516,1081.16930360821
A37-11,"0403",16538.2713928223,1331.77211650819
A39-02,"0402",1377.15078735352,414.727771675566
A12-02,"0101",28158.8232421875,2975.21444663144
A09-22,"0303",8910.77685546875,2706.09927616145
A28-12,"0702",20.89697265625,19.3809384173486
A12-02,"0104",247.401428222656,63.0712959351635
A12-02,"0103",388.627197265625,81.5792241930409
C37-01,"0201",311924.067016602,6301.29753834771
A10-09,"0201",425084.228149414,16424.0157199839
A27-40,"0702",12181.3492431641,1014.77996518542
A09-12,"0501",13639.798034668,3601.64155522469
A09-12,"0502",123764.954040527,15603.6881476347
A34-70,"0702",53823.5484924316,2946.784037845
A02-10,"0303",19231.6031494141,7082.91159165045
A23-05,"0603",142.313232421875,52.239053903967
A07-10,"0905",1620.80181884766,372.77234717405
A40-02,"0203",23245.9048156738,927.626801729409
B06-06,"0904",15321.4964599609,1901.0382145541
A37-11,"0401",2285.27279663086,260.050412278997
A37-11,"0402",3331.84298706055,1003.19267000937
A39-11,"0202",137301.736083984,5986.4061898321
A33-23,"0101",163714.389099121,12614.9574963868
A09-31,"0104",3095.30969238281,1285.07712103605
