¼Ë°Ï½s¸¹,LCODE_C2,area,perimeter
A28-19,"0402",9832.64166259766,2609.19066657728
A40-21,"0606",46.4653930664062,32.6162839501262
A27-31,"0602",1170.80947875977,159.583596637477
A28-19,"0403",517.707092285156,141.76224144938
A40-21,"0605",539.283538818359,82.3351928623487
A41-05,"0401",3077.68469238281,547.479056047024
A41-05,"0407",19982.7303161621,1187.49357102933
A40-21,"0602",23060.9840698242,1114.08800401022
A18-04,"0501",19131.9396362305,1070.01353544565
A21-02,"0202",4452.80798339844,287.976083278224
A21-02,"0201",42966.3316040039,5116.19364448884
A27-47,"0402",12751.7733154297,3468.04191924623
A17-21,"0502",32130.9662475586,2918.01479723934
B12-04,"0904",885.106994628906,130.407064074624
A17-21,"0501",643.903198242188,139.075513761667
C37-02,"0904",4393.78668212891,493.89507790445
A08-01,"0304",693.671081542969,267.205152199464
A36-16,"0403",381.653015136719,103.967775281159
A08-01,"0303",14115.4481811523,4544.21720963115
A27-47,"0403",627.015441894531,123.830409714296
A05-17,"0303",14640.3078613281,5702.11792278682
B32-01,"0904",4675.78375244141,516.221688275894
B32-01,"0903",3804.79260253906,259.427832936431
A34-48,"0303",27558.3255615234,6051.49538539183
A39-07,"0303",30627.183013916,6136.68003870678
A04-58,"0104",251.80419921875,71.6719847541598
A26-06,"0403",350.761291503906,89.8672128131473
A04-58,"0101",107757.112731934,9630.20556960595
A26-06,"0404",640.005554199219,140.753740217072
A34-27,"0702",43482.1759643555,1688.05094056535
A08-05,"0303",12085.2946777344,5263.41119371621
B10-03,"0501",880.64453125,160.908735754523
A27-38,"0602",10695.4133605957,400.284619527094
A27-38,"0603",219.717224121094,85.9610032133555
A33-04,"0202",38638.273651123,2654.65685225079
A33-35,"0606",1546.11828613281,229.903267890865
A04-34,"0501",111.117492675781,50.2583963625354
A27-38,"0601",1502.3049621582,164.767741267531
A04-17,"0908",1076.9111328125,203.052773170355
A27-38,"0604",169.641418457031,56.1741328508533
A27-55,"0202",2814.10845947266,561.996201246564
A18-03,"0502",6864.25323486328,1205.9941146964
A09-17,"0303",25593.501953125,8196.07088099493
A04-34,"0502",1039.00451660156,160.592491452958
A04-13,"0103",8.361572265625,14.609208819547
A04-13,"0104",108.467590332031,65.5244130642634
A01-16,"0601",5667.96807861328,367.66240548822
A09-26,"0104",388.425842285156,158.019725597172
A09-60,"0201",29546.5095214844,2205.64960030449
A04-49,"0303",15389.4916381836,6573.77400917892
A09-26,"0102",696.919067382812,145.289668766751
A09-26,"0101",48012.4041137695,4534.10018717861
A29-05,"0702",7230.494140625,694.784060283504
A09-60,"0202",15933.7672729492,1870.41496379116
B12-05,"0903",813.307861328125,134.667571492422
A34-37,"0504",4739.55020141602,750.467235852038
A26-06,"0401",16065.5792236328,2690.90128503801
A28-18,"0401",12349.0048828125,1741.05380587873
A04-13,"0101",16469.8082885742,2012.84774168789
A17-22,"0504",117.172790527344,50.9490025768652
A34-37,"0503",1395.47219848633,344.224056400734
A34-37,"0502",9463.49279785156,1725.30406277009
A28-18,"0403",1060.26135253906,216.852004254875
A29-17,"0502",641.959045410156,194.692643592441
A34-37,"0501",72.2323303222656,41.8159051328667
A40-22,"0606",81.2710266113281,52.7149582114141
A34-18,"0908",9114.07360839844,2719.13588289582
A40-22,"0604",1450.69790649414,209.060501625441
A22-05,"0402",716.418762207031,449.840398314737
A40-22,"0601",3544.71908569336,299.604761295459
A40-22,"0602",10713.8816833496,441.513713652715
A22-05,"0403",169.607360839844,65.997004511293
A04-26,"0702",766.188232421875,130.213112159208
