Site_N,Point,Year,Survey,Macaca_sur,Macaca_dist,Time,TypeName,Distance,Do.survey,TypeName.1,Altitude,County,x,y,Pointid
A12-01,9,2016,1,,,,闊葉樹林型,15.49741228,1,闊葉林,A,新竹縣,121.239275,24.75134722,A12-01-09
A12-01,10,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,新竹縣,121.2388917,24.75271111,A12-01-10
A12-02,1,2016,1,,,,闊葉樹林型,19.75033524,1,闊葉林,A,新竹縣,121.236025,24.681025,A12-02-01
A12-02,2,2016,1,,,,闊葉樹林型,3.21644642,1,闊葉林,A,新竹縣,121.2372222,24.67944722,A12-02-02
A12-02,3,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,新竹縣,121.2361111,24.67749722,A12-02-03
A12-02,4,2016,1,,,,竹闊混淆林,0,1,混淆林,A,新竹縣,121.2355528,24.67499722,A12-02-04
A12-02,5,2016,1,,,,竹闊混淆林,11.92897784,1,混淆林,A,新竹縣,121.2338917,24.67361111,A12-02-05
A12-02,6,2016,1,,,,竹林,13.30630188,1,竹林,A,新竹縣,121.2313861,24.67166389,A12-02-06
A12-02,7,2016,1,,,,針葉樹林型,0,1,針葉林,A,新竹縣,121.2324972,24.66833056,A12-02-07
A12-06,1,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.953048,24.534731,A12-06-01
A12-06,2,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.953797,24.537639,A12-06-02
A12-06,3,2016,1,,,,針闊葉樹混淆,3.52450274,1,闊葉林,A,苗栗縣,120.951951,24.539381,A12-06-03
A12-06,4,2016,1,,,,闊葉樹林型,4.74400816,1,闊葉林,A,苗栗縣,120.949571,24.541005,A12-06-04
A12-06,5,2016,1,,,,針闊葉樹混淆,0,1,闊葉林,A,苗栗縣,120.950676,24.542821,A12-06-05
A12-06,6,2016,1,,,,針葉樹林型,0,1,針葉林,A,苗栗縣,120.947952,24.542765,A12-06-06
A16-01,1,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.617318,24.156243,A16-01-01
A16-01,2,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.62175,24.159187,A16-01-02
A16-01,3,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.623562,24.157274,A16-01-03
A16-01,4,2016,1,,,,闊葉樹林型,0.27312281,1,闊葉林,A,花蓮縣,121.640677,24.150025,A16-01-04
A16-01,6,2016,1,,,,闊葉樹林型,3.16000617,1,闊葉林,A,花蓮縣,121.616938,24.159161,A16-01-06
A16-01,7,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.605077,24.158387,A16-01-07
A16-02,1,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.597346,24.171862,A16-02-01
A16-02,2,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.590094,24.170075,A16-02-02
A16-02,3,2016,1,,,,闊葉樹林型,22.42691893,1,闊葉林,A,花蓮縣,121.58319,24.17623,A16-02-03
A16-02,4,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.576458,24.171048,A16-02-04
A16-02,5,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.575278,24.169021,A16-02-05
A16-02,6,2016,1,,,,闊葉樹林型,11.05694278,1,闊葉林,A,花蓮縣,121.571207,24.171844,A16-02-06
A17-01,1,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.60339,24.069286,A17-01-01
A17-01,2,2016,1,,,,闊葉樹林型,34.22588023,1,闊葉林,A,花蓮縣,121.60426,24.07137,A17-01-02
A17-01,4,2016,1,,,,闊葉樹林型,55.2857102,1,闊葉林,A,花蓮縣,121.60549,24.07645,A17-01-04
A17-01,5,2016,1,,,,闊葉樹林型,49.94509202,1,闊葉林,A,花蓮縣,121.60691,24.0777,A17-01-05
A17-01,8,2016,1,,,,闊葉樹林型,88.47751688,1,闊葉林,A,花蓮縣,121.61034,24.08303,A17-01-08
A17-01,9,2016,1,,,,闊葉樹林型,74.3404794,1,闊葉林,A,花蓮縣,121.6114,24.08615,A17-01-09
A17-01,10,2016,1,,,,闊葉樹林型,161.7981772,1,闊葉林,A,花蓮縣,121.61266,24.08966,A17-01-10
A17-04,1,2016,1,,,,闊葉樹林型,204.379898,1,闊葉林,A,花蓮縣,121.54489,23.90017,A17-04-01
A17-04,2,2016,1,,,,闊葉樹林型,192.2739355,1,闊葉林,A,花蓮縣,121.54251,23.90006,A17-04-02
A17-04,3,2016,1,,,,闊葉樹林型,360.6296191,1,闊葉林,A,花蓮縣,121.54128,23.90159,A17-04-03
A17-04,4,2016,1,,,,闊葉樹林型,396.0811615,1,闊葉林,A,花蓮縣,121.54336,23.90294,A17-04-04
A17-04,5,2016,1,,,,闊葉樹林型,293.0670678,1,闊葉林,A,花蓮縣,121.53725,23.904,A17-04-05
A17-04,6,2016,1,,,,闊葉樹林型,92.99307659,1,闊葉林,A,花蓮縣,121.53475,23.90311,A17-04-06
A17-04,7,2016,1,,,,闊葉樹林型,6.60672837,1,闊葉林,A,花蓮縣,121.532495,23.901207,A17-04-07
A17-04,8,2016,1,,,,闊葉樹林型,0.07389708,1,闊葉林,A,花蓮縣,121.532937,23.898785,A17-04-08
A17-04,9,2016,1,,,,闊葉樹林型,8.81120145,1,闊葉林,A,花蓮縣,121.533584,23.896128,A17-04-09
A17-04,10,2016,1,,,,闊葉樹林型,15.45974608,1,闊葉林,A,花蓮縣,121.534912,23.891988,A17-04-10
A17-09,1,2016,1,,,,闊葉樹林型,15.4843284,1,闊葉林,A,花蓮縣,121.4729639,23.83731111,A17-09-01
A17-09,2,2016,1,,,,闊葉樹林型,6.57466305,1,闊葉林,A,花蓮縣,121.4711778,23.83863889,A17-09-02
A17-09,3,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4693889,23.84004167,A17-09-03
A17-09,4,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4676083,23.83801111,A17-09-04
A17-09,5,2016,1,,,,闊葉樹林型,4.74398719,1,闊葉林,A,花蓮縣,121.4666528,23.83475278,A17-09-05
A17-09,6,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4653444,23.83641944,A17-09-06
A17-09,7,2016,1,,,,闊葉樹林型,37.8955904,1,闊葉林,A,花蓮縣,121.4648,23.83379,A17-09-07
A17-10,1,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.499381,23.866031,A17-10-01
A17-10,2,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.495461,23.86272,A17-10-02
A17-10,3,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.489248,23.860817,A17-10-03
A17-10,4,2016,1,,,,闊葉樹林型,119.6552901,1,闊葉林,A,花蓮縣,121.48258,23.85621,A17-10-04
A17-10,5,2016,1,,,,闊葉樹林型,141.5766616,1,闊葉林,A,花蓮縣,121.48039,23.85317,A17-10-05
A17-10,6,2016,1,,,,闊葉樹林型,14.17105347,1,闊葉林,A,花蓮縣,121.47772,23.849494,A17-10-06
A17-10,7,2016,1,,,,闊葉樹林型,127.7493335,1,闊葉林,A,花蓮縣,121.47526,23.84653,A17-10-07
A17-10,8,2016,1,,,,闊葉樹林型,134.9899182,1,闊葉林,A,花蓮縣,121.47308,23.84565,A17-10-08
A17-10,9,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.472586,23.84421,A17-10-09
A17-10,10,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.469033,23.841864,A17-10-10
A17-11,1,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.5547472,24.00654722,A17-11-01
A17-11,2,2016,1,,,,闊葉樹林型,0.88175842,1,闊葉林,A,花蓮縣,121.5523611,24.00711944,A17-11-02
A17-11,3,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.5506167,24.008575,A17-11-03
A17-11,4,2016,1,,,,竹闊混淆林,0,1,混淆林,A,花蓮縣,121.5489,24.01075,A17-11-04
A17-11,5,2016,1,,,,闊葉樹林型,2.67319043,1,闊葉林,A,花蓮縣,121.5518444,24.01002222,A17-11-05
A17-11,6,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.55515,24.00993611,A17-11-06
A17-11,7,2016,1,,,,竹闊混淆林,33.85877245,1,混淆林,A,花蓮縣,121.5505,24.01322,A17-11-07
A17-11,8,2016,1,,,,竹闊混淆林,0,1,混淆林,A,花蓮縣,121.5539278,24.01213889,A17-11-08
A17-12,1,2016,1,,,,針葉樹林型,0.911488088,1,針葉林,A,花蓮縣,121.547,23.98562,A17-12-01
A17-12,2,2016,1,,,,闊葉樹林型,8.789401396,1,闊葉林,A,花蓮縣,121.54709,23.98309,A17-12-02
A17-12,3,2016,1,,,,竹闊混淆林,1.456034495,1,混淆林,A,花蓮縣,121.54496,23.98353,A17-12-03
A17-12,4,2016,1,,,,闊葉樹林型,2.538184948,1,闊葉林,A,花蓮縣,121.54596,23.98151,A17-12-04
A17-12,5,2016,1,,,,闊葉樹林型,6.763830828,1,闊葉林,A,花蓮縣,121.54395,23.98184,A17-12-05
A17-12,6,2016,1,,,,闊葉樹林型,2.109753104,1,闊葉林,A,花蓮縣,121.54193,23.98145,A17-12-06
A17-12,7,2016,1,,,,竹闊混淆林,4.845647566,1,混淆林,A,花蓮縣,121.54328,23.97987,A17-12-07
A17-12,8,2016,1,,,,竹林,0,1,竹林,A,花蓮縣,121.54123,23.97971,A17-12-08
A17-14,1,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.5762472,24.01889167,A17-14-01
A17-14,2,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.5742806,24.02192222,A17-14-02
A17-14,3,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.5738111,24.01759167,A17-14-03
A17-14,4,2016,1,,,,闊葉樹林型,2.71164264,1,闊葉林,A,花蓮縣,121.571975,24.01868889,A17-14-04
A17-14,6,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.5684194,24.01992778,A17-14-06
A17-15,1,2016,1,,,,闊葉樹林型,29.08426037,1,闊葉林,A,花蓮縣,121.61661,23.9938,A17-15-01
A17-15,2,2016,1,,,,闊葉樹林型,1.9218182,1,闊葉林,A,花蓮縣,121.6141833,24.00073056,A17-15-02
A17-15,3,2016,1,,,,闊葉樹林型,29.87615133,1,闊葉林,A,花蓮縣,121.61132,23.99541,A17-15-03
A17-15,4,2016,1,,,,闊葉樹林型,67.99138272,1,闊葉林,A,花蓮縣,121.60979,23.98637,A17-15-04
A17-15,5,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.6127028,23.98589444,A17-15-05
A17-15,6,2016,1,,,,竹闊混淆林,0,1,混淆林,A,花蓮縣,121.6121472,23.98898333,A17-15-06
A17-15,7,2016,1,,,,竹林,2.64642184,1,竹林,A,花蓮縣,121.612825,23.99702778,A17-15-07
A17-15,8,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.6136917,23.99086111,A17-15-08
A17-18,1,2016,1,,,,闊葉樹林型,206.7087553,1,闊葉林,A,花蓮縣,121.50586,23.92487,A17-18-01
A17-18,2,2016,1,,,,闊葉樹林型,4.80893904,1,闊葉林,A,花蓮縣,121.50691,23.92222,A17-18-02
A17-18,3,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.51002,23.92218,A17-18-03
A17-18,5,2016,1,,,,闊葉樹林型,6.35123802,1,闊葉林,A,花蓮縣,121.51257,23.93331,A17-18-05
A17-18,6,2016,1,,,,闊葉樹林型,82.26790558,1,闊葉林,A,花蓮縣,121.5099,23.93693,A17-18-06
A17-18,7,2016,1,,,,闊葉樹林型,75.15935245,1,闊葉林,A,花蓮縣,121.50674,23.93385,A17-18-07
A17-20,1,2016,1,,,,闊葉樹林型,115.7719443,1,闊葉林,A,花蓮縣,121.55783,23.91053,A17-20-01
A17-20,2,2016,1,,,,闊葉樹林型,85.9341262,1,闊葉林,A,花蓮縣,121.55847,23.91347,A17-20-02
A17-20,3,2016,1,,,,闊葉樹林型,50.97629875,1,闊葉林,A,花蓮縣,121.55781,23.91681,A17-20-03
A17-20,4,2016,1,,,,闊葉樹林型,86.09203207,1,闊葉林,A,花蓮縣,121.56239,23.91589,A17-20-04
A17-20,5,2016,1,,,,闊葉樹林型,182.187408,1,闊葉林,A,花蓮縣,121.56644,23.914,A17-20-05
A17-20,6,2016,1,,,,闊葉樹林型,5.32410643,1,闊葉林,A,花蓮縣,121.5623333,23.91275,A17-20-06
A17-20,7,2016,1,,,,闊葉樹林型,97.07751224,1,闊葉林,A,花蓮縣,121.56206,23.90969,A17-20-07
A17-20,8,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.5581389,23.90727778,A17-20-08
A17-21,1,2016,1,,,,闊葉樹林型,27.95696551,1,闊葉林,A,花蓮縣,121.49616,23.96144,A17-21-01
A17-21,2,2016,1,,,,闊葉樹林型,11.12224278,1,闊葉林,A,花蓮縣,121.4950083,23.96292222,A17-21-02
A17-21,3,2016,1,,,,闊葉樹林型,6.337547621,1,闊葉林,A,花蓮縣,121.4947528,23.96525278,A17-21-03
A17-21,4,2016,1,,,,闊葉樹林型,14.05855273,1,闊葉林,A,花蓮縣,121.4928917,23.96605278,A17-21-04
A17-21,5,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4931528,23.96389167,A17-21-05
A17-21,6,2016,1,,,,闊葉樹林型,15.54338176,1,闊葉林,A,花蓮縣,121.490375,23.96661667,A17-21-06
A17-21,7,2016,1,,,,闊葉樹林型,12.00306817,1,闊葉林,A,花蓮縣,121.4883917,23.966675,A17-21-07
A17-21,8,2016,1,,,,闊葉樹林型,2.463892122,1,闊葉林,A,花蓮縣,121.4864861,23.96622778,A17-21-08
A17-21,9,2016,1,,,,闊葉樹林型,3.332942716,1,闊葉林,A,花蓮縣,121.4844417,23.96626667,A17-21-09
A17-21,10,2016,1,,,,竹闊混淆林,2.970217241,1,混淆林,A,花蓮縣,121.482475,23.96685,A17-21-10
A18-01,1,2016,1,,,,竹林,26.3646345,1,竹林,A,花蓮縣,121.39497,23.71189,A18-01-01
A18-01,2,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.371958,23.714675,A18-01-02
A18-01,3,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.391111,23.711449,A18-01-03
A18-01,4,2016,1,,,,闊葉樹林型,0.9948026,1,闊葉林,A,花蓮縣,121.387837,23.71181,A18-01-04
A18-01,5,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.384702,23.712991,A18-01-05
A18-01,6,2016,1,,,,闊葉樹林型,1.15732379,1,闊葉林,A,花蓮縣,121.382764,23.710838,A18-01-06
A18-01,7,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.37997,23.711043,A18-01-07
A18-01,9,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3763,23.713779,A18-01-09
A18-01,10,2016,1,,,,闊葉樹林型,1.64960789,1,闊葉林,A,花蓮縣,121.374202,23.71411,A18-01-10
A18-02,1,2016,1,,,,竹林,227.9057338,1,竹林,A,花蓮縣,121.47843,23.69952,A18-02-01
A18-02,2,2016,1,,,,竹林,410.1023476,1,竹林,A,花蓮縣,121.47771,23.6978,A18-02-02
A18-02,3,2016,1,,,,闊葉樹林型,143.9798232,1,闊葉林,A,花蓮縣,121.47655,23.69536,A18-02-03
A18-02,4,2016,1,,,,闊葉樹林型,96.3179635,1,闊葉林,A,花蓮縣,121.47542,23.69327,A18-02-04
A18-02,5,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.474358,23.691288,A18-02-05
A18-02,6,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.47346,23.68981,A18-02-06
A18-02,7,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.472383,23.687637,A18-02-07
A18-02,8,2016,1,,,,闊葉樹林型,77.16984439,1,闊葉林,A,花蓮縣,121.47037,23.68519,A18-02-08
A18-02,9,2016,1,,,,闊葉樹林型,137.5690467,1,闊葉林,A,花蓮縣,121.46884,23.68371,A18-02-09
A18-02,10,2016,1,,,,闊葉樹林型,25.32428748,1,闊葉林,A,花蓮縣,121.46718,23.68236,A18-02-10
A18-03,1,2016,1,,,,闊葉樹林型,220.3935349,1,闊葉林,A,花蓮縣,121.38009,23.60924,A18-03-01
A18-03,2,2016,1,,,,闊葉樹林型,71.69648011,1,闊葉林,A,花蓮縣,121.37914,23.61036,A18-03-02
A18-03,3,2016,1,,,,闊葉樹林型,74.96081814,1,闊葉林,A,花蓮縣,121.37734,23.61129,A18-03-03
A18-03,4,2016,1,,,,針闊葉樹混淆,252.2745562,1,闊葉林,A,花蓮縣,121.37565,23.61223,A18-03-04
A18-03,5,2016,1,,,,針闊葉樹混淆,160.6660092,1,闊葉林,A,花蓮縣,121.37417,23.61329,A18-03-05
A18-03,6,2016,1,,,,針闊葉樹混淆,113.6403819,1,闊葉林,A,花蓮縣,121.37232,23.61324,A18-03-06
A18-03,7,2016,1,,,,竹闊混淆林,66.12670668,1,混淆林,A,花蓮縣,121.37056,23.61245,A18-03-07
A18-03,8,2016,1,,,,闊葉樹林型,41.98625874,1,闊葉林,A,花蓮縣,121.37191,23.61111,A18-03-08
A18-03,9,2016,1,,,,闊葉樹林型,94.23331998,1,闊葉林,A,花蓮縣,121.37335,23.6099,A18-03-09
A18-03,10,2016,1,,,,竹闊混淆林,2.81221178,1,混淆林,A,花蓮縣,121.374157,23.608533,A18-03-10
A18-04,1,2016,1,,,,闊葉樹林型,214.7043207,1,闊葉林,A,花蓮縣,121.44315,23.75139,A18-04-01
A18-04,2,2016,1,,,,闊葉樹林型,162.2977928,1,闊葉林,A,花蓮縣,121.43719,23.75316,A18-04-02
A18-04,3,2016,1,,,,闊葉樹林型,68.48540851,1,闊葉林,A,花蓮縣,121.43789,23.75563,A18-04-03
A18-04,4,2016,1,,,,闊葉樹林型,1.88984888,1,闊葉林,A,花蓮縣,121.43767,23.75931,A18-04-04
A18-04,5,2016,1,,,,闊葉樹林型,1.61926488,1,闊葉林,A,花蓮縣,121.43485,23.7578,A18-04-05
A18-04,6,2016,1,,,,闊葉樹林型,61.7356942,1,闊葉林,A,花蓮縣,121.43304,23.75752,A18-04-06
A18-04,7,2016,1,,,,闊葉樹林型,51.80842075,1,闊葉林,A,花蓮縣,121.42954,23.75682,A18-04-07
A18-04,8,2016,1,,,,闊葉樹林型,62.84735263,1,闊葉林,A,花蓮縣,121.42614,23.75482,A18-04-08
A18-04,9,2016,1,,,,闊葉樹林型,9.25196741,1,闊葉林,A,花蓮縣,121.42315,23.75443,A18-04-09
A18-04,10,2016,1,,,,闊葉樹林型,129.0849478,1,闊葉林,A,花蓮縣,121.42525,23.75189,A18-04-10
A18-07,1,2016,1,,,,闊葉樹林型,0.66331253,1,闊葉林,A,花蓮縣,121.4084639,23.65826667,A18-07-01
A18-07,2,2016,1,,,,闊葉樹林型,13.23511058,1,闊葉林,A,花蓮縣,121.4094833,23.65992778,A18-07-02
A18-07,3,2016,1,,,,竹闊混淆林,6.2274743,1,混淆林,A,花蓮縣,121.4106083,23.66168611,A18-07-03
A18-07,4,2016,1,,,,竹闊混淆林,2.60140841,1,混淆林,A,花蓮縣,121.4117472,23.66326667,A18-07-04
A18-07,5,2016,1,,,,闊葉樹林型,119.1831318,1,闊葉林,A,花蓮縣,121.41383,23.66416,A18-07-05
A18-07,6,2016,1,,,,闊葉樹林型,269.9350823,1,闊葉林,A,花蓮縣,121.41494,23.66263,A18-07-06
A18-07,7,2016,1,,,,闊葉樹林型,172.3074927,1,闊葉林,A,花蓮縣,121.41413,23.66084,A18-07-07
A18-07,8,2016,1,,,,闊葉樹林型,18.61937084,1,闊葉林,A,花蓮縣,121.4133333,23.65909167,A18-07-08
A18-07,9,2016,1,,,,闊葉樹林型,233.3365052,1,闊葉林,A,花蓮縣,121.41271,23.65724,A18-07-09
A18-07,10,2016,1,,,,闊葉樹林型,255.3979277,1,闊葉林,A,花蓮縣,121.41184,23.65492,A18-07-10
A18-08,1,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.40355,23.62116111,A18-08-01
A18-08,2,2016,1,,,,闊葉樹林型,304.3415704,1,闊葉林,A,花蓮縣,121.41664,23.61477,A18-08-02
A18-08,3,2016,1,,,,闊葉樹林型,267.6266855,1,闊葉林,A,花蓮縣,121.4151,23.61329,A18-08-03
A18-08,4,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4192306,23.61931111,A18-08-04
A18-08,5,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4139306,23.61973056,A18-08-05
A18-08,6,2016,1,,,,闊葉樹林型,5.84149784,1,闊葉林,A,花蓮縣,121.4092194,23.61323889,A18-08-06
A19-01,1,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3535444,23.59145,A19-01-01
A19-01,3,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3500972,23.58855833,A19-01-03
A19-01,4,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3478722,23.58836389,A19-01-04
A19-01,5,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3452778,23.58882222,A19-01-05
A19-01,6,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.343025,23.58951389,A19-01-06
A19-02,1,2016,1,,,,竹林,0,1,竹林,A,花蓮縣,121.4029889,23.55439722,A19-02-01
A19-02,2,2016,1,,,,竹林,81.40130531,1,竹林,A,花蓮縣,121.40141,23.55327,A19-02-02
A19-02,3,2016,1,,,,闊葉樹林型,12.39898527,1,闊葉林,A,花蓮縣,121.3996444,23.55276111,A19-02-03
A19-02,4,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3976111,23.55132222,A19-02-04
A19-02,5,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3954194,23.55169722,A19-02-05
A19-02,6,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3930111,23.55199167,A19-02-06
A19-02,7,2016,1,,,,闊葉樹林型,7.22901472,1,闊葉林,A,花蓮縣,121.3916111,23.55269167,A19-02-07
A19-02,8,2016,1,,,,闊葉樹林型,86.27431408,1,闊葉林,A,花蓮縣,121.3891,23.55342,A19-02-08
A19-02,9,2016,1,,,,闊葉樹林型,265.4721384,1,闊葉林,A,花蓮縣,121.38694,23.55446,A19-02-09
A19-02,10,2016,1,,,,闊葉樹林型,189.7304586,1,闊葉林,A,花蓮縣,121.38478,23.55606,A19-02-10
A19-03,1,2016,1,,,,闊葉樹林型,1.29190584,1,闊葉林,A,花蓮縣,121.4198222,23.49683889,A19-03-01
A19-03,2,2016,1,,,,闊葉樹林型,0.61607757,1,闊葉林,A,花蓮縣,121.4213333,23.49817222,A19-03-02
A19-03,3,2016,1,,,,闊葉樹林型,2.34563646,1,闊葉林,A,花蓮縣,121.4232306,23.49723611,A19-03-03
A19-03,4,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4250472,23.49631944,A19-03-04
A19-03,5,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4274917,23.49560833,A19-03-05
A19-03,6,2016,1,,,,闊葉樹林型,3.54489199,1,闊葉林,A,花蓮縣,121.4294639,23.49653333,A19-03-06
A19-03,7,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4295611,23.49916944,A19-03-07
A19-03,8,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.4309,23.50115278,A19-03-08
A19-03,9,2016,1,,,,闊葉樹林型,1.62416348,1,闊葉林,A,花蓮縣,121.4325194,23.50271944,A19-03-09
A19-03,10,2016,1,,,,闊葉樹林型,1.65128053,1,闊葉林,A,花蓮縣,121.4342361,23.50377222,A19-03-10
A19-04,1,2016,1,,,,闊葉樹林型,120.6139335,1,闊葉林,A,花蓮縣,121.35119,23.476,A19-04-01
A19-04,2,2016,1,,,,竹闊混淆林,56.6472367,1,混淆林,A,花蓮縣,121.349,23.47738,A19-04-02
A19-04,4,2016,1,,,,闊葉樹林型,181.8599132,1,闊葉林,A,花蓮縣,121.3479,23.4798,A19-04-04
A19-04,6,2016,1,,,,闊葉樹林型,22.20648628,1,闊葉林,A,花蓮縣,121.3451,23.47972,A19-04-06
A19-04,7,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3438,23.48126,A19-04-07
A19-04,9,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3416,23.48378,A19-04-09
A19-04,10,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3404,23.48572,A19-04-10
A19-05,1,2016,1,,,,闊葉樹林型,7.2774126,1,闊葉林,A,花蓮縣,121.330517,23.383459,A19-05-01
A19-05,2,2016,1,,,,闊葉樹林型,62.14129697,1,闊葉林,A,花蓮縣,121.33285,23.38437,A19-05-02
A19-05,4,2016,1,,,,闊葉樹林型,294.9557016,1,闊葉林,A,花蓮縣,121.3354,23.38397,A19-05-04
A19-05,6,2016,1,,,,闊葉樹林型,521.0026117,1,闊葉林,A,花蓮縣,121.3374,23.38309,A19-05-06
A19-05,7,2016,1,,,,闊葉樹林型,338.3263,1,闊葉林,A,花蓮縣,121.33694,23.38106,A19-05-07
A19-05,8,2016,1,,,,闊葉樹林型,226.1475968,1,闊葉林,A,花蓮縣,121.33619,23.3781,A19-05-08
A19-05,9,2016,1,,,,闊葉樹林型,218.9746635,1,闊葉林,A,花蓮縣,121.33581,23.37558,A19-05-09
A19-05,10,2016,1,,,,闊葉樹林型,226.4669427,1,闊葉林,A,花蓮縣,121.33525,23.37286,A19-05-10
A19-06,1,2016,1,,,,闊葉樹林型,5.29610938,1,闊葉林,A,花蓮縣,121.351493,23.350851,A19-06-01
A19-06,3,2016,1,,,,闊葉樹林型,20.79833761,1,闊葉林,A,花蓮縣,121.34964,23.34958,A19-06-03
A19-06,4,2016,1,,,,闊葉樹林型,1.35094395,1,闊葉林,A,花蓮縣,121.351037,23.348269,A19-06-04
A19-06,5,2016,1,,,,針葉樹林型,35.47428468,1,針葉林,A,花蓮縣,121.34965,23.34522,A19-06-05
A19-06,7,2016,1,,,,闊葉樹林型,61.86560885,1,闊葉林,A,花蓮縣,121.34578,23.3446,A19-06-07
A19-06,8,2016,1,,,,闊葉樹林型,33.20805491,1,闊葉林,A,花蓮縣,121.34372,23.34539,A19-06-08
A19-06,9,2016,1,,,,竹林,114.2476708,1,竹林,A,花蓮縣,121.34221,23.34326,A19-06-09
A19-06,10,2016,1,,,,待成林地,5.03342554,1,,A,花蓮縣,121.34053,23.34091,A19-06-10
A19-14,1,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.39185,23.59803056,A19-14-01
A19-14,2,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3906889,23.59408056,A19-14-02
A19-14,3,2016,1,,,,闊葉樹林型,0,1,闊葉林,A,花蓮縣,121.3975,23.58948889,A19-14-03
A19-14,4,2016,1,,,,闊葉樹林型,21.10780598,1,闊葉林,A,花蓮縣,121.39012,23.58905,A19-14-04
