Site_N,Point,Year,Survey,Macaca_sur,Macaca_dist,Time,TypeName,Distance,Do.survey,TypeName.1,Altitude,County,x,y,Pointid
A27-41,4,2018,1,,,,闊葉樹林型,17.27595217,1,闊葉林,A,苗栗縣,120.818195,24.582356,A27-41-04
A27-41,5,2018,1,,,,竹林,188.3731571,1,竹林,A,苗栗縣,120.81806,24.58485,A27-41-05
A27-41,6,2018,1,,,,闊葉樹林型,46.52598819,1,闊葉林,A,苗栗縣,120.81583,24.58464,A27-41-06
A27-43,1,2018,1,,,,闊葉樹林型,73.86208307,1,闊葉林,A,台中市,120.59983,24.20439,A27-43-01
A27-43,2,2018,1,,,,闊葉樹林型,290.8514993,1,闊葉林,A,台中市,120.60014,24.2065,A27-43-02
A27-43,3,2018,1,,,,闊葉樹林型,497.3640987,1,闊葉林,A,台中市,120.60069,24.20919,A27-43-03
A27-43,4,2018,1,,,,闊葉樹林型,261.8778591,1,闊葉林,A,台中市,120.59794,24.21019,A27-43-04
A27-43,5,2018,1,,,,闊葉樹林型,187.5513153,1,闊葉林,A,台中市,120.59575,24.20928,A27-43-05
A27-43,6,2018,1,,,,闊葉樹林型,306.7658952,1,闊葉林,A,台中市,120.59494,24.20717,A27-43-06
A27-43,7,2018,1,,,,闊葉樹林型,356.4906108,1,闊葉林,A,台中市,120.59739,24.206,A27-43-07
A27-43,8,2018,1,,,,闊葉樹林型,371.8384263,1,闊葉林,A,台中市,120.59736,24.20811,A27-43-08
A27-44,1,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.58484,24.27377,A27-44-01
A27-44,2,2018,1,,,,闊葉樹林型,42.14109601,1,闊葉林,A,台中市,120.58265,24.27328,A27-44-02
A27-44,3,2018,1,,,,闊葉樹林型,35.09110601,1,闊葉林,A,台中市,120.58029,24.27326,A27-44-03
A27-44,4,2018,1,,,,闊葉樹林型,8.209460362,1,闊葉林,A,台中市,120.58284,24.26771,A27-44-04
A27-44,5,2018,1,,,,闊葉樹林型,73.20259076,1,闊葉林,A,台中市,120.58225,24.26998,A27-44-05
A27-44,6,2018,1,,,,闊葉樹林型,48.71051551,1,闊葉林,A,台中市,120.58459,24.26943,A27-44-06
A27-44,7,2018,1,,,,闊葉樹林型,108.4220337,1,闊葉林,A,台中市,120.58845,24.26902,A27-44-07
A27-44,8,2018,1,,,,闊葉樹林型,44.14696517,1,闊葉林,A,台中市,120.58061,24.26859,A27-44-08
A28-01,1,2018,1,,,,闊葉樹林型,166.2426389,1,闊葉林,A,苗栗縣,120.77911,24.47037,A28-01-01
A28-01,2,2018,1,,,,闊葉樹林型,4.7220861,1,闊葉林,A,苗栗縣,120.7720556,24.46758889,A28-01-02
A28-01,7,2018,1,,,,闊葉樹林型,16.8681166,1,闊葉林,A,苗栗縣,120.7736139,24.46922222,A28-01-07
A28-01,8,2018,1,,,,闊葉樹林型,3.89669572,1,闊葉林,A,苗栗縣,120.7762194,24.47065833,A28-01-08
A28-01,9,2018,1,,,,闊葉樹林型,35.11541705,1,闊葉林,A,苗栗縣,120.77684,24.47261,A28-01-09
A28-01,10,2018,1,,,,闊葉樹林型,149.8156896,1,闊葉林,A,苗栗縣,120.77887,24.47552,A28-01-10
A28-02,1,2018,1,,,,竹林,0,1,竹林,A,苗栗縣,120.8901167,24.43081111,A28-02-01
A28-02,2,2018,1,,,,竹闊混淆林,0,1,混淆林,A,苗栗縣,120.8939028,24.43249167,A28-02-02
A28-02,3,2018,1,,,,竹闊混淆林,0,1,混淆林,A,苗栗縣,120.8966556,24.43159167,A28-02-03
A28-02,4,2018,1,,,,竹林,0,1,竹林,A,苗栗縣,120.8966861,24.43318056,A28-02-04
A28-02,5,2018,1,,,,竹闊混淆林,27.60232665,1,混淆林,A,苗栗縣,120.89821,24.43297,A28-02-05
A28-02,6,2018,1,,,,竹林,21.08228614,1,竹林,A,苗栗縣,120.8997,24.43354,A28-02-06
A28-03,1,2018,1,,,,闊葉樹林型,51.01376253,1,闊葉林,A,苗栗縣,120.78854,24.40996,A28-03-01
A28-03,2,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.7883833,24.41278889,A28-03-02
A28-03,7,2018,1,,,,闊葉樹林型,5.14932101,1,闊葉林,A,苗栗縣,120.7916028,24.41143889,A28-03-07
A28-03,8,2018,1,,,,竹林,0,1,竹林,A,苗栗縣,120.7955917,24.41420556,A28-03-08
A28-03,9,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.7967167,24.41456111,A28-03-09
A28-03,10,2018,1,,,,闊葉樹林型,7.93366672,1,闊葉林,A,苗栗縣,120.7993167,24.41652222,A28-03-10
A28-04,1,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.735062,24.359154,A28-04-01
A28-04,2,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.733187,24.36018,A28-04-02
A28-04,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.731263,24.360809,A28-04-03
A28-04,4,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.730934,24.362551,A28-04-04
A28-04,5,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.729344,24.364047,A28-04-05
A28-04,6,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.729626,24.366115,A28-04-06
A28-06,1,2018,1,,,,闊葉樹林型,22.98120057,1,闊葉林,A,台中市,120.92575,24.30633,A28-06-01
A28-06,2,2018,1,,,,針葉樹林型,7.18341111,1,針葉林,A,台中市,120.9290833,24.30563611,A28-06-02
A28-06,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.9319694,24.30730833,A28-06-03
A28-06,4,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.9306417,24.304275,A28-06-04
A28-06,5,2018,1,,,,竹闊混淆林,0,1,混淆林,A,台中市,120.9274694,24.30372222,A28-06-05
A28-06,6,2018,1,,,,闊葉樹林型,6.43405706,1,闊葉林,A,台中市,120.9319139,24.302775,A28-06-06
A28-06,7,2018,1,,,,竹林,0,1,竹林,A,台中市,120.9326417,24.30424722,A28-06-07
A28-06,8,2018,1,,,,針葉樹林型,122.7739592,1,針葉林,A,台中市,120.93547,24.306,A28-06-08
A28-06,10,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.9346417,24.30228056,A28-06-10
A28-08,1,2018,1,,,,闊葉樹林型,0.33821799,1,闊葉林,A,苗栗縣,120.911072,24.589698,A28-08-01
A28-08,2,2018,1,,,,闊葉樹林型,8.20504177,1,闊葉林,A,苗栗縣,120.913976,24.588084,A28-08-02
A28-08,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.916534,24.587336,A28-08-03
A28-08,4,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.919407,24.58741,A28-08-04
A28-08,5,2018,1,,,,闊葉樹林型,47.76042786,1,闊葉林,A,苗栗縣,120.92237,24.58804,A28-08-05
A28-08,7,2018,1,,,,闊葉樹林型,0.24737643,1,闊葉林,A,苗栗縣,120.925579,24.587269,A28-08-07
A28-09,1,2018,1,,,,竹闊混淆林,0,1,混淆林,A,苗栗縣,120.941401,24.578436,A28-09-01
A28-09,2,2018,1,,,,針闊葉樹混淆,9.54470277,1,闊葉林,A,苗栗縣,120.939988,24.580043,A28-09-02
A28-09,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.937895,24.579645,A28-09-03
A28-09,4,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.93648,24.58097,A28-09-04
A28-09,5,2018,1,,,,竹闊混淆林,0,1,混淆林,A,苗栗縣,120.934241,24.581693,A28-09-05
A28-09,6,2018,1,,,,竹闊混淆林,0,1,混淆林,A,苗栗縣,120.932404,24.58255,A28-09-06
A28-10,1,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.908409,24.58464,A28-10-01
A28-10,2,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.910908,24.583396,A28-10-02
A28-10,4,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.914248,24.579127,A28-10-04
A28-10,5,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.916944,24.578289,A28-10-05
A28-10,6,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.919214,24.579175,A28-10-06
A28-10,7,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.92117,24.578002,A28-10-07
A28-14,1,2018,1,,,,竹闊混淆林,50.94395042,1,混淆林,A,台中市,120.85667,24.19278,A28-14-01
A28-14,2,2018,1,,,,竹闊混淆林,5.36438253,1,混淆林,A,台中市,120.8566667,24.19444444,A28-14-02
A28-14,3,2018,1,,,,竹林,0,1,竹林,A,台中市,120.8555528,24.19555278,A28-14-03
A28-14,4,2018,1,,,,闊葉樹林型,49.4069606,1,闊葉林,A,台中市,120.85666,24.19666,A28-14-04
A28-14,5,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.8566611,24.19805556,A28-14-05
A28-14,6,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.8580583,24.19166389,A28-14-06
A28-14,7,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.8594472,24.19111389,A28-14-07
A28-14,8,2018,1,,,,竹林,21.82074454,1,竹林,A,台中市,120.86111,24.19056,A28-14-08
A28-14,9,2018,1,,,,闊葉樹林型,12.29767398,1,闊葉林,A,台中市,120.8625,24.18971667,A28-14-09
A28-14,10,2018,1,,,,闊葉樹林型,1.58765488,1,闊葉林,A,台中市,120.8641611,24.18971944,A28-14-10
A28-15,1,2018,1,,,,闊葉樹林型,24.98536448,1,闊葉林,A,苗栗縣,120.84087,24.495,A28-15-01
A28-15,2,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.842527,24.492437,A28-15-02
A28-15,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.843309,24.490488,A28-15-03
A28-15,4,2018,1,,,,竹林,2.32577951,1,竹林,A,苗栗縣,120.846242,24.488468,A28-15-04
A28-15,5,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.847822,24.48744,A28-15-05
A28-15,6,2018,1,,,,闊葉樹林型,11.48507775,1,闊葉林,A,苗栗縣,120.85029,24.486143,A28-15-06
A28-18,1,2018,1,,,,竹闊混淆林,4.139544741,1,混淆林,A,苗栗縣,120.77338,24.35622,A28-18-01
A28-18,2,2018,1,,,,闊葉樹林型,0.859875964,1,闊葉林,A,苗栗縣,120.77579,24.35488,A28-18-02
A28-18,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.77226,24.35388,A28-18-03
A28-18,4,2018,1,,,,竹林,0.552196065,1,竹林,A,苗栗縣,120.7725,24.35112,A28-18-04
A28-18,5,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.77363,24.34968,A28-18-05
A28-18,6,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.77125,24.34952,A28-18-06
A28-18,7,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.7683,24.34994,A28-18-07
A28-18,8,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.77097,24.35228,A28-18-08
A28-18,9,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.76902,24.35391,A28-18-09
A28-18,10,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,苗栗縣,120.76819,24.35536,A28-18-10
A28-24,1,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.948891,24.271351,A28-24-01
A28-24,2,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.951814,24.276445,A28-24-02
A28-24,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.946407,24.274448,A28-24-03
A28-24,4,2018,1,,,,針葉樹林型,0,1,針葉林,A,台中市,120.948565,24.273591,A28-24-04
A28-24,5,2018,1,,,,針葉樹林型,0,1,針葉林,A,台中市,120.944907,24.280677,A28-24-05
A28-24,6,2018,1,,,,闊葉樹林型,46.55690216,1,闊葉林,A,台中市,120.941349,24.286575,A28-24-06
A29-01,1,2018,1,,,,闊葉樹林型,0.56768199,1,闊葉林,A,南投縣,120.9496694,24.068625,A29-01-01
A29-01,2,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.9487833,24.07123333,A29-01-02
A29-01,3,2018,1,,,,闊葉樹林型,3.05592877,1,闊葉林,A,南投縣,120.9460778,24.07057778,A29-01-03
A29-01,4,2018,1,,,,闊葉樹林型,4.88894538,1,闊葉林,A,南投縣,120.9458528,24.06772222,A29-01-04
A29-01,5,2018,1,,,,闊葉樹林型,6.93925374,1,闊葉林,A,南投縣,120.9446639,24.07011111,A29-01-05
A29-01,6,2018,1,,,,闊葉樹林型,2.100235,1,闊葉林,A,南投縣,120.9428028,24.07213333,A29-01-06
A29-01,7,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.9408944,24.07346111,A29-01-07
A29-02,1,2018,1,,,,闊葉樹林型,9.93528515,1,闊葉林,A,台中市,120.7711667,24.09558611,A29-02-01
A29-02,2,2018,1,,,,闊葉樹林型,8.88219261,1,闊葉林,A,台中市,120.7790278,24.09219444,A29-02-02
A29-02,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.7815556,24.09236111,A29-02-03
A29-02,4,2018,1,,,,闊葉樹林型,1.57666411,1,闊葉林,A,台中市,120.7839444,24.08894444,A29-02-04
A29-02,5,2018,1,,,,闊葉樹林型,0.16381454,1,闊葉林,A,台中市,120.7868056,24.08805556,A29-02-05
A29-02,6,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.7861944,24.08672222,A29-02-06
A29-02,7,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.7903889,24.11577778,A29-02-07
A29-03,2,2018,1,,,,闊葉樹林型,9.1512041,1,闊葉林,A,南投縣,120.842567,24.060065,A29-03-02
A29-03,3,2018,1,,,,闊葉樹林型,0.72223722,1,闊葉林,A,南投縣,120.844326,24.060762,A29-03-03
A29-03,4,2018,1,,,,闊葉樹林型,23.16900622,1,闊葉林,A,南投縣,120.8447,24.05891,A29-03-04
A29-03,5,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.844253,24.05678,A29-03-05
A29-03,6,2018,1,,,,竹闊混淆林,0.50154743,1,混淆林,A,南投縣,120.844698,24.054424,A29-03-06
A29-03,7,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.842188,24.056326,A29-03-07
A29-03,8,2018,1,,,,闊葉樹林型,0.17926909,1,闊葉林,A,南投縣,120.840308,24.057706,A29-03-08
A29-03,9,2018,1,,,,闊葉樹林型,19.62647276,1,闊葉林,A,南投縣,120.838124,24.058796,A29-03-09
A29-03,10,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.837217,24.060556,A29-03-10
A29-04,1,2018,1,,,,闊葉樹林型,54.929582,1,闊葉林,A,台中市,120.7478,24.03368,A29-04-01
A29-04,2,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.7420083,24.03495556,A29-04-02
A29-04,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.7423194,24.03658611,A29-04-03
A29-04,4,2018,1,,,,竹闊混淆林,12.00908954,1,混淆林,A,台中市,120.7449556,24.03703333,A29-04-04
A29-04,5,2018,1,,,,竹林,9.24604857,1,竹林,A,台中市,120.7487583,24.03773611,A29-04-05
A29-04,6,2018,1,,,,竹闊混淆林,0,1,混淆林,A,台中市,120.7523889,24.03728056,A29-04-06
A29-04,7,2018,1,,,,竹闊混淆林,0,1,混淆林,A,台中市,120.7543278,24.0384,A29-04-07
A29-04,8,2018,1,,,,竹闊混淆林,0,1,混淆林,A,台中市,120.7570528,24.03793056,A29-04-08
A29-04,10,2018,1,,,,竹闊混淆林,118.8039174,1,混淆林,A,台中市,120.75254,24.03409,A29-04-10
A29-05,4,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.783075,24.17308611,A29-05-04
A29-05,6,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.7868389,24.17501389,A29-05-06
A29-05,7,2018,1,,,,竹林,0,1,竹林,A,台中市,120.7619167,24.16983333,A29-05-07
A29-05,9,2018,1,,,,竹林,0,1,竹林,A,台中市,120.76778,24.17094,A29-05-09
A29-05,10,2018,1,,,,竹闊混淆林,0,1,混淆林,A,台中市,120.77092,24.17439,A29-05-10
A29-06,1,2018,1,,,,闊葉樹林型,764.3520494,1,闊葉林,A,台中市,120.68568,24.28035,A29-06-01
A29-06,2,2018,1,,,,闊葉樹林型,752.7860587,1,闊葉林,A,台中市,120.6876,24.28015,A29-06-02
A29-06,3,2018,1,,,,闊葉樹林型,491.8933863,1,闊葉林,A,台中市,120.69016,24.27986,A29-06-03
A29-06,4,2018,1,,,,闊葉樹林型,445.768845,1,闊葉林,A,台中市,120.69103,24.2815,A29-06-04
A29-06,5,2018,1,,,,闊葉樹林型,174.6184026,1,闊葉林,A,台中市,120.6933,24.28,A29-06-05
A29-06,6,2018,1,,,,闊葉樹林型,25.73970673,1,闊葉林,A,台中市,120.69556,24.27954,A29-06-06
A29-06,7,2018,1,,,,闊葉樹林型,147.3012338,1,闊葉林,A,台中市,120.69883,24.28015,A29-06-07
A29-07,1,2018,1,,,,闊葉樹林型,185.5857477,1,闊葉林,A,台中縣,120.72129,24.26959,A29-07-01
A29-07,2,2018,1,,,,闊葉樹林型,182.2508135,1,闊葉林,A,台中縣,120.72307,24.27208,A29-07-02
A29-07,3,2018,1,,,,闊葉樹林型,43.19736151,1,闊葉林,A,台中縣,120.72549,24.27162,A29-07-03
A29-07,4,2018,1,,,,闊葉樹林型,129.6109564,1,闊葉林,A,台中縣,120.72445,24.27463,A29-07-04
A29-07,5,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中縣,120.72785,24.27613,A29-07-05
A29-07,6,2018,1,,,,闊葉樹林型,74.149226,1,闊葉林,A,台中縣,120.72651,24.27465,A29-07-06
A29-07,7,2018,1,,,,闊葉樹林型,203.4070392,1,闊葉林,A,台中縣,120.72509,24.27345,A29-07-07
A29-07,8,2018,1,,,,闊葉樹林型,67.16932615,1,闊葉林,A,台中縣,120.72428,24.26963,A29-07-08
A29-07,9,2018,1,,,,闊葉樹林型,69.21399377,1,闊葉林,A,台中縣,120.7271,24.27084,A29-07-09
A29-07,10,2018,1,,,,闊葉樹林型,271.5474321,1,闊葉林,A,台中縣,120.72936,24.27218,A29-07-10
A29-08,1,2018,1,,,,闊葉樹林型,120.3694654,1,闊葉林,A,台中市,120.69594,24.22586,A29-08-01
A29-08,2,2018,1,,,,闊葉樹林型,237.7088311,1,闊葉林,A,台中市,120.69617,24.22794,A29-08-02
A29-08,3,2018,1,,,,闊葉樹林型,357.202301,1,闊葉林,A,台中市,120.69078,24.22856,A29-08-03
A29-08,4,2018,1,,,,闊葉樹林型,103.8673155,1,闊葉林,A,台中市,120.69289,24.22978,A29-08-04
A29-08,5,2018,1,,,,闊葉樹林型,272.657717,1,闊葉林,A,台中市,120.69044,24.23197,A29-08-05
A29-08,6,2018,1,,,,闊葉樹林型,396.4158863,1,闊葉林,A,台中市,120.68972,24.23019,A29-08-06
A29-08,7,2018,1,,,,闊葉樹林型,549.8457076,1,闊葉林,A,台中市,120.68875,24.22839,A29-08-07
A29-10,1,2018,1,,,,闊葉樹林型,204.6522949,1,闊葉林,A,台中市,120.65508,24.08834,A29-10-01
A29-10,2,2018,1,,,,闊葉樹林型,137.9721957,1,闊葉林,A,台中市,120.65152,24.0908,A29-10-02
A29-10,3,2018,1,,,,闊葉樹林型,212.8845051,1,闊葉林,A,台中市,120.65331,24.08966,A29-10-03
A29-10,4,2018,1,,,,闊葉樹林型,91.82040925,1,闊葉林,A,台中市,120.65351,24.09189,A29-10-04
A29-10,5,2018,1,,,,闊葉樹林型,122.1508854,1,闊葉林,A,台中市,120.65574,24.09271,A29-10-05
A29-10,6,2018,1,,,,闊葉樹林型,159.2259795,1,闊葉林,A,台中市,120.65787,24.09183,A29-10-06
A29-10,7,2018,1,,,,闊葉樹林型,30.50400372,1,闊葉林,A,台中市,120.66036,24.09162,A29-10-07
A29-12,1,2018,1,,,,闊葉樹林型,249.1366618,1,闊葉林,A,台中市,120.67489,24.08486,A29-12-01
A29-12,2,2018,1,,,,闊葉樹林型,450.1094616,1,闊葉林,A,台中市,120.6717,24.08573,A29-12-02
A29-12,3,2018,1,,,,竹林,344.1302601,1,竹林,A,台中市,120.67119,24.08238,A29-12-03
A29-12,4,2018,1,,,,竹林,123.1516136,1,竹林,A,台中市,120.67064,24.07794,A29-12-04
A29-12,5,2018,1,,,,闊葉樹林型,170.0273178,1,闊葉林,A,台中市,120.66786,24.07755,A29-12-05
A29-12,6,2018,1,,,,竹林,70.00604489,1,竹林,A,台中市,120.67353,24.07581,A29-12-06
A29-12,7,2018,1,,,,闊葉樹林型,302.8853285,1,闊葉林,A,台中市,120.6756,24.07947,A29-12-07
A29-13,1,2018,1,,,,闊葉樹林型,0.951366857,1,闊葉林,A,南投縣,120.81139,24.04972,A29-13-01
A29-13,2,2018,1,,,,闊葉樹林型,7.70233096,1,闊葉林,A,南投縣,120.81083,24.05222,A29-13-02
A29-13,3,2018,1,,,,針葉樹林型,0,1,針葉林,A,南投縣,120.81139,24.05444,A29-13-03
A29-13,4,2018,1,,,,闊葉樹林型,13.11324543,1,闊葉林,A,南投縣,120.81333,24.05333,A29-13-04
A29-13,5,2018,1,,,,闊葉樹林型,72.12761288,1,闊葉林,A,南投縣,120.81417,24.05528,A29-13-05
A29-13,6,2018,1,,,,闊葉樹林型,31.42160769,1,闊葉林,A,南投縣,120.81556,24.0575,A29-13-06
A29-13,7,2018,1,,,,竹闊混淆林,8.098361315,1,混淆林,A,南投縣,120.81667,24.05944,A29-13-07
A29-13,8,2018,1,,,,闊葉樹林型,13.74234336,1,闊葉林,A,南投縣,120.80917,24.05487,A29-13-08
A29-13,9,2018,1,,,,竹闊混淆林,5.428140754,1,混淆林,A,南投縣,120.81028,24.05639,A29-13-09
A29-13,10,2018,1,,,,竹闊混淆林,1.745293967,1,混淆林,A,南投縣,120.80924,24.05861,A29-13-10
A29-14,1,2018,1,,,,竹林,0,1,竹林,A,南投縣,121.08729,24.01987,A29-14-01
A29-14,2,2018,1,,,,竹林,2.607987766,1,竹林,A,南投縣,121.08964,24.01378,A29-14-02
A29-14,3,2018,1,,,,闊葉樹林型,71.87867133,1,闊葉林,A,南投縣,121.08734,24.00589,A29-14-03
A29-14,4,2018,1,,,,闊葉樹林型,18.51376973,1,闊葉林,A,南投縣,121.07897,24.00003,A29-14-04
A29-14,5,2018,1,,,,闊葉樹林型,17.46208055,1,闊葉林,A,南投縣,121.07741,23.99756,A29-14-05
A29-14,6,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,121.07534,23.99729,A29-14-06
A29-14,7,2018,1,,,,闊葉樹林型,16.18780662,1,闊葉林,A,南投縣,121.06836,24.0013,A29-14-07
A29-16,1,2018,1,,,,闊葉樹林型,3.74951675,1,闊葉林,A,台中市,120.6923417,24.04390278,A29-16-01
A29-16,2,2018,1,,,,闊葉樹林型,6.32565089,1,闊葉林,A,台中市,120.6941111,24.04305833,A29-16-02
A29-16,3,2018,1,,,,闊葉樹林型,6.16000847,1,闊葉林,A,台中市,120.6961,24.04235,A29-16-03
A29-16,4,2018,1,,,,闊葉樹林型,12.53827304,1,闊葉林,A,台中市,120.6986056,24.04153611,A29-16-04
A29-16,5,2018,1,,,,闊葉樹林型,66.89975336,1,闊葉林,A,台中市,120.70069,24.04154,A29-16-05
A29-16,6,2018,1,,,,闊葉樹林型,36.08980832,1,闊葉林,A,台中市,120.70312,24.04211,A29-16-06
A29-16,7,2018,1,,,,闊葉樹林型,186.4571351,1,闊葉林,A,台中市,120.69583,24.04005,A29-16-07
A29-16,8,2018,1,,,,竹林,10.45230067,1,竹林,A,台中市,120.69445,24.04597,A29-16-08
A29-17,1,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.772852,24.058063,A29-17-01
A29-17,2,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.774831,24.056982,A29-17-02
A29-17,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.775365,24.054861,A29-17-03
A29-17,4,2018,1,,,,竹闊混淆林,0,1,混淆林,A,台中市,120.777405,24.052291,A29-17-04
A29-17,5,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.780239,24.051013,A29-17-05
A29-17,6,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.784098,24.048273,A29-17-06
A29-17,7,2018,1,,,,待成林地,0,1,,A,台中市,120.7861,24.04744,A29-17-07
A29-17,8,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.788016,24.045733,A29-17-08
A29-17,9,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.790471,24.047569,A29-17-09
A29-17,10,2018,1,,,,闊葉樹林型,0.40772672,1,闊葉林,A,台中市,120.793491,24.046363,A29-17-10
A29-18,1,2018,1,,,,闊葉樹林型,14.29675932,1,闊葉林,A,台中市,120.727471,24.021311,A29-18-01
A29-18,2,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.733482,24.019227,A29-18-02
A29-18,3,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.735226,24.017397,A29-18-03
A29-18,4,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.737919,24.017348,A29-18-04
A29-18,5,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.743267,24.017005,A29-18-05
A29-18,6,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.756514,24.019437,A29-18-06
A29-18,7,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.759119,24.019432,A29-18-07
A29-18,8,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.761145,24.018875,A29-18-08
A29-18,9,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.763327,24.01887,A29-18-09
A29-18,10,2018,1,,,,闊葉樹林型,14.64509731,1,闊葉林,A,台中市,120.765529,24.018675,A29-18-10
A29-19,1,2018,1,,,,闊葉樹林型,129.1049766,1,闊葉林,A,台中市,120.73514,24.11067,A29-19-01
A29-19,2,2018,1,,,,闊葉樹林型,26.05054569,1,闊葉林,A,台中市,120.73703,24.10961,A29-19-02
A29-19,3,2018,1,,,,針葉樹林型,36.3906562,1,針葉林,A,台中市,120.73919,24.10989,A29-19-03
A29-19,5,2018,1,,,,竹闊混淆林,111.7173435,1,混淆林,A,台中市,120.74016,24.11144,A29-19-05
A29-19,6,2018,1,,,,闊葉樹林型,0,1,闊葉林,A,台中市,120.74081,24.10958,A29-19-06
A29-19,7,2018,1,,,,闊葉樹林型,41.20738592,1,闊葉林,A,台中市,120.74195,24.10798,A29-19-07
A29-19,8,2018,1,,,,闊葉樹林型,67.50424624,1,闊葉林,A,台中市,120.74213,24.10886,A29-19-08
A29-19,9,2018,1,,,,闊葉樹林型,106.4845138,1,闊葉林,A,台中市,120.74399,24.10804,A29-19-09
A29-19,10,2018,1,,,,闊葉樹林型,22.37965508,1,闊葉林,A,台中市,120.74603,24.10719,A29-19-10
