"樣區編號","樣區名稱","樣點編號","TWD97_X","TWD97_Y"
"MA-D15-05","白不仔溪橋","3","234272","2621875"
"MA-D15-05","白不仔溪橋","4","234260","2622182"
"MA-D15-05","白不仔溪橋","5","234174","2622433"
"MA-D15-05","白不仔溪橋","6","234085","2622678"
"MA-D16-01","菩提寺","1","232925","2658528"
"MA-D16-01","菩提寺","2","232731","2658534"
"MA-D16-01","菩提寺","4","232481","2658713"
"MA-D16-01","菩提寺","5","232453","2658912"
"MA-D16-01","菩提寺","6","232246","2658936"
"MA-D16-02","仙女瀑布","1","231167","2668462"
"MA-D16-02","仙女瀑布","2","231424","2668509"
"MA-D16-02","仙女瀑布","3","231609","2668680"
"MA-D16-02","仙女瀑布","4","231713","2668891"
"MA-D16-02","仙女瀑布","5","231054","2668823"
"MA-D16-02","仙女瀑布","6","230889","2669011"
"MA-D16-03","牽牛坑","6","229514","2660056"
"MA-D16-03","牽牛坑","5","229672","2660205"
"MA-D16-03","牽牛坑","4","229879","2660276"
"MA-D16-03","牽牛坑","3","230072","2660347"
"MA-D16-03","牽牛坑","2","230287","2660473"
"MA-D16-03","牽牛坑","1","230228","2660230"
"MA-D16-04","埔里13、14林班","6","226593","2654727"
"MA-D16-04","埔里13、14林班","5","226279","2654851"
"MA-D16-04","埔里13、14林班","1","226945","2654901"
"MA-D16-04","埔里13、14林班","2","226934","2654490"
"MA-D16-04","埔里13、14林班","3","227428","2654219"
"MA-D16-04","埔里13、14林班","4","227102","2654015"
"MA-D16-05","國姓大石村","1","236222","2654533"
"MA-D16-05","國姓大石村","2","236020","2654535"
"MA-D16-05","國姓大石村","3","235654","2654709"
"MA-D16-05","國姓大石村","4","235894","2654877"
"MA-D16-05","國姓大石村","5","235951","2655069"
"MA-D16-05","國姓大石村","6","236160","2655124"
"MA-D16-06","國姓埔源","1","240483","2661889"
"MA-D16-06","國姓埔源","2","240406","2662076"
"MA-D16-06","國姓埔源","6","240754","2662256"
"MA-D16-06","國姓埔源","3","240262","2661930"
"MA-D16-06","國姓埔源","4","240129","2662137"
"MA-D16-06","國姓埔源","5","240496","2662250"
"MA-D16-07","阿冷坑林道6K","1","243579","2664807"
"MA-D16-07","阿冷坑林道6K","2","243446","2664634"
"MA-D16-07","阿冷坑林道6K","3","243361","2664436"
"MA-D16-07","阿冷坑林道6K","4","243758","2664858"
"MA-D16-07","阿冷坑林道6K","5","243953","2665031"
"MA-D16-07","阿冷坑林道6K","6","244249","2665126"
"MA-D16-09","草屯雙冬","1","228788","2652799"
"MA-D16-09","草屯雙冬","2","228669","2652635"
"MA-D16-09","草屯雙冬","3","228677","2652433"
"MA-D17-06","武界林道（久久巢山）","1","256716","2641997"
"MA-D17-06","武界林道（久久巢山）","2","256531","2642038"
"MA-D17-06","武界林道（久久巢山）","3","256310","2642160"
"MA-D17-06","武界林道（久久巢山）","4","256134","2642247"
"MA-D17-06","武界林道（久久巢山）","6","255628","2642684"
"MA-D18-01","阿里山61林班","1","214300","2627552"
"MA-D18-01","阿里山61林班","2","214101","2627378"
"MA-D18-01","阿里山61林班","3","213988","2627134"
"MA-D18-01","阿里山61林班","4","214235","2627171"
"MA-D18-01","阿里山61林班","5","214170","2627959"
"MA-D18-01","阿里山61林班","6","214039","2626612"
"MA-D18-02","阿里山63林班林北大坑","1","211852","2628845"
"MA-D18-02","阿里山63林班林北大坑","2","212011","2628614"
"MA-D18-02","阿里山63林班林北大坑","3","212161","2628487"
"MA-D18-02","阿里山63林班林北大坑","4","212347","2628235"
"MA-D18-02","阿里山63林班林北大坑","5","212474","2628080"
"MA-D18-02","阿里山63林班林北大坑","6","212706","2627995"
"MA-D18-03","湖山水庫","1","211442","2620777"
"MA-D18-03","湖山水庫","2","211215","2620855"
"MA-D18-03","湖山水庫","3","210926","2620856"
"MA-D18-03","湖山水庫","4","211117","2620603"
"MA-D18-03","湖山水庫","5","211246","2620429"
"MA-D18-03","湖山水庫","6","211266","2620179"
"MA-D18-04","勞水坑","1","216710","2616264"
"MA-D18-04","勞水坑","2","216506","2616212"
"MA-D18-04","勞水坑","3","216284","2616262"
"MA-D18-04","勞水坑","4","216099","2616372"
"MA-D18-04","勞水坑","5","215979","2616541"
"MA-D18-04","勞水坑","6","215778","2616463"
"MA-D18-05","鹿谷(石馬公園)","2","225697","2625432"
"MA-D18-05","鹿谷(石馬公園)","3","225884","2625255"
"MA-D18-05","鹿谷(石馬公園)","4","226032","2625023"
"MA-D18-05","鹿谷(石馬公園)","5","225804","2624957"
"MA-D18-05","鹿谷(石馬公園)","6","225470","2624947"
"MA-D18-07","豐柏步道","1","211295","2635546"
"MA-D18-07","豐柏步道","2","211539","2635575"
"MA-D18-07","豐柏步道","3","211702","2635710"
"MA-D18-07","豐柏步道","4","211901","2635770"
"MA-D18-07","豐柏步道","5","212053","2635946"
"MA-D18-07","豐柏步道","6","212178","2636125"
"MA-D18-08","田中森林公園","1","210374","2639128"
"MA-D18-08","田中森林公園","2","210421","2639350"
"MA-D18-08","田中森林公園","3","210383","2639526"
"MA-D18-08","田中森林公園","4","210320","2639708"
"MA-D18-08","田中森林公園","5","210344","2639928"
"MA-D18-08","田中森林公園","6","210359","2640131"
"MA-D18-09","清水岩","1","210759","2642298"
"MA-D18-09","清水岩","2","211024","2642123"
"MA-D18-09","清水岩","3","211300","2642073"
"MA-D18-09","清水岩","4","210679","2641936"
"MA-D18-09","清水岩","5","210640","2641713"
"MA-D18-09","清水岩","6","210586","2641446"
"MA-D18-10","草嶺","1","217883","2611122"
"MA-D18-10","草嶺","2","218006","2611643"
"MA-D18-10","草嶺","3","218019","2610961"
"MA-D18-10","草嶺","4","218215","2610908"
"MA-D18-10","草嶺","5","218335","2610579"
"MA-D18-10","草嶺","6","218257","2610376"
"MA-E19-01","石屋","1","200663","2551468"
"MA-E19-01","石屋","2","200886","2551429"
"MA-E19-01","石屋","4","201286","2551419"
"MA-E19-01","石屋","5","201733","2551294"
"MA-E19-02","平坑","1","211306","2565566"
"MA-E19-02","平坑","2","211475","2565628"
"MA-E19-02","平坑","3","211669","2565613"
"MA-E19-02","平坑","4","211862","2565705"
"MA-E19-03","鎮南宮","2","185335","2568994"
"MA-E19-03","鎮南宮","3","185519","2569079"
"MA-E19-03","鎮南宮","4","185700","2569175"
"MA-E19-03","鎮南宮","5","185732","2569379"
"MA-E19-03","鎮南宮","6","185800","2569576"
"MA-E19-04","觀日亭","1","189628","2544155"
"MA-E19-04","觀日亭","2","189535","2543971"
"MA-E19-04","觀日亭","3","189474","2543769"
"MA-E19-04","觀日亭","4","189480","2543566"
"MA-E19-04","觀日亭","5","189465","2543359"
"MA-E19-04","觀日亭","6","189414","2543165"
"MA-E19-05","大峽谷","1","192038","2542765"
"MA-E19-05","大峽谷","2","192305","2542814"
"MA-E19-05","大峽谷","4","192595","2542549"
"MA-E19-05","大峽谷","5","192764","2542425"
"MA-E19-05","大峽谷","6","192827","2542223"
"MA-E19-05","大峽谷","3","192481","2542723"
"MA-E19-06","馬斗欄","6","194145","2566354"
"MA-E19-06","馬斗欄","1","194786","2566724"
"MA-E19-06","馬斗欄","2","194676","2566537"
"MA-E19-06","馬斗欄","3","194520","2566409"
"MA-E19-06","馬斗欄","4","194363","2566257"
"MA-E19-06","馬斗欄","5","194318","2566492"
"MA-E19-07","玉井85林班","1","194847","2553240"
"MA-E19-07","玉井85林班","2","194874","2553036"
"MA-E19-07","玉井85林班","3","194888","2552828"
"MA-E19-07","玉井85林班","4","195071","2552739"
"MA-E19-07","玉井85林班","6","195323","2552412"
"MA-E19-07","玉井85林班","5","195218","2552594"
"MA-E19-08","鈺鼎","1","199624","2553424"
"MA-E19-08","鈺鼎","2","199814","2553766"
"MA-E19-08","鈺鼎","3","199864","2553961"
"MA-E19-08","鈺鼎","4","199956","2554145"
"MA-E19-08","鈺鼎","5","200014","2554340"
"MA-E19-08","鈺鼎","6","200002","2554544"
"MA-E19-09","玉井53林班","1","210885","2569541"
"MA-E19-09","玉井53林班","2","210912","2569746"
"MA-E19-09","玉井53林班","3","210870","2569951"
"MA-E19-09","玉井53林班","4","210688","2570071"
"MA-E19-09","玉井53林班","5","210641","2570273"
"MA-E19-09","玉井53林班","6","210847","2570261"
"MA-E19-10","楠西","1","201517","2566112"
"MA-E19-10","楠西","2","201717","2566040"
"MA-E19-10","楠西","3","201914","2566094"
"MA-E19-10","楠西","4","202132","2566128"
"MA-E19-10","楠西","5","202333","2566063"
"MA-E19-10","楠西","6","202507","2565936"
"MA-E19-11","玉山里","1","200809","2552287"
"MA-E19-11","玉山里","3","201149","2552314"
"MA-E19-11","玉山里","4","201333","2552395"
"MA-E19-11","玉山里","5","201536","2552402"
"MA-E21-02","公田","1","214551","2594571"
"MA-E21-02","公田","2","214380","2594708"
"MA-E21-02","公田","3","214222","2594865"
"MA-E21-02","公田","4","214771","2594434"
"MA-E21-02","公田","5","214951","2594391"
"MA-E21-02","公田","6","215113","2594552"
"MA-E21-04","蛟龍溪","2","224530","2607369"
"MA-E21-04","蛟龍溪","1","224371","2607211"
"MA-E21-04","蛟龍溪","3","224345","2606993"
"MA-E21-04","蛟龍溪","5","224722","2606830"
"MA-E21-04","蛟龍溪","6","224951","2606813"
"MA-E21-09","獨立山","3","209894","2604058"
"MA-E21-09","獨立山","5","209433","2604381"
"MA-E21-09","獨立山","6","209266","2604547"
"MA-E21-09","獨立山","2","209855","2604235"
"MA-E21-10","瑞里","1","215135","2603361"
"MA-E21-10","瑞里","2","215348","2603278"
"MA-E21-10","瑞里","3","214956","2603544"
"MA-E21-10","瑞里","4","215565","2603215"
"MA-E21-10","瑞里","5","215786","2603185"
"MA-E21-10","瑞里","6","215279","2603065"
"MA-E21-11","瑞峰","6","215889","2606823"
"MA-E21-11","瑞峰","1","215897","2607268"
"MA-E21-11","瑞峰","4","216340","2606904"
"MA-E21-11","瑞峰","5","216547","2606815"
"MA-E21-11","瑞峰","2","215952","2607056"
"MA-E21-11","瑞峰","3","216108","2606894"
"MA-E22-02","天馬瀑布","1","209903","2585553"
"MA-E22-02","天馬瀑布","2","210041","2585749"
"MA-E22-02","天馬瀑布","3","210166","2585953"
"MA-E22-02","天馬瀑布","4","210313","2586129"
"MA-E22-02","天馬瀑布","5","210461","2586380"
"MA-E22-02","天馬瀑布","6","210296","2585749"
"MA-E22-03","隙頂國小草山分校","1","212964","2585464"
"MA-E22-03","隙頂國小草山分校","2","213515","2585418"
"MA-E22-03","隙頂國小草山分校","3","213192","2585241"
"MA-E22-03","隙頂國小草山分校","4","213131","2584979"
"MA-E22-03","隙頂國小草山分校","5","213199","2584752"
"MA-E22-03","隙頂國小草山分校","6","213229","2584509"
"MA-E22-04","山麻湖公車站","1","210662","2584198"
"MA-E22-04","山麻湖公車站","2","210706","2583965"
"MA-E22-04","山麻湖公車站","3","210607","2583754"
"MA-E22-04","山麻湖公車站","4","210645","2583519"
"MA-E22-04","山麻湖公車站","5","210854","2583357"
"MA-E22-04","山麻湖公車站","6","210646","2583194"
"MA-E22-05","蘆籐坪","1","212924","2582729"
"MA-E22-05","蘆籐坪","2","212674","2582757"
"MA-E22-05","蘆籐坪","3","212546","2582561"
"MA-E22-05","蘆籐坪","4","212453","2582326"
"MA-E22-05","蘆籐坪","5","212168","2582316"
"MA-E22-05","蘆籐坪","6","212005","2582422"
"MA-E22-06","大埔事業區39林班","1","204912","2581826"
"MA-E22-06","大埔事業區39林班","3","205195","2581540"
"MA-E22-06","大埔事業區39林班","4","205373","2581469"
"MA-E22-06","大埔事業區39林班","5","205007","2581636"
"MA-E22-06","大埔事業區39林班","6","205492","2581238"
"MA-E22-07","馬頭山路口公車站","1","210235","2580735"
"MA-E22-07","馬頭山路口公車站","2","210050","2580553"
"MA-E22-07","馬頭山路口公車站","3","209959","2580337"
"MA-E22-07","馬頭山路口公車站","4","209824","2580097"
"MA-E22-07","馬頭山路口公車站","5","209794","2579858"
"MA-E22-07","馬頭山路口公車站","6","209847","2579627"
"MA-E22-08","九恭崎腳","1","212469","2577494"
"MA-E22-08","九恭崎腳","2","212638","2577334"
"MA-E22-08","九恭崎腳","3","212847","2577225"
"MA-E22-08","九恭崎腳","4","213075","2577138"
"MA-E22-08","九恭崎腳","5","213293","2577052"
"MA-E22-08","九恭崎腳","6","213312","2576795"
"MA-E22-09","長枝坑溪","1","208779","2573891"
"MA-E22-09","長枝坑溪","2","209012","2573845"
"MA-E22-09","長枝坑溪","3","209186","2573693"
"MA-E22-09","長枝坑溪","4","209410","2573629"
"MA-E22-09","長枝坑溪","5","209558","2573452"
"MA-E22-09","長枝坑溪","6","209636","2573158"
"MA-E22-10","第三莊公車站","1","205603","2570405"
"MA-E22-10","第三莊公車站","2","205442","2570170"
"MA-E22-10","第三莊公車站","3","205591","2570025"
"MA-E22-10","第三莊公車站","4","205591","2569747"
"MA-E22-10","第三莊公車站","5","205856","2569633"
"MA-E22-10","第三莊公車站","6","206008","2569442"
"MA-E22-11","公興國小","1","212386","2591530"
"MA-E22-11","公興國小","2","212715","2591120"
"MA-E22-11","公興國小","3","212646","2590853"
"MA-E22-11","公興國小","4","212933","2590477"
"MA-E22-11","公興國小","5","213364","2590193"
"MA-E22-11","公興國小","6","213096","2589936"
"MA-E22-12","麻竹湖吊橋","1","213449","2575570"
"MA-E22-12","麻竹湖吊橋","3","213312","2575146"
"MA-E22-12","麻竹湖吊橋","4","213449","2574960"
"MA-E22-12","麻竹湖吊橋","5","213285","2574757"
"MA-E22-12","麻竹湖吊橋","6","213108","2574510"
"MA-E22-13","奉龍谷瀑布","1","210252","2572885"
"MA-E22-13","奉龍谷瀑布","2","210392","2572703"
"MA-E22-13","奉龍谷瀑布","3","210553","2572523"
"MA-E22-13","奉龍谷瀑布","4","210598","2572840"
"MA-E22-13","奉龍谷瀑布","5","210768","2573018"
"MA-E22-13","奉龍谷瀑布","6","210858","2573245"
"MA-F23-01","內英山","2","212794","2552118"
"MA-F23-01","內英山","1","212820","2552349"
"MA-F23-01","內英山","3","212800","2552543"
"MA-F23-01","內英山","4","212934","2552724"
"MA-F23-01","內英山","5","213084","2552905"
"MA-F23-01","內英山","6","213115","2553113"
"MA-F23-02","直瀨","1","215711","2552397"
"MA-F23-02","直瀨","2","215613","2552572"
"MA-F23-02","直瀨","3","215578","2552930"
"MA-F23-02","直瀨","4","215538","2553129"
"MA-F23-02","直瀨","5","215470","2553340"
"MA-F23-02","直瀨","6","215312","2553602"
"MA-F23-04","七坑溫泉","1","223169","2554819"
"MA-F23-04","七坑溫泉","2","223150","2554484"
"MA-F23-04","七坑溫泉","3","223044","2554659"
"MA-F23-04","七坑溫泉","4","222894","2554800"
"MA-F23-04","七坑溫泉","5","222706","2554904"
"MA-F23-04","七坑溫泉","6","222502","2554835"
"MA-F23-05","不老溫泉","1","218179","2552400"
"MA-F23-05","不老溫泉","2","218367","2552586"
"MA-F23-05","不老溫泉","3","218516","2552885"
"MA-F23-05","不老溫泉","4","218501","2553104"
"MA-F23-05","不老溫泉","5","218640","2553277"
"MA-F23-05","不老溫泉","6","218739","2553484"
"MA-F23-06","新開","1","216217","2549528"
"MA-F23-06","新開","2","216455","2549580"
"MA-F23-06","新開","3","216617","2549745"
"MA-F23-06","新開","4","216710","2549978"
"MA-F23-06","新開","5","216822","2550239"
"MA-F23-06","新開","6","216891","2550451"
"MA-F23-07","花果山","6","217233","2545324"
"MA-F23-07","花果山","5","217272","2545547"
"MA-F23-07","花果山","4","217393","2545737"
"MA-F23-07","花果山","3","217563","2545875"
"MA-F23-07","花果山","2","217791","2545986"
"MA-F23-07","花果山","1","217951","2546139"
"MA-F23-09","扇平林道","6","214591","2540817"
"MA-F23-09","扇平林道","5","214450","2540587"
"MA-F23-09","扇平林道","4","214508","2540328"
"MA-F23-09","扇平林道","3","214512","2540130"
"MA-F23-09","扇平林道","2","214576","2539932"
"MA-F23-09","扇平林道","1","215110","2539754"
"MA-F23-10","葫蘆谷","2","214200","2537813"
"MA-F23-10","葫蘆谷","3","214184","2537492"
"MA-F23-10","葫蘆谷","4","214243","2537069"
"MA-F23-10","葫蘆谷","5","214359","2536652"
"MA-F23-10","葫蘆谷","6","214349","2536247"
"MA-F23-11","十八羅漢山","1","213268","2538911"
"MA-F23-11","十八羅漢山","2","213245","2538676"
"MA-F23-11","十八羅漢山","3","213035","2538591"
"MA-F23-11","十八羅漢山","4","212882","2538394"
"MA-F23-11","十八羅漢山","5","212607","2538431"
"MA-F23-11","十八羅漢山","6","212361","2538281"
"MA-F24-02","31林班","1","209656","2552079"
"MA-F24-02","31林班","2","209852","2552194"
"MA-F24-02","31林班","3","210009","2552283"
"MA-F24-02","31林班","4","210206","2552193"
"MA-F24-02","31林班","5","210057","2552036"
"MA-F24-03","34林班","1","207139","2549486"
"MA-F24-03","34林班","2","206983","2549613"
"MA-F24-03","34林班","3","207148","2549753"
"MA-F24-03","34林班","4","207019","2549995"
"MA-F24-03","34林班","5","207228","2549961"
"MA-F24-04","47,49林班","1","209114","2538964"
"MA-F24-04","47,49林班","2","208990","2539299"
"MA-F24-04","47,49林班","3","209201","2538709"
"MA-F24-04","47,49林班","4","209158","2539162"
"MA-F24-04","47,49林班","5","209390","2539381"
"MA-F24-04","47,49林班","6","208806","2539162"
"MA-F24-05","鹿埔北","2","189745","2531608"
"MA-F24-05","鹿埔北","4","189602","2531924"
"MA-F24-05","鹿埔北","5","189514","2532154"
"MA-F24-05","鹿埔北","6","189657","2532323"
"MA-F24-07","3,4林班","1","206663","2552702"
"MA-F24-07","3,4林班","2","206557","2552961"
"MA-F24-07","3,4林班","3","206660","2553263"
"MA-F24-07","3,4林班","4","206424","2554094"
"MA-F24-08","46林班","3","207545","2537932"
"MA-F24-08","46林班","4","207754","2538437"
"MA-F24-08","46林班","6","207651","2538798"
"MA-F24-08","46林班","2","207507","2537641"
"MA-F24-09","113林班","1","188276","2522950"
"MA-F24-09","113林班","2","188090","2522769"
"MA-F24-09","113林班","4","187717","2522586"
"MA-F24-09","113林班","5","187463","2522457"
"MA-F24-09","113林班","6","187304","2522336"
"MA-F24-10","月光山","1","203175","2535811"
"MA-F24-10","月光山","2","203128","2536007"
"MA-F24-10","月光山","3","203048","2536205"
"MA-F24-10","月光山","4","202977","2536389"
"MA-F24-10","月光山","5","202877","2536584"
"MA-F24-11","內門區東勢埔","1","195959","2537320"
"MA-F24-11","內門區東勢埔","2","196232","2537404"
"MA-F24-11","內門區東勢埔","3","196413","2537143"
"MA-F24-11","內門區東勢埔","4","196482","2536920"
"MA-F24-11","內門區東勢埔","5","196807","2537001"
"MA-F24-11","內門區東勢埔","6","196693","2537232"
"MA-F24-12","南勢坑","1","209786","2543038"
"MA-F24-12","南勢坑","2","209819","2542847"
"MA-F24-12","南勢坑","3","209411","2543017"
"MA-F24-12","南勢坑","6","209853","2543353"
"MA-F25-01","大津瀑布(慈津保宮)","1","213142","2527744"
"MA-F25-01","大津瀑布(慈津保宮)","2","213087","2528354"
"MA-F25-01","大津瀑布(慈津保宮)","3","213441","2528883"
"MA-F25-01","大津瀑布(慈津保宮)","4","213258","2528899"
"MA-F25-01","大津瀑布(慈津保宮)","5","213565","2529689"
"MA-F25-01","大津瀑布(慈津保宮)","6","213610","2530952"
"MA-F25-02","觀望山","1","219544","2518154"
"MA-F25-02","觀望山","2","219264","2518365"
"MA-F25-02","觀望山","3","219050","2518155"
"MA-F25-02","觀望山","4","219004","2518362"
"MA-F25-02","觀望山","5","218846","2518610"
"MA-F25-02","觀望山","6","218579","2518810"
"MA-F25-03","沙溪林道","1","216476","2524440"
"MA-F25-03","沙溪林道","2","216716","2524381"
"MA-F25-03","沙溪林道","3","216786","2524064"
"MA-F25-03","沙溪林道","4","216975","2524183"
"MA-F25-03","沙溪林道","5","216761","2524825"
"MA-F25-03","沙溪林道","6","217248","2525001"
"MA-F25-03","沙溪林道","7","217352","2525421"
"MA-F25-04","三地門園區","1","215277","2511711"
"MA-F25-04","三地門園區","2","215821","2511758"
"MA-F25-04","三地門園區","3","216087","2511617"
"MA-F25-04","三地門園區","4","216812","2511296"
"MA-F25-04","三地門園區","5","217219","2511011"
"MA-F25-04","三地門園區","6","217488","2510950"
"MA-F25-06","往佳暮","1","220729","2517906"
"MA-F25-06","往佳暮","2","220607","2518293"
"MA-F25-06","往佳暮","3","220364","2518580"
"MA-F25-06","往佳暮","4","220347","2518811"
"MA-F25-06","往佳暮","5","220563","2518802"
"MA-F25-06","往佳暮","6","220844","2518663"
"MA-F25-06","往佳暮","7","220916","2518409"
"MA-F25-06","往佳暮","8","220980","2518170"
"MA-F25-07","來義林道","8","217389","2491909"
"MA-F25-07","來義林道","4","216349","2490860"
"MA-F25-07","來義林道","2","216079","2490271"
"MA-F25-07","來義林道","1","216095","2489762"
"MA-F25-07","來義林道","3","216331","2490542"
"MA-F25-07","來義林道","5","217232","2491364"
"MA-F25-07","來義林道","6","217246","2490563"
"MA-F25-07","來義林道","7","217852","2491028"
"MA-F25-08","枋山溪管制站","7","223081","2463930"
"MA-F25-08","枋山溪管制站","6","222033","2463461"
"MA-F25-08","枋山溪管制站","5","221934","2463714"
"MA-F25-08","枋山溪管制站","4","222099","2463902"
"MA-F25-08","枋山溪管制站","3","222096","2464226"
"MA-F25-08","枋山溪管制站","2","221655","2464484"
"MA-F25-08","枋山溪管制站","1","221266","2464484"
"MA-F25-09","往潮39保留地","2","225162","2457079"
"MA-F25-09","往潮39保留地","3","224948","2457252"
"MA-F25-09","往潮39保留地","6","224713","2458434"
"MA-F25-09","往潮39保留地","1","225577","2457157"
"MA-F25-09","往潮39保留地","4","224985","2457439"
"MA-F25-09","往潮39保留地","5","224925","2458021"
"MA-F25-10","丹路","1","224069","2455630"
"MA-F25-10","丹路","2","223996","2455438"
"MA-F25-10","丹路","3","223954","2455205"
"MA-F25-10","丹路","4","223978","2454988"
"MA-F25-10","丹路","5","224157","2454934"
"MA-F25-11","竹坑","1","219938","2451262"
"MA-F25-11","竹坑","2","220124","2451071"
"MA-F25-11","竹坑","3","220264","2451197"
"MA-F25-11","竹坑","4","220471","2451197"
"MA-F25-12","壽卡往內文","1","230850","2460515"
"MA-F25-12","壽卡往內文","2","231331","2460630"
"MA-F25-12","壽卡往內文","3","232094","2460444"
"MA-F25-12","壽卡往內文","4","232402","2460522"
"MA-F25-12","壽卡往內文","5","232724","2460506"
"MA-F25-12","壽卡往內文","6","233269","2460609"
"MA-F25-13","往舊日本宿舍","2","216650","2500238"
"MA-F25-13","往舊日本宿舍","3","216325","2500287"
"MA-F25-13","往舊日本宿舍","4","215918","2500342"
"MA-F25-13","往舊日本宿舍","5","215661","2500642"
"MA-F25-13","往舊日本宿舍","6","215883","2500591"
"MA-F25-13","往舊日本宿舍","1","215967","2500115"
"MA-F26-01","墾丁苗圃","2","230136","2428382"
"MA-F26-01","墾丁苗圃","4","230310","2428807"
"MA-F26-01","墾丁苗圃","6","230083","2428768"
"MA-F26-01","墾丁苗圃","5","230038","2428568"
"MA-F26-02","恆春事業區第9林班","1","224635","2448656"
"MA-F26-02","恆春事業區第9林班","2","224580","2448880"
"MA-F26-02","恆春事業區第9林班","3","224564","2449317"
"MA-F26-03","59林班-九棚段","1","236268","2446528"
"MA-F26-03","59林班-九棚段","2","236446","2446650"
"MA-F26-03","59林班-九棚段","3","236634","2446637"
"MA-F26-04","國產局接管地射麻裡段","1","230850","2440112"
"MA-F26-04","國產局接管地射麻裡段","2","230628","2439888"
"MA-F26-04","國產局接管地射麻裡段","3","230232","2438956"
"MA-F26-04","國產局接管地射麻裡段","4","230234","2438654"
"MA-F26-04","國產局接管地射麻裡段","5","230357","2438423"
"MA-F26-04","國產局接管地射麻裡段","6","231173","2438674"
"MA-F26-05","恆春事業區第13林班","1","227277","2449661"
"MA-F26-05","恆春事業區第13林班","2","227249","2449916"
"MA-F26-05","恆春事業區第13林班","3","227176","2450113"
"MA-F26-05","恆春事業區第13林班","4","226947","2450151"
"MA-F26-05","恆春事業區第13林班","5","227027","2450378"
"MA-F26-05","恆春事業區第13林班","6","227213","2450483"
"MA-F26-06","恆春事業區第57林班","1","233585","2444850"
"MA-F26-06","恆春事業區第57林班","2","233581","2445124"
"MA-F26-06","恆春事業區第57林班","3","234466","2445230"
"MA-F26-06","恆春事業區第57林班","4","233839","2445032"
"MA-F26-06","恆春事業區第57林班","5","234054","2444950"
"MA-F26-06","恆春事業區第57林班","6","234218","2445024"
"MA-F26-07","恆春事業區第39林班","1","231500","2436708"
"MA-F26-07","恆春事業區第39林班","2","231137","2436350"
"MA-F26-07","恆春事業區第39林班","3","230514","2436578"
"MA-F26-07","恆春事業區第39林班","4","230163","2436797"
"MA-F26-07","恆春事業區第39林班","5","230238","2437049"
"MA-F26-07","恆春事業區第39林班","6","229913","2436920"
"MA-F26-08","恆春事業區第7林班","1","223625","2445642"
"MA-F26-08","恆春事業區第7林班","2","223658","2445942"
"MA-F26-08","恆春事業區第7林班","3","223725","2446175"
"MA-F26-08","恆春事業區第7林班","4","223812","2446416"
"MA-F26-08","恆春事業區第7林班","6","223936","2446845"
"MA-F26-08","恆春事業區第7林班","5","223836","2446665"
"MA-F26-09","恆春事業區第35林班","6","233266","2427785"
"MA-F26-10","宣化段、五里亭段","1","226283","2438213"
"MA-F26-10","宣化段、五里亭段","2","226203","2438507"
"MA-F26-10","宣化段、五里亭段","3","226127","2438915"
"MA-F26-10","宣化段、五里亭段","4","225570","2439017"
"MA-F26-10","宣化段、五里亭段","5","226142","2439563"
"MA-G27-01","鹿鳴","7","275874","2579536"
"MA-G27-01","鹿鳴","6","276224","2579526"
"MA-G27-01","鹿鳴","5","276331","2579327"
"MA-G27-01","鹿鳴","4","276139","2579194"
"MA-G27-01","鹿鳴","3","276075","2578997"
"MA-G27-01","鹿鳴","2","276188","2578721"
"MA-G27-01","鹿鳴","1","276365","2578824"
"MA-G27-02","酸柑","1","281270","2585187"
"MA-G27-02","酸柑","2","281404","2585007"
"MA-G27-02","酸柑","3","281602","2584660"
"MA-G27-02","酸柑","4","281607","2584879"
"MA-G27-02","酸柑","5","281794","2584620"
"MA-G27-02","酸柑","6","282112","2584563"
"MA-G27-03","三民","2","284577","2592226"
"MA-G27-03","三民","3","284440","2592030"
"MA-G27-03","三民","4","284470","2591788"
"MA-G27-03","三民","5","284516","2591501"
"MA-G27-03","三民","6","284782","2591557"
"MA-G27-03","三民","7","284841","2591195"
"MA-G27-03","三民","8","285058","2591765"
"MA-G27-04","樂合","1","288323","2579566"
"MA-G27-04","樂合","2","288134","2579656"
"MA-G27-04","樂合","3","287894","2579652"
"MA-G27-04","樂合","4","287537","2579746"
"MA-G27-04","樂合","5","287364","2579707"
"MA-G27-04","樂合","6","287158","2579725"
"MA-G27-05","阿眉溪","1","284968","2571293"
"MA-G27-05","阿眉溪","2","284793","2571418"
"MA-G27-05","阿眉溪","3","284682","2571575"
"MA-G27-06","台23線","1","278904","2557004"
"MA-G27-06","台23線","2","279048","2557324"
"MA-G27-06","台23線","3","278881","2557509"
"MA-G27-06","台23線","4","278670","2557488"
"MA-G27-06","台23線","5","278589","2557700"
"MA-G28-01","木瓜山8林班","1","304541","2656454"
"MA-G28-01","木瓜山8林班","2","304782","2656336"
"MA-G28-01","木瓜山8林班","3","304985","2656305"
"MA-G28-01","木瓜山8林班","4","305202","2656132"
"MA-G28-01","木瓜山8林班","5","305413","2655891"
"MA-G28-01","木瓜山8林班","6","305562","2655557"
"MA-G28-02","北坑","2","306632","2631689"
"MA-G28-02","北坑","3","306891","2631725"
"MA-G28-02","北坑","4","306154","2631781"
"MA-G28-02","北坑","5","306444","2632054"
"MA-G28-02","北坑","6","306591","2631863"
"MA-G28-03","南坑","1","304899","2629655"
"MA-G28-03","南坑","2","304979","2629880"
